scope,asset,variant,rows,mse,residual_correlation
2022,EEM,static_gbm2,52,0.0009693955988812,
2022,IEF,mean,52,0.0001918787260096297,
2022,IEF,raw_ridge100,52,0.0002085031723467006,0.05127356580800233
2022,IEF,cal_ridge100,52,0.0002085031723467006,0.05127356580800233
2022,IEF,static_ridge100,52,0.0001917409534881803,
2022,IEF,raw_gbm2,52,0.00018922420570314147,-0.050020634040549704
2022,IEF,cal_gbm2,52,0.00018922420570314147,-0.050020634040549704
2022,IEF,static_gbm2,52,0.00018879416245747778,
2022,TLT,mean,52,0.0007061052084046348,
2022,TLT,raw_ridge100,52,0.0007622296363230269,0.10263846547564869
2022,TLT,cal_ridge100,52,0.0007622296363230269,0.10263846547564869
2022,TLT,static_ridge100,52,0.0007060472878769846,
2022,TLT,raw_gbm2,52,0.0007820803995445693,0.10078113587215022
2022,TLT,cal_gbm2,52,0.0007820803995445693,0.10078113587215022
2022,TLT,static_gbm2,52,0.0006931765123382009,
2023,pooled,mean,416,0.0004269344480234488,
2023,pooled,raw_ridge100,416,0.0004249701350595353,0.07077971830178821
2023,pooled,cal_ridge100,416,0.0004269344480234488,
2023,pooled,static_ridge100,416,0.0004269344480234488,
2023,pooled,raw_gbm2,416,0.000425668071770607,0.0655087163217652
2023,pooled,cal_gbm2,416,0.00042631488508624216,0.06550871632176535
2023,pooled,static_gbm2,416,0.00042724668678708076,-0.030857007019575906
2023,SPY,mean,52,0.0003268301124576739,
2023,SPY,raw_ridge100,52,0.00032491731005917975,0.13100885536810208
2023,SPY,cal_ridge100,52,0.0003268301124576739,
2023,SPY,static_ridge100,52,0.0003268301124576739,
2023,SPY,raw_gbm2,52,0.00032836548140480524,-0.006432144419259534
2023,SPY,cal_gbm2,52,0.00032713982817142933,-0.006432144419259515
2023,SPY,static_gbm2,52,0.00032718957051614255,
2023,QQQ,mean,52,0.0005852539496353335,
2023,QQQ,raw_ridge100,52,0.000594827679570175,-0.042815042463977375
2023,QQQ,cal_ridge100,52,0.0005852539496353335,
2023,QQQ,static_ridge100,52,0.0005852539496353335,
2023,QQQ,raw_gbm2,52,0.0005832510008943615,0.07988897429953476
2023,QQQ,cal_gbm2,52,0.000584397809702479,0.07988897429953491
2023,QQQ,static_gbm2,52,0.0005882816937477765,
2023,GLD,mean,52,0.000305063287150319,
2023,GLD,raw_ridge100,52,0.00031384082652263974,-0.120476735937664
2023,GLD,cal_ridge100,52,0.000305063287150319,
2023,GLD,static_ridge100,52,0.000305063287150319,
2023,GLD,raw_gbm2,52,0.00030580967990911657,-0.008923272913026277
2023,GLD,cal_gbm2,52,0.0003051432204394935,-0.008923272913026222
2023,GLD,static_gbm2,52,0.0003050462259696089,
2023,IWM,mean,52,0.0008502060823203198,
2023,IWM,raw_ridge100,52,0.0008238475526433029,0.30055683399231486
2023,IWM,cal_ridge100,52,0.0008502060823203198,
2023,IWM,static_ridge100,52,0.0008502060823203198,
2023,IWM,raw_gbm2,52,0.0008414514536123954,0.1445532173792439
2023,IWM,cal_gbm2,52,0.0008473493536073236,0.14455321737924393
2023,IWM,static_gbm2,52,0.0008503182397628722,
2023,EFA,mean,52,0.00032433114586072527,
2023,EFA,raw_ridge100,52,0.0003166506664101154,0.23911488869007527
2023,EFA,cal_ridge100,52,0.00032433114586072527,
2023,EFA,static_ridge100,52,0.00032433114586072527,
2023,EFA,raw_gbm2,52,0.00032403903554120234,0.05164184418623384
2023,EFA,cal_gbm2,52,0.000324036172964158,0.05164184418623387
2023,EFA,static_gbm2,52,0.0003245274383746064,
2023,EEM,mean,52,0.00046424363289868326,
2023,EEM,raw_ridge100,52,0.0004573103886296752,0.13394483789802195
2023,EEM,cal_ridge100,52,0.00046424363289868326,
2023,EEM,static_ridge100,52,0.00046424363289868326,
2023,EEM,raw_gbm2,52,0.00045573809171340024,0.164000321974997
2023,EEM,cal_gbm2,52,0.00046145141871017437,0.16400032197499706
2023,EEM,static_gbm2,52,0.0004636003510672388,
2023,IEF,mean,52,0.0001056322047759262,
2023,IEF,raw_ridge100,52,0.0001080327473607577,0.008094271943682941
2023,IEF,cal_ridge100,52,0.0001056322047759262,
2023,IEF,static_ridge100,52,0.0001056322047759262,
2023,IEF,raw_gbm2,52,0.00010589558870613701,-0.1099234203906804
2023,IEF,cal_gbm2,52,0.00010562548740121477,-0.10992342039068032
2023,IEF,static_gbm2,52,0.00010558641539626415,
2023,TLT,mean,52,0.0004539151690886094,
2023,TLT,raw_ridge100,52,0.0004603339092804371,-0.03536668508946291
2023,TLT,cal_ridge100,52,0.0004539151690886094,
2023,TLT,static_ridge100,52,0.0004539151690886094,
2023,TLT,raw_gbm2,52,0.00046079424238343786,-0.1717104293745775
2023,TLT,cal_gbm2,52,0.00045537578969366446,-0.17171042937457753
2023,TLT,static_gbm2,52,0.00045342355946213656,
2024,pooled,mean,408,0.0005005074279188005,
2024,pooled,raw_ridge100,408,0.0004981588837846755,0.07414935584854918
2024,pooled,cal_ridge100,408,0.0005005074279188005,
2024,pooled,static_ridge100,408,0.0005005074279188005,
2024,pooled,raw_gbm2,408,0.0004973524179738508,0.09764316135083027
2024,pooled,cal_gbm2,408,0.0004995432732448998,0.09764316135083018
2024,pooled,static_gbm2,408,0.0005007425885586843,-0.01893436642381309
2024,SPY,mean,51,0.0003656345627389271,
2024,SPY,raw_ridge100,51,0.0003634315494394003,0.17639259841387447
2024,SPY,cal_ridge100,51,0.0003656345627389271,
2024,SPY,static_ridge100,51,0.0003656345627389271,
2024,SPY,raw_gbm2,51,0.00036299195531455636,0.20069056153029463
2024,SPY,cal_gbm2,51,0.00036487960981332205,0.20069056153029452
2024,SPY,static_gbm2,51,0.0003661306749782853,
2024,QQQ,mean,51,0.000784816725816271,
2024,QQQ,raw_ridge100,51,0.0007769871245726405,0.14099768314612118
2024,QQQ,cal_ridge100,51,0.000784816725816271,
2024,QQQ,static_ridge100,51,0.000784816725816271,
2024,QQQ,raw_gbm2,51,0.0007888121873106227,-0.007777173891694393
2024,QQQ,cal_gbm2,51,0.0007852906063442476,-0.007777173891694422
2024,QQQ,static_gbm2,51,0.0007855387767120382,
2024,GLD,mean,51,0.00027231549820932213,
2024,GLD,raw_ridge100,51,0.00027669822627965167,-0.12813916047763757
2024,GLD,cal_ridge100,51,0.00027231549820932213,
2024,GLD,static_ridge100,51,0.00027231549820932213,
2024,GLD,raw_gbm2,51,0.000276768083117012,0.05401332142875408
2024,GLD,cal_gbm2,51,0.0002731160348650063,0.05401332142875407
2024,GLD,static_gbm2,51,0.0002733458212336758,
2024,IWM,mean,51,0.0011561724710659003,
2024,IWM,raw_ridge100,51,0.0011390848713551018,0.18296380930003658
2024,IWM,cal_ridge100,51,0.0011561724710659003,
2024,IWM,static_ridge100,51,0.0011561724710659003,
2024,IWM,raw_gbm2,51,0.0011368626156731123,0.174337018556225
2024,IWM,cal_gbm2,51,0.001151104074520667,0.1743370185562251
2024,IWM,static_gbm2,51,0.0011565707206046454,
2024,EFA,mean,51,0.0003507928034419762,
2024,EFA,raw_ridge100,51,0.00034820310218243845,0.06547236762531139
2024,EFA,cal_ridge100,51,0.0003507928034419762,
2024,EFA,static_ridge100,51,0.0003507928034419762,
2024,EFA,raw_gbm2,51,0.0003488219881059665,0.05983982424333842
2024,EFA,cal_gbm2,51,0.000350214219075372,0.05983982424333845
2024,EFA,static_gbm2,51,0.0003504671821046976,
2024,EEM,mean,51,0.0005724545893313996,
2024,EEM,raw_ridge100,51,0.0005823554174927227,-0.10206732882607596
2024,EEM,cal_ridge100,51,0.0005724545893313996,
2024,EEM,static_ridge100,51,0.0005724545893313996,
2024,EEM,raw_gbm2,51,0.0005669735863089249,0.15878659740180628
2024,EEM,cal_gbm2,51,0.0005710056762634471,0.15878659740180628
2024,EEM,static_gbm2,51,0.0005727269693382278,
2024,IEF,mean,51,0.0001013311855040834,
2024,IEF,raw_ridge100,51,0.00010070849803795368,0.14953033184770442
2024,IEF,cal_ridge100,51,0.0001013311855040834,
2024,IEF,static_ridge100,51,0.0001013311855040834,
2024,IEF,raw_gbm2,51,0.00010089298548828261,-0.012524228488050976
2024,IEF,cal_gbm2,51,0.00010121058018480565,-0.01252422848805098
2024,IEF,static_gbm2,51,0.00010121445533725974,
2024,TLT,mean,51,0.0004005415872425248,
2024,TLT,raw_ridge100,51,0.000397802280917495,0.1040487017187072
2024,TLT,cal_ridge100,51,0.0004005415872425248,
2024,TLT,static_ridge100,51,0.0004005415872425248,
2024,TLT,raw_gbm2,51,0.0003966959424723284,0.09400769627181861
2024,TLT,cal_gbm2,51,0.00039952538489233054,0.09400769627181864
2024,TLT,static_gbm2,51,0.0003999461081606452,
