scenario,policy,period,observations,ce,annualized_mean,annualized_volatility,turnover,average_exposure,average_cash,cagr,maximum_drawdown,worst_21_session_return
cost25,cal_gbm2,all,1752,0.021083201318375273,0.021987511953015543,0.024553487663198627,20.25093848508279,0.026183687397749594,0.9738163126022504,0.02192346543819812,-0.03787235226989272,-0.034013321461051405
cost25,cal_gbm2,excluding_2020,1499,0.023973761646611875,0.025029576200348708,0.026530668464211142,20.250938485082784,0.030602948846469174,0.9693970511535308,,,
cost25,cal_gbm2,2018,247,0.014681945113044381,0.014695553655425278,0.0030120361198473834,0.997506234413969,0.0,1.0,0.014799040862699231,-0.0023852610020761444,-0.0014469449414348245
cost25,cal_gbm2,2019,252,0.02011292295033671,0.020118293465050008,0.0018921794688133708,6.284824998222706e-15,0.0,1.0,0.020319391991693303,-0.00021858292867349416,0.001060535991363798
cost25,cal_gbm2,2020,253,0.003958558388096323,0.003963581886800447,0.001830027086160944,4.915687221130505e-15,0.0,1.0,0.00396974156588259,-0.0008843796237582024,-0.0006330212490823772
cost25,cal_gbm2,2021,252,-0.000985930797758914,-0.0009830384990818786,0.0013885960960709645,4.7033470582362205e-15,0.0,1.0,-0.0009835167373035691,-0.0010929180423948637,-0.00032831140690448013
cost25,cal_gbm2,2022,251,0.012910993461438963,0.01917063494405206,0.06459949165235022,17.75229273225766,0.18276422438588563,0.8172357756141143,0.017247903510942297,-0.03787235226989272,-0.03401332146105163
cost25,cal_gbm2,2023,250,0.04959236100928457,0.049605608925111844,0.0029718586582894134,0.5011395184111408,0.0,1.0,0.05084681668049784,-0.00021813266807557685,0.0028759298612059947
cost25,cal_gbm2,2024,247,0.04797226998546163,0.04799278185333472,0.0036979154373867396,1.0000000000000058,0.0,1.0,0.04915113993770204,-0.0025000000000001688,0.0014076665692164259
cost25,cal_ridge100,all,1752,0.029239238457101073,0.03215913369114148,0.04412025410957651,19.502427383067204,0.033839417857827486,0.9661605821421725,0.03167952231183291,-0.06302238218428502,-0.04800638026264248
cost25,cal_ridge100,excluding_2020,1499,0.02127402492878264,0.02283570039893878,0.03226634438705587,14.797865900504894,0.030148816450922305,0.9698511835490776,,,
cost25,cal_ridge100,2018,247,0.014681945113044381,0.014695553655425278,0.0030120361198473834,0.997506234413969,0.0,1.0,0.014799040862699231,-0.0023852610020761444,-0.0014469449414348245
cost25,cal_ridge100,2019,252,0.02011292295033671,0.020118293465050008,0.0018921794688133708,6.284824998222706e-15,0.0,1.0,0.020319391991693303,-0.00021858292867349416,0.001060535991363798
cost25,cal_ridge100,2020,253,0.07641552422541756,0.08739955465956774,0.08557269982944396,4.7045614825623066,0.05570586650980721,0.9442941334901928,0.087372898418272,-0.04389155284776447,-0.028967901325614998
cost25,cal_ridge100,2021,252,-0.0009859307977620223,-0.0009830384990849872,0.0013885960960709298,4.538039299657734e-15,0.0,1.0,-0.0009835167373066778,-0.0010929180423976392,-0.00032831140690514626
cost25,cal_ridge100,2022,251,-0.003220424538348605,0.006068563922881779,0.07869344937257224,12.299220147679772,0.18005209505949216,0.8199479049405077,0.0029877671240761128,-0.06302238218428413,-0.04800638026264192
cost25,cal_ridge100,2023,250,0.04959236100928792,0.049605608925115195,0.002971858658289576,0.5011395184111401,0.0,1.0,0.050846816680501394,-0.00021813266807557685,0.002875929861206439
cost25,cal_ridge100,2024,247,0.04797226998546242,0.04799278185333551,0.0036979154373867973,1.000000000000004,0.0,1.0,0.049151139937702926,-0.0025000000000001688,0.0014076665692159818
cost25,equal,all,1752,0.04289678751521792,0.0563783051315294,0.09480336708616588,6.797186654334953,0.7359818918068023,0.2640181081931977,0.05323823912769199,-0.19793690785111262,-0.15859751219368312
cost25,equal,excluding_2020,1499,0.03211344630813376,0.04260372540234785,0.08362726466973991,5.777143162653374,0.7453641634148915,0.25463583658510847,,,
cost25,equal,2018,247,-0.062391207906824925,-0.05299581426640368,0.07914288193059962,1.5867615848235048,0.749731430135004,0.2502685698649961,-0.0545787678308558,-0.09480391485067508,-0.051821177175725985
cost25,equal,2019,252,0.15206184086493627,0.15670670743421078,0.05564690209571131,0.5068928329986754,0.7503673313452214,0.24963266865477868,0.1677942277165212,-0.026286225921705486,-0.023819879991858972
cost25,equal,2020,253,0.10672158438505233,0.13799132890245092,0.1443831581069357,1.0200434916815793,0.6803928596308112,0.31960714036918875,0.13597524683590767,-0.16140935118385025,-0.158597512193683
