anchor_ordinal,transition_id,anchor_timestamp,partition,prior_regime_label,current_regime_label,ordered_transition,trailing_log_return_24h,trailing_log_return_72h,trailing_log_return_168h,realized_volatility_24h,realized_volatility_168h,distance_from_close_mean_168h,controls_available,control_exclusion_reasons,forward_log_return_24h,outcome_available_24h,outcome_exclusion_reason_24h,forward_log_return_72h,outcome_available_72h,outcome_exclusion_reason_72h,forward_log_return_168h,outcome_available_168h,outcome_exclusion_reason_168h
10,25cdc9ff9abaca683ce7cfdbf1cb1ab5873c16764e66b1953956693a05bd282d,2018-03-21T02:00:00,1,TREND_UP,VOL_COMPRESSION,TREND_UP -> VOL_COMPRESSION,0.043807620563437712,0.15868264369189392,-0.028715339353774436,0.04736239132074186,0.1754878501881964,1.7900975898363918,true,[],0.0085801184328414062,true,,-0.0079498106258307361,true,,-0.13565569541905287,true,
11,e994c2d90ff44393b9c75757015b65062833620745b87e8c40de2123d844906b,2018-03-28T04:00:00,1,TREND_DOWN,VOL_COMPRESSION,TREND_DOWN -> VOL_COMPRESSION,0.0064463589761191093,-0.086175056654200374,-0.14725192951388977,0.047700502115242308,0.12229391984629381,-1.8457626293725653,true,[],-0.028568276063389807,true,,-0.10795330531795543,true,,-0.068854504044452897,true,
12,3eff8c6bdc339cc24061e9f78e9caeb22e0666e4579ad62ad16d1ac514be9c54,2018-04-04T09:00:00,1,VOL_COMPRESSION,TREND_UP,VOL_COMPRESSION -> TREND_UP,-0.038497595201503601,0.049473113286622412,-0.13119614339237542,0.038093750539521666,0.15962669524456166,-0.2376060624051827,true,[],-0.034702078626090108,true,,-0.032776697827092291,true,,-0.033341228264366904,true,
13,488524b705f5919a28a6fc49c682e941768db4ea43abd7a2658bb30a223ec9c0,2018-04-12T11:00:00,1,VOL_COMPRESSION,VOL_EXPANSION,VOL_COMPRESSION -> VOL_EXPANSION,0.11907221580669189,0.1341788513716469,0.12891662939584178,0.11249355893596569,0.14450919772955634,5.6983377759423153,true,[],0.045797247881602977,true,,0.075401633394942227,true,,0.059667453425719899,true,
14,2c2c4678dc6ce393a8d41fd000c30eebe5eca360cf09e10a73feed7b1c104f46,2018-04-25T02:00:00,1,VOL_COMPRESSION,TREND_UP,VOL_COMPRESSION -> TREND_UP,0.053309754307938176,0.090737819340756712,0.20314263696333643,0.027665612129747066,0.080231602516005307,2.3499417112944521,true,[],-0.091224705891690072,true,,-0.068765836311214648,true,,-0.070058238241210935,true,
15,e50a59d4a5bc466adb285acc6256c4b3abbcb74c3ad74d262e568078b95cf43c,2018-05-04T00:00:00,1,VOL_COMPRESSION,TREND_UP,VOL_COMPRESSION -> TREND_UP,0.046968052360240764,0.066947744511804755,0.038391818855380587,0.035459750649777917,0.080313873361654922,2.18949806122236,true,[],0.015785064415676179,true,,-0.015341253551606078,true,,-0.071192441251105756,true,
16,954512c6872367b5e874f7c4e354c7601b55b43c52d19a6d836f5afdefcf3b10,2018-05-11T20:00:00,1,VOL_COMPRESSION,TREND_DOWN,VOL_COMPRESSION -> TREND_DOWN,-0.075747906292477948,,,0.041561110840866014,,,false,"[""MISSING_EXACT_CLOSE_MEAN_WINDOW_168H"",""MISSING_EXACT_CONTROL_WINDOW_168H"",""MISSING_EXACT_CONTROL_WINDOW_72H""]",0.00039603115646475389,true,,0.043788696039576976,true,,-0.025464968688469043,true,
17,146bb00fe65bf31ae0b2103e530c0660f6af5a9317382a475273de2da1d729d1,2018-05-23T16:00:00,1,VOL_COMPRESSION,TREND_DOWN,VOL_COMPRESSION -> TREND_DOWN,-0.076473062792079896,-0.10845541057229167,-0.081536561350223025,0.035613481917759884,0.064082342135485165,-3.4588473010459104,true,[],-0.012468284300656362,true,,-0.012590617243208705,true,,-0.042364602209363195,true,
18,4ec4bb2795f78005bfcf2676517e1f3858ebf8758a76456c90cdd876fc6b337a,2018-06-10T17:00:00,1,VOL_COMPRESSION,TREND_DOWN,VOL_COMPRESSION -> TREND_DOWN,-0.11759602195622131,-0.1301527286463568,,0.075412669995341422,,,false,"[""MISSING_EXACT_CLOSE_MEAN_WINDOW_168H"",""MISSING_EXACT_CONTROL_WINDOW_168H""]",-0.0050631742251896076,true,,-0.066060812027094448,true,,-0.038772318819214682,true,
19,ff78890a60cd938c8184593e5139d514bcef41c98b1a7d49e2c1612ae8e58958,2018-06-22T13:00:00,1,VOL_COMPRESSION,TREND_DOWN,VOL_COMPRESSION -> TREND_DOWN,-0.094436357847893129,-0.098868902421318933,-0.061483921870309405,0.050255392693327496,0.076237632292186122,-3.5220136517183516,true,[],0.0065146810211936723,true,,0.0026321537569688369,true,,-0.043926276776763154,true,
20,c76a517452031eaeac8d4d16f0f481b52ec23f105aae9684599a6b5494fcc4d9,2018-06-29T22:00:00,1,VOL_COMPRESSION,TREND_DOWN,VOL_COMPRESSION -> TREND_DOWN,0.049481194403792762,0.014262940574488072,0.026516569909918793,0.058592522230434776,0.11601653342723968,1.2765907778472974,true,[],0.014464909654840952,true,,0.059251761004694779,true,,0.051199775352675628,true,
21,4884df1d9a9fedd96e46489c905d4bebdbdecf6c903cca0a867a44fffd02e45e,2018-07-17T17:00:00,1,VOL_COMPRESSION,TREND_UP,VOL_COMPRESSION -> TREND_UP,0.075504769856862844,0.13686938583814659,0.12092663268161442,0.064100231777655392,0.081768597285760317,4.5814917736532879,true,[],0.043006884166738604,true,,0.018895452290225444,true,,0.13526487476426105,true,
22,89c0e233214c1221a0a49e541e671a7d64df1ff1de821d66be5799653f53a495,2018-07-27T15:00:00,1,VOL_COMPRESSION,TREND_DOWN,VOL_COMPRESSION -> TREND_DOWN,-0.0069937114339825475,-0.004557094585032102,0.087310228612359472,0.052979697707789729,0.085845391790025566,0.89843337992695038,true,[],-0.0045606885861080616,true,,-0.0036298796706712329,true,,-0.085779961360475721,true,
23,4ba8b2abff1816a34ebdb86d900b31b2f3acd5974d50f5d26a701f94a6aee967,2018-08-04T15:00:00,1,VOL_COMPRESSION,TREND_DOWN,VOL_COMPRESSION -> TREND_DOWN,-0.069736578450991904,-0.086307548485224497,-0.15095585122535962,0.042187061329885402,0.080846244958716396,-2.4135563288603485,true,[],0.0040626080295524157,true,,0.019674702989391338,true,,-0.13048769121876228,true,
24,a4a98b5af1c3c662acdde4d877faa83a6c91421645eef8459c9453f320eea0ea,2018-08-11T17:00:00,1,VOL_COMPRESSION,TREND_DOWN,VOL_COMPRESSION -> TREND_DOWN,0.0041099227474759269,,,0.066717142083447978,,,false,"[""MISSING_EXACT_CLOSE_MEAN_WINDOW_168H"",""MISSING_EXACT_CONTROL_WINDOW_168H"",""MISSING_EXACT_CONTROL_WINDOW_72H""]",-0.022035994119601388,true,,-0.066779371336833995,true,,-0.014287709373289126,true,
25,b1c5e4f18e0db63a32607bd0309b850737d7a5fe7d6ddc365d85ca8f3c646a7d,2018-08-22T01:00:00,1,VOL_COMPRESSION,TREND_UP,VOL_COMPRESSION -> TREND_UP,0.076891293637895292,0.068792536640897115,0.089924665774332682,0.055792800520842144,0.098506586566823831,4.7891556449785559,true,[],-0.059865506179916948,true,,-0.011673781231798751,true,,0.036042053752247789,true,
