policy,comparator,base_cagr_difference,frictionless_cagr_difference,base_sharpe_difference,frictionless_sharpe_difference,annual_turnover_saved,annual_arithmetic_fee_drag_saved
state_rule_vol20_band2,trend_vol20_band2,0.0084300886009842646,0.0058797574270903485,0.054831789145413992,0.037336244313428718,0.89380243382701163,0.0026814205591222003
state_rule_vol40_band2,trend_vol40_band2,0.066551498954693922,0.066351837907601907,0.2681471322327984,0.25622916648263599,0.63003843512121804,0.0018901584628001518
