policy,comparator,scenario,period,matched_risk_setting,cagr_difference,sharpe_difference,drawdown_difference,volatility_difference
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,full_forward,True,0.0048782921145842373,0.037813668358105457,-0.0014104885166204006,0.0022812912347359715
state_rule_vol20_band2,allocation_vol20_band2,delay_one_day,full_forward,True,-0.0037510697164622187,-0.11954361752396213,0.13521330454002967,-0.065667796623452707
state_rule_vol20_band2,fixed_blend_vol20_band2,delay_one_day,full_forward,True,0.0011587331213770424,-0.031107405350030842,0.065304200890530351,-0.020780668053719087
state_rule_vol20_band2,btc_buy_hold,delay_one_day,full_forward,False,0.073160513994564358,-0.11435330530855198,0.33214527648216374,-0.28436692917984674
state_rule_vol20_band2,eth_buy_hold,delay_one_day,full_forward,False,0.14223779267149839,-0.23448147148857673,0.47741475366773733,-0.55740200938824036
state_rule_vol20_band2,mix_buy_hold,delay_one_day,full_forward,False,0.10724787292605098,-0.13987823598546772,0.40194182515177279,-0.38407903791798187
state_rule_vol20_band2,usd_cash,delay_one_day,full_forward,False,-0.035682067845169363,,-0.19861251883373021,0.15500654037360367
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2025,True,0.0083718304845508129,0.045833714757316138,-0.0014878916045232282,0.0030551149838281
state_rule_vol20_band2,allocation_vol20_band2,delay_one_day,2025,True,0.015461528464091767,0.067261676265091552,0.028287548203936863,-0.01670053487170603
state_rule_vol20_band2,fixed_blend_vol20_band2,delay_one_day,2025,True,0.015072288035767212,0.074742026006598961,0.0084874319394542264,-0.0051218167579143992
state_rule_vol20_band2,btc_buy_hold,delay_one_day,2025,False,0.078274998045585464,0.086417812138022909,0.16637260273900378,-0.227920856952324
state_rule_vol20_band2,eth_buy_hold,delay_one_day,2025,False,0.12057754958125144,-0.096475624581688554,0.44632907177454084,-0.55998058266448458
state_rule_vol20_band2,mix_buy_hold,delay_one_day,2025,False,0.099427121775875316,0.027575388947235116,0.27438431045681488,-0.34801175653310773
state_rule_vol20_band2,usd_cash,delay_one_day,2025,False,0.0022983766961284235,,-0.15463494303810299,0.19119760313522943
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2026,True,0,-2.0872192862952943e-14,8.8817841970012523e-16,-3.3306690738754696e-16
state_rule_vol20_band2,allocation_vol20_band2,delay_one_day,2026,True,-0.031178736316338496,-1.1927540582903093,0.15943157288120291,-0.16965600501095252
state_rule_vol20_band2,fixed_blend_vol20_band2,delay_one_day,2026,True,-0.01855699513051734,-0.85971722297722764,0.071889223504262412,-0.069145627736106302
state_rule_vol20_band2,btc_buy_hold,delay_one_day,2026,False,0.066097487549081291,-1.2039095630273777,0.29735395286935418,-0.39990293797816767
state_rule_vol20_band2,eth_buy_hold,delay_one_day,2026,False,0.17099896975787643,-1.1877724415036059,0.43442284981332735,-0.58019802332144499
