policy,family,profile,band,role,scenario,period,first_date,last_date,days,total_return,executed_rebalances,skipped_rebalances,cagr,cash_excess_sharpe,max_drawdown,annual_volatility,calmar,certainty_equivalent_gamma3,terminal_nav,mean_risky_exposure,annual_one_way_turnover,annual_arithmetic_execution_drag,worst_day,longest_underwater_days
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,comparator,base,2026,2026-01-01,2026-08-26,238,-0.037446551370450276,38,200,-0.057122238686790672,-0.34950348670475651,-0.16226232736568802,0.1397350498982407,-0.35203635750925222,-0.078126713409393991,0.96255344862954972,0.26043586870784846,4.6891910401942614,0.014067568773336278,-0.028726593090374508,224
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,candidate,base,full_forward,2025-01-01,2026-08-26,603,-0.003734842857184506,152,451,-0.0022676992280408204,0.062809833113598099,-0.1847833020803441,0.15511632573980191,-0.012272208595205322,-0.026348781233613026,0.99626515714281549,0.25908598233608132,6.0857601146396423,0.018257269318345815,-0.039153317797498421,378
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,candidate,base,2025,2025-01-01,2025-12-31,365,0.024119297330557732,127,238,0.024203118950411717,0.22020416957712702,-0.1559782829895271,0.19004826420593504,0.15516979983705037,-0.012328093892490982,1.0241192973305577,0.36155997278516872,5.1585491064854025,0.015475633769058994,-0.039153317797498421,184
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,candidate,base,2026,2026-01-01,2026-08-26,238,-0.027198140158423367,25,213,-0.041606364618878677,-0.52623150323224244,-0.076250264892783193,0.075054927007809927,-0.54565534529463078,-0.047946130166527566,0.97280185984157663,0.10193049278180849,7.5355093428370399,0.022606520834205519,-0.012537117229345585,108
trend_vol40_exact,trend,0.40000000000000002,0,comparator,base,full_forward,2025-01-01,2026-08-26,603,-0.079696116524845872,603,0,-0.049141052297383858,-0.071645727003298687,-0.29242976471389714,0.25340893991863261,-0.1680439484177054,-0.1144798039756334,0.92030388347515413,0.402520120957017,9.5202696953509598,0.02856088524941355,-0.081169344470581106,378
trend_vol40_exact,trend,0.40000000000000002,0,comparator,base,2025,2025-01-01,2025-12-31,365,-0.059413310512201001,365,0,-0.059611134172572577,-0.032346275760593013,-0.26616340018279294,0.31921555675233176,-0.22396442986388609,-0.16317329193483388,0.940586689487799,0.5951478937786171,9.9336870985454855,0.029801196884908392,-0.081169344470581106,190
trend_vol40_exact,trend,0.40000000000000002,0,comparator,base,2026,2026-01-01,2026-08-26,238,-0.021563994301993961,238,0,-0.033038572498386043,-0.37098160120692975,-0.077105243404775314,0.081309204301945701,-0.42848671555247153,-0.040080998861120522,0.97843600569800604,0.10710357860456285,8.9254862984418626,0.026776444109874703,-0.015189748175615581,108
allocation_vol40_exact,allocation,0.40000000000000002,0,comparator,base,full_forward,2025-01-01,2026-08-26,603,-0.2109282805222481,603,0,-0.1338806715641464,-0.11123860516047024,-0.57372179869673312,0.43606408489041404,-0.23335468840171289,-0.33373498976075794,0.7890717194777519,0.77850686082444953,5.6354881287470358,0.01690645703412566,-0.12401454743966778,378
allocation_vol40_exact,allocation,0.40000000000000002,0,comparator,base,2025,2025-01-01,2025-12-31,365,-0.068998040424642748,365,0,-0.069226587086496316,0.040390896626424672,-0.35090323997455442,0.42132577475997779,-0.19728112824354729,-0.24925538690126481,0.93100195957535725,0.75100771764959784,5.5437776115237547,0.016631367911615208,-0.093394782705134904,190
allocation_vol40_exact,allocation,0.40000000000000002,0,comparator,base,2026,2026-01-01,2026-08-26,238,-0.15244891660844762,238,0,-0.22501441593315596,-0.32489358920388484,-0.46143342677667409,0.45860248484839788,-0.48764220985242818,-0.46447136598390376,0.84755108339155238,0.82067991653378081,5.8001215312703307,0.017400292045213973,-0.12401454743966778,224
fixed_blend_vol40_exact,fixed_blend,0.40000000000000002,0,comparator,base,full_forward,2025-01-01,2026-08-26,603,-0.13097771961716975,603,0,-0.081649699083766625,-0.10239647600757691,-0.44324395446563991,0.3225464054064513,-0.18420939137726261,-0.18908189072346615,0.86902228038283025,0.59044967368847356,7.4789555538304757,0.022436904969251572,-0.081169344470581328,378
fixed_blend_vol40_exact,fixed_blend,0.40000000000000002,0,comparator,base,2025,2025-01-01,2025-12-31,365,-0.059687839751079941,365,0,-0.059886548087808134,0.011033463326038549,-0.2865609288193075,0.36234786552368037,-0.20898364733305952,-0.19294601158882688,0.94031216024892006,0.67305352140986008,7.5238583530756227,0.022571658124021635,-0.081169344470581328,190
fixed_blend_vol40_exact,fixed_blend,0.40000000000000002,0,comparator,base,2026,2026-01-01,2026-08-26,238,-0.075815120637404032,238,0,-0.11441626085563905,-0.35897471272363563,-0.27798739741069656,0.25018621000383473,-0.4115879421922185,-0.18370023237766608,0.92418487936259597,0.46376730218298601,7.4415476915038798,0.022324612803145873,-0.062016751864851338,224
state_rule_vol40_exact,state_rule,0.40000000000000002,0,comparator,base,full_forward,2025-01-01,2026-08-26,603,0.028223040931680821,603,0,0.017029891250637252,0.19604534254617043,-0.28980730733550208,0.26555649845080331,0.058762808319813023,-0.05371926610002796,1.0282230409316808,0.41628760978148494,8.8625655394594514,0.026587728455474437,-0.081169344470580884,378
state_rule_vol40_exact,state_rule,0.40000000000000002,0,comparator,base,2025,2025-01-01,2025-12-31,365,0.050884304076846965,365,0,0.05106343161521365,0.31533982740241923,-0.26344359215561031,0.3351195391974684,0.19383060790126036,-0.062781120678177413,1.050884304076847,0.61789253969958757,8.8459456099556864,0.02653789911031678,-0.081169344470580884,184
state_rule_vol40_exact,state_rule,0.40000000000000002,0,comparator,base,2026,2026-01-01,2026-08-26,238,-0.021563994301992517,238,0,-0.033038572498383822,-0.37098160120691082,-0.077105243404774426,0.081309204301945728,-0.42848671555244766,-0.040080998861118995,0.97843600569800748,0.10710357860456285,8.9254862984418626,0.026776444109874703,-0.015189748175615692,108
trend_vol40_band2,trend,0.40000000000000002,0.02,comparator,base,full_forward,2025-01-01,2026-08-26,603,-0.073187044818145419,148,455,-0.045066356493456472,-0.055931700415485383,-0.28815649649775565,0.25249994091451972,-0.15639542068699283,-0.10975708129291262,0.92681295518185458,0.40303977676962799,8.8010824849017197,0.02640332784586203,-0.07989604312021481,378
trend_vol40_band2,trend,0.40000000000000002,0.02,comparator,base,2025,2025-01-01,2025-12-31,365,-0.053353331596317277,125,240,-0.053531556686954307,-0.013631093380607699,-0.26374556811415639,0.31788147109030374,-0.20296665862375501,-0.15590601651020033,0.94664666840368272,0.59543877540155321,8.982621296804906,0.026948004107632938,-0.07989604312021481,190
trend_vol40_band2,trend,0.40000000000000002,0.02,comparator,base,2026,2026-01-01,2026-08-26,238,-0.020951548115911933,23,215,-0.032105618829844307,-0.3546860001611381,-0.076337315316737819,0.082146840949559249,-0.42057568695770975,-0.03925848965926064,0.97904845188408807,0.10797408559041483,8.5593987505225737,0.025678185097175336,-0.015724396767127891,108
allocation_vol40_band2,allocation,0.40000000000000002,0.02,comparator,base,full_forward,2025-01-01,2026-08-26,603,-0.20397594656508045,269,334,-0.12925861130238048,-0.10226416111780613,-0.57040768623141813,0.43344736907655423,-0.22660741505145043,-0.32614106422641387,0.79602405343491955,0.77425208365503073,4.6735670026750196,0.01402069392477864,-0.12401454743966789,378
allocation_vol40_band2,allocation,0.40000000000000002,0.02,comparator,base,2025,2025-01-01,2025-12-31,365,-0.063932609225392789,173,192,-0.064144961231145992,0.050627868474126314,-0.34913676188205689,0.41828063829390444,-0.18372445481067681,-0.24126138141651682,0.93606739077460721,0.74703538893227794,4.4866595682591699,0.013460016845414726,-0.093394782705137458,190
allocation_vol40_band2,allocation,0.40000000000000002,0.02,comparator,base,2026,2026-01-01,2026-08-26,238,-0.14960817855624842,96,142,-0.22100764720010013,-0.31710248224828719,-0.45935163712588334,0.45657822690025079,-0.48112955160652654,-0.45747760500965662,0.85039182144375158,0.81599197262059708,4.980351277485334,0.014940977261543377,-0.12401454743966789,224
fixed_blend_vol40_band2,fixed_blend,0.40000000000000002,0.02,comparator,base,full_forward,2025-01-01,2026-08-26,603,-0.11919710788403071,190,413,-0.07411636771809782,-0.078566016393438118,-0.43871392054285918,0.32141316663130193,-0.16894008657483933,-0.1802117876445633,0.88080289211596929,0.58893517575508036,6.3798675286370106,0.019139641125754562,-0.07989604312021481,378
fixed_blend_vol40_band2,fixed_blend,0.40000000000000002,0.02,comparator,base,2025,2025-01-01,2025-12-31,365,-0.05140123123943896,136,229,-0.051573114543062792,0.033876262177713015,-0.28443163896268264,0.36085690919092195,-0.18131989370503601,-0.18310208010184714,0.94859876876056104,0.67133282657855042,6.3565095517904249,0.019069612209512837,-0.07989604312021481,190
fixed_blend_vol40_band2,fixed_blend,0.40000000000000002,0.02,comparator,base,2026,2026-01-01,2026-08-26,238,-0.071469496774883567,54,184,-0.10799061819637401,-0.33118507640590333,-0.27434863049904168,0.24979031340214639,-0.39362550489112513,-0.17631962503385817,0.92853050322511643,0.46256903058463261,6.4426614995264364,0.019327954065154314,-0.061077916765939655,224
state_rule_vol40_band2,state_rule,0.40000000000000002,0.02,candidate,base,full_forward,2025-01-01,2026-08-26,603,0.035657474909813303,167,436,0.02148514246123745,0.21221543181731303,-0.28522950321197305,0.2643592438840307,0.075325806830264713,-0.048727603644656683,1.0356574749098133,0.41641834152220458,8.1710440497805017,0.024513169383061879,-0.07989604312021481,378
state_rule_vol40_band2,state_rule,0.40000000000000002,0.02,candidate,base,2025,2025-01-01,2025-12-31,365,0.057820450986658667,144,221,0.058024662783415115,0.33496027867388922,-0.26071820076704189,0.33341444715070095,0.22255700834350869,-0.055067194221711857,1.0578204509866587,0.61754089744485086,7.9406346541044321,0.023821972803771151,-0.07989604312021481,184
state_rule_vol40_band2,state_rule,0.40000000000000002,0.02,candidate,base,2026,2026-01-01,2026-08-26,238,-0.020951548115914154,23,215,-0.032105618829847749,-0.35468600016116342,-0.07633731531673793,0.082146840949559138,-0.42057568695775421,-0.039258489659262652,0.97904845188408585,0.10797408559041494,8.5593987505225737,0.025678185097175336,-0.015724396767128002,108
btc_buy_hold,btc_buy_hold,,0,comparator,base,full_forward,2025-01-01,2026-08-26,603,-0.16380231654125854,2,0,-0.10285487043784569,-0.026714943797713615,-0.53075779531589395,0.43952567862655745,-0.1937887136949708,-0.30151613706036429,0.83619768345874146,0.99834162520729175,1.2116404109929284,0.0036349210011875082,-0.13982574865064701,324
btc_buy_hold,btc_buy_hold,,0,comparator,base,2025,2025-01-01,2025-12-31,365,-0.065468842783391046,1,0,-0.065686116271473582,0.047489830639173232,-0.32100754577710722,0.41938016795419553,-0.20462483557032327,-0.24390329476036116,0.93453115721660895,0.99999999999999567,1.0004327676311675,0.0030012983028935031,-0.085973995995139996,116
btc_buy_hold,btc_buy_hold,,0,comparator,base,2026,2026-01-01,2026-08-26,238,-0.10522225288961051,1,0,-0.15746808453342742,-0.12838182951231036,-0.39638148191390543,0.46964076250359554,-0.39726397856201995,-0.39113700901120607,0.89477774711038949,0.99579831932772489,1.5411392405063205,0.0046234171327495573,-0.13982574865064701,224
eth_buy_hold,eth_buy_hold,,0,comparator,base,full_forward,2025-01-01,2026-08-26,603,-0.2710031663533552,2,0,-0.17450991425763018,0.083915032037245735,-0.67602727250146666,0.71248726446948996,-0.25814034633824862,-0.70166876142273882,0.7289968336466448,0.99834162520729042,1.2116404109929277,0.003634921232978784,-0.14945628087722718,369
eth_buy_hold,eth_buy_hold,,0,comparator,base,2025,2025-01-01,2025-12-31,365,-0.11186057982089082,1,0,-0.11222230871126482,0.21299096802573961,-0.60096401481264305,0.75129914611062554,-0.1867371522174274,-0.6866556780128189,0.88813942017910918,0.99999999999999445,1.0004327676311675,0.0030012983028935031,-0.14726074992356131,194
eth_buy_hold,eth_buy_hold,,0,comparator,base,2026,2026-01-01,2026-08-26,238,-0.17918649135106535,1,0,-0.26236956674222478,-0.14451895103608456,-0.53345037885787927,0.64993584784687319,-0.49183499935637826,-0.7275529564462293,0.82081350864893465,0.99579831932772356,1.5411392405063191,0.0046234177215189569,-0.14945628087722718,224
mix_buy_hold,mix_buy_hold,,0,comparator,base,full_forward,2025-01-01,2026-08-26,603,-0.21740274144730409,2,0,-0.13819945491468699,-0.0065379077084922587,-0.60040275877148852,0.53891614977580404,-0.23017791456765321,-0.43916930878361565,0.78259725855269591,0.99834162520729119,1.2116404109929282,0.003634921109145396,-0.14417358606028507,378
mix_buy_hold,mix_buy_hold,,0,comparator,base,2025,2025-01-01,2025-12-31,365,-0.088664711302139265,1,0,-0.08895522948622403,0.096296450077180559,-0.42865418260027222,0.53904934998508958,-0.20752213111886603,-0.38395276375904552,0.91133528869786073,0.99999999999999523,1.0004327676311675,0.0030012983028935031,-0.11221556239604025,189
mix_buy_hold,mix_buy_hold,,0,comparator,base,2026,2026-01-01,2026-08-26,238,-0.14126308038516733,1,0,-0.20919526955047907,-0.16400832462330667,-0.46324058196593332,0.53981727128501278,-0.45159098251427221,-0.52563855583257568,0.85873691961483267,0.99579831932772445,1.5411392405063198,0.0046234174069717032,-0.14417358606028507,224
usd_cash,usd_cash,,0,comparator,base,full_forward,2025-01-01,2026-08-26,603,0,2,0,0,,0,0,,0,1,0,0,0,0,0
usd_cash,usd_cash,,0,comparator,base,2025,2025-01-01,2025-12-31,365,0,1,0,0,,0,0,,0,1,0,0,0,0,0
usd_cash,usd_cash,,0,comparator,base,2026,2026-01-01,2026-08-26,238,0,1,0,0,,0,0,,0,1,0,0,0,0,0
trend_vol20_exact,trend,0.20000000000000001,0,comparator,cost_stress,full_forward,2025-01-01,2026-08-26,603,-0.076192296279710359,603,0,-0.046946248437898075,-0.22936815099164326,-0.20840069482872392,0.15610548999523782,-0.22526915505958986,-0.072359013609832129,0.92380770372028964,0.26665932912082846,7.6442290861686608,0.057331739447947332,-0.040637683016364723,378
trend_vol20_exact,trend,0.20000000000000001,0,comparator,cost_stress,2025,2025-01-01,2025-12-31,365,-0.027113369176472557,365,0,-0.027205200123837647,-0.047836022805964384,-0.16246115942961825,0.19164480790172347,-0.16745664144803507,-0.064259123994964251,0.97288663082352744,0.37441568502928047,7.5030787165201778,0.056273142890902517,-0.040637683016364723,187
trend_vol20_exact,trend,0.20000000000000001,0,comparator,cost_stress,2026,2026-01-01,2026-08-26,238,-0.050446707302055471,238,0,-0.076675883755187968,-1.0352882121337079,-0.087152794114529697,0.07404525463756266,-0.87978686781316784,-0.084882228892219636,0.94955329269794453,0.10140273287467297,7.8932711268362432,0.059199506900319741,-0.012637922069629215,131
allocation_vol20_exact,allocation,0.20000000000000001,0,comparator,cost_stress,full_forward,2025-01-01,2026-08-26,603,-0.093345957680933678,603,0,-0.057722878623695517,-0.15688755064193502,-0.34802534961000353,0.22183172823365327,-0.16585825914227126,-0.10861660997393935,0.90665404231906632,0.3922069649386602,3.5258090765107788,0.02644355120621281,-0.062037164408128009,378
allocation_vol20_exact,allocation,0.20000000000000001,0,comparator,cost_stress,2025,2025-01-01,2025-12-31,365,-0.028825962021079676,365,0,-0.028923506721427961,-0.033819784635611153,-0.19137993368559603,0.21067291371413166,-0.15113134467349254,-0.073699527429571587,0.97117403797892032,0.37550152659934233,3.211889366351615,0.024089188511793067,-0.046866791393917695,190
allocation_vol20_exact,allocation,0.20000000000000001,0,comparator,cost_stress,2026,2026-01-01,2026-08-26,238,-0.066435049884699171,238,0,-0.10052607883788978,-0.3240714719361722,-0.26944056212915479,0.23837200351958948,-0.37309185388985039,-0.16248138414188257,0.93356495011530083,0.41782664978677375,4.022824197078064,0.030171110581634745,-0.062037164408128009,224
fixed_blend_vol20_exact,fixed_blend,0.20000000000000001,0,comparator,cost_stress,full_forward,2025-01-01,2026-08-26,603,-0.078838621320521773,603,0,-0.048603611372968425,-0.18983070803441349,-0.27713669096490512,0.17829706578585205,-0.17537775746598377,-0.081531023740353398,0.92116137867947823,0.3294404871079738,5.3938958256256848,0.040454236532486663,-0.040637683016364612,378
fixed_blend_vol20_exact,fixed_blend,0.20000000000000001,0,comparator,cost_stress,2025,2025-01-01,2025-12-31,365,-0.026403167158034924,365,0,-0.02649262559820631,-0.034655017223062488,-0.17474307874904549,0.19948052574746011,-0.15160901243049102,-0.066601721284168441,0.97359683284196508,0.37495864326591372,5.1924239153176437,0.038943226205897512,-0.040637683016364612,189
fixed_blend_vol20_exact,fixed_blend,0.20000000000000001,0,comparator,cost_stress,2026,2026-01-01,2026-08-26,238,-0.053857461727177647,238,0,-0.081782164014181258,-0.53645067780153399,-0.17229563048604224,0.14009016428214016,-0.47466185754958234,-0.10458934477537787,0.94614253827282235,0.25963323081533485,5.7260885310170471,0.042945637357005392,-0.031032033646510859,224
state_rule_vol20_exact,state_rule,0.20000000000000001,0,comparator,cost_stress,full_forward,2025-01-01,2026-08-26,603,-0.05506565407205144,603,0,-0.033781177553348196,-0.14102884740511509,-0.20923151229354875,0.15645244781459519,-0.1614535840373495,-0.058780361029769232,0.94493434592794856,0.26096894694678258,6.8152759900454178,0.051114556578882003,-0.040637683016364723,378
state_rule_vol20_exact,state_rule,0.20000000000000001,0,comparator,cost_stress,2025,2025-01-01,2025-12-31,365,-0.0048643365312059927,365,0,-0.0048810001499854927,0.07045154491545573,-0.16334019240965048,0.19210205965152874,-0.029882419495038583,-0.041820915099648026,0.99513566346879401,0.36501486187599369,6.1321178267778889,0.045990878915140643,-0.040637683016364723,184
state_rule_vol20_exact,state_rule,0.20000000000000001,0,comparator,cost_stress,2026,2026-01-01,2026-08-26,238,-0.05044670730205536,238,0,-0.076675883755187746,-1.0352882121336933,-0.087152794114530252,0.074045254637562535,-0.87978686781315962,-0.0848822288922184,0.94955329269794464,0.101402732874673,7.8932711268362414,0.059199506900319741,-0.012637922069629104,131
trend_vol20_band2,trend,0.20000000000000001,0.02,comparator,cost_stress,full_forward,2025-01-01,2026-08-26,603,-0.067146543352173627,167,436,-0.041295043582757041,-0.19436150540071112,-0.20147625734468833,0.15486983935209803,-0.20496233217251458,-0.066077735829057044,0.93285345664782637,0.26507804974475813,6.9763609876224137,0.052322712962462832,-0.039153317797498643,378
trend_vol20_band2,trend,0.20000000000000001,0.02,comparator,cost_stress,2025,2025-01-01,2025-12-31,365,-0.019726553272469971,142,223,-0.019793620664428357,-0.01028087362298648,-0.1584655603920464,0.18982402120545389,-0.12490802806274508,-0.05600129531253329,0.98027344672753003,0.37145919647676329,6.6349164401965677,0.049761894203532046,-0.039153317797498643,187
trend_vol20_band2,trend,0.20000000000000001,0.02,comparator,cost_stress,2026,2026-01-01,2026-08-26,238,-0.048374247244998059,25,213,-0.073568326152498309,-0.98153022021709924,-0.086557676555806373,0.074649452451605008,-0.84993416043309067,-0.08162950463089641,0.95162575275500194,0.10193049278180891,7.5302098325617823,0.056476555752392264,-0.012637922069629215,131
allocation_vol20_band2,allocation,0.20000000000000001,0.02,comparator,cost_stress,full_forward,2025-01-01,2026-08-26,603,-0.082459769405688998,220,383,-0.050874532161053865,-0.12890073318130382,-0.34238532753435391,0.21892894318137635,-0.14858852897529398,-0.10011492453445892,0.917540230594311,0.3870380161641096,2.6369775231185923,0.019777289847935805,-0.060495316243775354,378
allocation_vol20_band2,allocation,0.20000000000000001,0.02,comparator,cost_stress,2025,2025-01-01,2025-12-31,365,-0.021614625706374957,126,239,-0.021688040974552902,-0.0021150584324218804,-0.18796190605787255,0.20726457525769573,-0.1153853002952378,-0.064876282922770659,0.97838537429362504,0.37003128909827848,2.1713267927433391,0.016284940167634133,-0.046843931323378496,190
allocation_vol20_band2,allocation,0.20000000000000001,0.02,comparator,cost_stress,2026,2026-01-01,2026-08-26,238,-0.062189343072758918,94,144,-0.094214040602993765,-0.29994260303834319,-0.26521318979723363,0.23613360343031389,-0.35523889545246323,-0.15446514568118933,0.93781065692724108,0.41311976145414459,3.3632806597418461,0.025224515896365107,-0.060495316243775354,224
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,comparator,cost_stress,full_forward,2025-01-01,2026-08-26,603,-0.069837723793564122,167,436,-0.042974059151873134,-0.15947719339728597,-0.27169311559988407,0.17689448983769163,-0.15817132155516225,-0.075148127569165585,0.93016227620643588,0.32756321250903192,4.383332985187022,0.0328750015414997,-0.039456693676473531,378
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,comparator,cost_stress,2025,2025-01-01,2025-12-31,365,-0.02032710728107967,129,236,-0.020396195151892282,-0.0053914612459906863,-0.17426811662354058,0.1975922984302533,-0.11703916669939561,-0.059629385817918365,0.97967289271892033,0.37133391887802242,4.1974464016147666,0.031480861954528122,-0.039456693676473531,188
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,comparator,cost_stress,2026,2026-01-01,2026-08-26,238,-0.050537905948458195,38,200,-0.076812547658261954,-0.49999822785304326,-0.16922749448398944,0.13968264108676515,-0.453901110410455,-0.099107933336676363,0.94946209405154181,0.26043586870784896,4.6873247548304304,0.035154924795504562,-0.028726593090373953,224
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,candidate,cost_stress,full_forward,2025-01-01,2026-08-26,603,-0.047714064547522583,152,451,-0.02922724776832919,-0.11336460393404711,-0.20336820703421365,0.15510632776854322,-0.14371591407801584,-0.053670526785909549,0.95228593545247742,0.25908598233608177,6.0826438749115823,0.045619801477647132,-0.039153317797498643,378
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,candidate,cost_stress,2025,2025-01-01,2025-12-31,365,0.00069374194168636549,127,238,0.00069612512627204026,0.098496550373515221,-0.16045941572369493,0.19013346226934005,0.0043383251966387657,-0.035498610067686925,1.0006937419416864,0.36155997278516921,5.1568458307132694,0.038676309824798361,-0.039153317797498643,184
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,candidate,cost_stress,2026,2026-01-01,2026-08-26,238,-0.048374247244997948,25,213,-0.073568326152498087,-0.9815302202170848,-0.086557676555805707,0.074649452451604897,-0.84993416043309467,-0.081629504630895203,0.95162575275500205,0.10193049278180891,7.5302098325617823,0.056476555752392285,-0.012637922069629104,131
trend_vol40_exact,trend,0.40000000000000002,0,comparator,cost_stress,full_forward,2025-01-01,2026-08-26,603,-0.14244733423371447,603,0,-0.08902284136389349,-0.24032347447210622,-0.31476831846816689,0.25338609488493546,-0.28282020819988124,-0.15720139632722277,0.85755266576628553,0.40252012095701722,9.514218600836406,0.071356829813356865,-0.081212297186839533,378
trend_vol40_exact,trend,0.40000000000000002,0,comparator,cost_stress,2025,2025-01-01,2025-12-31,365,-0.10039697676926007,365,0,-0.10072377017216405,-0.17169246683850287,-0.27465784895394918,0.3193219814495909,-0.3667245285571723,-0.20777497046617824,0.89960302323073993,0.59514789377861788,9.9283083406864741,0.074462651405925534,-0.081212297186839533,194
trend_vol40_exact,trend,0.40000000000000002,0,comparator,cost_stress,2026,2026-01-01,2026-08-26,238,-0.046743237159696971,238,0,-0.071120125375280341,-0.87225840594562676,-0.087585536511712858,0.080483963557163668,-0.81200764655668245,-0.079919316341363775,0.95325676284030303,0.10710357860456256,8.9183770535596611,0.066887790868708594,-0.015273918152563959,131
allocation_vol40_exact,allocation,0.40000000000000002,0,comparator,cost_stress,full_forward,2025-01-01,2026-08-26,603,-0.24323613340401673,603,0,-0.15557335323383681,-0.16935354381788634,-0.58143896796032002,0.43597511336114009,-0.26756609344500254,-0.3589453796695023,0.75676386659598327,0.77850686082444986,5.6333459841259481,0.042250076270819135,-0.12403196237852776,378
allocation_vol40_exact,allocation,0.40000000000000002,0,comparator,cost_stress,2025,2025-01-01,2025-12-31,365,-0.091852538391628213,365,0,-0.092152964840797158,-0.018697930113765783,-0.3546866587726728,0.4212030484162364,-0.25981514263794231,-0.27399363715568753,0.90814746160837179,0.75100771764959806,5.5408629046795017,0.041556559295921391,-0.093467444873559957,191
allocation_vol40_exact,allocation,0.40000000000000002,0,comparator,cost_stress,2026,2026-01-01,2026-08-26,238,-0.16669494923685979,238,0,-0.24499824958661298,-0.38160423359307838,-0.46656050889273804,0.45856009683286009,-0.52511570293005216,-0.49040451791931439,0.83330505076314021,0.82067991653378136,5.7991568993269329,0.04349349506885123,-0.12403196237852776,224
fixed_blend_vol40_exact,fixed_blend,0.40000000000000002,0,comparator,cost_stress,full_forward,2025-01-01,2026-08-26,603,-0.17788231105571461,603,0,-0.11205082572556213,-0.20655226137503288,-0.45649437059923237,0.32249721451031743,-0.24545938119340863,-0.2226192089946257,0.82211768894428539,0.59044967368847356,7.4766772378500477,0.056075175052570467,-0.081212297186839644,378
fixed_blend_vol40_exact,fixed_blend,0.40000000000000002,0,comparator,cost_stress,2025,2025-01-01,2025-12-31,365,-0.090892620552431858,365,0,-0.09119006747671865,-0.082055836359342035,-0.29272316215764227,0.36235377517191009,-0.31152323855947356,-0.22668362965169883,0.90910737944756814,0.6730535214098603,7.5220219424110306,0.056415372250592115,-0.081212297186839644,191
fixed_blend_vol40_exact,fixed_blend,0.40000000000000002,0,comparator,cost_stress,2026,2026-01-01,2026-08-26,238,-0.09568692595603201,238,0,-0.14359103773711324,-0.49266043421280176,-0.28758429687926912,0.2500121596582236,-0.49930068955536278,-0.2169302191011544,0.90431307404396799,0.46376730218298567,7.4385810554772744,0.055789282204353981,-0.062037164408127898,224
state_rule_vol40_exact,state_rule,0.40000000000000002,0,comparator,cost_stress,full_forward,2025-01-01,2026-08-26,603,-0.037214015666322431,603,0,-0.022746913191454943,0.046153991388811579,-0.31201383543981231,0.26550394335836108,-0.072903540188822294,-0.09348444919280241,0.96278598433367757,0.4162876097814851,8.8578150775679614,0.066433692731856606,-0.081212297186839644,378
state_rule_vol40_exact,state_rule,0.40000000000000002,0,comparator,cost_stress,2025,2025-01-01,2025-12-31,365,0.0099964897862152569,365,0,0.010030989994352479,0.19697007948818615,-0.2717421305208203,0.33518020168338353,0.0369136356409921,-0.1024981804323282,1.0099964897862153,0.61789253969958802,8.8427178983578951,0.066320540078828968,-0.081212297186839644,185
state_rule_vol40_exact,state_rule,0.40000000000000002,0,comparator,cost_stress,2026,2026-01-01,2026-08-26,238,-0.046743237159696638,238,0,-0.071120125375279897,-0.87225840594562687,-0.087585536511712858,0.080483963557163654,-0.81200764655667734,-0.079919316341363775,0.95325676284030336,0.10710357860456254,8.9183770535596594,0.06688779086870858,-0.015273918152563737,131
trend_vol40_band2,trend,0.40000000000000002,0.02,comparator,cost_stress,full_forward,2025-01-01,2026-08-26,603,-0.13177215699578226,148,455,-0.082159157755812506,-0.21246980100855084,-0.30890597182173962,0.2524711997040639,-0.26596817559494801,-0.14925506558152657,0.86822784300421774,0.40303977676962927,8.7958757147160327,0.065969268778447998,-0.079896043120213589,378
trend_vol40_band2,trend,0.40000000000000002,0.02,comparator,cost_stress,2025,2025-01-01,2025-12-31,365,-0.090737184864521425,125,240,-0.091034148997613418,-0.14019261504798172,-0.27136272099555314,0.31798255906607809,-0.33547035740073233,-0.19624816830044059,0.90926281513547857,0.59543877540155488,8.9781301423515139,0.067336326549977926,-0.079896043120213589,194
trend_vol40_band2,trend,0.40000000000000002,0.02,comparator,cost_stress,2026,2026-01-01,2026-08-26,238,-0.045129935424827572,23,215,-0.068696274422223924,-0.83059702345144681,-0.086957604135277311,0.081318273973489091,-0.78999732231991138,-0.077461708837630455,0.95487006457517243,0.10797408559041567,8.5530709217008454,0.064148003968074782,-0.015724396767128113,131
allocation_vol40_band2,allocation,0.40000000000000002,0.02,comparator,cost_stress,full_forward,2025-01-01,2026-08-26,603,-0.23110029876196603,269,334,-0.14738298529729865,-0.1508204006819911,-0.57653520582404894,0.43331842681496779,-0.25563570760027104,-0.34700054728122143,0.76889970123803397,0.7742520836550314,4.6712275404351997,0.035034188622671388,-0.12403196237852765,378
