policy,family,profile,band,role,scenario,period,first_date,last_date,days,total_return,executed_rebalances,skipped_rebalances,cagr,cash_excess_sharpe,max_drawdown,annual_volatility,calmar,certainty_equivalent_gamma3,terminal_nav,mean_risky_exposure,annual_one_way_turnover,annual_arithmetic_execution_drag,worst_day,longest_underwater_days
state_rule_vol20_exact,state_rule,0.20000000000000001,0,comparator,frictionless,2025,2025-01-01,2025-12-31,365,0.041830091120681256,365,0,0.041976712081031042,0.30924378500332467,-0.15400366226178042,0.19193678577453985,0.27256957051889885,0.0040956635140985825,1.0418300911206813,0.36501486187598836,6.1351757652447994,0,-0.04057052540732653,183
state_rule_vol20_exact,state_rule,0.20000000000000001,0,comparator,frictionless,2026,2026-01-01,2026-08-26,238,-0.013224942732809497,238,0,-0.020308399573208513,-0.23507991240133566,-0.071826160450850218,0.075004574409458347,-0.2827437725437838,-0.026070598055390894,0.9867750572671905,0.10140273287467162,7.9023049125538387,0,-0.012470121653397004,108
trend_vol20_band2,trend,0.20000000000000001,0.02,comparator,frictionless,full_forward,2025-01-01,2026-08-26,603,0.016935932048986579,167,436,0.01024154379468456,0.14291176656444149,-0.16903375569714496,0.15493710920745099,0.060588748989486858,-0.013865925731117782,1.0169359320489866,0.26507804974475424,6.9817073332109052,0,-0.039153317797497866,378
trend_vol20_band2,trend,0.20000000000000001,0.02,comparator,frictionless,2025,2025-01-01,2025-12-31,365,0.030139566965744935,142,223,0.030244617885532898,0.25114623710386891,-0.14978608610310284,0.18967008622905199,0.20191874073480032,-0.0063271839676112759,1.0301395669657449,0.37145919647675796,6.63800095394273,0,-0.039153317797497866,183
trend_vol20_band2,trend,0.20000000000000001,0.02,comparator,frictionless,2026,2026-01-01,2026-08-26,238,-0.012817326253809935,25,213,-0.019684645539726264,-0.22422521382073146,-0.07116840235864863,0.075609010640660723,-0.27659248890437005,-0.025528530312765432,0.98718267374619006,0.1019304927818073,7.5390526048852822,0,-0.012470121653397115,108
allocation_vol20_band2,allocation,0.20000000000000001,0.02,comparator,frictionless,full_forward,2025-01-01,2026-08-26,603,-0.052046822645953728,220,383,-0.031909487435110684,-0.038544235822691481,-0.33307783190424289,0.21911577990002817,-0.095801894868477455,-0.080463237794736034,0.94795317735404627,0.38703801616410449,2.6382138519941041,0,-0.060495316243775132,378
allocation_vol20_band2,allocation,0.20000000000000001,0.02,comparator,frictionless,2025,2025-01-01,2025-12-31,365,-0.0056020489354967618,126,239,-0.0056212325693926202,0.076229243588806631,-0.18507468643815073,0.20731133893911666,-0.030372779106510359,-0.048663800324382403,0.99439795106450324,0.37003128909827321,2.1726743154929204,0,-0.04667328654136127,189
allocation_vol20_band2,allocation,0.20000000000000001,0.02,comparator,frictionless,2026,2026-01-01,2026-08-26,238,-0.046706425391100259,94,144,-0.071064843501120523,-0.19294366066494581,-0.25875713079807561,0.23651459892493651,-0.27463916948660583,-0.12954272577421408,0.95329357460889974,0.41311976145413981,3.3643514264178398,0,-0.060495316243775132,224
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,comparator,frictionless,full_forward,2025-01-01,2026-08-26,603,-0.018024513951978349,167,436,-0.010975057692493628,0.026046882117928768,-0.25565492554882152,0.17696604116172546,-0.042929185381166302,-0.042366055973664267,0.98197548604802165,0.32756321250902787,4.3855119034831285,0,-0.039456693676473309,378
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,comparator,frictionless,2025,2025-01-01,2025-12-31,365,0.010905653595262743,129,236,0.010943308504071991,0.15343320878600522,-0.16445728676144589,0.19763484326054231,0.066541949703608133,-0.028265548736544487,1.0109056535952627,0.37133391887801792,4.1990188307748522,0,-0.039456693676473309,184
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,comparator,frictionless,2026,2026-01-01,2026-08-26,238,-0.028618068802317431,38,200,-0.043761409597901424,-0.24907474219098708,-0.15758484489692037,0.1398232325575505,-0.27770062296616593,-0.064152240145846598,0.97138193119768257,0.26043586870784546,4.6904443522987211,0,-0.028726593090373731,224
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,candidate,frictionless,full_forward,2025-01-01,2026-08-26,603,0.026709472463596784,152,451,0.016121301221774909,0.18024801087787021,-0.172153195304247,0.15520876737658573,0.093645088569420235,-0.0081585706154030067,1.0267094724635968,0.25908598233607782,6.0878468700378692,0,-0.039153317797497755,378
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,candidate,frictionless,2025,2025-01-01,2025-12-31,365,0.040040004518524075,127,238,0.040180230715274989,0.30138189687768846,-0.15297778128410799,0.19003324327305024,0.26265402974208968,0.0031036290041396714,1.0400400045185241,0.36155997278516389,5.1596932648488636,0,-0.039153317797497755,183
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,candidate,frictionless,2026,2026-01-01,2026-08-26,238,-0.012817326253809602,25,213,-0.019684645539725709,-0.22422521382073313,-0.071168402358648075,0.075609010640660917,-0.27659248890436439,-0.025528530312765647,0.9871826737461904,0.1019304927818073,7.5390526048852822,0,-0.012470121653397115,108
trend_vol40_exact,trend,0.40000000000000002,0,comparator,frictionless,full_forward,2025-01-01,2026-08-26,603,-0.035322530037649069,603,0,-0.021582501872048132,0.040895144334374744,-0.27713729258721798,0.25351237957036038,-0.077876570383453164,-0.086035364540059042,0.96467746996235093,0.40252012095701128,9.5243491340437991,0,-0.081140529772871228,378
trend_vol40_exact,trend,0.40000000000000002,0,comparator,frictionless,2025,2025-01-01,2025-12-31,365,-0.031052075520314304,365,0,-0.031157031685216774,0.060677227477752255,-0.26044806567592405,0.31919830173328695,-0.11962857779095783,-0.1334632657793389,0.9689479244796857,0.59514789377860877,9.9373356771037287,0,-0.081140529772871228,187
trend_vol40_exact,trend,0.40000000000000002,0,comparator,frictionless,2026,2026-01-01,2026-08-26,238,-0.0044073106608149004,238,0,-0.0067841742485368339,-0.041788345574410496,-0.071828811765421552,0.082225824593864738,-0.094449206130439445,-0.013577710518480801,0.9955926893391851,0.10710357860456114,8.9302446929477206,0,-0.015133845282591762,108
allocation_vol40_exact,allocation,0.40000000000000002,0,comparator,frictionless,full_forward,2025-01-01,2026-08-26,603,-0.18862619265138414,603,0,-0.11910961907139517,-0.072480246234958148,-0.56849752639315987,0.43614453433273653,-0.20951651245888039,-0.31694494548494734,0.81137380734861586,0.77850686082443898,5.6369730561087987,0,-0.12400301212975173,378
allocation_vol40_exact,allocation,0.40000000000000002,0,comparator,frictionless,2025,2025-01-01,2025-12-31,365,-0.053435964636964206,365,0,-0.053614457871744903,0.07979648596510186,-0.34836845119420645,0.42142279939371929,-0.15390158806847931,-0.23276770527606361,0.94656403536303579,0.75100771764958762,5.5457778371300606,0,-0.093346632072928371,190
allocation_vol40_exact,allocation,0.40000000000000002,0,comparator,frictionless,2026,2026-01-01,2026-08-26,238,-0.14282206270658548,238,0,-0.21140672785060655,-0.28706360445861484,-0.4579866692071185,0.45866031901238385,-0.46160017761346805,-0.44721861675264574,0.85717793729341452,0.82067991653376982,5.8008212956209064,0,-0.12400301212975173,224
