asset,scenario,model,period,cagr,zero_cash_sharpe,annual_vol,max_drawdown,calmar,terminal_multiple,mean_exposure,one_way_turnover_per_year,fees_initial_capital,worst_day
BTC,delay_stress,core_label,2020_2022,-0.00240670438087931,0.008865734597782822,0.07908990945739038,-0.1585412569504494,-0.015180303393403162,0.9927956121910161,0.01277372262773723,9.317299442451846,0.08009781180854182,-0.0551360808685486
BTC,delay_stress,core_label,2023_end,-0.010354529813807245,-0.1273605311172218,0.0650967823885172,-0.1094025320330595,-0.09464616240032078,0.9692776651186704,0.015525114155251141,11.324140109379627,0.09971898154664847,-0.062226569399912224
BTC,delay_stress,core_label,2020,-0.10179214991560215,-1.0586732799314005,0.09684475476638106,-0.1585412569504494,-0.6420546416344884,0.8980098718926014,0.021857923497267766,15.943488000601658,0.04603198486738577,-0.0551360808685486
BTC,delay_stress,core_label,2021,-0.0019945379891618265,-0.0733075624297593,0.023464366126890145,-0.04857339453536691,-0.0410623553951861,0.9980068258362563,0.002739726027397261,1.9983767874458822,0.005994056485449665,-0.01740691177393061
BTC,delay_stress,core_label,2022,0.1078364965398706,1.1366037070393573,0.09381762198255197,-0.05096243184962168,2.1159998184166544,1.1077588452982747,0.013698630136986304,9.991879598052796,0.03200453641569458,-0.024633325761431735
BTC,delay_stress,core_label,2023,0.021000711508908365,0.32486157099187496,0.0714994756708684,-0.04207942879274029,0.49907311271609966,1.0209861875199464,0.02191780821917809,15.987124209897654,0.0471575183283226,-0.01436045806624453
BTC,delay_stress,core_label,2024,-0.06442640329994609,-0.7538074081468844,0.08355879174410813,-0.10709255408261131,-0.6015955437036966,0.9354456691861315,0.013661202185792353,9.964502523623526,0.02884653698987168,-0.062226569399912224
BTC,delay_stress,core_label,2025,0.014919931848872636,0.6105204956209109,0.02473539161331503,-0.02547191357200007,0.5857405179512437,1.0148684934378975,0.010989010989010992,8.015453734922618,0.024196525300921874,-0.007271669927999436
ETH,delay_stress,core_label,full,-0.004432595783813276,0.0038418078598984598,0.09799346335417117,-0.26363966348092693,-0.01681308390887835,0.9737033292767316,0.0178000912825194,12.983366325585553,0.22770838005140437,-0.10760787757764412
ETH,delay_stress,core_label,2020_2022,-0.02650405199623762,-0.16466019669422177,0.11910027872294034,-0.2242611287333668,-0.11818388744377262,0.9225596580353742,0.02007299270072993,14.641084230865085,0.13442647338891522,-0.10760787757764412
