asset,timeframe,target,model,year,observations,loss,constant_loss,skill_vs_constant,mean_prediction,mean_actual,metric
BTC,1,log_variance,core_label,2021,365,0.9740702911103599,1.4733770918321267,0.33888595356188467,-7.165589626492587,-6.60275710634589,log_variance_MSE
BTC,1,log_variance,core_label,2022,365,1.0978024833163529,1.3231901910268307,0.17033659200237194,-7.305204483054456,-7.389952617931337,log_variance_MSE
BTC,1,log_variance,core_label,2023,354,1.8147700269873805,2.379046822587749,0.23718608235990501,-7.552371653413137,-8.269311638952319,log_variance_MSE
BTC,1,log_variance,core_label,2024,366,0.8774360501391668,1.0376934532330446,0.1544361705227867,-7.593489201447539,-7.6253458885938645,log_variance_MSE
BTC,1,log_variance,core_label,2025,353,1.1024850185300423,1.4128957628346561,0.2196982625822621,-7.669481919242995,-8.038233765329426,log_variance_MSE
BTC,1,log_variance,full_linear,all,2136,0.9511229970888889,1.5129870608065503,0.3713607857413799,-7.4666052654550406,-7.549221680658921,log_variance_MSE
BTC,1,log_variance,full_linear,2020,333,1.06390497476137,1.4722604212591028,0.2773663141392473,-7.347822061706649,-7.3936607385901025,log_variance_MSE
BTC,1,log_variance,full_linear,2021,365,0.7041057746727727,1.4733770918321267,0.522114346302734,-6.922283274688339,-6.60275710634589,log_variance_MSE
BTC,1,log_variance,full_linear,2022,365,0.8694867294069105,1.3231901910268307,0.34288605273580075,-7.29620096101233,-7.389952617931337,log_variance_MSE
BTC,1,log_variance,full_linear,2023,354,1.3835769188139844,2.379046822587749,0.41843224535234946,-7.755788854335393,-8.269311638952319,log_variance_MSE
BTC,1,log_variance,full_linear,2024,366,0.8344450675859851,1.0376934532330446,0.19586553718134914,-7.633899771110937,-7.6253458885938645,log_variance_MSE
BTC,1,log_variance,full_linear,2025,353,0.871852626630667,1.4128957628346561,0.38293209622096136,-7.854223183488878,-8.038233765329426,log_variance_MSE
BTC,1,log_variance,priority_relative,all,2136,1.3592599611639131,1.5129870608065503,0.10160503260397191,-7.3346814523355945,-7.549221680658921,log_variance_MSE
BTC,1,log_variance,priority_relative,2020,333,1.077084101927556,1.4722604212591028,0.2684146864408574,-7.362983230403083,-7.3936607385901025,log_variance_MSE
BTC,1,log_variance,priority_relative,2021,365,1.3813910680846517,1.4733770918321267,0.06243209851531728,-7.45277459493932,-6.60275710634589,log_variance_MSE
BTC,1,log_variance,priority_relative,2022,365,1.0181581763829795,1.3231901910268307,0.23052771756654145,-7.24432422398404,-7.389952617931337,log_variance_MSE
BTC,1,log_variance,priority_relative,2023,354,2.413267044030686,2.379046822587749,-0.014384005021689683,-7.159969691086228,-8.269311638952319,log_variance_MSE
BTC,1,log_variance,priority_relative,2024,366,0.9651299713608279,1.0376934532330446,0.06992766664002503,-7.333394072329738,-7.6253458885938645,log_variance_MSE
BTC,1,log_variance,priority_relative,2025,353,1.3069141466533458,1.4128957628346561,0.07501021587656409,-7.455845882267332,-8.038233765329426,log_variance_MSE
BTC,1,log_variance,simple_linear,all,2136,0.9641607688969878,1.5129870608065503,0.3627435462779117,-7.455738915691902,-7.549221680658921,log_variance_MSE
BTC,1,log_variance,simple_linear,2020,333,1.0285748330236495,1.4722604212591028,0.3013635236190114,-7.375853843207581,-7.3936607385901025,log_variance_MSE
BTC,1,log_variance,simple_linear,2021,365,0.722074775693575,1.4733770918321267,0.5099185539828885,-6.971996144439862,-6.60275710634589,log_variance_MSE
BTC,1,log_variance,simple_linear,2022,365,0.8723020299480333,1.3231901910268307,0.34075839145156916,-7.30514146735749,-7.389952617931337,log_variance_MSE
BTC,1,log_variance,simple_linear,2023,354,1.4468907733701175,2.379046822587749,0.3918191270416872,-7.690734368337663,-8.269311638952319,log_variance_MSE
BTC,1,log_variance,simple_linear,2024,366,0.8316165816578265,1.0376934532330446,0.1985912804337,-7.600885347752641,-7.6253458885938645,log_variance_MSE
BTC,1,log_variance,simple_linear,2025,353,0.9020210941873024,1.4128957628346561,0.36157987169725747,-7.800849184574348,-8.038233765329426,log_variance_MSE
BTC,1,log_variance,split_absolute,all,2136,1.1590236497684685,1.5129870608065503,0.2339500582704186,-7.466077226735434,-7.549221680658921,log_variance_MSE
BTC,1,log_variance,split_absolute,2020,333,1.0870992476278583,1.4722604212591028,0.2616121224680128,-7.49637266489768,-7.3936607385901025,log_variance_MSE
BTC,1,log_variance,split_absolute,2021,365,0.9951024955676562,1.4733770918321267,0.3246111256350144,-7.165645958212862,-6.60275710634589,log_variance_MSE
BTC,1,log_variance,split_absolute,2022,365,1.0860524119586978,1.3231901910268307,0.17921669966742093,-7.328479262024479,-7.389952617931337,log_variance_MSE
BTC,1,log_variance,split_absolute,2023,354,1.8077200473819315,2.379046822587749,0.2401494454759704,-7.548224570925347,-8.269311638952319,log_variance_MSE
BTC,1,log_variance,split_absolute,2024,366,0.8909354616896312,1.0376934532330446,0.1414271151910742,-7.594186983367898,-7.6253458885938645,log_variance_MSE
BTC,1,log_variance,split_absolute,2025,353,1.0992454658545152,1.4128957628346561,0.2219911087785219,-7.675210253510219,-8.038233765329426,log_variance_MSE
BTC,1,log_variance,split_relative,all,2136,1.3555139998646264,1.5129870608065503,0.10408090394241531,-7.337666785319853,-7.549221680658921,log_variance_MSE
BTC,1,log_variance,split_relative,2020,333,1.068704411010349,1.4722604212591028,0.27410640428928035,-7.372640960876576,-7.3936607385901025,log_variance_MSE
BTC,1,log_variance,split_relative,2021,365,1.3745350610440752,1.4733770918321267,0.06708535875574306,-7.455283797383058,-6.60275710634589,log_variance_MSE
BTC,1,log_variance,split_relative,2022,365,0.9971085949750004,1.3231901910268307,0.24643592301631434,-7.252982785732737,-7.389952617931337,log_variance_MSE
BTC,1,log_variance,split_relative,2023,354,2.416594251533484,2.379046822587749,-0.015782551477862006,-7.157561090173116,-8.269311638952319,log_variance_MSE
BTC,1,log_variance,split_relative,2024,366,0.9738850772590204,1.0376934532330446,0.061490583539119736,-7.332239662308737,-7.6253458885938645,log_variance_MSE
BTC,1,log_variance,split_relative,2025,353,1.3085923429965387,1.4128957628346561,0.07382244506760793,-7.456864499455414,-8.038233765329426,log_variance_MSE
BTC,1,persistence,boosted,all,1910,0.25503705919874514,0.2490794843608287,-0.02391836827992644,0.4668713479289312,0.46910994764397906,Brier
BTC,1,persistence,boosted,2020,303,0.2620712566898062,0.24954829876476242,-0.05018250169218175,0.4662817569466852,0.47854785478547857,Brier
BTC,1,persistence,boosted,2021,326,0.25995090095419676,0.24854227955918315,-0.04590213550486477,0.44920797177285865,0.4570552147239264,Brier
BTC,1,persistence,boosted,2022,313,0.2531257843379724,0.24908090657133583,-0.01623921248045601,0.4653483803411326,0.4696485623003195,Brier
BTC,1,persistence,boosted,2023,321,0.25114646331247586,0.24839631792410152,-0.011071602877843922,0.4918587124145731,0.45794392523364486,Brier
BTC,1,persistence,boosted,2024,331,0.2526375444763526,0.24955564112379303,-0.012349563963696575,0.4639266105588791,0.4773413897280967,Brier
BTC,1,persistence,boosted,2025,316,0.25158160170493965,0.24937796976179083,-0.008836514088448766,0.46486932140702386,0.47468354430379744,Brier
BTC,1,persistence,constant,all,1910,0.2490794843608287,0.2490794843608287,0.0,0.4722414899081102,0.46910994764397906,Brier
BTC,1,persistence,constant,2020,303,0.24954829876476242,0.24954829876476242,0.0,0.4756335282651073,0.47854785478547857,Brier
BTC,1,persistence,constant,2021,326,0.24854227955918315,0.24854227955918315,0.0,0.4767156862745097,0.4570552147239264,Brier
BTC,1,persistence,constant,2022,313,0.24908090657133583,0.24908090657133583,0.0,0.4711033274956217,0.4696485623003195,Brier
BTC,1,persistence,constant,2023,321,0.24839631792410152,0.24839631792410152,0.0,0.4707903780068728,0.45794392523364486,Brier
BTC,1,persistence,constant,2024,331,0.24955564112379303,0.24955564112379303,0.0,0.46903153153153154,0.4773413897280967,Brier
BTC,1,persistence,constant,2025,316,0.24937796976179083,0.24937796976179083,0.0,0.47033697199810154,0.47468354430379744,Brier
BTC,1,persistence,core_label,all,1910,0.24999714287189936,0.2490794843608287,-0.0036841994973031422,0.470117837048061,0.46910994764397906,Brier
BTC,1,persistence,core_label,2020,303,0.25115904256480137,0.24954829876476242,-0.006454637471030589,0.4679262870302088,0.47854785478547857,Brier
BTC,1,persistence,core_label,2021,326,0.2515427647128124,0.24854227955918315,-0.01207233296061716,0.4562856927838973,0.4570552147239264,Brier
BTC,1,persistence,core_label,2022,313,0.24914595803408413,0.24908090657133583,-0.00026116599479153457,0.4705900852620892,0.4696485623003195,Brier
BTC,1,persistence,core_label,2023,321,0.24867826500273443,0.24839631792410152,-0.0011350694768312852,0.4801460917233712,0.45794392523364486,Brier
BTC,1,persistence,core_label,2024,331,0.24958889765904563,0.24955564112379303,-0.0001332630074113439,0.47099314461727065,0.4773413897280967,Brier
BTC,1,persistence,core_label,2025,316,0.249898983025715,0.24937796976179083,-0.0020892513657957412,0.4749175472960125,0.47468354430379744,Brier
BTC,1,persistence,full_linear,all,1910,0.24927978810030954,0.2490794843608287,-0.0008041759842039031,0.46707029953479556,0.46910994764397906,Brier
BTC,1,persistence,full_linear,2020,303,0.24878826112195787,0.24954829876476242,0.003045653472961596,0.46970910264196686,0.47854785478547857,Brier
BTC,1,persistence,full_linear,2021,326,0.25118638854573594,0.24854227955918315,-0.010638467592887668,0.44763079129417166,0.4570552147239264,Brier
BTC,1,persistence,full_linear,2022,313,0.25032000817547795,0.24908090657133583,-0.004974695255443917,0.4646182777509663,0.4696485623003195,Brier
BTC,1,persistence,full_linear,2023,321,0.24811775386930993,0.24839631792410152,0.0011214500163272412,0.47899770827837757,0.45794392523364486,Brier
BTC,1,persistence,full_linear,2024,331,0.24858112446264724,0.24955564112379303,0.003905007543637873,0.470193345285826,0.4773413897280967,Brier
BTC,1,persistence,full_linear,2025,316,0.24866606246081885,0.24937796976179083,0.0028547321226971567,0.4716360552722264,0.47468354430379744,Brier
BTC,1,persistence,priority_relative,all,1910,0.2498664486413638,0.2490794843608287,-0.0031594905640444093,0.4717988056169301,0.46910994764397906,Brier
BTC,1,persistence,priority_relative,2020,303,0.24994791010327644,0.24954829876476242,-0.0016013386606603675,0.4747861759481899,0.47854785478547857,Brier
BTC,1,persistence,priority_relative,2021,326,0.24976697428273875,0.24854227955918315,-0.0049275106260702195,0.4768482060929542,0.4570552147239264,Brier
BTC,1,persistence,priority_relative,2022,313,0.25084666107184,0.24908090657133583,-0.0070890801097933664,0.46944740632105697,0.4696485623003195,Brier
BTC,1,persistence,priority_relative,2023,321,0.24858099237220374,0.24839631792410152,-0.0007434669307724295,0.4696839878975419,0.45794392523364486,Brier
BTC,1,persistence,priority_relative,2024,331,0.24908264587494458,0.24955564112379303,0.0018953498575245975,0.4687184916674309,0.4773413897280967,Brier
BTC,1,persistence,priority_relative,2025,316,0.25104685846825736,0.24937796976179083,-0.006692205843445986,0.471429029095603,0.47468354430379744,Brier
BTC,1,persistence,simple_linear,all,1910,0.2490200903836774,0.2490794843608287,0.00023845391082166767,0.4714346143430589,0.46910994764397906,Brier
BTC,1,persistence,simple_linear,2020,303,0.24898672008482356,0.24954829876476242,0.002250380718757161,0.47445628958670505,0.47854785478547857,Brier
BTC,1,persistence,simple_linear,2021,326,0.24815212819266874,0.24854227955918315,0.0015697585425159533,0.4696510901170193,0.4570552147239264,Brier
BTC,1,persistence,simple_linear,2022,313,0.2503491786536754,0.24908090657133583,-0.00509180771741069,0.465578891180161,0.4696485623003195,Brier
BTC,1,persistence,simple_linear,2023,321,0.2484765774320854,0.24839631792410152,-0.0003231106992833688,0.4755785344160352,0.45794392523364486,Brier
BTC,1,persistence,simple_linear,2024,331,0.24835946120753022,0.24955564112379303,0.004793239338835242,0.4713163944602634,0.4773413897280967,Brier
BTC,1,persistence,simple_linear,2025,316,0.24987514785544304,0.24937796976179083,-0.001993672873859431,0.4720916874020182,0.47468354430379744,Brier
BTC,1,persistence,split_absolute,all,1910,0.25029266734288885,0.2490794843608287,-0.004870666025238224,0.46968754789174433,0.46910994764397906,Brier
BTC,1,persistence,split_absolute,2020,303,0.25151033656341126,0.24954829876476242,-0.007862356939962067,0.4643017540605836,0.47854785478547857,Brier
BTC,1,persistence,split_absolute,2021,326,0.25149237384374606,0.24854227955918315,-0.011869587298367179,0.46016671259647046,0.4570552147239264,Brier
BTC,1,persistence,split_absolute,2022,313,0.2511126469158808,0.24908090657133583,-0.008156949372444489,0.46695136545680815,0.4696485623003195,Brier
BTC,1,persistence,split_absolute,2023,321,0.2491600649629217,0.24839631792410152,-0.0030747115947731274,0.47904099898132046,0.45794392523364486,Brier
BTC,1,persistence,split_absolute,2024,331,0.2489741731330837,0.24955564112379303,0.002330013411401488,0.472446544516751,0.4773413897280967,Brier
BTC,1,persistence,split_absolute,2025,316,0.24960682952001148,0.24937796976179083,-0.0009177224373078108,0.4749926974379621,0.47468354430379744,Brier
BTC,1,persistence,split_relative,all,1910,0.24970863284636743,0.2490794843608287,-0.0025258944435075925,0.47142869887054906,0.46910994764397906,Brier
BTC,1,persistence,split_relative,2020,303,0.25009691007480184,0.24954829876476242,-0.0021984173514906225,0.4743016899023884,0.47854785478547857,Brier
BTC,1,persistence,split_relative,2021,326,0.2485885624651488,0.24854227955918315,-0.00018621743571256566,0.47766166511518676,0.4570552147239264,Brier
BTC,1,persistence,split_relative,2022,313,0.25159304188587583,0.24908090657133583,-0.010085619765562104,0.4664250827306287,0.4696485623003195,Brier
BTC,1,persistence,split_relative,2023,321,0.24844081566103898,0.24839631792410152,-0.0001791400827086953,0.47025646090916884,0.45794392523364486,Brier
BTC,1,persistence,split_relative,2024,331,0.24867993418252662,0.24955564112379303,0.0035090649016105147,0.4691452811134594,0.4773413897280967,Brier
BTC,1,persistence,split_relative,2025,316,0.2509907324948397,0.24937796976179083,-0.006467141963620193,0.47078239582180087,0.47468354430379744,Brier
BTC,4,downside,boosted,all,2136,0.14480311231133852,0.15238328759739225,0.04974413799288213,0.1856694124529264,0.18445692883895132,Brier
BTC,4,downside,boosted,2020,333,0.1576485842125246,0.15210873300193206,-0.03642033630325603,0.18475307320283516,0.18618618618618618,Brier
BTC,4,downside,boosted,2021,365,0.22339598221046605,0.24346022536048426,0.08241281761860553,0.27680310842499595,0.33972602739726027,Brier
BTC,4,downside,boosted,2022,365,0.15134946470028557,0.15882680915814976,0.047078604031002835,0.22805502911839565,0.19452054794520549,Brier
BTC,4,downside,boosted,2023,354,0.086271010775815,0.10047594340591261,0.14137645438879953,0.13318474597636448,0.08757062146892655,Brier
BTC,4,downside,boosted,2024,366,0.12645341621793205,0.1307159552122653,0.03260917144667974,0.1572435982068934,0.15027322404371585,Brier
BTC,4,downside,boosted,2025,353,0.12237533450827891,0.12632635423711872,0.03127629030933332,0.13058162719607017,0.14447592067988668,Brier
BTC,4,downside,constant,all,2136,0.15238328759739225,0.15238328759739225,0.0,0.21432472893609825,0.18445692883895132,Brier
BTC,4,downside,constant,2020,333,0.15210873300193206,0.15210873300193206,0.0,0.210431654676259,0.18618618618618618,Brier
BTC,4,downside,constant,2021,365,0.24346022536048426,0.24346022536048426,0.0,0.20134983127109113,0.33972602739726027,Brier
BTC,4,downside,constant,2022,365,0.15882680915814976,0.15882680915814976,0.0,0.24082934609250398,0.19452054794520549,Brier
BTC,4,downside,constant,2023,354,0.10047594340591261,0.10047594340591261,0.0,0.23100679431747995,0.08757062146892655,Brier
BTC,4,downside,constant,2024,366,0.1307159552122653,0.1307159552122653,0.0,0.20527116066903187,0.15027322404371585,Brier
BTC,4,downside,constant,2025,353,0.12632635423711872,0.12632635423711872,0.0,0.19666524155622067,0.14447592067988668,Brier
BTC,4,downside,core_label,all,2136,0.14359302145694358,0.15238328759739225,0.05768523752862709,0.20070078705895464,0.18445692883895132,Brier
BTC,4,downside,core_label,2020,333,0.14791042174588648,0.15210873300193206,0.027600724647362962,0.1995728928800987,0.18618618618618618,Brier
BTC,4,downside,core_label,2021,365,0.21870294812991073,0.24346022536048426,0.10168920690809424,0.2514030944219363,0.33972602739726027,Brier
BTC,4,downside,core_label,2022,365,0.1512329089927774,0.15882680915814976,0.047812458146224146,0.2424902121798324,0.19452054794520549,Brier
BTC,4,downside,core_label,2023,354,0.08958674397653704,0.10047594340591261,0.10837618498772694,0.16073357195035445,0.08757062146892655,Brier
BTC,4,downside,core_label,2024,366,0.13080898901390522,0.1307159552122653,-0.0007117249113839375,0.19098628112326613,0.15027322404371585,Brier
BTC,4,downside,core_label,2025,353,0.12137149630052904,0.12632635423711872,0.039222678169665515,0.15628155115486636,0.14447592067988668,Brier
BTC,4,downside,full_linear,all,2136,0.14090671363752316,0.15238328759739225,0.07531386243740212,0.19217690588272446,0.18445692883895132,Brier
BTC,4,downside,full_linear,2020,333,0.14637033992710588,0.15210873300193206,0.0377255990604648,0.20824378751220662,0.18618618618618618,Brier
BTC,4,downside,full_linear,2021,365,0.21967134740754393,0.24346022536048426,0.09771155809010212,0.28558068437738976,0.33972602739726027,Brier
BTC,4,downside,full_linear,2022,365,0.14989648272132433,0.15882680915814976,0.056226820170725555,0.22898836064425096,0.19452054794520549,Brier
BTC,4,downside,full_linear,2023,354,0.08278627271504614,0.10047594340591261,0.1760587668174659,0.1340918212159508,0.08757062146892655,Brier
BTC,4,downside,full_linear,2024,366,0.1258512193064353,0.1307159552122653,0.037216083514291065,0.1633178047638733,0.15027322404371585,Brier
BTC,4,downside,full_linear,2025,353,0.11891011991417744,0.12632635423711872,0.05870694494215167,0.13055004826348895,0.14447592067988668,Brier
BTC,4,downside,priority_relative,all,2136,0.15166262012025408,0.15238328759739225,0.004729307842748609,0.22023201243966722,0.18445692883895132,Brier
BTC,4,downside,priority_relative,2020,333,0.1542318874226737,0.15210873300193206,-0.013958136254508702,0.21364518959876436,0.18618618618618618,Brier
BTC,4,downside,priority_relative,2021,365,0.23682596914262938,0.24346022536048426,0.02724985655472767,0.20788159749067925,0.33972602739726027,Brier
BTC,4,downside,priority_relative,2022,365,0.15510111277807515,0.15882680915814976,0.023457603913485392,0.24428281849499772,0.19452054794520549,Brier
BTC,4,downside,priority_relative,2023,354,0.10973014294074825,0.10047594340591261,-0.09210363417489509,0.242088091753732,0.08757062146892655,Brier
BTC,4,downside,priority_relative,2024,366,0.129507678117741,0.1307159552122653,0.009243531844006614,0.21295496331888633,0.15027322404371585,Brier
BTC,4,downside,priority_relative,2025,353,0.1226472305154026,0.12632635423711872,0.0291239602688943,0.19997455395024105,0.14447592067988668,Brier
BTC,4,downside,simple_linear,all,2136,0.14158482753093923,0.15238328759739225,0.07086380820830784,0.1974685470960072,0.18445692883895132,Brier
BTC,4,downside,simple_linear,2020,333,0.14559551299532075,0.15210873300193206,0.04281950074837959,0.2091453719782041,0.18618618618618618,Brier
BTC,4,downside,simple_linear,2021,365,0.22133604303376758,0.24346022536048426,0.09087390884469138,0.26764449955943753,0.33972602739726027,Brier
BTC,4,downside,simple_linear,2022,365,0.14934636541844432,0.15882680915814976,0.05969045018253438,0.22785160838172216,0.19452054794520549,Brier
BTC,4,downside,simple_linear,2023,354,0.08631016654054326,0.10047594340591261,0.14098675150668705,0.1557070153920583,0.08757062146892655,Brier
BTC,4,downside,simple_linear,2024,366,0.12619812422261886,0.1307159552122653,0.03456220001843002,0.17523793736079632,0.15027322404371585,Brier
BTC,4,downside,simple_linear,2025,353,0.11869828405879937,0.12632635423711872,0.0603838385456863,0.14740498528885548,0.14447592067988668,Brier
BTC,4,downside,split_absolute,all,2136,0.1435307528461556,0.15238328759739225,0.05809386902470359,0.20055871298421202,0.18445692883895132,Brier
BTC,4,downside,split_absolute,2020,333,0.14826460900065105,0.15210873300193206,0.02527221103887689,0.19722014447079808,0.18618618618618618,Brier
BTC,4,downside,split_absolute,2021,365,0.21954639225454603,0.24346022536048426,0.09822480477264706,0.2522383738226335,0.33972602739726027,Brier
BTC,4,downside,split_absolute,2022,365,0.15094715979621426,0.15882680915814976,0.0496115826018354,0.24622756391184528,0.19452054794520549,Brier
BTC,4,downside,split_absolute,2023,354,0.08929275827275661,0.10047594340591261,0.1113021162486334,0.16065425783256737,0.08757062146892655,Brier
BTC,4,downside,split_absolute,2024,366,0.1303400505219696,0.1307159552122653,0.0028757368577179143,0.1896729270940888,0.15027322404371585,Brier
BTC,4,downside,split_absolute,2025,353,0.12086496278766959,0.12632635423711872,0.043232399782534014,0.15435449564660328,0.14447592067988668,Brier
BTC,4,downside,split_relative,all,2136,0.1510912190700451,0.15238328759739225,0.008479069770176428,0.22010937774999992,0.18445692883895132,Brier
BTC,4,downside,split_relative,2020,333,0.15368613426854927,0.15210873300193206,-0.01037022158745593,0.21055606911457378,0.18618618618618618,Brier
BTC,4,downside,split_relative,2021,365,0.23815372535390117,0.24346022536048426,0.02179616813681129,0.2063337989255326,0.33972602739726027,Brier
BTC,4,downside,split_relative,2022,365,0.15329883319804205,0.15882680915814976,0.03480505583036231,0.2517490923517287,0.19452054794520549,Brier
BTC,4,downside,split_relative,2023,354,0.10772133778391427,0.10047594340591261,-0.07211073748002539,0.23819351841312134,0.08757062146892655,Brier
BTC,4,downside,split_relative,2024,366,0.12914141674818713,0.1307159552122653,0.012045495605500833,0.2104190244053746,0.15027322404371585,Brier
BTC,4,downside,split_relative,2025,353,0.12258941995860646,0.12632635423711872,0.029581588901852585,0.2025618586176608,0.14447592067988668,Brier
BTC,4,log_variance,boosted,all,2136,0.8810826588687853,1.5129870608065503,0.41765354001170796,-7.552534075234547,-7.549221680658921,log_variance_MSE
BTC,4,log_variance,boosted,2020,333,0.9285573070871408,1.4722604212591028,0.36929819366262506,-7.50474729688884,-7.3936607385901025,log_variance_MSE
BTC,4,log_variance,boosted,2021,365,0.5239725098540496,1.4733770918321267,0.6443731121117839,-6.87710032626194,-6.60275710634589,log_variance_MSE
BTC,4,log_variance,boosted,2022,365,0.8100387478177878,1.3231901910268307,0.3878138204839803,-7.307649052233241,-7.389952617931337,log_variance_MSE
BTC,4,log_variance,boosted,2023,354,1.2302964211822345,2.379046822587749,0.48286161940940264,-8.01347047785366,-8.269311638952319,log_variance_MSE
BTC,4,log_variance,boosted,2024,366,0.9253383423913604,1.0376934532330446,0.10827389388612785,-7.643349226591314,-7.6253458885938645,log_variance_MSE
BTC,4,log_variance,boosted,2025,353,0.8829181320672476,1.4128957628346561,0.3751003044301925,-7.992815993183143,-8.038233765329426,log_variance_MSE
BTC,4,log_variance,constant,all,2136,1.5129870608065503,1.5129870608065503,0.0,-7.393595947721775,-7.549221680658921,log_variance_MSE
BTC,4,log_variance,constant,2020,333,1.4722604212591028,1.4722604212591028,0.0,-7.516104925609837,-7.3936607385901025,log_variance_MSE
BTC,4,log_variance,constant,2021,365,1.4733770918321267,1.4733770918321267,0.0,-7.4728594346625155,-6.60275710634589,log_variance_MSE
BTC,4,log_variance,constant,2022,365,1.3231901910268307,1.3231901910268307,0.0,-7.219652713553836,-7.389952617931337,log_variance_MSE
BTC,4,log_variance,constant,2023,354,2.379046822587749,2.379046822587749,0.0,-7.25533468909053,-8.269311638952319,log_variance_MSE
BTC,4,log_variance,constant,2024,366,1.0376934532330446,1.0376934532330446,0.0,-7.4384634295611844,-7.6253458885938645,log_variance_MSE
BTC,4,log_variance,constant,2025,353,1.4128957628346561,1.4128957628346561,0.0,-7.468059418836342,-8.038233765329426,log_variance_MSE
BTC,4,log_variance,core_label,all,2136,1.0554985784328978,1.5129870608065503,0.3023743521836679,-7.482509315553912,-7.549221680658921,log_variance_MSE
BTC,4,log_variance,core_label,2020,333,0.9790290518391167,1.4722604212591028,0.33501638860750327,-7.442110753334507,-7.3936607385901025,log_variance_MSE
BTC,4,log_variance,core_label,2021,365,0.740732098422636,1.4733770918321267,0.49725558885842014,-6.989977086525141,-6.60275710634589,log_variance_MSE
BTC,4,log_variance,core_label,2022,365,0.93046236802805,1.3231901910268307,0.29680375932503955,-7.257135017213398,-7.389952617931337,log_variance_MSE
BTC,4,log_variance,core_label,2023,354,1.5212172817501617,2.379046822587749,0.36057698936101834,-7.857957845555112,-8.269311638952319,log_variance_MSE
BTC,4,log_variance,core_label,2024,366,1.0798133321027346,1.0376934532330446,-0.04058990517716099,-7.514264582078682,-7.6253458885938645,log_variance_MSE
BTC,4,log_variance,core_label,2025,353,1.090140826420922,1.4128957628346561,0.2284350657023695,-7.8534934417305715,-8.038233765329426,log_variance_MSE
BTC,4,log_variance,full_linear,all,2136,0.931050807806169,1.5129870608065503,0.3846273825303965,-7.523679651260479,-7.549221680658921,log_variance_MSE
BTC,4,log_variance,full_linear,2020,333,1.05769104383507,1.4722604212591028,0.28158698789816405,-7.433726061917556,-7.3936607385901025,log_variance_MSE
BTC,4,log_variance,full_linear,2021,365,0.6154263880703145,1.4733770918321267,0.5823021876191661,-6.846337674212471,-6.60275710634589,log_variance_MSE
BTC,4,log_variance,full_linear,2022,365,0.8529540413383947,1.3231901910268307,0.35538061941308696,-7.37209282940652,-7.389952617931337,log_variance_MSE
BTC,4,log_variance,full_linear,2023,354,1.3068129251657021,2.379046822587749,0.45069894683945355,-7.864969844275014,-8.269311638952319,log_variance_MSE
BTC,4,log_variance,full_linear,2024,366,0.8964553275604894,1.0376934532330446,0.13610775439751766,-7.699037724477549,-7.6253458885938645,log_variance_MSE
BTC,4,log_variance,full_linear,2025,353,0.8777340672717342,1.4128957628346561,0.37876941076618487,-7.941571361531921,-8.038233765329426,log_variance_MSE
BTC,4,log_variance,priority_relative,all,2136,1.3870556794907922,1.5129870608065503,0.0832336142046225,-7.315785335277497,-7.549221680658921,log_variance_MSE
BTC,4,log_variance,priority_relative,2020,333,1.1039740420742716,1.4722604212591028,0.25015029533285027,-7.316675247262977,-7.3936607385901025,log_variance_MSE
BTC,4,log_variance,priority_relative,2021,365,1.265788556428316,1.4733770918321267,0.14089301140529942,-7.413035523199776,-6.60275710634589,log_variance_MSE
BTC,4,log_variance,priority_relative,2022,365,1.015113936027067,1.3231901910268307,0.23282839994505133,-7.2485629795618065,-7.389952617931337,log_variance_MSE
BTC,4,log_variance,priority_relative,2023,354,2.601545996668788,2.379046822587749,-0.09352450400241441,-7.134973637868591,-8.269311638952319,log_variance_MSE
BTC,4,log_variance,priority_relative,2024,366,1.0271673327217485,1.0376934532330446,0.010143766907751872,-7.339579688507416,-7.6253458885938645,log_variance_MSE
BTC,4,log_variance,priority_relative,2025,353,1.3192850964262723,1.4128957628346561,0.06625447458386824,-7.44055051418411,-8.038233765329426,log_variance_MSE
BTC,4,log_variance,simple_linear,all,2136,0.9491553595575971,1.5129870608065503,0.37266128432610857,-7.497625962506906,-7.549221680658921,log_variance_MSE
BTC,4,log_variance,simple_linear,2020,333,1.0451991772655993,1.4722604212591028,0.29007180919002995,-7.42726889546594,-7.3936607385901025,log_variance_MSE
BTC,4,log_variance,simple_linear,2021,365,0.6175076635338252,1.4733770918321267,0.5808895991684234,-6.878742508442315,-6.60275710634589,log_variance_MSE
BTC,4,log_variance,simple_linear,2022,365,0.8628591045143167,1.3231901910268307,0.34789487530532914,-7.375551139692698,-7.389952617931337,log_variance_MSE
BTC,4,log_variance,simple_linear,2023,354,1.3835134570181982,2.379046822587749,0.41845892065574564,-7.791721861602343,-8.269311638952319,log_variance_MSE
BTC,4,log_variance,simple_linear,2024,366,0.902425682358798,1.0376934532330446,0.1303542683562332,-7.648942719908588,-7.6253458885938645,log_variance_MSE
BTC,4,log_variance,simple_linear,2025,353,0.9035668218703935,1.4128957628346561,0.3604858577411324,-7.878325092525616,-8.038233765329426,log_variance_MSE
BTC,4,log_variance,split_absolute,all,2136,1.058031190240182,1.5129870608065503,0.3007004371364804,-7.484751181162131,-7.549221680658921,log_variance_MSE
BTC,4,log_variance,split_absolute,2020,333,0.9907162849292258,1.4722604212591028,0.32707809663052145,-7.469239072782759,-7.3936607385901025,log_variance_MSE
