anchor_ordinal,anchor_timestamp,partition,return_trailing_24h,return_trailing_72h,return_trailing_168h,realized_volatility_trailing_24h,realized_volatility_trailing_168h,distance_from_mean_trailing_168h,range_position_trailing_168h,drawdown_from_high_trailing_168h
14,2018-04-23 00:00:00,1,-0.0016992357529598016,0.054765121586571701,0.051173955524708242,0.022751237201155024,0.082105997918880069,0.054526635064212625,0.85857165039321159,-0.017252675256606231
15,2018-04-30 00:00:00,1,0.0027947229486551205,0.018618909543354017,0.06392715231694418,0.023663314572897158,0.10490305176271444,0.026936451374335979,0.70104659702954153,-0.030227986286166852
16,2018-05-07 00:00:00,1,-0.044120188520038239,-0.015341253551606078,0.0044316557604204866,0.030448699535149656,0.072951889782780985,0.0042765250129486176,0.53790182981095547,-0.04764781157887199
17,2018-05-21 00:00:00,1,0.032915730305466011,0.063332485120291035,-0.023928496893990795,0.021298775025886188,0.085550835523386604,0.01415177197141082,0.60863866686950718,-0.037962685482845759
18,2018-05-28 00:00:00,1,0.013646096196504516,-0.026483868392567299,-0.14149405905049808,0.014852881582288185,0.078948156999759878,-0.050856829909156187,0.077155215773061045,-0.13949685593442385
19,2018-06-18 00:00:00,1,-0.015862308612585904,-0.033096063063221215,-0.049633784571875214,0.016490492438034677,0.083749864868569501,-0.024465258587067162,0.24150390780446565,-0.069250108995785542
20,2018-06-25 00:00:00,1,0.0060952055589112925,-0.085769419597840388,-0.03738150952924417,0.081465944908974991,0.11214654933511904,-0.043753029813710764,0.39087014271019582,-0.089969082992105487
21,2018-07-02 00:00:00,1,-0.0041720846127254749,0.073598396364530472,0.027024350040192983,0.01383170950107861,0.085311948381592062,0.026979799778886315,0.87194182756026795,-0.01115444617784711
22,2018-07-09 00:00:00,1,-0.0047324715492650868,0.026657814899174733,0.056952332638054284,0.0079462542231051488,0.071346377074992737,0.019654203868954001,0.9010943941977686,-0.0067823304158358688
23,2018-07-16 00:00:00,1,0.016455647722527333,0.017988001578128528,-0.054544568645780375,0.012775977343130579,0.051935065594757253,-0.00175721564226472,0.34872541623537184,-0.055200000000000027
24,2018-07-23 00:00:00,1,0.0042951222684061941,0.0079292743192003624,0.16104021239102545,0.024806141231886989,0.092675829158034212,0.035961559511316743,0.95396067367991677,-0.0072065409534501912
25,2018-07-30 00:00:00,1,-0.011195672352233016,0.033308421324238585,0.089154045196071938,0.014081614484683185,0.081292982077314196,0.0091707174170216899,0.71678973440026372,-0.032602252519264963
26,2018-08-06 00:00:00,1,0.017485975102989427,-0.04735997352576047,-0.14715458061549061,0.026429909157727534,0.084087799582662173,-0.066241790579772086,0.096052468370131899,-0.14203456764858857
27,2018-08-20 00:00:00,1,0.021480408036656341,0.026876470894381114,0.028688494510842766,0.028403178426843805,0.093222872470880763,0.025581940239592926,0.85967886091163981,-0.013786525359576141
28,2018-08-27 00:00:00,1,-0.0078926632507437238,0.032689777927076356,0.028161537977176306,0.021397382352354354,0.082948647526884439,0.023973365692254056,0.79623581211541572,-0.016574415337939352
29,2018-09-03 00:00:00,1,0.017532450740881993,0.047552468923516257,0.083468411271330076,0.018255759401881382,0.05558975813987891,0.039949655544405438,0.96118284962076028,-0.0033894362342639095
30,2018-09-10 00:00:00,1,0.011744676346651137,-0.035929130608260453,-0.15251149731357266,0.037143115723113636,0.091424703081674552,-0.072211174887672702,0.072205631399317585,-0.15315389740895025
31,2018-09-17 00:00:00,1,0.0018437203229253311,0.0089370422774101791,0.041812961863466162,0.011604193780635423,0.047838704580232164,0.018751270513227114,0.89449151300167151,-0.0054896278218425909
32,2018-09-24 00:00:00,1,-0.0012933347282940715,0.029041865067778765,0.025968132289653615,0.011632454521214027,0.070635789128371068,0.029076081316092184,0.83229284463928821,-0.015921056501661868
33,2018-10-01 00:00:00,1,0.010006181806611112,-0.010683920055336138,-0.0099997078511606195,0.015307473867631245,0.056061899177730211,0.011829811263195822,0.66203987541996656,-0.020377744622395944
34,2018-10-08 00:00:00,1,0.0015246206267494906,-0.0024330486492376837,-0.0092426374302215127,0.0073895845822505527,0.029511084877484328,0.0041552518206597888,0.71041003468427921,-0.0092000555475051371
35,2018-10-15 00:00:00,1,-0.00082640630964277552,0.0068879354777528646,-0.058191763136820146,0.0108199656631201,0.048146057079276376,-0.026387425569964651,0.08795597028821947,-0.066448187598549313
36,2018-10-22 00:00:00,1,-0.00112480949772376,0.00056990779185578757,0.033882874319394421,0.0050766145490809111,0.066546795629733826,-0.0011420366774350654,0.45983970353772596,-0.037660656023361549
37,2018-10-29 00:00:00,1,0.00011396233791240028,0.0013402691916786834,-5.9317721342777138e-05,0.0024848186555931073,0.01555731633903233,0.00015326393848891229,0.3871235475456436,-0.008004422640948583
38,2018-11-05 00:00:00,1,0.017751403137454474,0.0095501457197060199,0.0052919443721579987,0.014650439382986873,0.031129019336426339,0.018890509269806399,1,0
39,2018-11-12 00:00:00,1,0.0023960687673037929,-0.0062779009071628183,-0.010577517018110768,0.0094945590896712631,0.022843934752154772,-0.005074446985870007,0.28812941444520629,-0.023929146932498369
40,2018-11-19 00:00:00,1,0.0039960616744526044,-0.0015878411854573446,-0.13922985186548775,0.012592566658696304,0.11518680710598567,-0.046141363330561513,0.2894855961806177,-0.13047822043215662
41,2018-11-26 00:00:00,1,0.058248910123775192,-0.069902375869792019,-0.32633370856764554,0.088097041972094559,0.21231791363771041,-0.091170650357426331,0.20418105892663821,-0.2784356449573504
42,2018-12-03 00:00:00,1,-0.023784212361181785,-0.030278665204321913,0.017747466379394651,0.039654574792814631,0.15578507176099624,0.013076689788136031,0.61262905630407771,-0.063912496752881132
43,2018-12-10 00:00:00,1,0.046263075231608358,0.06947983419974943,-0.13496134027820367,0.036395359741795676,0.16422371040058084,-0.024363732444277808,0.38119538705628847,-0.12807895052848528
44,2018-12-17 00:00:00,1,0.0089439665852772358,-0.016327963175103394,-0.10087667130240671,0.020037011360254393,0.073156440937902828,-0.030144118887006521,0.18310128244931118,-0.096123150937457824
