scenario,level,period,observations,ce,annualized_mean,annualized_volatility,turnover,average_exposure,average_cash,cagr,maximum_drawdown,worst_21_session_return
cost25,1x,2021,252,0.097866454734447,0.10468864092958674,0.06743978150982669,1.6851896756560847,0.5041909254090959,0.4958090745909041,0.10782455344838238,-0.03332366893388594,-0.032170769895428
cost25,1x,2022,251,0.04961165310156555,0.060054424059573654,0.0834376851628731,2.1453745480214073,0.3197164607432827,0.6802835392567174,0.058203625991705144,-0.05968308673550482,-0.058156033695347165
cost25,1x,2023,250,0.01901333282591749,0.02089738625853006,0.035440592852571076,2.562750879289244,0.3111484785078982,0.6888515214921019,0.02047784678173148,-0.023774024802601712,-0.019219504584556235
cost25,1x,2024,252,0.05623872128454134,0.05889473494031483,0.04207939840962154,2.7932930664814837,0.41069879915069907,0.5893012008493009,0.05972143178171607,-0.023450991135630983,-0.016336313884918074
cost25,2.5x,excluding_2020,1487,0.05142091533443835,0.07887024938432882,0.13527585162644631,29.2836155416174,0.9658211220156416,0.1344892502952459,,,
cost25,2.5x,2018,230,-0.09831535213405168,-0.07564092741269486,0.12294829461025968,5.858046558606366,0.9018043165705468,0.19538872854279837,-0.0798298210323437,-0.110225759427385,-0.08260907734190315
cost25,2.5x,2019,252,0.09221995706448012,0.0996344225423279,0.07030630828902808,4.93858009590563,1.0294747937710143,0.06734638442582942,0.10203393425948026,-0.03937760302690507,-0.024882907977391677
cost25,2.5x,2020,253,0.14184204079904156,0.16522022087114926,0.12484171330691168,3.885243782596487,1.1535910436686285,0.04568337439388293,0.17044725796777827,-0.14976134115067918,-0.09908734469194724
cost25,2.5x,2021,252,0.20351227097952573,0.24622567842854984,0.16874716283841953,2.99161960714202,1.2563311067755722,0.007573056257569258,0.2609490656546507,-0.0829203498528217,-0.08008346521534926
cost25,2.5x,2022,251,0.06877537685903905,0.13208912375557919,0.20544869091258144,4.30842919492809,0.7926096263095485,0.281870802342618,0.1173163762020939,-0.14994879109030446,-0.14151390670081676
cost25,2.5x,2023,250,-0.0314902860646686,-0.019648214563946314,0.08885220500254826,6.278518742417596,0.7805401212280758,0.2270785532380043,-0.023307160787642056,-0.07210911757966876,-0.05444290467964297
cost25,2.5x,2024,252,0.059991546098572934,0.07650163600433257,0.10491294774163845,4.9084213426177,1.0264201673713396,0.03431428124790624,0.07358731468973234,-0.06236588035870316,-0.04660290405085454
cost25,2x,excluding_2020,1487,0.053631403606726205,0.07123838314636464,0.10834198798138679,26.113345122459663,0.7729220162195308,0.23748398913488597,,,
cost25,2x,2018,230,-0.06786196048127262,-0.05341472576257534,0.09814015392521479,4.912993694571394,0.7206983282498176,0.2867039455757204,-0.05656190504972747,-0.08816424016418722,-0.06590251638434419
cost25,2x,2019,252,0.08199079398882364,0.0867428255733691,0.056285176168895786,4.540489408319566,0.8243432248309908,0.1849897092972356,0.08888318277950669,-0.030635292433472516,-0.01957707154914845
cost25,2x,2020,253,0.12431887024984661,0.13922785132981016,0.09969614195130973,3.744819881723732,0.9239910061995904,0.13663987995539062,0.1436563935985058,-0.11926567098475704,-0.07929865631266053
cost25,2x,2021,252,0.1820399271917809,0.20933526217598208,0.13489584867395832,2.6506239960201166,1.0056667114745255,0.03649998204155108,0.2215944427841774,-0.06632549652235087,-0.06389767001379465
