observations,ce,annualized_mean,annualized_volatility,turnover,average_exposure,average_cash,cagr,maximum_drawdown,worst_21_session_return,longest_underwater_calendar_days,longest_recovered_episode_days,terminal_unrecovered_days,scenario,level,financing_per_initial_dollar,fees_per_initial_dollar,max_gross,average_debt_to_equity,margin_breaches,first_breach,gap10_equity_loss,gap20_equity_loss
1740,0.09674058342715511,0.20362865799967392,0.2669432830802813,33.709417103798835,0.991958108824055,0.1221837034618385,0.1825826688029799,-0.35492488188934035,-0.2683524980349763,1029,447,1029,double_moves,2.5x,0.11201416304754269,0.06710487096916928,1.6235060224672688,0.11414181228589351,0,,0.1623506022467269,0.3247012044934538
1740,0.10171958645700754,0.1704179686770211,0.21400682577901353,30.15456450478402,0.794501381640297,0.22324426624711347,0.15875944989137247,-0.2862616452951311,-0.21908764955278526,1029,440,1029,double_moves,2x,0.013942102360554803,0.054538826768388206,1.2659322116663474,0.0177456478874105,0,,0.12659322116663474,0.2531864423332695
1740,0.10475258524068086,0.17106575171509597,0.21025883489073668,29.768426259491974,0.7767557337528865,0.2232442662471135,0.16043838949598865,-0.2862616452951261,-0.2190876495527856,1029,440,1029,double_moves,2x_cashcap,1.0928080144286925e-16,0.05448561883643859,1.0000000000000004,1.0744682110526636e-16,0,,0.10000000000000005,0.2000000000000001
1740,0.08184724195003865,0.2352998275046003,0.3198464064250857,37.33515573896409,1.1892819047245133,0.06803566533993954,0.20161528656409722,-0.4181136011504377,-0.3156759048844082,1029,449,1029,double_moves,3x,0.283257156063062,0.08001467628120704,2.0001452264693547,0.2573175700644528,0,,0.20001452264693548,0.40002904529387096
1740,0.0252152493028735,0.2973259974717965,0.42591920060728494,47.534990339294225,1.5839532026909324,0.03175087179228322,0.2282244331163632,-0.531334383431266,-0.40543914988389995,1029,457,1029,double_moves,4x,0.7935626248099641,0.11429678029579902,2.8170625942092027,0.6157040744832155,0,,0.28170625942092026,0.5634125188418405
1740,0.06197196504136952,0.07167772732315551,0.08043946909233878,24.377560779002344,0.5966462943492942,0.4033537056507059,0.07082361858922459,-0.09300786420612017,-0.08633118785382621,769,769,20,funding12,1.5x,1.236180301214229e-16,0.03081954395341394,1.0000000000000004,1.2244597608603086e-16,0,,0.09312196889701514,0.18624393779403028
1740,0.05053492039021223,0.05486386972832447,0.05372118972442962,16.87762133143083,0.39813517407674115,0.6018648259232591,0.054866215783118344,-0.059349635468220474,-0.058032221713966936,651,651,20,funding12,1x,1.090641490399806e-16,0.020083421601672397,1.0000000000000004,1.0868352340406905e-16,0,,0.06232867145072715,0.1246573429014543
1740,0.06717229576895019,0.09403551313164456,0.13382380795332938,33.18915544350995,0.993358111495523,0.12157667178774886,0.08876039148121984,-0.17108984105441183,-0.1411863444831276,1029,449,1029,funding12,2.5x,0.12240792204364359,0.0452585317714705,1.5926526481699852,0.11493478328327195,0,,0.15926526481699854,0.3185305296339971
1740,0.06968920191939049,0.08690386511843326,0.10712815751563726,29.867288502063538,0.7949204478752108,0.22282102383464897,0.08452231623249595,-0.1289931501785786,-0.114045242925229,937,440,937,funding12,2x,0.017463433606794785,0.04015125025254367,1.2548827186702733,0.017741471709859884,0,,0.12548827186702735,0.2509765437340547
1740,0.07211588989509768,0.08871984191088297,0.10521074728304548,29.706356214038358,0.7771789761653511,0.22282102383464902,0.08671488041858111,-0.1289931501785787,-0.114045242925229,937,440,937,funding12,2x_cashcap,1.0774607377077144e-16,0.04037482893162425,1.0000000000000004,1.0432132930116264e-16,0,,0.10000000000000005,0.2000000000000001
1740,0.058411988189850585,0.09705903787429575,0.16051386167440526,36.5504707282298,1.191936321433059,0.06750605054461493,0.08775292417732583,-0.21520233240255338,-0.16803805401150174,1029,460,1029,funding12,3x,0.2803871324667969,0.04950123593686237,1.9415895623096138,0.2594423719776739,0,,0.19415895623096138,0.38831791246192277
