scope,asset,variant,rows,mse,residual_correlation
2022,EFA,cal_gbm2,50,0.0010498255428662768,0.21484430826325776
2022,EFA,static_gbm2,50,0.0010683815915625285,
2022,EEM,mean,50,0.0009607051606497121,
2022,EEM,raw_ridge100,50,0.0009516940037612203,0.2505672713920968
2022,EEM,cal_ridge100,50,0.0009516940037612203,0.2505672713920968
2022,EEM,static_ridge100,50,0.0009608040201085622,
2022,EEM,raw_gbm2,50,0.0009120763208634105,0.3737768222877292
2022,EEM,cal_gbm2,50,0.0009120763208634105,0.3737768222877292
2022,EEM,static_gbm2,50,0.0009516599291354859,
2022,IEF,mean,50,0.00018858303779627716,
2022,IEF,raw_ridge100,50,0.00020692026204896272,-0.015548530202780223
2022,IEF,cal_ridge100,50,0.00020692026204896272,-0.015548530202780223
2022,IEF,static_ridge100,50,0.0001884494795515314,
2022,IEF,raw_gbm2,50,0.00018814380144120232,-0.15347515263003064
2022,IEF,cal_gbm2,50,0.00018814380144120232,-0.15347515263003064
