scope,asset,variant,rows,mse,residual_correlation
2022,IEF,static_gbm2,50,0.0001853980960402445,
2022,TLT,mean,50,0.0006833156182181926,
2022,TLT,raw_ridge100,50,0.0007482329071799457,-0.02652614124865592
2022,TLT,cal_ridge100,50,0.0007482329071799457,-0.02652614124865592
2022,TLT,static_ridge100,50,0.0006832587991390095,
2022,TLT,raw_gbm2,50,0.0007666111412888482,0.10955722285219148
2022,TLT,cal_gbm2,50,0.0007666111412888482,0.10955722285219148
2022,TLT,static_gbm2,50,0.0006709826198069732,
2023,pooled,mean,400,0.0004376866562848508,
2023,pooled,raw_ridge100,400,0.00043901322902050566,0.014518171732757757
2023,pooled,cal_ridge100,400,0.0004376866562848508,
2023,pooled,static_ridge100,400,0.0004376866562848508,
2023,pooled,raw_gbm2,400,0.0004383335673863941,0.018245869727215286
2023,pooled,cal_gbm2,400,0.0004376011514605663,0.018245869727215317
2023,pooled,static_gbm2,400,0.0004379784800207303,-0.029721402088540374
2023,SPY,mean,50,0.00032798587924870573,
2023,SPY,raw_ridge100,50,0.000329769817880737,0.026950986155070515
2023,SPY,cal_ridge100,50,0.00032798587924870573,
2023,SPY,static_ridge100,50,0.00032798587924870573,
2023,SPY,raw_gbm2,50,0.00033581145177640946,-0.21522012266722715
2023,SPY,cal_gbm2,50,0.00033030678334508275,-0.2152201226672272
2023,SPY,static_gbm2,50,0.0003283753033109531,
2023,QQQ,mean,50,0.0006027151602426593,
2023,QQQ,raw_ridge100,50,0.0006088840270655553,-0.0023992913365432638
2023,QQQ,cal_ridge100,50,0.0006027151602426593,
2023,QQQ,static_ridge100,50,0.0006027151602426593,
2023,QQQ,raw_gbm2,50,0.0006057337594799359,-0.008328495760493895
2023,QQQ,cal_gbm2,50,0.0006032604458207974,-0.008328495760493904
2023,QQQ,static_gbm2,50,0.0006062770888830029,
2023,GLD,mean,50,0.00032027685583149945,
2023,GLD,raw_ridge100,50,0.0003300841566198668,-0.15798133941182155
2023,GLD,cal_ridge100,50,0.00032027685583149945,
2023,GLD,static_ridge100,50,0.00032027685583149945,
2023,GLD,raw_gbm2,50,0.00032205659074135723,-0.07231437155374451
2023,GLD,cal_gbm2,50,0.00032072350121897764,-0.07231437155374443
2023,GLD,static_gbm2,50,0.0003201785657897339,
2023,IWM,mean,50,0.000753806268417181,
2023,IWM,raw_ridge100,50,0.0007466584481604605,0.10816945370701048
2023,IWM,cal_ridge100,50,0.000753806268417181,
2023,IWM,static_ridge100,50,0.000753806268417181,
2023,IWM,raw_gbm2,50,0.000748484899020313,0.09012368490562456
2023,IWM,cal_gbm2,50,0.0007515814175208785,0.0901236849056246
2023,IWM,static_gbm2,50,0.0007536208875326653,
2023,EFA,mean,50,0.0003948399133920675,
2023,EFA,raw_ridge100,50,0.00039174642432534325,0.11123295298303329
2023,EFA,cal_ridge100,50,0.0003948399133920675,
2023,EFA,static_ridge100,50,0.0003948399133920675,
2023,EFA,raw_gbm2,50,0.00039238139857193416,0.11326221536470205
2023,EFA,cal_gbm2,50,0.00039385595232401725,0.11326221536470207
2023,EFA,static_gbm2,50,0.0003950880637111986,
2023,EEM,mean,50,0.00045275585006405647,
2023,EEM,raw_ridge100,50,0.0004545734061337719,-0.029425549796872855
2023,EEM,cal_ridge100,50,0.00045275585006405647,
2023,EEM,static_ridge100,50,0.00045275585006405647,
2023,EEM,raw_gbm2,50,0.00045290340431641997,0.019990657400930655
2023,EEM,cal_gbm2,50,0.00045236501817406743,0.019990657400930673
2023,EEM,static_gbm2,50,0.00045185840374185855,
2023,IEF,mean,50,0.00014941742240849755,
2023,IEF,raw_ridge100,50,0.00014985493854033377,0.12604859651394323
2023,IEF,cal_ridge100,50,0.00014941742240849755,
2023,IEF,static_ridge100,50,0.00014941742240849755,
2023,IEF,raw_gbm2,50,0.00014992738608714677,-0.20401052517942905
2023,IEF,cal_gbm2,50,0.00014949124236725294,-0.20401052517942916
2023,IEF,static_gbm2,50,0.00014933128786759488,
2023,TLT,mean,50,0.0004996959006741395,
2023,TLT,raw_ridge100,50,0.0005005346134379766,0.08573721874417062
2023,TLT,cal_ridge100,50,0.0004996959006741395,
2023,TLT,static_ridge100,50,0.0004996959006741395,
2023,TLT,raw_gbm2,50,0.0004993696490976366,-0.033337976458642296
2023,TLT,cal_gbm2,50,0.0004992248509134562,-0.03333797645864231
2023,TLT,static_gbm2,50,0.0004990982393288353,
2024,pooled,mean,392,0.0004275977475215052,
2024,pooled,raw_ridge100,392,0.00043028184388938634,-0.0038230680950196564
2024,pooled,cal_ridge100,392,0.0004275977475215052,
2024,pooled,static_ridge100,392,0.0004275977475215052,
2024,pooled,raw_gbm2,392,0.00042904422827927803,0.012345210519793839
2024,pooled,cal_gbm2,392,0.00042768886971210893,0.012345210519793847
2024,pooled,static_gbm2,392,0.000427992360937438,-0.027642577937237543
2024,SPY,mean,49,0.000272116442600353,
2024,SPY,raw_ridge100,49,0.0002733332130698041,0.1292336999145439
2024,SPY,cal_ridge100,49,0.000272116442600353,
2024,SPY,static_ridge100,49,0.000272116442600353,
2024,SPY,raw_gbm2,49,0.00027367731061964286,0.07969730701755606
2024,SPY,cal_gbm2,49,0.00027229586765446204,0.07969730701755603
2024,SPY,static_gbm2,49,0.00027291364016933644,
2024,QQQ,mean,49,0.000510623789822545,
2024,QQQ,raw_ridge100,49,0.0005117223709904859,0.05570080485539242
2024,QQQ,cal_ridge100,49,0.000510623789822545,
2024,QQQ,static_ridge100,49,0.000510623789822545,
2024,QQQ,raw_gbm2,49,0.0005281103722601548,-0.23545612821920167
2024,QQQ,cal_gbm2,49,0.0005149241436201484,-0.23545612821920156
2024,QQQ,static_gbm2,49,0.0005116698681714441,
2024,GLD,mean,49,0.000384762682934006,
2024,GLD,raw_ridge100,49,0.0003882268524121682,-0.08497921402692274
2024,GLD,cal_ridge100,49,0.000384762682934006,
2024,GLD,static_ridge100,49,0.000384762682934006,
2024,GLD,raw_gbm2,49,0.0003907191108369296,0.008437245473048924
2024,GLD,cal_gbm2,49,0.00038600733773707464,0.008437245473048957
2024,GLD,static_gbm2,49,0.00038599996145173305,
2024,IWM,mean,49,0.0009389615596543383,
2024,IWM,raw_ridge100,49,0.0009368007416243032,0.0441156955451411
2024,IWM,cal_ridge100,49,0.0009389615596543383,
2024,IWM,static_ridge100,49,0.0009389615596543383,
2024,IWM,raw_gbm2,49,0.0009425224229557101,-0.004714123535338366
2024,IWM,cal_gbm2,49,0.0009392016192834695,-0.004714123535338388
2024,IWM,static_gbm2,49,0.0009395899957570685,
2024,EFA,mean,49,0.0003564340533367539,
2024,EFA,raw_ridge100,49,0.0003568553836610041,0.009372085485756769
2024,EFA,cal_ridge100,49,0.0003564340533367539,
2024,EFA,static_ridge100,49,0.0003564340533367539,
2024,EFA,raw_gbm2,49,0.0003469697090881381,0.30539620122564615
2024,EFA,cal_gbm2,49,0.00035370774219303314,0.30539620122564626
2024,EFA,static_gbm2,49,0.0003562364182410377,
2024,EEM,mean,49,0.0004731852939209193,
2024,EEM,raw_ridge100,49,0.0004884239235586548,-0.17460064109553652
2024,EEM,cal_ridge100,49,0.0004731852939209193,
2024,EEM,static_ridge100,49,0.0004731852939209193,
2024,EEM,raw_gbm2,49,0.0004710937511512533,0.07952700162224127
2024,EEM,cal_gbm2,49,0.00047233384468705535,0.07952700162224127
2024,EEM,static_gbm2,49,0.0004737137414000861,
2024,IEF,mean,49,9.168761892962067e-05,
2024,IEF,raw_ridge100,49,9.228424371207599e-05,0.03175533282051271
2024,IEF,cal_ridge100,49,9.168761892962067e-05,
2024,IEF,static_ridge100,49,9.168761892962067e-05,
2024,IEF,raw_gbm2,49,9.083543255353298e-05,0.07703335687681545
2024,IEF,cal_gbm2,49,9.142071013844619e-05,0.07703335687681552
2024,IEF,static_gbm2,49,9.150881854481952e-05,
2024,TLT,mean,49,0.0003930105389735048,
2024,TLT,raw_ridge100,49,0.0003946080220865946,-0.0052727320760880695
2024,TLT,cal_ridge100,49,0.0003930105389735048,
2024,TLT,static_ridge100,49,0.0003930105389735048,
2024,TLT,raw_gbm2,49,0.0003884257167688622,0.11375945480957257
2024,TLT,cal_gbm2,49,0.0003916196923831821,0.11375945480957259
2024,TLT,static_gbm2,49,0.00039230644376397845,
