anchor_ordinal,timestamp,bar_index,current_regime,trailing_log_return_24h,trailing_log_return_72h,trailing_log_return_168h,realized_volatility_24h,realized_volatility_168h,distance_from_close_mean_168h,log1p_current_state_age_hours,log1p_previous_state_duration_hours,log1p_hours_since_previous_transition,transition_count_trailing_24h,transition_count_trailing_72h,transition_count_trailing_168h,outcome_R_24h,outcome_R_72h,outcome_R_168h,outcome_M_24h,outcome_M_72h,outcome_M_168h,outcome_V_24h,outcome_V_72h,outcome_V_168h,outcome_S_24h,outcome_S_72h,outcome_S_168h,partition
29,2018-09-03 00:00:00,5859,VOL_COMPRESSION,0.017532450740881993,0.047552468923516257,0.083468411271330076,0.018255759401881382,0.05558975813987891,1.7322694124126465,5.5721540321777647,1.3862943611198906,5.5721540321777647,0,0,0,-0.0024648550854036574,-0.12620773061823373,-0.15251149731357266,0.0024648550854036574,0.12620773061823373,0.15251149731357266,0.015381754573962091,0.069711071514257206,0.091424703081674552,1,0,0,1
30,2018-09-10 00:00:00,6027,VOL_COMPRESSION,0.011744676346651137,-0.035929130608260453,-0.15251149731357266,0.037143115723113636,0.091424703081674552,-1.1070393786416035,4.4188406077965983,0.69314718055994529,4.4188406077965983,0,0,6,0.0090568807507536639,0.024484261949807525,0.041812961863466162,0.0090568807507536639,0.024484261949807525,0.041812961863466162,0.015439186888299858,0.032724721636545356,0.047838704580232164,1,1,1,1
31,2018-09-17 00:00:00,6195,VOL_COMPRESSION,0.0018437203229253311,0.0089370422774101791,0.041812961863466162,0.011604193780635423,0.047838704580232164,1.1269963355654995,5.5254529391317835,0.69314718055994529,5.5254529391317835,0,0,0,-0.041972897633601951,-0.016235352766878351,0.025968132289653615,0.041972897633601951,0.016235352766878351,0.025968132289653615,0.023033343578438805,0.057594439764068348,0.070635789128371068,1,0,0,1
32,2018-09-24 00:00:00,6363,VOL_COMPRESSION,-0.0012933347282940715,0.029041865067778765,0.025968132289653615,0.011632454521214027,0.070635789128371068,1.0535720738280463,4.5849674786705723,1.0986122886681098,4.5849674786705723,0,0,3,-0.027495369201503077,-0.030427439918038746,-0.0099997078511606195,0.027495369201503077,0.030427439918038746,0.0099997078511606195,0.01897944651220633,0.033438468906845403,0.056061899177730211,1,1,1,1
33,2018-10-01 00:00:00,6531,VOL_COMPRESSION,0.010006181806611112,-0.010683920055336138,-0.0099997078511606195,0.015307473867631245,0.056061899177730211,0.80534689994244335,5.5834963087816991,1.0986122886681098,5.5834963087816991,0,0,0,-0.010326403829948549,-0.022432513369072093,-0.0092426374302215127,0.010326403829948549,0.022432513369072093,0.0092426374302215127,0.010666056057849722,0.021283548531278163,0.029511084877484328,1,1,1,1
34,2018-10-08 00:00:00,6699,VOL_COMPRESSION,0.0015246206267494906,-0.0024330486492376837,-0.0092426374302215127,0.0073895845822505527,0.029511084877484328,0.62142088058544143,6.0730445341004051,1.0986122886681098,6.0730445341004051,0,0,0,0.0064704799486476226,-0.014895559490844233,-0.058191763136820146,0.0064704799486476226,0.014895559490844233,0.058191763136820146,0.0094220389658389598,0.02045486478054219,0.048146057079276376,1,1,0,1
35,2018-10-15 00:00:00,6867,VOL_COMPRESSION,-0.00082640630964277552,0.0068879354777528646,-0.058191763136820146,0.0108199656631201,0.048146057079276376,-0.93806288184991293,4.5325994931532563,1.3862943611198906,4.5325994931532563,0,0,2,0.037953331622594212,0.039117053768857615,0.033882874319394421,0.037953331622594212,0.039117053768857615,0.033882874319394421,0.063983790412204256,0.065228962233860932,0.066546795629733826,0,0,0,1
36,2018-10-22 00:00:00,7035,VOL_COMPRESSION,-0.00112480949772376,0.00056990779185578757,0.033882874319394421,0.0050766145490809111,0.066546795629733826,-0.15413823549136582,5.0369526024136295,2.3025850929940459,5.0369526024136295,0,0,2,0.00040264309199560764,0.0024196590296958879,-5.9317721342777138e-05,0.00040264309199560764,0.0024196590296958879,5.9317721342777138e-05,0.0046991717113578626,0.011547547056919814,0.01555731633903233,1,1,1,1
37,2018-10-29 00:00:00,7203,VOL_COMPRESSION,0.00011396233791240028,0.0013402691916786834,-5.9317721342777138e-05,0.0024848186555931073,0.01555731633903233,0.077158234002880702,5.7745515455444085,2.3025850929940459,5.7745515455444085,0,0,0,-0.022093701706034103,-0.015825495090800334,0.0052919443721579987,0.022093701706034103,0.015825495090800334,0.0052919443721579987,0.016222124734441134,0.02597171373929457,0.031129019336426339,1,1,1,1
38,2018-11-05 00:00:00,7371,VOL_COMPRESSION,0.017751403137454474,0.0095501457197060199,0.0052919443721579987,0.014650439382986873,0.031129019336426339,2.4469122679247559,6.1944053911046719,2.3025850929940459,6.1944053911046719,0,0,0,-0.0052622850716625164,0.0097889188877384355,-0.010577517018110768,0.0052622850716625164,0.0097889188877384355,0.010577517018110768,0.0075213805005000323,0.014938066581794083,0.022843934752154772,1,1,1,1
39,2018-11-12 00:00:00,7539,VOL_COMPRESSION,0.0023960687673037929,-0.0062779009071628183,-0.010577517018110768,0.0094945590896712631,0.022843934752154772,-0.56722486505381364,6.4892049313253173,2.3025850929940459,6.4892049313253173,0,0,0,-0.0084882366896952451,-0.13209448748923869,-0.13922985186548775,0.0084882366896952451,0.13209448748923869,0.13922985186548775,0.0082008767109556339,0.082328600288691198,0.11518680710598567,1,0,0,1
40,2018-11-19 00:00:00,7707,VOL_COMPRESSION,0.0039960616744526044,-0.0015878411854573446,-0.13922985186548775,0.012592566658696304,0.11518680710598567,-0.7001012564335175,4.219507705176107,3.4011973816621555,4.219507705176107,0,1,4,-0.13997733314698399,-0.20435652558912012,-0.32633370856764554,0.13997733314698399,0.20435652558912012,0.32633370856764554,0.057159270906440102,0.15664175890331988,0.21231791363771041,0,0,0,1
41,2018-11-26 00:00:00,7875,VOL_EXPANSION,0.058248910123775192,-0.069902375869792019,-0.32633370856764554,0.088097041972094559,0.21231791363771041,-0.94182064645858077,1.6094379124341003,1.791759469228055,1.6094379124341003,4,7,18,-0.067935311845336938,0.053543183769204666,0.017747466379394651,0.067935311845336938,0.053543183769204666,0.017747466379394651,0.07815369626279918,0.1200231337772789,0.15578507176099624,0,0,0,1
42,2018-12-03 00:00:00,8043,TREND_UP,-0.023784212361181785,-0.030278665204321913,0.017747466379394651,0.039654574792814631,0.15578507176099624,0.27318002796112206,2.1972245773362196,1.6094379124341003,2.1972245773362196,2,8,16,-0.055536733463020883,-0.087294727344859435,-0.13496134027820367,0.055536733463020883,0.087294727344859435,0.13496134027820367,0.052997079681878265,0.086664416450721482,0.16422371040058084,0,0,0,1
43,2018-12-10 00:00:00,8211,TREND_UP,0.046263075231608358,0.06947983419974943,-0.13496134027820367,0.036395359741795676,0.16422371040058084,-0.3779976602223632,2.1972245773362196,1.0986122886681098,2.1972245773362196,4,7,22,-0.047249711544756608,-0.039126504712652443,-0.10087667130240671,0.047249711544756608,0.039126504712652443,0.10087667130240671,0.030061816362644999,0.044739470358682622,0.073156440937902828,0,0,0,1
44,2018-12-17 00:00:00,8379,VOL_COMPRESSION,0.0089439665852772358,-0.016327963175103394,-0.10087667130240671,0.020037011360254393,0.073156440937902828,-0.94095912745728083,4.2626798770413155,1.0986122886681098,4.2626798770413155,0,1,10,0.082767709986692597,0.144332480325636,0.26277073937923956,0.082767709986692597,0.144332480325636,0.26277073937923956,0.057794454003537915,0.088272392807310002,0.16069569577437814,0,0,0,1
45,2018-12-24 00:00:00,8547,TREND_UP,0.047035253448463245,0.030026908391563675,0.26277073937923956,0.063600211118444092,0.16069569577437814,1.6816939320031137,0,2.9957322735539909,0,2,11,22,-0.090814128629673863,,,0.090814128629673863,,,0.07153674851241551,,,0,,,1
46,2019-01-07 00:00:00,8882,VOL_COMPRESSION,0.063126713150553765,0.073689559049029352,0.058404621625580105,0.059308112683447642,0.083363354040673007,3.3277665240184016,5.1873858058407549,1.0986122886681098,5.1873858058407549,0,0,0,-0.009684213136904601,-0.0069151654693290574,-0.14191418288692709,0.009684213136904601,0.0069151654693290574,0.14191418288692709,0.018491002634655029,0.027980172626158623,0.084681483402593696,1,1,0,1
47,2019-01-14 00:00:00,9050,VOL_COMPRESSION,-0.026071069428619222,-0.036181576344146524,-0.14191418288692709,0.032387276892563557,0.084681483402593696,-1.4912256876137817,4.3307333402863311,1.791759469228055,4.3307333402863311,0,0,4,0.042938211061768594,0.024240938313027399,0.0057219164847137332,0.042938211061768594,0.024240938313027399,0.0057219164847137332,0.037353263502280749,0.046305874631145487,0.067979332937735698,1,1,1,1
48,2019-01-21 00:00:00,9218,VOL_COMPRESSION,-0.04183378425628248,-0.026276806731481101,0.0057219164847137332,0.035785226863577713,0.067979332937735698,-1.4922009451744893,5.4971682252932021,1.791759469228055,5.4971682252932021,0,0,0,0.00069528452938318617,0.0056668716668377746,-0.0022927739575944561,0.00069528452938318617,0.0056668716668377746,0.0022927739575944561,0.009296362724172582,0.024977121246901362,0.03488252690523079,1,1,1,1
49,2019-01-28 00:00:00,9386,VOL_COMPRESSION,-0.0081002040351168259,-0.011885031944498942,-0.0022927739575944561,0.0075295904668014153,0.03488252690523079,-1.4030978016381768,6.0210233493495267,1.791759469228055,6.0210233493495267,0,0,0,-0.027715705130663126,-0.01881977055976311,-0.031311560933200873,0.027715705130663126,0.01881977055976311,0.031311560933200873,0.020894970431548719,0.029461078131463737,0.038859530169924252,1,1,1,1
50,2019-02-04 00:00:00,9554,VOL_COMPRESSION,-0.011032452884730331,0.0027493820965261121,-0.031311560933200873,0.010433389816923964,0.038859530169924252,-0.11146583057967288,6.363028103540465,1.791759469228055,6.363028103540465,0,0,0,-0.0028989262071857946,-0.016304668970587584,0.054064297297942362,0.0028989262071857946,0.016304668970587584,0.054064297297942362,0.0078529185177795228,0.016417726787343677,0.068167216190408164,1,1,0,1
51,2019-02-11 00:00:00,9722,VOL_COMPRESSION,-0.0027634910581352846,0.072207371598286427,0.054064297297942362,0.016535816272984963,0.068167216190408164,1.3325044278776703,3.9889840465642745,1.3862943611198906,3.9889840465642745,0,2,2,-0.012106226534304368,-0.0071696851986522373,0.012708379071981442,0.012106226534304368,0.0071696851986522373,0.012708379071981442,0.010947566989458854,0.018344446987110016,0.027376076842183825,1,1,1,1
52,2019-02-18 00:00:00,9890,VOL_COMPRESSION,0.020246414095507169,0.025403581674423689,0.012708379071981442,0.014491068948991746,0.027376076842183825,5.1978549208754137,5.4026773818722793,1.3862943611198906,5.4026773818722793,0,0,0,0.072093495051048506,0.070950199817600687,0.028157049408052547,0.072093495051048506,0.070950199817600687,0.028157049408052547,0.032165889584391566,0.047626583064531984,0.099205549666151485,0,0,0,1
53,2019-02-25 00:00:00,10058,VOL_COMPRESSION,-0.092873352610313015,-0.036059703526707204,0.028157049408052547,0.076159659046716427,0.099205549666151485,-1.3755965579262837,0,2.0794415416798357,0,4,4,8,0.015671986177860101,0.012018705114707923,0.011577205164037907,0.015671986177860101,0.012018705114707923,0.011577205164037907,0.019395173085322487,0.03434469672208762,0.039316734348624781,1,1,1,1
54,2019-03-04 00:00:00,10226,VOL_COMPRESSION,-0.0025910252714814183,0.0024686301908533924,0.011577205164037907,0.0076631379380121406,0.039316734348624781,0.060639708408687175,5.1298987149230735,2.0794415416798357,5.1298987149230735,0,0,0,-0.026621005230190967,0.015674138575164958,0.025469529875266964,0.026621005230190967,0.015674138575164958,0.025469529875266964,0.014458323741931579,0.033795538127945571,0.043333798019705466,1,1,1,1
55,2019-03-11 00:00:00,10394,VOL_COMPRESSION,-0.0012343404248941192,0.0098885520101575052,0.025469529875266964,0.010432730005230454,0.043333798019705466,0.97109477562748214,5.8200829303523616,2.0794415416798357,5.8200829303523616,0,0,0,-0.01880735335619892,-0.011082294456357149,0.020458048820486515,0.01880735335619892,0.011082294456357149,0.020458048820486515,0.014790875471537705,0.02143827436382368,0.032873496255798079,1,1,1,1
56,2019-03-18 00:00:00,10562,VOL_COMPRESSION,0.0041989331660716072,0.031555889452873284,0.020458048820486515,0.0097123720079608043,0.032873496255798079,1.6498714301312636,6.2245584292753602,2.0794415416798357,6.2245584292753602,0,0,0,-0.00057508430085518106,0.0140825453310839,-0.0049883574444102331,0.00057508430085518106,0.0140825453310839,0.0049883574444102331,0.013241088704479783,0.020282258049679886,0.033743114713268102,1,1,1,1
57,2019-03-25 00:00:00,10730,VOL_COMPRESSION,-0.0030030430876260279,-0.0036895531915756234,-0.0049883574444102331,0.0062665816520741475,0.033743114713268102,-0.90411063442043238,6.5117453296447279,2.0794415416798357,6.5117453296447279,0,0,0,-0.014194403111046982,0.01377427759405573,0.036579113170753692,0.014194403111046982,0.01377427759405573,0.036579113170753692,0.014979212776694128,0.022167374414666638,0.031872447160559134,1,1,1,1
58,2019-04-01 00:00:00,10898,VOL_COMPRESSION,0.0057058468203533908,0.023875507488188761,0.036579113170753692,0.007322044201943316,0.031872447160559134,1.4395612472634143,6.7345916599729483,2.0794415416798357,6.7345916599729483,0,0,0,0.0090009434217555289,0.20228390499238622,0.24682153738962656,0.0090009434217555289,0.20228390499238622,0.24682153738962656,0.0068355161177744775,0.1338694223605178,0.14670853243844192,1,0,0,1
59,2019-04-08 00:00:00,11066,TREND_UP,0.042556557165236694,0.062313534993519347,0.24682153738962656,0.026093160763222802,0.14670853243844192,1.2007745502514808,0,3.044522437723423,0,2,4,13,-0.0033980841631580721,0.0092578540895309116,,0.0033980841631580721,0.0092578540895309116,,0.033631440558751308,0.047918124146956301,,0,0,,1
60,2019-04-22 00:00:00,11401,VOL_COMPRESSION,-0.0074743788145459674,0.0033987587024150367,0.026018316288707755,0.017260071631376883,0.048051644670130657,0.77430503836651587,5.521460917862246,1.6094379124341003,5.521460917862246,0,0,0,0.017123715706323959,0.030617219467486662,-0.022325427623822072,0.017123715706323959,0.030617219467486662,0.022325427623822072,0.018470089957975378,0.038683690624269962,0.072934919603442144,1,1,0,1
61,2019-04-29 00:00:00,11569,VOL_COMPRESSION,-0.0017323278450323729,0.011190197501755155,-0.022325427623822072,0.014647772551233089,0.072934919603442144,-0.91446156504488552,4.1588830833596715,2.4849066497880004,4.1588830833596715,0,1,2,-0.0045585349840463873,0.028464959705273164,0.090986569135928466,0.0045585349840463873,0.028464959705273164,0.090986569135928466,0.011513133977994278,0.026556250173422568,0.067058167984701531,1,1,0,1
62,2019-05-06 00:00:00,11737,VOL_COMPRESSION,-0.014773014852425881,0.046475644156871498,0.090986569135928466,0.024330400990545498,0.067058167984701531,0.99343685566205764,3.1780538303479458,0.69314718055994529,3.1780538303479458,1,6,6,0.013791774897080885,0.05978629537920746,0.21422049198465085,0.013791774897080885,0.05978629537920746,0.21422049198465085,0.02431724475066549,0.056049730554815005,0.11010737098710183,1,0,0,1
63,2019-05-13 00:00:00,11905,TREND_UP,-0.0078381694213974142,0.13817750997305894,0.21422049198465085,0.064056853258914276,0.11010737098710183,1.4716569783470408,2.3978952727983707,1.9459101490553132,2.3978952727983707,3,5,9,0.11887171468952611,0.17229805116527189,0.12266664192518879,0.11887171468952611,0.17229805116527189,0.12266664192518879,0.070100219262288294,0.11135660955393648,0.16423158283579151,0,0,0,1
64,2019-05-20 00:00:00,12073,TREND_UP,0.084525738826330174,0.0048301096049743735,0.12266664192518879,0.071183781462109866,0.16423158283579151,0.57598283916338322,3.044522437723423,1.0986122886681098,3.044522437723423,3,8,16,0.00080863047350577969,-0.037522991525312854,0.11327504138132787,0.00080863047350577969,0.037522991525312854,0.11327504138132787,0.050169725339700558,0.067001454254027232,0.10410126073585209,0,0,0,1
65,2019-05-27 00:00:00,12241,TREND_UP,0.098416484525705283,0.12071811624711726,0.11327504138132787,0.070324634230714986,0.10410126073585209,4.9141473697527775,1.791759469228055,4.219507705176107,1.791759469228055,1,1,17,-0.014467335356837346,-0.023667850934309499,-0.024138001564017957,0.014467335356837346,0.023667850934309499,0.024138001564017957,0.028909030175700904,0.041969380732544491,0.082040431160547822,0,0,0,1
66,2019-06-03 00:00:00,12409,VOL_COMPRESSION,0.012295151303159654,0.043814682033077042,-0.024138001564017957,0.024468795550396848,0.082040431160547822,0.34910776192798443,3.9512437185814275,1.9459101490553132,3.9512437185814275,0,3,9,-0.08675458952510455,-0.10642493258072219,-0.13105357384253433,0.08675458952510455,0.10642493258072219,0.13105357384253433,0.056057698151434139,0.091528029290067425,0.10804938563947115,0,0,0,1
67,2019-06-10 00:00:00,12577,TREND_DOWN,-0.03686862129315447,-0.022961894015538942,-0.13105357384253433,0.027923342855148029,0.10804938563947115,-1.2177121317310775,0,4.3174881135363101,0,1,1,11,0.05023601824601464,0.07070993105510727,0.18820929827676278,0.05023601824601464,0.07070993105510727,0.18820929827676278,0.040013984879270749,0.056958214768724973,0.089883530210879428,0,0,0,1
68,2019-06-17 00:00:00,12745,TREND_UP,0.039565893095143419,0.11083574677276094,0.18820929827676278,0.057555859149788322,0.089883530210879428,1.9688529846396068,2.8332133440562162,0.69314718055994529,2.8332133440562162,3,3,9,0.011806333713894933,0.0080868599810271693,,0.011806333713894933,0.0080868599810271693,,0.033086042192086204,0.048087818489221508,,0,0,,1
69,2019-07-01 00:00:00,13080,VOL_EXPANSION,-0.09497058839321898,-0.040689069274248583,0.033118175180507747,0.072716816885868132,0.22717306156123096,-0.96885873605403616,0.69314718055994529,2.5649493574615367,0.69314718055994529,3,11,21,-0.065791885564133762,0.072573478558592766,0.036339190196197836,0.065791885564133762,0.072573478558592766,0.036339190196197836,0.070370257859794741,0.14048169466859559,0.17422764373215974,0,0,0,1
70,2019-07-08 00:00:00,13248,TREND_UP,0.021045403720596552,0.023754090214937743,0.036339190196197836,0.034205781477261332,0.17422764373215974,0.57247301548525409,1.791759469228055,1.0986122886681098,1.791759469228055,4,8,22,0.070375614586460758,0.041873216772136679,-0.13285685415106685,0.070375614586460758,0.041873216772136679,0.13285685415106685,0.043109517861904104,0.097468737437542474,0.14642952018534408,0,0,0,1
71,2019-07-15 00:00:00,13416,VOL_EXPANSION,-0.12302242183415373,-0.13653392293100503,-0.13285685415106685,0.057455886034438505,0.14642952018534408,-2.6600485150772593,0,3.6635616461296463,0,1,6,15,0.086904857323887655,-0.038352655375431463,0.057618119932555771,0.086904857323887655,0.038352655375431463,0.057618119932555771,0.074605557883002022,0.12225002229862895,0.17610093515106331,0,0,0,1
72,2019-07-22 00:00:00,13584,TREND_UP,-0.018902296111526419,-0.0074326863814670706,0.057618119932555771,0.032079839549093235,0.17610093515106331,0.63957716966311995,0,2.3978952727983707,0,5,11,20,-0.033995895748584845,-0.046177307070584449,-0.10703592256136488,0.033995895748584845,0.046177307070584449,0.10703592256136488,0.043023175885796648,0.078048950861865932,0.10970516735017863,0,0,0,1
73,2019-07-29 00:00:00,13752,TREND_DOWN,0.011303635849611695,-0.02056299406431316,-0.10703592256136488,0.016338667019756423,0.10970516735017863,-1.1119048095484392,1.0986122886681098,3.0910424533583161,1.0986122886681098,2,8,22,-0.0011724599360647442,0.053599320019357868,0.16403132521214767,0.0011724599360647442,0.053599320019357868,0.16403132521214767,0.023140202180837403,0.041723996814449715,0.068726830113826951,0,0,0,1
74,2019-08-05 00:00:00,13920,VOL_COMPRESSION,0.03241600401603905,0.076668793015395545,0.16403132521214767,0.035870693603909168,0.068726830113826951,2.0148084375690463,5.0106352940962555,1.3862943611198906,5.0106352940962555,0,0,3,0.046429278223228593,0.063577030421455433,0.021622197150497093,0.046429278223228593,0.063577030421455433,0.021622197150497093,0.035082364593770038,0.087268451726110557,0.10769660532973153,0,0,0,1
75,2019-08-12 00:00:00,14088,VOL_COMPRESSION,0.0084370062625416936,-0.041977411457337119,0.021622197150497093,0.019154377080498153,0.10769660532973153,-0.96243123398781516,3.5263605246161616,1.3862943611198906,3.5263605246161616,0,4,24,-0.0050068536698067668,-0.12734814310656153,-0.10492089563821225,0.0050068536698067668,0.12734814310656153,0.10492089563821225,0.012114094766325816,0.048356037999539976,0.097466393056272541,1,0,0,1
76,2019-08-19 00:00:00,14256,VOL_COMPRESSION,0.01039983437248298,0.0026903453834752921,-0.10492089563821225,0.024659594385754071,0.097466393056272541,-0.42670487135072338,3.2580965380214821,1.791759469228055,3.2580965380214821,0,7,9,0.053822099663138973,-0.024542233866805867,0.017681327602370289,0.053822099663138973,0.024542233866805867,0.017681327602370289,0.032255683996438654,0.06207234016072128,0.094622135922524192,1,0,0,1
77,2019-08-26 00:00:00,14424,TREND_DOWN,0.036519483231913057,0.037396286510930021,0.017681327602370289,0.04936420900680797,0.094622135922524192,0.70843038910835909,0,2.3025850929940459,0,3,3,10,-0.01693679766019188,-0.081249068300725841,-0.071745320411566268,0.01693679766019188,0.081249068300725841,0.071745320411566268,0.018787689234737944,0.057161436462413694,0.06983857317366228,0,0,0,1
78,2019-09-02 00:00:00,14592,VOL_COMPRESSION,0.016167508620692692,0.035403621749306197,-0.071745320411566268,0.014085250158586252,0.06983857317366228,-0.15953937953526429,4.5849674786705723,1.791759469228055,4.5849674786705723,0,0,4,0.061767070242023277,0.073023407107439431,0.06169210102261953,0.061767070242023277,0.073023407107439431,0.06169210102261953,0.029326689083082769,0.048803417374318404,0.072758521054035963,1,1,0,1
79,2019-09-09 00:00:00,14760,VOL_COMPRESSION,-0.010543155493004819,-0.016504909744954239,0.06169210102261953,0.015599292871759108,0.072758521054035963,-0.17417352351831486,3.912023005428146,1.6094379124341003,3.912023005428146,0,3,3,-0.0057905403297703302,-0.024247084836527228,-0.0053555921397402152,0.0057905403297703302,0.024247084836527228,0.0053555921397402152,0.029442985738261072,0.041771084322725874,0.050793929808664338,1,1,1,1
80,2019-09-16 00:00:00,14928,VOL_COMPRESSION,0.0006099473807427545,-0.0044978519439520803,-0.0053555921397402152,0.0097138838605422828,0.050793929808664338,0.83126817054058466,5.3844950627890888,1.6094379124341003,5.3844950627890888,0,0,0,-0.011987519425907131,-0.016834454685549134,-0.034936372076142308,0.011987519425907131,0.016834454685549134,0.034936372076142308,0.020031292334604961,0.025453310311345265,0.053258254493940026,1,1,1,1
81,2019-09-23 00:00:00,15096,VOL_COMPRESSION,0.0051729581084214186,-0.024414770332731525,-0.034936372076142308,0.016061920972194541,0.053258254493940026,-0.95816596725144565,5.955837369464831,1.6094379124341003,5.955837369464831,0,0,0,-0.025686800229297018,-0.17599239648808696,-0.21903737121625813,0.025686800229297018,0.17599239648808696,0.21903737121625813,0.014072304574545108,0.11021520554777299,0.12802580484506887,1,0,0,1
82,2019-09-30 00:00:00,15264,VOL_COMPRESSION,-0.023003929152474428,0.0068425780169667667,-0.21903737121625813,0.020474718339960733,0.12802580484506887,-0.81572921444894819,3.912023005428146,1.0986122886681098,3.912023005428146,0,5,10,0.024066170118210609,0.038696835027526667,-0.025847838232129345,0.024066170118210609,0.038696835027526667,0.025847838232129345,0.038948141475077407,0.054607460714231629,0.072802277636256213,0,0,0,1
83,2019-10-07 00:00:00,15432,VOL_COMPRESSION,-0.040778222277454618,-0.037608031924910988,-0.025847838232129345,0.034935905862515736,0.072802277636256213,-2.2956610671239686,4.7957905455967413,2.0794415416798357,4.7957905455967413,0,0,10,0.051694046037099768,0.092498705029450096,0.05647773590507571,0.051694046037099768,0.092498705029450096,0.05647773590507571,0.025306070774849723,0.044090889161663906,0.067791713544632232,1,1,0,1
84,2019-10-14 00:00:00,15600,VOL_COMPRESSION,-0.0070705194601213949,-0.030659658820412251,0.05647773590507571,0.023937980072890604,0.067791713544632232,-0.23966234739332054,4.1588830833596715,1.6094379124341003,4.1588830833596715,0,2,2,0.010218257199054654,-0.038242913020198943,-0.0067583264626771252,0.010218257199054654,0.038242913020198943,0.0067583264626771252,0.01452039603034346,0.031224283198080936,0.049125158174799934,1,1,1,1
85,2019-10-21 00:00:00,15768,VOL_COMPRESSION,0.037064727077605775,0.016839197789030484,-0.0067583264626771252,0.019229992003548937,0.049125158174799934,0.88841813297016348,5.4467373716663099,1.6094379124341003,5.4467373716663099,0,0,0,-0.0028918195359751452,-0.095858179158103365,0.16798912295535084,0.0028918195359751452,0.095858179158103365,0.16798912295535084,0.01517777327125275,0.062679086653356836,0.16901725677038842,1,0,0,1
86,2019-10-28 00:00:00,15936,TREND_UP,0.049986085216979212,0.26830179589831954,0.16798912295535084,0.043402914226738733,0.16901725677038842,1.8428575129183669,3.7612001156935624,0.69314718055994529,3.7612001156935624,0,6,8,-0.046405835544760396,-0.061068867582860641,,0.046405835544760396,0.061068867582860641,,0.037818677796721004,0.057364391360651606,,0,0,,1
87,2019-11-11 00:00:00,16271,VOL_COMPRESSION,0.03056154844622291,-0.016910613741776697,-0.014117959053556128,0.028149053626972068,0.05910623354014425,-0.33489298734921902,5.5294290875114234,0.69314718055994529,5.5294290875114234,0,0,0,-0.034854079680499923,-0.03156533440016681,-0.062890575630229414,0.034854079680499923,0.03156533440016681,0.062890575630229414,0.023780875054332171,0.0284538067739168,0.04783098093261224,1,1,1,1
88,2019-11-18 00:00:00,16439,VOL_COMPRESSION,-0.00024961027958782071,-0.012123318391192378,-0.062890575630229414,0.01937835442356205,0.04783098093261224,-1.0661021625968823,6.0402547112774139,0.69314718055994529,6.0402547112774139,0,0,0,-0.039044095660390271,-0.048996728463067213,-0.2091356147789851,0.039044095660390271,0.048996728463067213,0.2091356147789851,0.022958447481292214,0.029989705291261565,0.086667222840893871,1,1,0,1
89,2019-11-25 00:00:00,16607,TREND_DOWN,-0.052519830050665101,-0.10834376161746825,-0.2091356147789851,0.035363129620601771,0.086667222840893871,-1.7668074416819262,0.69314718055994529,0.69314718055994529,0.69314718055994529,3,7,9,0.037102231448372484,0.094490688756363322,0.068976227856874642,0.037102231448372484,0.094490688756363322,0.068976227856874642,0.060262259257753151,0.085078468542949315,0.10423705438312708,0,0,0,1
90,2019-12-02 00:00:00,16775,VOL_COMPRESSION,-0.014557076936749631,-0.013509773180401995,0.068976227856874642,0.028826794522889811,0.10423705438312708,0.082481450716985358,2.1972245773362196,0.69314718055994529,2.1972245773362196,2,6,13,-0.00089045088853488216,-0.02197628758652892,0.020551244498378297,0.00089045088853488216,0.02197628758652892,0.020551244498378297,0.022518165052532683,0.066067523900397607,0.076576096870312069,1,0,0,1
91,2019-12-09 00:00:00,16943,VOL_COMPRESSION,0.0068704080121084008,0.020898114340304249,0.020551244498378297,0.013372916149230904,0.076576096870312069,1.3276713964492812,4.4543472962535073,1.3862943611198906,4.4543472962535073,0,0,11,-0.026322740873939959,-0.05438520233508852,-0.063633271423710502,0.026322740873939959,0.05438520233508852,0.063633271423710502,0.026219188416537833,0.035632521904500697,0.047816433248508268,1,1,1,1
92,2019-12-16 00:00:00,17111,VOL_COMPRESSION,0.0046470698549212139,-0.016788236363486038,-0.063633271423710502,0.019054700704355818,0.047816433248508268,-1.3175561884100988,5.5373342670185366,1.3862943611198906,5.5373342670185366,0,0,0,-0.026752386234607062,0.025235064200369334,0.066112001356885261,0.026752386234607062,0.025235064200369334,0.066112001356885261,0.029133723755812063,0.076520169460345802,0.085584278596593982,1,0,0,1
93,2019-12-23 00:00:00,17279,VOL_COMPRESSION,0.056649549420311959,0.059389540457970666,0.066112001356885261,0.025250501405654231,0.085584278596593982,2.4659004840995227,4.4188406077965983,0.69314718055994529,4.4188406077965983,0,0,6,-0.0335380522033265,-0.05014329289938825,-0.029357552625439161,0.0335380522033265,0.05014329289938825,0.029357552625439161,0.030502568765626868,0.042173567080595734,0.055443167234419222,0,0,0,1
94,2019-12-30 00:00:00,17447,VOL_COMPRESSION,0.00481182440177265,0.018788882296721307,-0.029357552625439161,0.017566126231396091,0.055443167234419222,0.36045950161788365,4.990432586778736,0.69314718055994529,4.990432586778736,0,0,4,-0.015112925006039463,-0.021082271487424111,0.0051618351786623757,0.015112925006039463,0.021082271487424111,0.0051618351786623757,0.012905635658292388,0.021264008255912594,0.061308589924886775,1,1,1,1
