policy,family,profile,band,role,period,scenario,first_date,last_date,executed_rebalances,skipped_rebalances,cagr,cash_excess_sharpe,max_drawdown,annual_volatility,calmar,certainty_equivalent_gamma3,terminal_nav,mean_risky_exposure,annual_one_way_turnover,annual_arithmetic_execution_drag,worst_day,longest_underwater_days
state_rule_vol20_exact,state_rule,0.20000000000000001,0,control,2020_2021,frictionless,2020-01-01,2021-12-31,731,0,0.56834871275380072,2.085347620913645,-0.19254286141329935,0.2280691921725633,2.9518036066464299,0.39758021267338339,2.4582028465281063,0.26939403670691631,5.0550230832444711,0,-0.11180996597552073,161
state_rule_vol20_exact,state_rule,0.20000000000000001,0,control,2022_2024,frictionless,2022-01-01,2024-12-31,1096,0,0.16741093899571435,0.93440194176294056,-0.16183770672307463,0.18332997846764779,1.0344371678608635,0.12088906635610587,1.5904984086951917,0.31394352285246302,7.1136178589609012,0,-0.046969293596736295,462
constant_vol20_exact,constant,0.20000000000000001,0,control,full,frictionless,2020-01-01,2024-12-31,1827,0,0.30811645415094246,1.4326245465842784,-0.2175683628259345,0.20152031265860254,1.4161822525522745,0.22778729192902114,3.8295893105723842,0.29437285192190366,8.1030933831101084,0,-0.10679220806874756,730
constant_vol20_exact,constant,0.20000000000000001,0,control,2020_2021,frictionless,2020-01-01,2021-12-31,731,0,0.56955645186849257,2.0954657558300767,-0.18580847620253205,0.22722713609809628,3.065287781853792,0.39869842541988693,2.4619876890167935,0.26727735419136822,6.7083120666229688,0,-0.10679220806874756,161
constant_vol20_exact,constant,0.20000000000000001,0,control,2022_2024,frictionless,2022-01-01,2024-12-31,1096,0,0.15877534664880999,0.89843005557596312,-0.16148487280461199,0.18218830333287891,0.98322117664184938,0.11389458068167918,1.5554867831616848,0.31244475779874809,9.0403476793829132,0,-0.047683643800546682,465
ridge_vol20_exact,ridge,0.20000000000000001,0,candidate,full,frictionless,2020-01-01,2024-12-31,1827,0,0.30860644803692705,1.4337803808610279,-0.21756836282592962,0.20163425402754237,1.418434390131595,0.22811467893837378,3.8367661346969024,0.29485091677055492,6.9291827994867772,0,-0.10679220806874756,730
ridge_vol20_exact,ridge,0.20000000000000001,0,candidate,2020_2021,frictionless,2020-01-01,2021-12-31,731,0,0.56547082433639329,2.0832352977792823,-0.18580847620253205,0.22732074887634204,3.0432994010457715,0.39605052367226457,2.4491957757777088,0.26786872363637693,5.5047564315258199,0,-0.10679220806874756,161
ridge_vol20_exact,ridge,0.20000000000000001,0,candidate,2022_2024,frictionless,2022-01-01,2024-12-31,1096,0,0.16151578454439286,0.9108081419182199,-0.16091127940828176,0.18232989759086807,1.003756760485244,0.11620126790763322,1.5665412184040559,0.31284725178979234,7.8851283989488641,0,-0.046969293596736517,465
boosted_vol20_exact,boosted,0.20000000000000001,0,candidate,full,frictionless,2020-01-01,2024-12-31,1827,0,0.28925224955346551,1.3173639053448232,-0.31022656295838902,0.20935171175707487,0.93239033690439721,0.21005017976749785,3.5613443421244861,0.31402862967365885,5.7652058785334415,0,-0.10679220806874756,790
boosted_vol20_exact,boosted,0.20000000000000001,0,candidate,2020_2021,frictionless,2020-01-01,2021-12-31,731,0,0.57820383429623257,2.1194251866523608,-0.18580847620253205,0.22725095563162048,3.1118270065677085,0.4041769038032475,2.4891720618131461,0.26711763014842621,5.2615855330998809,0,-0.10679220806874756,161
boosted_vol20_exact,boosted,0.20000000000000001,0,candidate,2022_2024,frictionless,2022-01-01,2024-12-31,1096,0,0.12690818213806443,0.70558031675978161,-0.25081846498218607,0.19628822617459737,0.50597623323736496,0.080703507198333219,1.4307344987354276,0.34531689669276933,6.1062178036887227,0,-0.046969293596736406,675
trend_vol20_band2,trend,0.20000000000000001,0.02,control,full,frictionless,2020-01-01,2024-12-31,782,1045,0.3038685659890934,1.4311697019446326,-0.2203353191142492,0.19910885613953483,1.3791187323514402,0.22549205740596381,3.767820490265906,0.29142157978460403,7.250671063973809,0,-0.10339869769421994,752
trend_vol20_band2,trend,0.20000000000000001,0.02,control,2020_2021,frictionless,2020-01-01,2021-12-31,371,360,0.56126136199604759,2.0991912989761041,-0.18124096897855357,0.22393708760446834,3.0967687116176377,0.39486505701019253,2.4360509662384517,0.26373413566370163,5.7795650956515345,0,-0.10339869769421994,161
trend_vol20_band2,trend,0.20000000000000001,0.02,control,2022_2024,frictionless,2022-01-01,2024-12-31,411,685,0.15658579484102964,0.89473467574691967,-0.15678406038542003,0.18048193144593619,0.99873542282357652,0.11262285104277411,1.5466919791435594,0.30988829662071687,8.2380299935986816,0,-0.047683643800546682,466
allocation_vol20_band2,allocation,0.20000000000000001,0.02,control,full,frictionless,2020-01-01,2024-12-31,771,1056,0.2966852384611125,1.2935557555621895,-0.34007781937881221,0.21930569703365627,0.87240396625407446,0.21154166349833714,3.6651824903693799,0.33651227230940028,2.2890880281678405,0,-0.10840385880297232,755
allocation_vol20_band2,allocation,0.20000000000000001,0.02,control,2020_2021,frictionless,2020-01-01,2021-12-31,313,418,0.57188860693210986,2.1157547533810495,-0.18800172584727681,0.22557652094243133,3.0419327501104085,0.40093744623437222,2.4693044873643824,0.26847447163020538,2.2202570778138111,0,-0.10840385880297232,162
allocation_vol20_band2,allocation,0.20000000000000001,0.02,control,2022_2024,frictionless,2022-01-01,2024-12-31,458,638,0.14080866852327478,0.71940639704501586,-0.2828157793092877,0.2148599723623176,0.49788123161715897,0.085324427001062797,1.484297505279087,0.38189149885729395,2.3370658197537852,0,-0.057391244747521108,675
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,control,full,frictionless,2020-01-01,2024-12-31,783,1044,0.30274910218970041,1.3856071529775935,-0.27591871411302937,0.20605310524599249,1.0972401896077264,0.22182183324981802,3.7516757384477648,0.31490966702190598,4.5034443626231431,0,-0.10590221849123249,753
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,control,2020_2021,frictionless,2020-01-01,2021-12-31,357,374,0.57014973567971161,2.1165222793414116,-0.18459995710484944,0.22489112611422604,3.0885691666541226,0.40012305093955153,2.4638480020570621,0.26637688137480203,3.7730468862898121,0,-0.10590221849123249,161
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,control,2022_2024,frictionless,2022-01-01,2024-12-31,426,670,0.15056763404707207,0.82411107947649909,-0.2138352340896027,0.19228610583159719,0.70412920811721891,0.10300419050138962,1.5226896039510047,0.34727961803288504,4.9944887480897684,0,-0.047326468698641433,666
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,control,full,frictionless,2020-01-01,2024-12-31,698,1129,0.30874894503027317,1.4457511755032735,-0.22132256780371651,0.19978466465056999,1.3950179057387955,0.22896804542177782,3.8388552725016867,0.2927510324746006,5.3746392661149214,0,-0.10840385880297243,730
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,control,2020_2021,frictionless,2020-01-01,2021-12-31,329,402,0.56192121538040363,2.0971630210724554,-0.18800172584727681,0.22442172364173571,2.9889151966449514,0.39510127488329888,2.4381091421089818,0.26537802861103726,4.0636729314425075,0,-0.10840385880297243,161
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,control,2022_2024,frictionless,2022-01-01,2024-12-31,369,727,0.16348612854973132,0.92413272405034153,-0.15757484290261836,0.1813342718684689,1.0375141459018693,0.1182537573943917,1.5745215036522417,0.31100802683980577,6.2535251689249467,0,-0.046969293596736295,465
constant_vol20_band2,constant,0.20000000000000001,0.02,control,full,frictionless,2020-01-01,2024-12-31,782,1045,0.3038685659890934,1.4311697019446326,-0.2203353191142492,0.19910885613953483,1.3791187323514402,0.22549205740596381,3.767820490265906,0.29142157978460403,7.250671063973809,0,-0.10339869769421994,752
constant_vol20_band2,constant,0.20000000000000001,0.02,control,2020_2021,frictionless,2020-01-01,2021-12-31,371,360,0.56126136199604759,2.0991912989761041,-0.18124096897855357,0.22393708760446834,3.0967687116176377,0.39486505701019253,2.4360509662384517,0.26373413566370163,5.7795650956515345,0,-0.10339869769421994,161
constant_vol20_band2,constant,0.20000000000000001,0.02,control,2022_2024,frictionless,2022-01-01,2024-12-31,411,685,0.15658579484102964,0.89473467574691967,-0.15678406038542003,0.18048193144593619,0.99873542282357652,0.11262285104277411,1.5466919791435594,0.30988829662071687,8.2380299935986816,0,-0.047683643800546682,466
ridge_vol20_band2,ridge,0.20000000000000001,0.02,candidate,full,frictionless,2020-01-01,2024-12-31,747,1080,0.30343043775660394,1.4300672747576155,-0.22033531911424942,0.19901489880127149,1.3771302711539752,0.22519429904757651,3.761495259692301,0.29168856964959589,6.0687153100183027,0,-0.10339869769421994,730
ridge_vol20_band2,ridge,0.20000000000000001,0.02,candidate,2020_2021,frictionless,2020-01-01,2021-12-31,357,374,0.55458905200497166,2.082830848284281,-0.18124096897855357,0.22360752478728171,3.059954132504096,0.39073616282320023,2.4152878816894372,0.26416847880689637,4.5501169601842832,0,-0.10339869769421994,161
ridge_vol20_band2,ridge,0.20000000000000001,0.02,candidate,2022_2024,frictionless,2022-01-01,2024-12-31,390,706,0.15924295123943955,0.90697973251692587,-0.15633826385913996,0.18059385627293048,1.0185795038821506,0.11487375607133085,1.5573693257059067,0.31004366673537448,7.0866564156702223,0,-0.046969293596736517,466
boosted_vol20_band2,boosted,0.20000000000000001,0.02,candidate,full,frictionless,2020-01-01,2024-12-31,779,1048,0.28402656557265948,1.3133866586689147,-0.3103390617816586,0.20642453780466496,0.91521371477396718,0.20719859926273967,3.4897613663541733,0.31047637256712718,4.863312916695012,0,-0.10339869769421994,792
boosted_vol20_band2,boosted,0.20000000000000001,0.02,candidate,2020_2021,frictionless,2020-01-01,2021-12-31,347,384,0.5672058232492978,2.1171752494189544,-0.18124096897855357,0.22381522666688394,3.1295673734585687,0.39871617481029686,2.4546239106836309,0.26328572630857205,4.301041043039703,0,-0.10339869769421994,161
boosted_vol20_band2,boosted,0.20000000000000001,0.02,candidate,2022_2024,frictionless,2022-01-01,2024-12-31,432,664,0.12453198265126164,0.70140660243555208,-0.25150300107529622,0.19374357625029359,0.49515108018126047,0.079588163554051766,1.4217091877762482,0.34195115579249563,5.2426022141243021,0,-0.046969293596736406,675
trend_vol40_exact,trend,0.40000000000000002,0,control,full,frictionless,2020-01-01,2024-12-31,1827,0,0.52843350034877679,1.3361083899978103,-0.36360887308871137,0.36866354945334873,1.4533019941453749,0.28870524246767948,8.3388589951002015,0.50934707759992637,11.94633141370697,0,-0.213586001821233,792
trend_vol40_exact,trend,0.40000000000000002,0,control,2020_2021,frictionless,2020-01-01,2021-12-31,731,0,1.1675471622708242,1.9568851914553909,-0.34979255301369905,0.44696151292669739,3.3378273842928246,0.57499047474016796,4.6932878974386947,0.52041521034410554,11.198644146232763,0,-0.213586001821233,163
