policy,family,profile,band,role,period,scenario,first_date,last_date,executed_rebalances,skipped_rebalances,cagr,cash_excess_sharpe,max_drawdown,annual_volatility,calmar,certainty_equivalent_gamma3,terminal_nav,mean_risky_exposure,annual_one_way_turnover,annual_arithmetic_execution_drag,worst_day,longest_underwater_days
trend_vol40_exact,trend,0.40000000000000002,0,control,2022_2024,frictionless,2022-01-01,2024-12-31,1096,0,0.2113420811009612,0.77950641946826527,-0.28054794315885467,0.30498742405971718,0.75331894691986023,0.098213661659766971,1.7767627252636842,0.50196495621671922,12.455699483725125,0,-0.0812672618199759,698
allocation_vol40_exact,allocation,0.40000000000000002,0,control,full,frictionless,2020-01-01,2024-12-31,1827,0,0.59899033965910942,1.2893076600467799,-0.58621457670275423,0.43922647918970548,1.0217936630443656,0.27691821408258765,10.449359595748239,0.66602053538194761,4.8695991043054256,0,-0.22362140330843339,825
allocation_vol40_exact,allocation,0.40000000000000002,0,control,2020_2021,frictionless,2020-01-01,2021-12-31,731,0,1.3795141574259522,2.1201617926907823,-0.36151984948785432,0.45927486319197364,3.8158738984325078,0.65733691734289956,5.6553723185091549,0.54466911954741115,5.3571113998985398,0,-0.22362140330843339,163
allocation_vol40_exact,allocation,0.40000000000000002,0,control,2022_2024,frictionless,2022-01-01,2024-12-31,1096,0,0.22726127806840601,0.69313906041756113,-0.508023230913907,0.42494817447141692,0.44734426348884671,0.023676751899391113,1.8476872975363789,0.74695838663655134,4.5490380297130351,0,-0.11478677571158968,698
fixed_blend_vol40_exact,fixed_blend,0.40000000000000002,0,control,full,frictionless,2020-01-01,2024-12-31,1827,0,0.57028757345581971,1.3422046321284027,-0.47554862444676904,0.39445409158079686,1.1992203197291664,0.29604706333449926,9.5446900310993819,0.58769707951059735,8.1798163922894904,0,-0.21860370774295523,792
fixed_blend_vol40_exact,fixed_blend,0.40000000000000002,0,control,2020_2021,frictionless,2020-01-01,2021-12-31,731,0,1.2723014219827675,2.0450878054904571,-0.35566719439664973,0.45191051104377666,3.5772245571905694,0.61786201032081722,5.1575554424320238,0.53256673326074233,7.9723583966112486,0,-0.21860370774295523,163
fixed_blend_vol40_exact,fixed_blend,0.40000000000000002,0,control,2022_2024,frictionless,2022-01-01,2024-12-31,1096,0,0.22791132842880057,0.75935811265519837,-0.37693492543791074,0.35048769011236203,0.60464370120126332,0.081883239492154647,1.850622865354715,0.62446741081410473,8.3255918746980822,0,-0.081267261819976122,697
state_rule_vol40_exact,state_rule,0.40000000000000002,0,control,full,frictionless,2020-01-01,2024-12-31,1827,0,0.54501376695136616,1.3334081971054494,-0.36456290151316706,0.38102255999101969,1.494978684581491,0.29029131794096341,8.8010087100126739,0.53193628311595731,9.1377131964526797,0,-0.2236214033084335,790
state_rule_vol40_exact,state_rule,0.40000000000000002,0,control,2020_2021,frictionless,2020-01-01,2021-12-31,731,0,1.1789910328987738,1.9595748668684729,-0.36151984948785476,0.44985358603889397,3.2612069145552738,0.57796940766439198,4.7429422811243258,0.52640402665759956,7.9604975138375096,0,-0.2236214033084335,163
state_rule_vol40_exact,state_rule,0.40000000000000002,0,control,2022_2024,frictionless,2022-01-01,2024-12-31,1096,0,0.22901212715472097,0.79258680005108717,-0.31063941210919976,0.32673969622946469,0.737228175909037,0.098831326645991396,1.8556010569722623,0.53562613664794589,9.9308685950878655,0,-0.0812672618199759,675
constant_vol40_exact,constant,0.40000000000000002,0,control,full,frictionless,2020-01-01,2024-12-31,1827,0,0.52843350034877679,1.3361083899978103,-0.36360887308871137,0.36866354945334873,1.4533019941453749,0.28870524246767948,8.3388589951002015,0.50934707759992637,11.94633141370697,0,-0.213586001821233,792
constant_vol40_exact,constant,0.40000000000000002,0,control,2020_2021,frictionless,2020-01-01,2021-12-31,731,0,1.1675471622708242,1.9568851914553909,-0.34979255301369905,0.44696151292669739,3.3378273842928246,0.57499047474016796,4.6932878974386947,0.52041521034410554,11.198644146232763,0,-0.213586001821233,163
constant_vol40_exact,constant,0.40000000000000002,0,control,2022_2024,frictionless,2022-01-01,2024-12-31,1096,0,0.2113420811009612,0.77950641946826527,-0.28054794315885467,0.30498742405971718,0.75331894691986023,0.098213661659766971,1.7767627252636842,0.50196495621671922,12.455699483725125,0,-0.0812672618199759,698
ridge_vol40_exact,ridge,0.40000000000000002,0,candidate,full,frictionless,2020-01-01,2024-12-31,1827,0,0.39805843223989124,1.0594392477169734,-0.59468016160457549,0.38787367452938371,0.6693655816024594,0.18525961286323905,5.3398248190493458,0.54166167934667542,10.660964519979995,0,-0.22362140330843316,1121
ridge_vol40_exact,ridge,0.40000000000000002,0,candidate,2020_2021,frictionless,2020-01-01,2021-12-31,731,0,1.1674561043201881,1.941151394871202,-0.3595884428351942,0.4518356076661279,3.2466452345223287,0.57084819554105293,4.6928938486132701,0.52583064697101189,9.4784631561335111,0,-0.22362140330843316,163
ridge_vol40_exact,ridge,0.40000000000000002,0,candidate,2022_2024,frictionless,2022-01-01,2024-12-31,1096,0,0.044018588783138357,0.29607998765665661,-0.51884452557524208,0.33780849803503155,0.084839651597624591,-0.071153536088500016,1.1378533142460245,0.55222051572131947,11.459034803201835,0,-0.087084424692828288,791
boosted_vol40_exact,boosted,0.40000000000000002,0,candidate,full,frictionless,2020-01-01,2024-12-31,1827,0,0.52106713328282694,1.2573556023904999,-0.51534063516223572,0.39629051482623062,1.011112064001684,0.26270884077911816,8.1398656708211199,0.56572266087909095,9.2079702326331958,0,-0.213586001821233,833
boosted_vol40_exact,boosted,0.40000000000000002,0,candidate,2020_2021,frictionless,2020-01-01,2021-12-31,731,0,1.2167423215392503,2.0047311674151196,-0.34979255301369905,0.44764106210031868,3.4784683408957497,0.59682620828986399,4.9085946227292077,0.52322082903219647,8.7949496435607166,0,-0.213586001821233,162
boosted_vol40_exact,boosted,0.40000000000000002,0,candidate,2022_2024,frictionless,2022-01-01,2024-12-31,1096,0,0.18377775391714968,0.64914492167868854,-0.42466051613438927,0.35750946174515286,0.43276393009184505,0.040355928687984016,1.658288430079272,0.59407014179157258,9.4917263972501296,0,-0.087084424692828288,735
trend_vol40_band2,trend,0.40000000000000002,0.02,control,full,frictionless,2020-01-01,2024-12-31,749,1078,0.52405529568728704,1.3343905992654963,-0.36481968909493112,0.36628654532448185,1.4364775568648671,0.28752057278980825,8.2201239171803966,0.50741224114549666,11.046580651959486,0,-0.20806979893269129,793
trend_vol40_band2,trend,0.40000000000000002,0.02,control,2020_2021,frictionless,2020-01-01,2021-12-31,420,311,1.1586377231952718,1.9600903505209246,-0.34381271570049654,0.44319350675963509,3.3699676314606957,0.57406858936223693,4.6548110585618581,0.51729210175841911,10.213479998374188,0,-0.20806979893269129,163
trend_vol40_band2,trend,0.40000000000000002,0.02,control,2022_2024,frictionless,2022-01-01,2024-12-31,329,767,0.20887618770176064,0.77453080557149578,-0.28243650795916653,0.30388347157313156,0.73955094973755686,0.096849363594392973,1.765941477272355,0.50082266257976105,11.612069289191659,0,-0.0799829972451781,698
allocation_vol40_band2,allocation,0.40000000000000002,0.02,control,full,frictionless,2020-01-01,2024-12-31,879,948,0.59706511509222326,1.2921439703448416,-0.58443063706032738,0.43627282019962044,1.0216184389227898,0.27822633357888332,10.386613002023973,0.66217516586746827,3.9522896570345289,0,-0.21797596917397155,825
allocation_vol40_band2,allocation,0.40000000000000002,0.02,control,2020_2021,frictionless,2020-01-01,2021-12-31,400,331,1.3737623314922396,2.1290929148968503,-0.35569998672615066,0.45526372900682738,3.8621377080620567,0.65840118541415293,5.6280833709964524,0.54099887198665153,4.4145255523280023,0,-0.21797596917397155,163
allocation_vol40_band2,allocation,0.40000000000000002,0.02,control,2022_2024,frictionless,2022-01-01,2024-12-31,479,617,0.22677589119473329,0.69360581437458491,-0.50546397968527046,0.42275158086853742,0.44864896473124827,0.025144605836193767,1.8454973598205751,0.74299621589199127,3.6477417904526108,0,-0.11478677571158979,698
fixed_blend_vol40_band2,fixed_blend,0.40000000000000002,0.02,control,full,frictionless,2020-01-01,2024-12-31,804,1023,0.56788539339981048,1.3435729857773706,-0.47157478347329862,0.39220300308966644,1.2042318913177534,0.29621856644320516,9.4719170398597061,0.58597665327613246,7.0854124456525778,0,-0.21302662736941658,792
fixed_blend_vol40_band2,fixed_blend,0.40000000000000002,0.02,control,2020_2021,frictionless,2020-01-01,2021-12-31,423,308,1.2654288917286789,2.051136188018408,-0.34970583524316445,0.44820515018540424,3.6185524066213408,0.61799801822242706,5.1264260312667487,0.52940495829685075,6.9948337260984852,0,-0.21302662736941658,163
fixed_blend_vol40_band2,fixed_blend,0.40000000000000002,0.02,control,2022_2024,frictionless,2022-01-01,2024-12-31,381,715,0.2272562984149944,0.75904129870051051,-0.37291606315533887,0.34945361853860468,0.60940335069538254,0.082072981186548377,1.8476648218640419,0.62370832209899285,7.1522689549860408,0,-0.079982997245177989,697
state_rule_vol40_band2,state_rule,0.40000000000000002,0.02,control,full,frictionless,2020-01-01,2024-12-31,730,1097,0.54090988129701523,1.3329976220703874,-0.36704397197523397,0.37832306361988682,1.4736923164440709,0.28961123347958762,8.6847570569122112,0.52938161038857823,8.2537509375047726,0,-0.21797596917397155,790
state_rule_vol40_band2,state_rule,0.40000000000000002,0.02,control,2020_2021,frictionless,2020-01-01,2021-12-31,397,334,1.1718568200565938,1.9654666014531776,-0.35569998672615022,0.44582640407895308,3.2945090351065835,0.57811513340219634,4.7119566372155317,0.52315984956690353,6.9943221200664496,0,-0.21797596917397155,163
state_rule_vol40_band2,state_rule,0.40000000000000002,0.02,control,2022_2024,frictionless,2022-01-01,2024-12-31,333,763,0.22625114436287497,0.78791373612315352,-0.31144146277300688,0.32519022400866671,0.72646442881556006,0.097598821663183566,1.8431317869776365,0.53353134319938511,9.1009078212193675,0,-0.079982997245177989,675
constant_vol40_band2,constant,0.40000000000000002,0.02,control,full,frictionless,2020-01-01,2024-12-31,749,1078,0.52405529568728704,1.3343905992654963,-0.36481968909493112,0.36628654532448185,1.4364775568648671,0.28752057278980825,8.2201239171803966,0.50741224114549666,11.046580651959486,0,-0.20806979893269129,793
constant_vol40_band2,constant,0.40000000000000002,0.02,control,2020_2021,frictionless,2020-01-01,2021-12-31,420,311,1.1586377231952718,1.9600903505209246,-0.34381271570049654,0.44319350675963509,3.3699676314606957,0.57406858936223693,4.6548110585618581,0.51729210175841911,10.213479998374188,0,-0.20806979893269129,163
constant_vol40_band2,constant,0.40000000000000002,0.02,control,2022_2024,frictionless,2022-01-01,2024-12-31,329,767,0.20887618770176064,0.77453080557149578,-0.28243650795916653,0.30388347157313156,0.73955094973755686,0.096849363594392973,1.765941477272355,0.50082266257976105,11.612069289191659,0,-0.0799829972451781,698
ridge_vol40_band2,ridge,0.40000000000000002,0.02,candidate,full,frictionless,2020-01-01,2024-12-31,787,1040,0.39577030030744975,1.0596188877964978,-0.59419877513956254,0.38522663335678825,0.66605707865098362,0.18559407821600113,5.296276442965743,0.53902871379006601,9.7420572331372579,0,-0.21797596917397177,1121
ridge_vol40_band2,ridge,0.40000000000000002,0.02,candidate,2020_2021,frictionless,2020-01-01,2021-12-31,417,314,1.1606322365727646,1.9464868814627736,-0.35362398558588959,0.44799789611830487,3.2821083520389926,0.57096885532756181,4.6634109347830472,0.52261731441578008,8.4924596666328185,0,-0.21797596917397177,163
ridge_vol40_band2,ridge,0.40000000000000002,0.02,candidate,2022_2024,frictionless,2022-01-01,2024-12-31,370,726,0.043361813129412452,0.29399722816420865,-0.51882490479191867,0.3361707739731814,0.083576969279844537,-0.070682908172659695,1.1357087155803309,0.54997463800776958,10.584019133394225,0,-0.087082115870031895,791
boosted_vol40_band2,boosted,0.40000000000000002,0.02,candidate,full,frictionless,2020-01-01,2024-12-31,804,1023,0.51759294527078703,1.2572910474125951,-0.51392668345306913,0.39359851837417881,1.0071338226555671,0.26248820292719377,8.0473427860936528,0.56311900418926786,8.3195750014021943,0,-0.20806979893269129,833
boosted_vol40_band2,boosted,0.40000000000000002,0.02,candidate,2020_2021,frictionless,2020-01-01,2021-12-31,410,321,1.2100306884542884,2.0112637416817796,-0.34381271570049654,0.44373539775383314,3.519447167592181,0.59711726157339839,4.8789363577105602,0.5198873278767715,7.8208115732837813,0,-0.20806979893269129,161
boosted_vol40_band2,boosted,0.40000000000000002,0.02,candidate,2022_2024,frictionless,2022-01-01,2024-12-31,394,702,0.18165872884231171,0.64553495189965227,-0.42364300539503008,0.35579734174674632,0.42880143547495198,0.039791997299433557,1.6494051563873764,0.59195327005097842,8.6596817388705478,0,-0.087082115870031895,735
btc_buy_hold,btc_buy_hold,,0,benchmark,full,frictionless,2020-01-01,2024-12-31,2,0,0.66847644159306885,1.1174689700749052,-0.76670598287258052,0.65219338562074891,0.87188108156991317,0.09077155254810132,12.925525976454294,0.99945265462506405,0.40005476451259275,0,-0.38812428745094329,846
btc_buy_hold,btc_buy_hold,,0,benchmark,2020_2021,frictionless,2020-01-01,2021-12-31,1,0,1.5410962535360491,1.5937915150634732,-0.53168012202870296,0.78515026091274343,2.8985402870729335,0.32667442557557891,6.4489318589059055,0.99999999999999378,0.50034246575341756,0,-0.38812428745094329,188
btc_buy_hold,btc_buy_hold,,0,benchmark,2022_2024,frictionless,2022-01-01,2024-12-31,1,0,0.26102129218637837,0.6971820393587731,-0.66983013791382529,0.54544382678121983,0.38968281271924371,-0.065989812749627841,2.0042894326142289,0.99908759124087254,0.3335616438356161,0,-0.15417808941374889,769
eth_buy_hold,eth_buy_hold,,0,benchmark,full,frictionless,2020-01-01,2024-12-31,2,0,0.92035282712691746,1.2026675530203861,-0.79350360564433986,0.84414456790967352,1.1598596661442686,-0.053644795413736013,26.104247704993995,0.99945265462506616,0.40005476451259286,0,-0.43322542520938911,1149
eth_buy_hold,eth_buy_hold,,0,benchmark,2020_2021,frictionless,2020-01-01,2021-12-31,1,0,4.3537184300512148,2.1536601942356568,-0.61469940964823033,1.0370070082266265,7.0826787234799626,0.62028541209438615,28.596545822311608,0.999999999999996,0.50034246575341756,0,-0.43322542520938911,166
eth_buy_hold,eth_buy_hold,,0,benchmark,2022_2024,frictionless,2022-01-01,2024-12-31,1,0,-0.029958845805539647,0.29676246416659174,-0.74048740228840337,0.68325525844857826,-0.040458278848437911,-0.49749210814446854,0.91284618314380284,0.99908759124087487,0.33356164383561626,0,-0.17564174629941898,794
mix_buy_hold,mix_buy_hold,,0,benchmark,full,frictionless,2020-01-01,2024-12-31,2,0,0.81179284648570404,1.1699224368043044,-0.77861676297900206,0.7621358844561561,1.0426090023797712,0.020363211555298855,19.514886840724134,0.99945265462506561,0.40005476451259281,0,-0.41416886639453976,1149
mix_buy_hold,mix_buy_hold,,0,benchmark,2020_2021,frictionless,2020-01-01,2021-12-31,1,0,3.1901240947630622,2.0377205107745779,-0.58199832311481636,0.91889001406876225,5.4813286706561799,0.60590274188092241,17.522738840608781,0.99999999999999523,0.50034246575341756,0,-0.41416886639453976,161
mix_buy_hold,mix_buy_hold,,0,benchmark,2022_2024,frictionless,2022-01-01,2024-12-31,1,0,0.036570137400851133,0.37418302954900795,-0.71489100883511503,0.63464699548993098,0.051154843114393958,-0.36669107785999688,1.1136893049788938,0.99908759124087465,0.33356164383561621,0,-0.16918630841730398,791
usd_cash,usd_cash,,0,benchmark,full,frictionless,2020-01-01,2024-12-31,2,0,0,,0,0,,0,1,0,0,0,0,0
usd_cash,usd_cash,,0,benchmark,2020_2021,frictionless,2020-01-01,2021-12-31,1,0,0,,0,0,,0,1,0,0,0,0,0
usd_cash,usd_cash,,0,benchmark,2022_2024,frictionless,2022-01-01,2024-12-31,1,0,0,,0,0,,0,1,0,0,0,0,0
trend_vol20_exact,trend,0.20000000000000001,0,control,full,base,2020-01-01,2024-12-31,1827,0,0.27669868856166602,1.3119206564545121,-0.23314165513626361,0.20154544901396509,1.1868264742306336,0.20348078574845932,3.3913252841346924,0.29437285192190771,8.1021827615165414,0.02430646588420236,-0.10680675272775353,756
trend_vol20_exact,trend,0.20000000000000001,0,control,2020_2021,base,2020-01-01,2021-12-31,731,0,0.53828424198441582,2.0069452381843909,-0.18694872965901188,0.22723108156075877,2.8793147884247619,0.37858939046494555,2.3649237527627318,0.26727735419137183,6.7077037175495198,0.020123000887345428,-0.10680675272775353,162
trend_vol20_exact,trend,0.20000000000000001,0,control,2022_2024,base,2022-01-01,2024-12-31,1096,0,0.12776819882090851,0.74965593377098549,-0.16787835449478183,0.18221811389401948,0.76107607324016224,0.086795728774568176,1.4340104116138717,0.31244475779875241,9.0392347111580431,0.027117640234512651,-0.047735907390172527,675
allocation_vol20_exact,allocation,0.20000000000000001,0,control,full,base,2020-01-01,2024-12-31,1827,0,0.29060294795495589,1.2555078546833804,-0.34630265206557331,0.22283785978521869,0.83915888666058924,0.20528961565069076,3.5800363017372678,0.3408205178090567,3.2602799516865559,0.0097808106951636688,-0.11182416205487167,756
allocation_vol20_exact,allocation,0.20000000000000001,0,control,2020_2021,base,2020-01-01,2021-12-31,731,0,0.57029908092768311,2.0781989143000765,-0.19316909068073163,0.22962012420022632,2.9523309289179656,0.39810819065776804,2.4643164027304922,0.27276283027899151,3.2328510052237536,0.0096985091658733959,-0.11182416205487167,162
allocation_vol20_exact,allocation,0.20000000000000001,0,control,2022_2024,base,2022-01-01,2024-12-31,1096,0,0.13266292231404009,0.6792628514838992,-0.28847410022391085,0.21803081610247321,0.45987810417319402,0.076794078701661869,1.4527502628195648,0.38621300830584282,3.2815433406085033,0.0098446106285673806,-0.057478521295810658,675
fixed_blend_vol20_exact,fixed_blend,0.20000000000000001,0,control,full,base,2020-01-01,2024-12-31,1827,0,0.28545842615098271,1.3078378859187239,-0.28476071732063657,0.20849025405096244,1.0024501582834564,0.20746917404131615,3.5092598764943865,0.31759553007097518,5.4880501144954952,0.016464100813064372,-0.10931537257710089,756
fixed_blend_vol20_exact,fixed_blend,0.20000000000000001,0,control,2020_2021,base,2020-01-01,2021-12-31,731,0,0.55518220517165817,2.047149365676832,-0.19002210725209445,0.22821778987252531,2.9216716581040805,0.38907086435225857,2.41713007634262,0.27002183316414208,4.7776257921121461,0.014332809267189186,-0.10931537257710089,162
fixed_blend_vol20_exact,fixed_blend,0.20000000000000001,0,control,2022_2024,base,2022-01-01,2024-12-31,1096,0,0.13242331733794277,0.73662124267158879,-0.22140555775369375,0.19403367124744,0.59810295044742856,0.086455725667780342,1.4518291385477651,0.34932579689478455,5.9666782473305089,0.017899997552152914,-0.047378272609951866,675
state_rule_vol20_exact,state_rule,0.20000000000000001,0,control,full,base,2020-01-01,2024-12-31,1827,0,0.2890062852743549,1.3536580828136373,-0.23274934505466205,0.20257674351981977,1.2417061161073544,0.21266364073302693,3.5579489262380828,0.29611885160320894,6.2860275565771291,0.018858037705799344,-0.11182416205487133,753
state_rule_vol20_exact,state_rule,0.20000000000000001,0,control,2020_2021,base,2020-01-01,2021-12-31,731,0,0.54474341169311113,2.0190633312277608,-0.19316909068073185,0.22805009753981065,2.8200340425759842,0.38243731914367024,2.3848121354976941,0.26939403670692019,5.0546398428765427,0.015163896892769722,-0.11182416205487133,162
state_rule_vol20_exact,state_rule,0.20000000000000001,0,control,2022_2024,base,2022-01-01,2024-12-31,1096,0,0.14275951691041677,0.81769536402601894,-0.16507507819128175,0.18345590783538213,0.86481568553305976,0.099526940160620248,1.4919200021160328,0.31394352285246729,7.1126933634794174,0.021338020200061834,-0.047020634021012753,546
constant_vol20_exact,constant,0.20000000000000001,0,control,full,base,2020-01-01,2024-12-31,1827,0,0.27669868856166602,1.3119206564545121,-0.23314165513626361,0.20154544901396509,1.1868264742306336,0.20348078574845932,3.3913252841346924,0.29437285192190771,8.1021827615165414,0.02430646588420236,-0.10680675272775353,756
constant_vol20_exact,constant,0.20000000000000001,0,control,2020_2021,base,2020-01-01,2021-12-31,731,0,0.53828424198441582,2.0069452381843909,-0.18694872965901188,0.22723108156075877,2.8793147884247619,0.37858939046494555,2.3649237527627318,0.26727735419137183,6.7077037175495198,0.020123000887345428,-0.10680675272775353,162
constant_vol20_exact,constant,0.20000000000000001,0,control,2022_2024,base,2022-01-01,2024-12-31,1096,0,0.12776819882090851,0.74965593377098549,-0.16787835449478183,0.18221811389401948,0.76107607324016224,0.086795728774568176,1.4340104116138717,0.31244475779875241,9.0392347111580431,0.027117640234512651,-0.047735907390172527,675
ridge_vol20_exact,ridge,0.20000000000000001,0,candidate,full,base,2020-01-01,2024-12-31,1827,0,0.28168305949105399,1.3308126563448506,-0.23314165513625973,0.20162142350707307,1.2082056264309533,0.20734354456795029,3.4580355105955651,0.29485091677055902,6.9284293000844608,0.020785189443162481,-0.10680675272775353,755
ridge_vol20_exact,ridge,0.20000000000000001,0,candidate,2020_2021,base,2020-01-01,2021-12-31,731,0,0.53982973646161692,2.0108253292675302,-0.18694872965901188,0.22729873337626694,2.8875817313455299,0.37956097909174163,2.3696748996429489,0.26786872363638053,5.5044594627917229,0.016513218092343119,-0.10680675272775353,162
ridge_vol20_exact,ridge,0.20000000000000001,0,candidate,2022_2024,base,2022-01-01,2024-12-31,1096,0,0.13436034273358377,0.78128937742851978,-0.16502686252425902,0.1823111967675965,0.81417255759699569,0.092581742720553875,1.4592868883054715,0.31284725178979667,7.8840698576404282,0.023652152251875998,-0.047020634021012753,675
boosted_vol20_exact,boosted,0.20000000000000001,0,candidate,full,base,2020-01-01,2024-12-31,1827,0,0.26714497815995508,1.2349141704924365,-0.32173358849890654,0.20932780165948561,0.83032977503641348,0.19277467572593954,3.2663382227544706,0.3140286296736633,5.7645312786818304,0.017293524311340298,-0.10680675272775353,825
boosted_vol20_exact,boosted,0.20000000000000001,0,candidate,2020_2021,base,2020-01-01,2021-12-31,731,0,0.55348721109292387,2.050066075111507,-0.18694872965901188,0.22724600063622094,2.9606363846519081,0.38840819940134852,2.4118676848318148,0.26711763014842999,5.2612839846994675,0.015783734833432216,-0.10680675272775353,161
boosted_vol20_exact,boosted,0.20000000000000001,0,candidate,2022_2024,base,2022-01-01,2024-12-31,1096,0,0.10645212792292935,0.61246936128366669,-0.26148781264666288,0.19624464962991181,0.40710168036310546,0.062425891451618788,1.3542775349146976,0.34531689669277416,6.1052938867967237,0.018315843802832753,-0.047020634021012864,700
trend_vol20_band2,trend,0.20000000000000001,0.02,control,full,base,2020-01-01,2024-12-31,782,1045,0.27581103905544424,1.3218396556648728,-0.23417564639972399,0.1991337053107072,1.1777955705293586,0.20374147957301811,3.379553852085611,0.29142157978460825,7.2498354566612706,0.021749425824897251,-0.10339869769422172,756
trend_vol20_band2,trend,0.20000000000000001,0.02,control,2020_2021,base,2020-01-01,2021-12-31,371,360,0.53442349474947171,2.0217571370230978,-0.18219407930949894,0.22394646957330205,2.9332648831119772,0.37753734131943062,2.3530758912250649,0.2637341356637054,5.7790138305335699,0.017336932645372932,-0.10339869769422172,162
trend_vol20_band2,trend,0.20000000000000001,0.02,control,2022_2024,base,2022-01-01,2024-12-31,411,685,0.12834967480955206,0.75788920168568263,-0.16725200606554491,0.18050591685571341,0.76740290193740757,0.08792990619543628,1.4362281576588269,0.30988829662072126,8.237004061711394,0.024710950433917946,-0.047749788298876994,675
allocation_vol20_band2,allocation,0.20000000000000001,0.02,control,full,base,2020-01-01,2024-12-31,771,1056,0.28781074851603905,1.2622190278386103,-0.34377538966582866,0.21931446671512309,0.83720579531830142,0.20467464000229771,3.5414819943332425,0.33651227230940517,2.2889933799375681,0.0068669543297112199,-0.10840385880297498,756
allocation_vol20_band2,allocation,0.20000000000000001,0.02,control,2020_2021,base,2020-01-01,2021-12-31,313,418,0.56145290469746301,2.0862896461273612,-0.18837609780784148,0.22557213333237466,2.9804890919345266,0.39428462522201596,2.4366483255053,0.26847447163020949,2.220169776628131,0.0066604693388988027,-0.10840385880297498,162
allocation_vol20_band2,allocation,0.20000000000000001,0.02,control,2022_2024,base,2022-01-01,2024-12-31,458,638,0.13283798835241467,0.68677926769547859,-0.28631287787517568,0.21487740493829965,0.46396092742404788,0.078314898078303274,1.4534235233140633,0.38189149885729951,2.3369661870570448,0.007010882181421518,-0.057518576248082764,675
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,control,full,base,2020-01-01,2024-12-31,783,1044,0.28526615469189043,1.3201312598070987,-0.283344493506688,0.20604289299425899,1.0067820664570533,0.20832315327264489,3.5066365462285831,0.31490966702191053,4.5031872940148334,0.013509514013846981,-0.10590221849123338,756
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,control,2020_2021,base,2020-01-01,2021-12-31,357,374,0.55247626133825944,2.0663356498490368,-0.1852511880796015,0.22487867121427929,2.9823088697323938,0.38881919007009585,2.4087317512022071,0.26637688137480597,3.7729580247525321,0.01131880471933602,-0.10590221849123338,162
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,control,2022_2024,base,2022-01-01,2024-12-31,426,670,0.13345602949905788,0.74633044408524751,-0.22089162145179497,0.19227090700380411,0.60416972188409557,0.088045478888724216,1.4558020188335332,0.34727961803288998,4.9941193066682548,0.014982324332574702,-0.047391515073428647,675
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,control,full,base,2020-01-01,2024-12-31,698,1129,0.28781455783176968,1.3646790306594268,-0.23412491267200641,0.19985418254406179,1.2293205133405813,0.21282427068692966,3.5415343656001621,0.29275103247460482,5.3739489747862255,0.016121806672966841,-0.10840385880297498,754
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,control,2020_2021,base,2020-01-01,2021-12-31,329,402,0.54299448672047612,2.0430331209565544,-0.18837609780784192,0.2244038731729685,2.8825020426655836,0.38292889792076412,2.3794188171789248,0.26537802861104132,4.0633533485246396,0.012190041354895452,-0.10840385880297498,162
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,control,2022_2024,base,2022-01-01,2024-12-31,369,727,0.14186025539293645,0.82033544595909635,-0.16706082281207002,0.18146459166994935,0.84915333831749307,0.099467739688441054,1.488403109209264,0.31100802683980999,6.2525871082526594,0.018757706662797968,-0.047033238038876823,556
constant_vol20_band2,constant,0.20000000000000001,0.02,control,full,base,2020-01-01,2024-12-31,782,1045,0.27581103905544424,1.3218396556648728,-0.23417564639972399,0.1991337053107072,1.1777955705293586,0.20374147957301811,3.379553852085611,0.29142157978460825,7.2498354566612706,0.021749425824897251,-0.10339869769422172,756
constant_vol20_band2,constant,0.20000000000000001,0.02,control,2020_2021,base,2020-01-01,2021-12-31,371,360,0.53442349474947171,2.0217571370230978,-0.18219407930949894,0.22394646957330205,2.9332648831119772,0.37753734131943062,2.3530758912250649,0.2637341356637054,5.7790138305335699,0.017336932645372932,-0.10339869769422172,162
constant_vol20_band2,constant,0.20000000000000001,0.02,control,2022_2024,base,2022-01-01,2024-12-31,411,685,0.12834967480955206,0.75788920168568263,-0.16725200606554491,0.18050591685571341,0.76740290193740757,0.08792990619543628,1.4362281576588269,0.30988829662072126,8.237004061711394,0.024710950433917946,-0.047749788298876994,675
ridge_vol20_band2,ridge,0.20000000000000001,0.02,candidate,full,base,2020-01-01,2024-12-31,747,1080,0.27991323513716027,1.3386771904577122,-0.23417564639972488,0.19900759536876983,1.1953131738531164,0.20700089412632003,3.434229296977068,0.29168856964959999,6.0679845358387299,0.018203857446871516,-0.10339869769422172,756
ridge_vol20_band2,ridge,0.20000000000000001,0.02,candidate,2020_2021,base,2020-01-01,2021-12-31,357,374,0.53351162717072587,2.0219066335781797,-0.18219407930949894,0.22359916320424078,2.9282599587906066,0.37710175266672952,2.3502818924113695,0.26416847880690014,4.5498530523165091,0.013649400255681702,-0.10339869769422172,162
