profile,model,rmse,mae,relative_rmse,mse_skill_vs_constant
0.20000000000000001,boosted,0.017518581932426665,0.0078139820692032756,1.0591938379723829,-0.12189158639866648
0.20000000000000001,constant,0.016539542909315377,0.0071212045682675518,1,0
0.20000000000000001,ridge,0.017352581780216418,0.0090226838712141287,1.0491572757094225,-0.10073098917401713
0.40000000000000002,boosted,0.043325399057223719,0.021185639626291178,1.0960838782989772,-0.20139986826692713
0.40000000000000002,constant,0.039527448505547597,0.019370423326744445,1,0
0.40000000000000002,ridge,0.042108869386998975,0.02372986947473521,1.0653070455860332,-0.13487910137524262
