policy,control,scenario,period,cagr_difference,sharpe_difference,drawdown_difference,volatility_difference
boosted_vol40_band2,constant_vol40_band2,frictionless,2022_2024,-0.027217458859448929,-0.12899585367184352,-0.14120649743586355,0.051913870173614762
ridge_vol20_exact,trend_vol20_exact,base,full,0.0049843709293879712,0.018891999890338518,3.8857805861880479e-15,7.5974493107977548e-05
ridge_vol20_exact,allocation_vol20_exact,base,full,-0.0089198884639019038,0.075304801661470133,0.11316099692931358,-0.021216436278145623
ridge_vol20_exact,fixed_blend_vol20_exact,base,full,-0.003775366659928725,0.022974770426126723,0.05161906218437684,-0.0068688305438893704
ridge_vol20_exact,state_rule_vol20_exact,base,full,-0.0073232257833009129,-0.022845426468786734,-0.00039231008159767988,-0.00095532001274670209
ridge_vol20_exact,constant_vol20_exact,base,full,0.0049843709293879712,0.018891999890338518,3.8857805861880479e-15,7.5974493107977548e-05
ridge_vol20_exact,trend_vol20_exact,base,2020_2021,0.0015454944772010926,0.0038800910831393587,0,6.7651815508162905e-05
ridge_vol20_exact,allocation_vol20_exact,base,2020_2021,-0.030469344466066195,-0.067373585032546313,0.0062203610217197447,-0.0023213908239593795
ridge_vol20_exact,fixed_blend_vol20_exact,base,2020_2021,-0.015352468710041256,-0.036324036409301819,0.0030733775930825713,-0.00091905649625836916
ridge_vol20_exact,state_rule_vol20_exact,base,2020_2021,-0.0049136752314942189,-0.008238001960230612,0.0062203610217199667,-0.00075136416354371072
ridge_vol20_exact,constant_vol20_exact,base,2020_2021,0.0015454944772010926,0.0038800910831393587,0,6.7651815508162905e-05
ridge_vol20_exact,trend_vol20_exact,base,2022_2024,0.0065921439126752635,0.031633443657534288,0.0028514919705228126,9.3082873577010616e-05
ridge_vol20_exact,allocation_vol20_exact,base,2022_2024,0.0016974204195436826,0.10202652594462058,0.12344723769965182,-0.035719619334876718
ridge_vol20_exact,fixed_blend_vol20_exact,base,2022_2024,0.0019370253956410011,0.044668134756930988,0.056378695229434728,-0.011722474479843509
