policy,family,role,scenario,period,observations,first_date,last_date,cagr,cash_excess_sharpe,max_drawdown,annual_volatility,calmar,certainty_equivalent_gamma3,terminal_nav,mean_risky_exposure,annual_one_way_turnover,annual_arithmetic_execution_drag,worst_day,longest_underwater_days,pareto_cagr_sharpe_drawdown
trend_ensemble_uncapped,trend_ensemble,candidate,cost_stress,through_2020,1094,2018-01-03,2020-12-31,0.10245667255160273,0.46873654818102084,-0.72281851123526231,0.57073746698412353,0.14174605514254079,-0.22108637413746285,1.3389539700204289,0.56292067394686907,11.879675165185949,0.089096003690393416,-0.34605808690395501,1079,False
trend_ensemble_uncapped,trend_ensemble,candidate,cost_stress,2021_2024,1461,2021-01-01,2024-12-31,0.36185671455773782,0.8593364463329497,-0.53183155496442747,0.5110389619048169,0.68039722573802763,0.047413174583835593,3.4368330328520438,0.64130669676403063,11.652970085047246,0.087396958202669031,-0.18578231046163096,846,False
breakout_vol20,breakout,candidate,cost_stress,full,2555,2018-01-03,2024-12-31,0.097364244699783109,0.67103398205128773,-0.23099099608162044,0.15664615491589523,0.42150666628312883,0.068307866331334122,1.9149252855531365,0.14736028172866472,2.6236034036077416,0.019677008493177443,-0.08921442405169,1042,True
breakout_vol20,breakout,candidate,cost_stress,through_2020,1094,2018-01-03,2020-12-31,0.0553991687290043,0.44198344459471844,-0.23099099608162044,0.1461783729756701,0.23983258944616637,0.032556245724316993,1.1750975925831528,0.098683701603677759,2.0434428997487628,0.015325735212353869,-0.08921442405169,1042,True
breakout_vol20,breakout,candidate,cost_stress,2021_2024,1461,2021-01-01,2024-12-31,0.1299410564315493,0.82549246602474269,-0.20809842926745825,0.16407930278538063,0.62442113037068003,0.095063201876119385,1.6295882977205687,0.18380941154162556,3.0597260297183384,0.022947980208542745,-0.054905363389755379,792,True
breakout_vol40,breakout,candidate,cost_stress,full,2555,2018-01-03,2024-12-31,0.18857046756646945,0.73153244882828783,-0.41041614904447299,0.29643076545820984,0.45946161720365397,0.085041925698477766,3.34664523158794,0.27427600721435291,3.7688051662100275,0.028266000300201367,-0.1784072522525173,1044,True
breakout_vol40,breakout,candidate,cost_stress,through_2020,1094,2018-01-03,2020-12-31,0.10393803610697194,0.48962976487640814,-0.41041614904447299,0.28787803128921735,0.25325035661720308,0.016643011424789342,1.3443450644782844,0.19432111608141364,3.3210963047483659,0.024908042285973618,-0.1784072522525173,1044,False
breakout_vol40,breakout,candidate,cost_stress,2021_2024,1461,2021-01-01,2024-12-31,0.25629767201307874,0.90400501166000646,-0.29252120221035527,0.30274071008776926,0.87616784724128205,0.13620121283618236,2.4894242706106859,0.33414640481834718,4.1065548858975669,0.030799229142565152,-0.10966295687431316,825,True
breakout_uncapped,breakout,candidate,cost_stress,full,2555,2018-01-03,2024-12-31,0.22523415473871489,0.67461317714339286,-0.65828997700519043,0.45875015100971722,0.34215036322349929,-0.006198654689480998,4.1387524769518107,0.38996751490257486,3.6762808290619184,0.027572207290022282,-0.21665195632435919,1084,False
breakout_uncapped,breakout,candidate,cost_stress,through_2020,1094,2018-01-03,2020-12-31,0.055253309999904632,0.35512940904951923,-0.65828997700519043,0.46785065050993252,0.083934606222128422,-0.16217882173482501,1.174611678199101,0.29917315346036327,3.4916672317473876,0.026187614431571426,-0.21665195632435919,1083,False
breakout_uncapped,breakout,candidate,cost_stress,2021_2024,1461,2021-01-01,2024-12-31,0.37036874549190912,0.92235051426370807,-0.4103398753190981,0.45189516958918874,0.90259018869149465,0.11049187561681134,3.5235070055640039,0.4579545316156341,3.8170061322768798,0.028627640304800927,-0.16218928666496368,833,True
rotation_vol20,rotation,candidate,cost_stress,full,2555,2018-01-03,2024-12-31,0.097533513699146202,0.62230449987139691,-0.26683314501930067,0.17360189232538464,0.36552248294375639,0.062826813251844915,1.9169916639217321,0.19742549113507327,7.1423325531726869,0.053567587439732306,-0.089214424051690111,949,True
rotation_vol20,rotation,candidate,cost_stress,through_2020,1094,2018-01-03,2020-12-31,0.06249859149242365,0.4448740271601675,-0.23955291935890188,0.16776978386051422,0.26089680584851188,0.032416368816912351,1.1989107667938523,0.13725647563401103,3.9848326227363504,0.029886604788414824,-0.089214424051690111,949,True
rotation_vol20,rotation,candidate,cost_stress,2021_2024,1461,2021-01-01,2024-12-31,0.12458747935263781,0.74788430017503993,-0.26683314501929811,0.1778896150956924,0.46691155757140779,0.085573777555908753,1.5989444060529983,0.24248018172929786,9.5110241672275428,0.07133257485434169,-0.053636412707845582,825,False
rotation_vol40,rotation,candidate,cost_stress,full,2555,2018-01-03,2024-12-31,0.17582683438761726,0.6438614606926143,-0.45115386751257125,0.34243319064612737,0.38972698019200269,0.044588799234917487,3.1036586464656204,0.38852755316175758,13.056985380669545,0.097927791820180701,-0.17840725225251741,968,False
rotation_vol40,rotation,candidate,cost_stress,through_2020,1094,2018-01-03,2020-12-31,0.10269051659381456,0.45984353170650244,-0.44759817726810802,0.33551455196081903,0.22942568091000892,-0.014570825353615868,1.3398040350157465,0.274276386394048,7.2757348765644991,0.05456946707120728,-0.17840725225251741,968,False
rotation_vol40,rotation,candidate,cost_stress,2021_2024,1461,2021-01-01,2024-12-31,0.23387350415435693,0.77685483616832773,-0.45115386751257047,0.34761545617304768,0.51838966923594099,0.088791990199297427,2.3165019400983806,0.47407907707953595,17.393946878181524,0.13045421424651507,-0.10725758262503926,828,False
rotation_uncapped,rotation,candidate,cost_stress,full,2555,2018-01-03,2024-12-31,0.10737711622666346,0.49934556264449165,-0.85925377850194296,0.67957857309073777,0.12496554442142689,-0.3533960105649297,2.0404939308439349,0.66418786692758403,18.478577854812656,0.13859091942930982,-0.43322542520938701,1125,False
rotation_uncapped,rotation,candidate,cost_stress,through_2020,1094,2018-01-03,2020-12-31,-0.11150840609089585,0.22929103842773046,-0.85925377850194296,0.74054557021119349,-0.12977354174142128,-0.65281114954235253,0.70201527754819226,0.59049360146251473,11.623878777422009,0.087183113020544878,-0.43322542520938701,1090,False
rotation_uncapped,rotation,candidate,cost_stress,2021_2024,1461,2021-01-01,2024-12-31,0.30594995074445874,0.73985677031620001,-0.61595608165288507,0.63025648167098647,0.49670741122233664,-0.1295353240324883,2.9066232546539625,0.71937029431894994,23.622868724294008,0.17717127787054918,-0.27608443227999935,853,False
equal_weight_vol20,equal_weight,control,cost_stress,full,2555,2018-01-03,2024-12-31,0.15060191835728842,0.7481942163385511,-0.39378311805995547,0.21965612466138656,0.38244889496344159,0.091972222403101322,2.6669627258495243,0.31718460066025816,3.1389444526393744,0.02354203014981273,-0.11184541278033988,930,True
equal_weight_vol20,equal_weight,control,cost_stress,through_2020,1094,2018-01-03,2020-12-31,0.11869603291349184,0.61572854641502262,-0.39378311805995547,0.22230121172766526,0.30142488966583825,0.062750458859991129,1.3988448112440106,0.27239524464794029,3.0506128593682798,0.022879515579552527,-0.11184541278033988,930,True
equal_weight_vol20,equal_weight,control,cost_stress,2021_2024,1461,2021-01-01,2024-12-31,0.17519474281419378,0.8493010920288957,-0.35488003395051049,0.21772457628307615,0.49367314600354617,0.11380773372227762,1.9065465335484617,0.35072296854354074,3.2072221073639957,0.024054133201486857,-0.057604391911394215,792,False
equal_weight_vol40,equal_weight,control,cost_stress,full,2555,2018-01-03,2024-12-31,0.26585255291827137,0.76090911701945507,-0.64548952515273106,0.43458363025312169,0.41186191651269205,0.047384248841039145,5.1988944577593061,0.62322088872183545,4.7902436587965234,0.035926701621383443,-0.22367736932785354,961,True
equal_weight_vol40,equal_weight,control,cost_stress,through_2020,1094,2018-01-03,2020-12-31,0.19921132126987029,0.63404429903624748,-0.64548952515273106,0.44455251529267359,0.30862053295556474,-0.0145744203360203,1.722237917577877,0.5444486893693592,5.0166117943636159,0.037624334931962863,-0.22367736932785354,961,True
equal_weight_vol40,equal_weight,control,cost_stress,2021_2024,1461,2021-01-01,2024-12-31,0.31836791219817928,0.85980166610315589,-0.60014113946822389,0.4271097468004515,0.530488398912763,0.093595568190006584,3.0186854003719183,0.68220568413019211,4.6240586392649918,0.034680409493409517,-0.11496552338715371,828,False
equal_weight_uncapped,equal_weight,control,cost_stress,full,2555,2018-01-03,2024-12-31,0.26207017736733929,0.69269938744247006,-0.88313172295967979,0.74854176019686358,0.29675094955150233,-0.32195773137445249,5.0912387658060663,0.99960861056751471,3.5354533155782026,0.026515891273703969,-0.4107538604314761,1108,False
equal_weight_uncapped,equal_weight,control,cost_stress,through_2020,1094,2018-01-03,2020-12-31,0.097885652630390396,0.54297505076374919,-0.88313172295967979,0.83282097504875741,0.11083924411903326,-0.58818515351753042,1.3224095317832127,1,3.9317180518093577,0.02948806957379951,-0.4107538604314761,1079,False
equal_weight_uncapped,equal_weight,control,cost_stress,2021_2024,1461,2021-01-01,2024-12-31,0.40108545002248341,0.83689516469557756,-0.76834828021571067,0.67890228974556932,0.52200995349385082,-0.12319243494384247,3.8499713163294769,0.99931553730321698,3.2412191351774666,0.024308990595121288,-0.20963208832245583,1108,True
btc_buy_hold,btc_buy_hold,benchmark,cost_stress,full,2555,2018-01-03,2024-12-31,0.29731819392883474,0.72707576562234577,-0.8138486542187553,0.68774153567457164,0.3653236905751745,-0.20944242623715015,6.1726893960693641,0.99960861056751116,0.28495732864907042,0.0021371798490643136,-0.38812428745094607,1045,True
btc_buy_hold,btc_buy_hold,benchmark,cost_stress,through_2020,1094,2018-01-03,2020-12-31,0.24931235863716195,0.68409903558578011,-0.8138486542187553,0.76633710181599957,0.30633749573068531,-0.35665835814369151,1.9466382992313225,0.99999999999999378,0.33168437087806585,0.0024876327815854934,-0.38812428745094607,1045,True
btc_buy_hold,btc_buy_hold,benchmark,cost_stress,2021_2024,1461,2021-01-01,2024-12-31,0.33469830888665975,0.77390793090993393,-0.76670598287258074,0.62269875024489574,0.43654062491160112,-0.099719098952603558,3.170948295071967,0.99931553730321576,0.25017123287671222,0.0018762840439981593,-0.15417808941374911,846,False
eth_buy_hold,eth_buy_hold,benchmark,cost_stress,full,2555,2018-01-03,2024-12-31,0.21133335425036748,0.66493559130112423,-0.94011630423803216,0.88089567340742403,0.22479490388335938,-0.57822689567011099,3.8213677189862456,0.99960861056750894,0.28495732864907031,0.0021371096454407697,-0.43322542520938734,1149,False
eth_buy_hold,eth_buy_hold,benchmark,cost_stress,through_2020,1094,2018-01-03,2020-12-31,-0.054184847158972427,0.44517189570618693,-0.94011630423803216,0.97515772311301585,-0.057636323202467435,-0.99228606520969187,0.84644931797645484,0.99999999999998812,0.33168437087806585,0.0024876327815854934,-0.43322542520938734,1083,False
eth_buy_hold,eth_buy_hold,benchmark,cost_stress,2021_2024,1461,2021-01-01,2024-12-31,0.4580303354128421,0.87039839327080171,-0.79350360564433964,0.80339856626516892,0.57722527302306703,-0.26889706318212481,4.5145853837081491,0.99931553730321576,0.25017123287671211,0.0018761612357416312,-0.27608443228000312,1149,True
mix_buy_hold,mix_buy_hold,benchmark,cost_stress,full,2555,2018-01-03,2024-12-31,0.25870353532845614,0.68787129903381528,-0.87849214211120086,0.73711288459079349,0.29448588430937728,-0.30796430948660869,4.9970285575277069,0.99960861056751038,0.28495732864907042,0.0021371530046403347,-0.40144038732507714,1108,False
mix_buy_hold,mix_buy_hold,benchmark,cost_stress,through_2020,1094,2018-01-03,2020-12-31,0.1180807601050573,0.55631675036787398,-0.87849214211120086,0.81014733087572444,0.13441299522757766,-0.5338095161556009,1.3965438086038724,0.99999999999999212,0.33168437087806585,0.0024876327815854934,-0.40144038732507714,1078,False
mix_buy_hold,mix_buy_hold,benchmark,cost_stress,2021_2024,1461,2021-01-01,2024-12-31,0.37565370202943527,0.81058500178058202,-0.7686086878841818,0.67756806701538075,0.48874506358174402,-0.13942121535031127,3.5781394946165488,0.99931553730321576,0.25017123287671217,0.0018762370846427882,-0.21932704155987015,1108,False
usd_cash,usd_cash,benchmark,cost_stress,full,2555,2018-01-03,2024-12-31,0,,0,0,,0,1,0,0,0,0,0,False
usd_cash,usd_cash,benchmark,cost_stress,through_2020,1094,2018-01-03,2020-12-31,0,,0,0,,0,1,0,0,0,0,0,False
usd_cash,usd_cash,benchmark,cost_stress,2021_2024,1461,2021-01-01,2024-12-31,0,,0,0,,0,1,0,0,0,0,0,False
trend_ensemble_vol20,trend_ensemble,candidate,delay_one_day,full,2555,2018-01-03,2024-12-31,0.16377229789911163,0.87440266112627441,-0.26554656045069813,0.19509317518911068,0.61673665673224898,0.11349797104487928,2.8878868948287297,0.27025833193433624,7.6816542279384121,0.023044900903372717,-0.10582390935167907,755,True
trend_ensemble_vol20,trend_ensemble,candidate,delay_one_day,through_2020,1094,2018-01-03,2020-12-31,0.12738558466632544,0.69768987420524109,-0.26554656045069813,0.20058032723366195,0.47971091943394267,0.07959416176595531,1.431612144412034,0.23786221610379346,7.3939565167186974,0.022181787139667113,-0.10582390935167907,527,True
trend_ensemble_vol20,trend_ensemble,candidate,delay_one_day,2021_2024,1461,2021-01-01,2024-12-31,0.19190292498850448,1.0136013962117909,-0.21809695343483071,0.1909415565685515,0.87989732073835114,0.13885061129550441,2.0172271561825954,0.29451661442483162,7.9022948119049099,0.023706838057231346,-0.054734543583283668,755,True
trend_ensemble_vol40,trend_ensemble,candidate,delay_one_day,full,2555,2018-01-03,2024-12-31,0.24456021462190014,0.80233558466702137,-0.44304004588062762,0.3490021784751634,0.55200476095967688,0.097313086046319691,4.6173841928133825,0.45587600471356432,10.851443575016908,0.032554110908587987,-0.21164524594994505,1026,True
trend_ensemble_vol40,trend_ensemble,candidate,delay_one_day,through_2020,1094,2018-01-03,2020-12-31,0.1741302840878749,0.62993636160097721,-0.44304004588062762,0.35832688387073691,0.39303508950699328,0.033125899932579028,1.6166796415331712,0.40137729567018426,10.260939158407592,0.030782454596009385,-0.21164524594994505,1026,True
trend_ensemble_vol40,trend_ensemble,candidate,delay_one_day,2021_2024,1461,2021-01-01,2024-12-31,0.30023260931782492,0.93774336092512001,-0.3659156283124616,0.34196150758099575,0.82049681972438515,0.14526562442542271,2.8560910115961682,0.49668475741271406,11.300945472913485,0.033902723552805103,-0.10947369938772322,827,True
trend_ensemble_uncapped,trend_ensemble,candidate,delay_one_day,full,2555,2018-01-03,2024-12-31,0.25106582557914692,0.69123171880770551,-0.73592386233072205,0.53745656838209721,0.34115733764088585,-0.06178231679834173,4.7888220110024768,0.60741455936348077,11.738835196501185,0.03521608252590392,-0.3460145685167807,1084,False
trend_ensemble_uncapped,trend_ensemble,candidate,delay_one_day,through_2020,1094,2018-01-03,2020-12-31,0.040416669250173509,0.36746036964737022,-0.73592386233072205,0.57021684393194116,0.0549196341074892,-0.27818878140516778,1.125880636162409,0.56198894804011923,11.843180854120506,0.035528719370836827,-0.3460145685167807,1083,False
trend_ensemble_uncapped,trend_ensemble,candidate,delay_one_day,2021_2024,1461,2021-01-01,2024-12-31,0.43645407865987673,0.96312605033228782,-0.46944493025588241,0.5116611825607682,0.92972370246277192,0.10009846525887472,4.2534011663308506,0.64142935661725031,11.668759190623501,0.035006153766324627,-0.18571610643758951,840,True
breakout_vol20,breakout,candidate,delay_one_day,full,2555,2018-01-03,2024-12-31,0.091084042478869032,0.63546651184961411,-0.27583584259895044,0.15631232925827229,0.33021104734129869,0.062680934215622874,1.8395957216885408,0.14719570086423345,2.6309316853991938,0.0078927892625766296,-0.088734268329172084,1078,False
breakout_vol20,breakout,candidate,delay_one_day,through_2020,1094,2018-01-03,2020-12-31,0.021770761724107635,0.22110023630334599,-0.27583584259895044,0.14564762224341016,0.07892651483933899,0.00038287889729980012,1.066571537794951,0.098335822194395489,2.0687385565606951,0.0062061978883403311,-0.088734268329172084,1078,False
breakout_vol20,breakout,candidate,delay_one_day,2021_2024,1461,2021-01-01,2024-12-31,0.14610296635301756,0.91304560860502992,-0.18956353832557737,0.16384421240768079,0.77073348410538833,0.10932984972494289,1.7247748102220741,0.18378208502905394,3.0536084124580141,0.009160828414153924,-0.05375350046193661,792,True
breakout_vol40,breakout,candidate,delay_one_day,full,2555,2018-01-03,2024-12-31,0.1682693696419626,0.67317787988071009,-0.46743596781285424,0.29666483334516491,0.35998378650513269,0.06769316853089058,2.9668281741806752,0.27397966518132094,3.7869178575097013,0.011360751666162773,-0.17746128875841005,1079,False
breakout_vol40,breakout,candidate,delay_one_day,through_2020,1094,2018-01-03,2020-12-31,0.041115713973003842,0.28646774059132141,-0.46743596781285424,0.28742991947137075,0.087960098931593567,-0.041584538301668972,1.1281458573420551,0.1936884300147603,3.349341161448578,0.010047976760058971,-0.17746128875841005,1079,False
breakout_vol40,breakout,candidate,delay_one_day,2021_2024,1461,2021-01-01,2024-12-31,0.27366053074526597,0.94786614139047987,-0.30560735911664727,0.30341227357623701,0.89546446635407262,0.14950570937016847,2.629826768296271,0.33410191793437866,4.1170947387784116,0.012351315860709087,-0.10751205340497139,825,True
breakout_uncapped,breakout,candidate,delay_one_day,full,2555,2018-01-03,2024-12-31,0.18346908977303045,0.5984474349273089,-0.68413454227238257,0.4633502229082968,0.26817691321889681,-0.044749391231285462,3.2474885655016794,0.38957766849354525,3.6654418889768952,0.010996362972578723,-0.21662529461224223,1085,False
breakout_uncapped,breakout,candidate,delay_one_day,through_2020,1094,2018-01-03,2020-12-31,-0.007796183539078072,0.22403212516791193,-0.68413454227238257,0.46871961343915008,-0.011395687627732859,-0.22453886292716449,0.97685087930089898,0.29816339791848029,3.4431250680159029,0.010329400643182387,-0.21662529461224223,1083,False
breakout_uncapped,breakout,candidate,delay_one_day,2021_2024,1461,2021-01-01,2024-12-31,0.3505764579423849,0.88453431354410428,-0.4556237620026119,0.45933352776265574,0.76944287629224917,0.089815332077002819,3.3244465806549752,0.45802887452305996,3.8343855377435676,0.011503202828060076,-0.20955298437515157,1021,False
rotation_vol20,rotation,candidate,delay_one_day,full,2555,2018-01-03,2024-12-31,0.12905015791517727,0.78023768238792524,-0.2524266869079953,0.17502512334512701,0.51123817174771846,0.090610505895497268,2.3366613126808407,0.19727864893208177,7.1753287074696983,0.021525958868586721,-0.088734268329172195,968,True
rotation_vol20,rotation,candidate,delay_one_day,through_2020,1094,2018-01-03,2020-12-31,0.056321849161954152,0.40985840423434072,-0.2524266869079953,0.16799210358458502,0.22312161147399756,0.026520955198987173,1.1781745156188073,0.13699065898513238,4.0285737446308723,0.012085682283822776,-0.088734268329172195,968,True
rotation_vol20,rotation,candidate,delay_one_day,2021_2024,1461,2021-01-01,2024-12-31,0.18685443827452852,1.0396290828629009,-0.24880210172777795,0.1801231457876879,0.75101631769562671,0.13859473938495556,1.9832896414786054,0.24242242785197404,9.5359989150657984,0.028607978228871365,-0.054850422194228421,790,True
rotation_vol40,rotation,candidate,delay_one_day,full,2555,2018-01-03,2024-12-31,0.23954277106609223,0.79385906920725813,-0.46846894940160699,0.34532704711952827,0.51133115945479246,0.09526485398996043,4.4887812757514451,0.38823622414813935,13.128666516769988,0.039385910637567211,-0.17746128875840983,1048,False
rotation_vol40,rotation,candidate,delay_one_day,through_2020,1094,2018-01-03,2020-12-31,0.086556780184179338,0.41589652296294694,-0.46846894940160699,0.33597827173465955,0.18476524494257637,-0.029589903611168034,1.2819935393999353,0.27377419567293759,7.3626909414670996,0.022087930374950233,-0.17746128875840983,1048,False
rotation_vol40,rotation,candidate,delay_one_day,2021_2024,1461,2021-01-01,2024-12-31,0.36821341453418088,1.0641684843120598,-0.42414884113442641,0.35218729687575101,0.86812311817087395,0.18873278378925684,3.5014070958988448,0.47394564177433424,17.454241838908914,0.052362676622278101,-0.10970042907451194,825,True
rotation_uncapped,rotation,candidate,delay_one_day,full,2555,2018-01-03,2024-12-31,0.1810311454192064,0.59398132439717966,-0.87596680198513199,0.68611830361779591,0.20666439071543613,-0.29859603116299843,3.200997926124157,0.66379647749509851,18.546083753438321,0.055637237179763377,-0.43322542520938701,1123,False
rotation_uncapped,rotation,candidate,delay_one_day,through_2020,1094,2018-01-03,2020-12-31,-0.16015198183854384,0.15403909138039043,-0.87596680198513199,0.74101179173476406,-0.18282882579066295,-0.7095029301339697,0.59316129528662476,0.58957952468006503,11.667034121788461,0.034999222846166099,-0.43322542520938701,1090,False
rotation_uncapped,rotation,candidate,delay_one_day,2021_2024,1461,2021-01-01,2024-12-31,0.52459155119504186,0.9770530063889693,-0.60455984444176969,0.6419687855891042,0.86772476871902093,0.0090516494615859866,5.396505051087976,0.71937029431894994,23.708650418607313,0.071125584374148024,-0.27608443227999935,853,True
equal_weight_vol20,equal_weight,control,delay_one_day,full,2555,2018-01-03,2024-12-31,0.16301048115583416,0.79648163361306035,-0.38550508723555021,0.21984516087753442,0.42284910511759854,0.10260479073576123,2.874693953557808,0.31704695512907416,3.1811957452411717,0.0095435744714685022,-0.11062470431703353,928,False
equal_weight_vol20,equal_weight,control,delay_one_day,through_2020,1094,2018-01-03,2020-12-31,0.12820160923956347,0.65337279182958496,-0.38550508723555021,0.22246716893657462,0.33255490909055135,0.071116533376532037,1.4347152689154137,0.27211597817760169,3.0918708305667626,0.0092755987087955703,-0.11062470431703353,928,True
equal_weight_vol20,equal_weight,control,delay_one_day,2021_2024,1461,2021-01-01,2024-12-31,0.18989367589091044,0.9056955805239153,-0.34558723773109423,0.21793026501307725,0.54948115890399019,0.12613807727174461,2.0036686134461679,0.35069136908178528,3.250245969545535,0.0097507258982308161,-0.05752044587525329,756,False
equal_weight_vol40,equal_weight,control,delay_one_day,full,2555,2018-01-03,2024-12-31,0.28602323559236464,0.7967528575689391,-0.63721762070628607,0.43511658174661771,0.44886272177366843,0.062690720315955017,5.8065632842423742,0.62294924776567262,4.8206135425940708,0.014461800856976849,-0.22124776599062346,942,True
equal_weight_vol40,equal_weight,control,delay_one_day,through_2020,1094,2018-01-03,2020-12-31,0.21389991977376255,0.66102176399856083,-0.63721762070628607,0.44492322278587132,0.3356779737771185,-0.0028310776914078351,1.7861372494979018,0.54389566409930101,5.0485926151661387,0.015145753132279368,-0.22124776599062346,942,True
equal_weight_vol40,equal_weight,control,delay_one_day,2021_2024,1461,2021-01-01,2024-12-31,0.34303940760633256,0.90247486748965677,-0.59111916381731588,0.42776785475698803,0.58032191917287956,0.11157173169305418,3.2509054306294889,0.68214474436458461,4.6532433283621017,0.013959678914477755,-0.1149424804796787,825,False
equal_weight_uncapped,equal_weight,control,delay_one_day,full,2555,2018-01-03,2024-12-31,0.27289807109875941,0.70407367712259417,-0.88131760941562842,0.74837825976256922,0.30964781389050966,-0.31319159629823723,5.4046353562327418,0.99921722113502953,3.531801747476818,0.010595402827238367,-0.41070627336520782,1108,False
equal_weight_uncapped,equal_weight,control,delay_one_day,through_2020,1094,2018-01-03,2020-12-31,0.098401237896992511,0.54337804927645617,-0.88131760941562842,0.83245346755718741,0.11165241321144032,-0.58713122215733171,1.3242688017973034,0.99908592321754985,3.9231854763922129,0.011769632491505895,-0.41070627336520782,1078,False
equal_weight_uncapped,equal_weight,control,delay_one_day,2021_2024,1461,2021-01-01,2024-12-31,0.42168096921483644,0.85835641705393717,-0.7651343076101027,0.67892132235601832,0.55112019552744551,-0.10864476920543376,4.0812222933120372,0.99931553730321732,3.2412191351774688,0.0097235962380485211,-0.20955298437515157,1108,False
btc_buy_hold,btc_buy_hold,benchmark,delay_one_day,full,2555,2018-01-03,2024-12-31,0.29505678452674799,0.72453954810631849,-0.81384865421875419,0.68771929458143666,0.36254502971438196,-0.2111569152893531,6.097843123733198,0.99921722113502398,0.28559417674931276,0.00085678248392645256,-0.38812428745094474,1045,True
btc_buy_hold,btc_buy_hold,benchmark,delay_one_day,through_2020,1094,2018-01-03,2020-12-31,0.24235011676381735,0.67680434704948456,-0.81384865421875419,0.76630388589131604,0.29778278247134154,-0.36219466716604187,1.9143548542000655,0.99908592321754053,0.33317248620104761,0.00099951745860314299,-0.38812428745094474,1045,True
btc_buy_hold,btc_buy_hold,benchmark,delay_one_day,2021_2024,1461,2021-01-01,2024-12-31,0.3362096606510192,0.77572813746244529,-0.76670598287258096,0.62268687690047786,0.43851185221140238,-0.098572688755791726,3.1853253906163674,0.99931553730321498,0.25017123287671211,0.00075051361759926347,-0.154178089413749,846,False
eth_buy_hold,eth_buy_hold,benchmark,delay_one_day,full,2555,2018-01-03,2024-12-31,0.19889180145410568,0.65311171105835386,-0.94011630423803116,0.88042948527432552,0.21156084684150697,-0.58771531021688006,3.5552225390851873,0.99921722113501976,0.28559417674931264,0.00085675440247703493,-0.43322542520938323,1149,False
eth_buy_hold,eth_buy_hold,benchmark,delay_one_day,through_2020,1094,2018-01-03,2020-12-31,-0.078123456365541744,0.41838102874873428,-0.94011630423803116,0.97417218324560229,-0.083099778201231378,-1.0159420037095597,0.78394262084557031,0.99908592321753031,0.33317248620104761,0.00099951745860314299,-0.43322542520938323,1083,False
eth_buy_hold,eth_buy_hold,benchmark,delay_one_day,2021_2024,1461,2021-01-01,2024-12-31,0.45968134276427364,0.87180863383876661,-0.79350360564433942,0.80338843906972335,0.57930592815769755,-0.26774849853909521,4.535054536581371,0.99931553730321476,0.250171232876712,0.00075046449429665217,-0.27608443228000301,1149,False
mix_buy_hold,mix_buy_hold,benchmark,delay_one_day,full,2555,2018-01-03,2024-12-31,0.25247001595103913,0.68085971972495085,-0.87616416900269534,0.73439652245090925,0.28815377857601304,-0.30898636783907873,4.8265328314091427,0.99921722113502276,0.28559417674931276,0.00085677214110548461,-0.40088439421053368,1108,False
mix_buy_hold,mix_buy_hold,benchmark,delay_one_day,through_2020,1094,2018-01-03,2020-12-31,0.10525465938692036,0.54102994749998057,-0.87616416900269534,0.80730261967856509,0.12013120726761489,-0.54083138566852007,1.3491487375228126,0.99908592321753764,0.33317248620104761,0.00099951745860314299,-0.40088439421053368,1077,False
mix_buy_hold,mix_buy_hold,benchmark,delay_one_day,2021_2024,1461,2021-01-01,2024-12-31,0.37558885548228083,0.81100178817335944,-0.76855706988198447,0.67494282871920053,0.48869351438007624,-0.1359418920531571,3.5774653284494091,0.99931553730321498,0.25017123287671211,0.00075049552474669358,-0.21736532567134526,1108,False
usd_cash,usd_cash,benchmark,delay_one_day,full,2555,2018-01-03,2024-12-31,0,,0,0,,0,1,0,0,0,0,0,False
usd_cash,usd_cash,benchmark,delay_one_day,through_2020,1094,2018-01-03,2020-12-31,0,,0,0,,0,1,0,0,0,0,0,False
usd_cash,usd_cash,benchmark,delay_one_day,2021_2024,1461,2021-01-01,2024-12-31,0,,0,0,,0,1,0,0,0,0,0,False
