scenario,asset,model,period,cagr,zero_cash_sharpe,annual_vol,max_drawdown,calmar,terminal_multiple,mean_exposure,one_way_turnover_per_year,fees_initial_capital,worst_day
base,MIX,ewma_raw,2024,-0.030486930289907788,-0.46681242660537936,0.06213785854106112,-0.08902960190697262,-0.34243588241317424,0.9694514342816847,0.016085706245054267,11.731971138931412,0.03468795218429348,-0.03322344813210276
base,MIX,ewma_raw,2025,0.11693833883845772,1.4060424383128378,0.080886492093017,-0.03869016982140361,3.022430229131918,1.116515682068005,0.017540485420985807,12.782838267150913,0.040952074850664495,-0.030638525140555317
base,BTC,recent24_calibrated,full,-0.02599666458881622,-0.22188157965231117,0.09662463744263665,-0.25756656765294317,-0.10093182832581479,0.8538435940194486,0.01750595634334571,12.77181149289162,0.19469147769723819,-0.15165767705348399
base,BTC,recent24_calibrated,2020_2022,-0.05507388648989031,-0.40230188301236713,0.12132245378265198,-0.23265578852379554,-0.23671831609836552,0.8436779797818421,0.016775410175369657,12.240053054914945,0.09529086448343987,-0.15165767705348399
base,BTC,recent24_calibrated,2023_end,0.004003109162008078,0.0947115603168657,0.06287291385718981,-0.12182691775963472,0.03285898745223316,1.0120491638767615,0.01823716967677197,13.304055555012564,0.11781819082145688,-0.040543257802933996
base,BTC,recent24_calibrated,2020,-0.176445564919968,-0.9824511037510855,0.17970523011176476,-0.23265578852379554,-0.7583974851411079,0.8232262191387276,0.02251951925581701,16.458498288181577,0.044143894484243516,-0.15165767705348399
base,BTC,recent24_calibrated,2021,0.04151969240769171,0.8910648070022797,0.04685408299358781,-0.056361343711921474,0.7366696688409422,1.0414906921630607,0.010074207975773998,7.33506731288104,0.02239526532770896,-0.027021995638457197
base,BTC,recent24_calibrated,2022,-0.01599493461360424,-0.11488093490783584,0.09812938761487437,-0.066620739701574,-0.24008941787877414,0.9840159253560572,0.017716766009366055,12.915036179481493,0.0381517030073363,-0.049656748511519244
base,BTC,recent24_calibrated,2023,0.030550146748747453,0.6418799062714275,0.04864356219659994,-0.0226117457777808,1.3510742181953612,1.0305289203269465,0.019041201456732333,13.892167524266512,0.041274160060761,-0.006636552689693986
base,BTC,recent24_calibrated,2024,-0.07619751921894846,-0.9915930128559247,0.07687381837686397,-0.12182691775963472,-0.6254571700589737,0.9236521484370485,0.01821646485342467,13.298744854856356,0.03750568231169269,-0.040543257802933996
base,BTC,recent24_calibrated,2025,0.06346803555206937,1.058722438329628,0.0597424984038682,-0.041272360228738036,1.5377854622396039,1.0632441001185873,0.017451747604408173,12.719667773362781,0.03981019116261839,-0.02443744281692728
base,ETH,recent24_calibrated,full,0.021257210558939477,0.3010820180799293,0.08049689123389375,-0.17621720304594346,0.12063073406855336,1.1344838293378776,0.016867158796380108,12.299303969482766,0.2267760391208677,-0.05350251682986351
base,ETH,recent24_calibrated,2020_2022,-0.003108072618835611,0.002859705897755856,0.08157000888125157,-0.14831701177350642,-0.02095560436170276,0.9907026216001589,0.016888229680557452,12.32780694318105,0.11546525984252912,-0.05350251682986351
base,ETH,recent24_calibrated,2023_end,0.04624108351058975,0.6076247703149087,0.0794256414531304,-0.08503611564838653,0.5437816997873083,1.1451305412975357,0.016846068669386163,12.270774965671514,0.11235538985306419,-0.036003560205165486
base,ETH,recent24_calibrated,2020,0.04563581360115454,0.9928199804594038,0.04596974265523766,-0.05532268932993878,0.8249022987473961,1.0457316324445096,0.0137462425213581,10.040745218264801,0.03066771117137817,-0.01677195907605422
base,ETH,recent24_calibrated,2021,0.055783606668516006,0.6686486424746257,0.08674892965367613,-0.08972609637078222,0.621709947549674,1.0557443799081212,0.018774281302195033,13.699805074209173,0.04193031181234225,-0.04248842908680395
base,ETH,recent24_calibrated,2022,-0.10271156023463579,-1.0142255890190466,0.10162318580216781,-0.12463279106923997,-0.8241134564464194,0.8973550036606839,0.018152773402117028,13.249136459603195,0.03709126546194506,-0.05350251682986351
base,ETH,recent24_calibrated,2023,-0.0358578568808714,-1.072647509399196,0.03349347305722308,-0.03898325083459375,-0.9198272620468871,0.9641662413935024,0.01770204323372428,12.917428444042319,0.03778656794651595,-0.023902229621381
base,ETH,recent24_calibrated,2024,0.022482569314433265,0.3389806113040109,0.07339172609190596,-0.08503611564838653,0.2643884794479068,1.0225292509329156,0.013741808300585651,9.992422183367184,0.03110857230659015,-0.034865345404425985
base,ETH,recent24_calibrated,2025,0.16211911325263717,1.4016071944952455,0.1114370995413851,-0.061374310151265155,2.64148163707377,1.1615217214286397,0.019109059271027854,13.913216170940855,0.045213024526977764,-0.036003560205165486
base,MIX,recent24_calibrated,full,-0.0009753110394999931,0.023721625847548205,0.07333160136480998,-0.1657560501309261,-0.0058840147236231925,0.9941637116786631,0.0171706377639356,12.536185123966792,0.21073375840905295,-0.0762279166041342
base,MIX,recent24_calibrated,2020_2022,-0.02839589989804614,-0.30063838404919013,0.08383164652053653,-0.13649521890898764,-0.2080358574096282,0.9171903006910005,0.016861479537936118,12.324676025025077,0.10537806216298448,-0.0762279166041342
base,MIX,recent24_calibrated,2023_end,0.027245249709470842,0.4702402482695391,0.06104689154549265,-0.08844360718219602,0.30805222194686105,1.0839230538413585,0.01748007832621454,12.747887381902974,0.11486787002293274,-0.03414209749755781
base,MIX,recent24_calibrated,2020,-0.06539129862170223,-0.6820876592660783,0.09258095806671088,-0.12376533229436126,-0.5283490732782645,0.9344789257916186,0.017738219331102412,13.000285884108223,0.03740580282781084,-0.0762279166041342
base,MIX,recent24_calibrated,2021,0.0495007154979501,0.8088686473890775,0.06207723363962638,-0.06925378364084567,0.7147727228112737,1.0494660096060782,0.014939493467700456,10.898340863763764,0.0333256434702388,-0.035575749960510716
base,MIX,recent24_calibrated,2022,-0.06480613768776455,-0.6719950529288838,0.09310942276294414,-0.0898093681298604,-0.7215966333718964,0.9352367512681549,0.017904323788174886,13.07355034128795,0.037554810352330666,-0.04880924332757253
base,MIX,recent24_calibrated,2023,-0.00531551466311142,-0.1656074234166115,0.029546710040415095,-0.029829582469128257,-0.1781960799690255,0.9946881139281867,0.018349546733269478,13.392585925515862,0.03939059966546924,-0.012921501117025058
base,MIX,recent24_calibrated,2024,-0.02453567295171666,-0.3617357494553799,0.0631181547601459,-0.08844360718219602,-0.2774160138128759,0.9754145702456009,0.01576027723711559,11.493208864299879,0.034156778489863274,-0.03414209749755781
base,MIX,recent24_calibrated,2025,0.11760295531777132,1.436802866873353,0.07949653637130566,-0.0400905227543078,2.9334353168326963,1.1171777727128491,0.01833747181532214,13.362990044056897,0.0427752064109566,-0.030829823221947827
