scenario,asset,regime,entry_year,trades,mean_net_trade_return,median_net_trade_return,win_fraction,geometric_break_even_one_way_bps,top5_positive_pnl_share,terminal_multiple_without_top5
cost_stress,ETH,VOL_COMPRESSION,all,3,-0.010717017303697896,-0.010245553170049493,0.0,21.05115946738846,,0.9681481756125327
cost_stress,ETH,VOL_COMPRESSION,2020,0,,,,,,1.0
cost_stress,ETH,VOL_COMPRESSION,2021,0,,,,,,1.0
cost_stress,ETH,VOL_COMPRESSION,2022,0,,,,,,1.0
cost_stress,ETH,VOL_COMPRESSION,2023,3,-0.010717017303697896,-0.010245553170049493,0.0,21.05115946738846,,0.9681481756125327
cost_stress,ETH,VOL_COMPRESSION,2024,0,,,,,,1.0
cost_stress,ETH,VOL_COMPRESSION,2025,0,,,,,,1.0
cost_stress,ETH,VOL_EXPANSION,all,19,-0.020229568890531763,-0.007876796979298994,0.42105263157894735,,0.9295602618708632,0.570855758093651
cost_stress,ETH,VOL_EXPANSION,2020,2,0.033987884364147236,0.033987884364147236,1.0,240.34832511825385,1.0,1.0
cost_stress,ETH,VOL_EXPANSION,2021,4,-0.02973996787749114,-0.04937050812881982,0.25,,1.0,0.852037949152593
cost_stress,ETH,VOL_EXPANSION,2022,5,-0.04284320548448077,-0.017859453062283537,0.4,,1.0,0.7815497942743961
cost_stress,ETH,VOL_EXPANSION,2023,0,,,,,,1.0
cost_stress,ETH,VOL_EXPANSION,2024,3,-0.029514273366081256,0.0005737685365647671,0.6666666666666666,,1.0,0.9046553546492121
cost_stress,ETH,VOL_EXPANSION,2025,5,-0.006123771723557159,-0.007876796979298994,0.2,42.746978165407974,1.0,0.9352984049366175
cost_stress,ETH,HIGH_VOL,all,20,0.005614946638355661,0.009207518881397703,0.55,96.19087902232879,0.6997116938659791,0.8139359018944149
cost_stress,ETH,HIGH_VOL,2020,4,-0.018573779567279125,-0.01618640228072976,0.0,,,0.9273823702212112
cost_stress,ETH,HIGH_VOL,2021,8,0.018708776659158863,0.01450785556073897,0.625,163.63580044705293,1.0,0.936169760959776
cost_stress,ETH,HIGH_VOL,2022,4,-0.029540194335890224,-0.012604580735716131,0.5,,1.0,0.8053306742546154
cost_stress,ETH,HIGH_VOL,2023,0,,,,,,1.0
cost_stress,ETH,HIGH_VOL,2024,2,0.05181898123113826,0.05181898123113826,1.0,327.31011278122696,1.0,1.0
cost_stress,ETH,HIGH_VOL,2025,2,0.025723326322121598,0.025723326322121598,1.0,201.8350352579711,1.0,1.0
cost_stress,ETH,UNKNOWN,all,0,,,,,,1.0
cost_stress,ETH,UNKNOWN,2020,0,,,,,,1.0
cost_stress,ETH,UNKNOWN,2021,0,,,,,,1.0
cost_stress,ETH,UNKNOWN,2022,0,,,,,,1.0
cost_stress,ETH,UNKNOWN,2023,0,,,,,,1.0
cost_stress,ETH,UNKNOWN,2024,0,,,,,,1.0
cost_stress,ETH,UNKNOWN,2025,0,,,,,,1.0
delay_stress,BTC,TREND_UP,all,12,-0.0027219692417806973,-0.005324790788927669,0.3333333333333333,14.993874759398155,1.0,0.8823772283216548
delay_stress,BTC,TREND_UP,2020,3,-0.008307920800040428,-0.013101438028996215,0.3333333333333333,,1.0,0.9351233074976598
delay_stress,BTC,TREND_UP,2021,0,,,,,,1.0
delay_stress,BTC,TREND_UP,2022,2,0.01156438576329527,0.01156438576329527,0.5,86.96548808273165,1.0,0.9969403475929609
delay_stress,BTC,TREND_UP,2023,4,-0.0034428830330623383,-0.004842674414856918,0.25,12.687870835740338,1.0,0.981833364838407
delay_stress,BTC,TREND_UP,2024,2,-0.018113532989007475,-0.018113532989007475,0.0,,,0.9640031450509758
delay_stress,BTC,TREND_UP,2025,1,0.01912995808242668,0.01912995808242668,1.0,124.74002465478252,1.0,1.0
delay_stress,BTC,TREND_DOWN,all,15,0.0009523456648248496,-0.0013196539246986827,0.4666666666666667,33.6466233750838,0.8741685183778501,0.9078429069928301
delay_stress,BTC,TREND_DOWN,2020,2,0.0011497057690222356,0.0011497057690222356,0.5,35.40158430970097,1.0,0.9894134125280235
delay_stress,BTC,TREND_DOWN,2021,2,0.0028664072730931744,0.0028664072730931744,0.5,44.267777557115224,1.0,0.9986803460753013
delay_stress,BTC,TREND_DOWN,2022,2,0.017209687772791638,0.017209687772791638,1.0,115.05760898338585,1.0,1.0
delay_stress,BTC,TREND_DOWN,2023,2,-0.0055930361123584516,-0.0055930361123584516,0.0,1.9523160802482342,,0.9888435899548422
delay_stress,BTC,TREND_DOWN,2024,4,-0.012984868499681418,-0.013179714320414926,0.25,,1.0,0.9195338534356677
delay_stress,BTC,TREND_DOWN,2025,3,0.011653043188667075,0.012708574000461326,0.6666666666666666,87.57271192045195,1.0,0.9964290234015285
delay_stress,BTC,RANGE,all,3,0.003333039933422932,-0.003276609017167753,0.3333333333333333,43.36042871176397,1.0,0.9592423241931298
delay_stress,BTC,RANGE,2020,0,,,,,,1.0
delay_stress,BTC,RANGE,2021,0,,,,,,1.0
delay_stress,BTC,RANGE,2022,0,,,,,,1.0
delay_stress,BTC,RANGE,2023,1,0.050880010134386255,0.050880010134386255,1.0,278.06797790472524,1.0,1.0
delay_stress,BTC,RANGE,2024,2,-0.02044044516705873,-0.02044044516705873,0.0,,,0.9592423241931298
delay_stress,BTC,RANGE,2025,0,,,,,,1.0
delay_stress,BTC,VOL_COMPRESSION,all,5,-0.0023564479622405266,-0.0037828548044656074,0.4,18.10304109393973,1.0,0.9788069563026011
delay_stress,BTC,VOL_COMPRESSION,2020,1,-0.00962978471745557,-0.00962978471745557,0.0,,,0.9903702152825444
delay_stress,BTC,VOL_COMPRESSION,2021,0,,,,,,1.0
delay_stress,BTC,VOL_COMPRESSION,2022,1,0.0021847049768901616,0.0021847049768901616,1.0,40.911471642006425,1.0,1.0
delay_stress,BTC,VOL_COMPRESSION,2023,1,-0.0037828548044656074,-0.0037828548044656074,0.0,11.04994602682516,,0.9962171451955344
delay_stress,BTC,VOL_COMPRESSION,2024,0,,,,,,1.0
delay_stress,BTC,VOL_COMPRESSION,2025,2,-0.00027715263308580873,-0.00027715263308580873,0.5,28.467832376700397,1.0,0.9920771905730077
delay_stress,BTC,VOL_EXPANSION,all,9,0.0019458717583799394,0.011606905319688998,0.6666666666666666,34.4373440025901,0.9423320971405119,0.8755277506003379
delay_stress,BTC,VOL_EXPANSION,2020,2,-0.01125259997612077,-0.01125259997612077,0.0,,,0.9775014330526793
delay_stress,BTC,VOL_EXPANSION,2021,2,0.023674395346061194,0.023674395346061194,1.0,146.41726095444864,1.0,1.0
delay_stress,BTC,VOL_EXPANSION,2022,3,-0.010906797259385445,0.03053916731999129,0.6666666666666666,,1.0,0.8883171277805751
delay_stress,BTC,VOL_EXPANSION,2023,0,,,,,,1.0
delay_stress,BTC,VOL_EXPANSION,2024,1,0.011606905319688998,0.011606905319688998,1.0,87.69815125288048,1.0,1.0
delay_stress,BTC,VOL_EXPANSION,2025,1,0.013782741544005939,0.013782741544005939,1.0,98.44002695843855,1.0,1.0
delay_stress,BTC,HIGH_VOL,all,6,-0.03795634055533296,-0.019283061515630084,0.3333333333333333,,1.0,0.7131882969310172
delay_stress,BTC,HIGH_VOL,2020,2,-0.09406037437755693,-0.09406037437755693,0.0,,,0.8174218011811598
delay_stress,BTC,HIGH_VOL,2021,2,0.027107882321439403,0.027107882321439403,0.5,161.71314430798176,1.0,0.9980068258362561
delay_stress,BTC,HIGH_VOL,2022,2,-0.04691652960988135,-0.04691652960988135,0.5,,1.0,0.8742275326622062
delay_stress,BTC,HIGH_VOL,2023,0,,,,,,1.0
delay_stress,BTC,HIGH_VOL,2024,0,,,,,,1.0
delay_stress,BTC,HIGH_VOL,2025,0,,,,,,1.0
delay_stress,BTC,UNKNOWN,all,0,,,,,,1.0
delay_stress,BTC,UNKNOWN,2020,0,,,,,,1.0
delay_stress,BTC,UNKNOWN,2021,0,,,,,,1.0
delay_stress,BTC,UNKNOWN,2022,0,,,,,,1.0
delay_stress,BTC,UNKNOWN,2023,0,,,,,,1.0
delay_stress,BTC,UNKNOWN,2024,0,,,,,,1.0
delay_stress,BTC,UNKNOWN,2025,0,,,,,,1.0
delay_stress,ETH,TREND_UP,all,8,0.003046704765366573,-0.0025554580525958825,0.375,43.52076915912602,1.0,0.9389628493112621
delay_stress,ETH,TREND_UP,2020,2,0.02661415687096147,0.02661415687096147,0.5,158.49207616714878,1.0,0.9921104490366852
delay_stress,ETH,TREND_UP,2021,0,,,,,,1.0
delay_stress,ETH,TREND_UP,2022,1,-0.019894996896063222,-0.019894996896063222,0.0,,,0.9801050031039368
delay_stress,ETH,TREND_UP,2023,3,-0.011503472099855175,-0.004824460192912716,0.0,,,0.9656411834446418
delay_stress,ETH,TREND_UP,2024,0,,,,,,1.0
delay_stress,ETH,TREND_UP,2025,2,0.012775368788319197,0.012775368788319197,1.0,93.22226231371876,1.0,1.0
delay_stress,ETH,TREND_DOWN,all,14,0.02370296027199072,0.0044672946600414765,0.6428571428571429,143.17156789263672,0.9449817278099345,0.9731059585456207
delay_stress,ETH,TREND_DOWN,2020,1,0.027548129757158923,0.027548129757158923,1.0,165.86241723712268,1.0,1.0
delay_stress,ETH,TREND_DOWN,2021,2,0.03975465443257997,0.03975465443257997,0.5,219.44501856368888,1.0,0.9912624147801969
delay_stress,ETH,TREND_DOWN,2022,3,0.02007558136755912,0.005414842239360951,1.0,128.14308031652743,1.0,1.0
delay_stress,ETH,TREND_DOWN,2023,2,0.0029482073403048203,0.0029482073403048203,0.5,44.58391389632834,1.0,0.9955718920319186
delay_stress,ETH,TREND_DOWN,2024,4,0.024842271977201652,-0.0009767574550311742,0.5,145.23579631394657,1.0,0.9736021116497272
delay_stress,ETH,TREND_DOWN,2025,2,0.02964587924672879,0.02964587924672879,0.5,172.531899280535,1.0,0.9909922205541148
delay_stress,ETH,RANGE,all,1,0.10386674127768503,0.10386674127768503,1.0,523.6169355440483,1.0,1.0
delay_stress,ETH,RANGE,2020,0,,,,,,1.0
delay_stress,ETH,RANGE,2021,0,,,,,,1.0
delay_stress,ETH,RANGE,2022,0,,,,,,1.0
delay_stress,ETH,RANGE,2023,0,,,,,,1.0
delay_stress,ETH,RANGE,2024,0,,,,,,1.0
delay_stress,ETH,RANGE,2025,1,0.10386674127768503,0.10386674127768503,1.0,523.6169355440483,1.0,1.0
delay_stress,ETH,VOL_COMPRESSION,all,3,-0.0027413092042322487,-0.003169543722603696,0.3333333333333333,16.166446044580816,1.0,0.9863061677870539
delay_stress,ETH,VOL_COMPRESSION,2020,0,,,,,,1.0
delay_stress,ETH,VOL_COMPRESSION,2021,0,,,,,,1.0
delay_stress,ETH,VOL_COMPRESSION,2022,0,,,,,,1.0
delay_stress,ETH,VOL_COMPRESSION,2023,3,-0.0027413092042322487,-0.003169543722603696,0.3333333333333333,16.166446044580816,1.0,0.9863061677870539
delay_stress,ETH,VOL_COMPRESSION,2024,0,,,,,,1.0
delay_stress,ETH,VOL_COMPRESSION,2025,0,,,,,,1.0
delay_stress,ETH,VOL_EXPANSION,all,19,-0.008343477393091117,0.004876938495239624,0.5263157894736842,,0.8003552822679986,0.673850328665207
delay_stress,ETH,VOL_EXPANSION,2020,2,0.040771058581257846,0.040771058581257846,1.0,227.3920531930222,1.0,1.0
delay_stress,ETH,VOL_EXPANSION,2021,4,-0.02328166753695357,-0.03824494044395199,0.25,,1.0,0.8706137273829443
delay_stress,ETH,VOL_EXPANSION,2022,5,-0.030581847026199684,0.009523886320152775,0.6,,1.0,0.7981726711105666
delay_stress,ETH,VOL_EXPANSION,2023,0,,,,,,1.0
delay_stress,ETH,VOL_EXPANSION,2024,3,-0.009484161472429475,0.004876938495239624,0.6666666666666666,,1.0,0.9418276490319253
delay_stress,ETH,VOL_EXPANSION,2025,5,0.006884040412970837,-0.004926837464575451,0.4,63.06168192168614,1.0,0.9751825556951186
delay_stress,ETH,HIGH_VOL,all,20,0.01957482323113601,0.01244884503682353,0.65,118.93427227240174,0.6072119596024739,0.9615257105163523
delay_stress,ETH,HIGH_VOL,2020,4,-0.019246061200877823,-0.01950466291447328,0.25,,1.0,0.9221223458097124
delay_stress,ETH,HIGH_VOL,2021,8,0.04295935529301459,0.03750094395665793,0.75,236.47400243868685,0.9816830040634348,0.9995463878250099
delay_stress,ETH,HIGH_VOL,2022,4,-0.015571305208007924,0.010196726325297778,0.5,,1.0,0.8230182291171994
delay_stress,ETH,HIGH_VOL,2023,0,,,,,,1.0
delay_stress,ETH,HIGH_VOL,2024,2,0.06964884694028872,0.06964884694028872,1.0,366.1469236887797,1.0,1.0
delay_stress,ETH,HIGH_VOL,2025,2,0.02389669701678454,0.02389669701678454,1.0,147.30558165027878,1.0,1.0
delay_stress,ETH,UNKNOWN,all,0,,,,,,1.0
delay_stress,ETH,UNKNOWN,2020,0,,,,,,1.0
delay_stress,ETH,UNKNOWN,2021,0,,,,,,1.0
delay_stress,ETH,UNKNOWN,2022,0,,,,,,1.0
delay_stress,ETH,UNKNOWN,2023,0,,,,,,1.0
delay_stress,ETH,UNKNOWN,2024,0,,,,,,1.0
delay_stress,ETH,UNKNOWN,2025,0,,,,,,1.0
