scenario,gap_mode,regime_filter,asset,period,cagr,zero_cash_sharpe,annual_vol,max_drawdown,calmar,terminal_multiple,mean_exposure,one_way_turnover_per_year,fees_initial_capital,worst_day
frictionless,original,ALL,ETH,2021,0.2994281534737899,1.4322987579185225,0.19588501978831255,-0.1554855054432035,1.925762485836125,1.2991952162498954,0.038356164383561646,28.01993265259776,0.0,-0.07929347055975944
frictionless,original,ALL,ETH,2022,-0.17949369491585465,-0.5717710243923118,0.2767017281557762,-0.2740933544933658,-0.6548633594113612,0.8206174171825182,0.03561643835616438,26.01714960447601,0.0,-0.16485702570955652
frictionless,original,ALL,ETH,2023,0.008109949946982775,0.23644186098164333,0.03704308560715487,-0.029598714619457178,0.2739966938176286,1.0081043765557844,0.021917808219178082,16.010922470474355,0.0,-0.025412416572220153
frictionless,original,ALL,ETH,2024,0.17190418427704923,1.0068542160849456,0.17143532739611525,-0.15286160579288688,1.1245739790929794,1.1722859694162353,0.02459016393442623,17.963216806040304,0.0,-0.06908757048174907
frictionless,original,ALL,ETH,2025,0.41092387897078386,1.75926664792806,0.20719978842287284,-0.10522860638067799,3.905058644264602,1.4092626294644781,0.03296703296703297,24.081916273258052,0.0,-0.06352432012539799
frictionless,original,ALL,MIX,full,0.07697268585031414,0.5771478607222132,0.14745709448133051,-0.22024589660236737,0.34948522100859325,1.5602135576279808,0.026964993426275754,19.71136233698231,0.0,-0.15164138903341395
frictionless,original,ALL,MIX,2020_2022,0.024169868851828147,0.22646555900333262,0.17420606144206574,-0.22024589660236737,0.1097403821123828,1.074293834773461,0.029097754088030267,21.285540413729265,0.0,-0.15164138903341395
frictionless,original,ALL,MIX,2023_end,0.13254983611931448,1.1410563313850148,0.11462984665566171,-0.13902473260759374,0.9534262978476278,1.4523154719183387,0.024830285037889498,18.13574665468581,0.0,-0.059155307614272123
frictionless,original,ALL,MIX,2020,-0.006456394305824342,0.013688169801341145,0.12563945965335943,-0.1609717794003669,-0.0401088583966391,0.9935303911890556,0.02549683760546718,18.683991370455868,0.0,-0.09922772749719067
frictionless,original,ALL,MIX,2021,0.2308143019883988,1.6103525446017093,0.13445287050885696,-0.12512052814048558,1.8447356754220223,1.2306393585211433,0.029661956171982053,21.6759921510672,0.0,-0.06039015371200829
frictionless,original,ALL,MIX,2022,-0.12143754309320542,-0.41703254313223814,0.2392568727058878,-0.2118719119835092,-0.573164899284325,0.8786403152293504,0.032144334011251344,23.503765251290147,0.0,-0.15164138903341395
frictionless,original,ALL,MIX,2023,0.04797794334105521,1.2641710034220062,0.03759863270890703,-0.018059321677108442,2.6566857935683643,1.0479443292959656,0.021959741887771066,16.043620965604884,0.0,-0.014853049682383768
frictionless,original,ALL,MIX,2024,0.0649870278780722,0.5669957965118447,0.12440185785722782,-0.13902473260759374,0.46744940025529325,1.0651247254282836,0.024594569600088507,17.962686785754972,0.0,-0.059155307614272123
frictionless,original,ALL,MIX,2025,0.30231150131383044,1.8311334154917163,0.15012056509970775,-0.07093089156574184,4.262056977440287,1.3011347794769215,0.02794572487313233,20.40763068914522,0.0,-0.05127506187616859
frictionless,original,TREND_UP,BTC,full,0.0067551949684037105,0.1665846362255797,0.04702892167980366,-0.10709255408261142,0.0630781012393517,1.0412122600347853,0.005476951163852123,4.000889611786403,0.0,-0.053416058021622304
frictionless,original,TREND_UP,BTC,2020_2022,0.002806661372328767,0.07979075090624313,0.051793314514964404,-0.08104391881326434,0.03463136301189578,1.0084455728342105,0.004562043795620438,3.332610937757332,0.0,-0.0477022233766341
frictionless,original,TREND_UP,BTC,2023_end,0.010722903135609307,0.2764434285789024,0.041742155859931476,-0.10709255408261142,0.10012743862040714,1.0324922713562863,0.006392694063926941,4.669778585974404,0.0,-0.053416058021622304
frictionless,original,TREND_UP,BTC,2020,-0.02227713549477206,-0.31477425591409197,0.06482248211100658,-0.08104391881326434,-0.2748773235670089,0.9776776352911849,0.00819672131147541,5.987799841893437,0.0,-0.0477022233766341
frictionless,original,TREND_UP,BTC,2021,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,TREND_UP,BTC,2022,0.03149232299743465,0.5295841392145204,0.06206673005502257,-0.05538751960913735,0.5685815725216069,1.0314704320037575,0.005479452054794521,4.0027584812302415,0.0,-0.020246446088727277
frictionless,original,TREND_UP,BTC,2023,0.03141296771635105,1.3410286871389607,0.023247457435793366,-0.011218293061424633,2.800155740659698,1.0313911327192917,0.010958904109589041,8.005350153800036,0.0,-0.0015703816660082026
frictionless,original,TREND_UP,BTC,2024,-0.022333317943464936,-0.32437709000809095,0.06329825877224451,-0.10709255408261142,-0.20854221037848222,0.977621340085765,0.00546448087431694,3.99180342996661,0.0,-0.053416058021622304
frictionless,original,TREND_UP,BTC,2025,0.02406633419503934,0.9266768640289615,0.026003999984345758,-0.013960074821220969,1.7239402011266916,1.0239829918206116,0.0027472527472527475,2.0067436542230217,0.0,-0.0018648829720560034
frictionless,original,TREND_UP,ETH,full,0.01243880590108093,0.4355964826718325,0.0293379906128727,-0.05365395192928224,0.2318339181701975,1.0769743207449067,0.003651300775901415,2.6673552085397545,0.0,-0.029316410291784445
frictionless,original,TREND_UP,ETH,2020_2022,0.011536426524792143,0.3593647741388203,0.0334277744171591,-0.036434356695208,0.3166359329821641,1.0350182083098793,0.002737226277372263,1.9997383075560415,0.0,-0.029316410291784445
frictionless,original,TREND_UP,ETH,2023_end,0.013342815473116776,0.5509599907370575,0.02458796809551323,-0.026297503588340265,0.5073795475792876,1.0405365935576527,0.0045662100456621,3.3355818053234514,0.0,-0.02541241657221993
frictionless,original,TREND_UP,ETH,2020,0.06038883256543537,1.206824127686838,0.04954443881633039,-0.0234707786675753,2.5729369025520263,1.060516512948537,0.00546448087431694,3.9923857515885843,0.0,-0.003625661149974313
frictionless,original,TREND_UP,ETH,2021,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,TREND_UP,ETH,2022,-0.02405955694159312,-0.8006675375869057,0.02983014754814276,-0.03160807216818806,-0.7611839410379433,0.9759567113502409,0.0027397260273972603,2.0013698630136987,0.0,-0.029316410291784445
frictionless,original,TREND_UP,ETH,2023,-0.012151316869033035,-0.42614329700633014,0.02775567944955851,-0.02548333093019728,-0.47683393125951007,0.9878569495507389,0.00821917808219178,6.004104425841218,0.0,-0.02541241657221993
frictionless,original,TREND_UP,ETH,2024,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,TREND_UP,ETH,2025,0.0535151430829468,1.6290663264419363,0.032296414903840255,-0.026297503588340265,2.0349894773538217,1.0533271988731483,0.005494505494505495,4.013637256585534,0.0,0.0
frictionless,original,TREND_UP,MIX,full,0.009616991856107315,0.36190232230833597,0.027469816078895887,-0.0661308067603752,0.14542377943390983,1.059093290389846,0.004544201107237819,3.3249993374938938,0.0,-0.02693660375284912
frictionless,original,TREND_UP,MIX,2020_2022,0.007190466605884849,0.2511802515733228,0.030326425759021648,-0.04087722006368211,0.1759040021479668,1.021731890572045,0.003607107526354409,2.642662405034016,0.0,-0.02351713063895744
frictionless,original,TREND_UP,MIX,2023_end,0.012051587115456064,0.5050456997851105,0.02428988819152809,-0.05457269871928816,0.22083546165541845,1.0365667355228418,0.005482150481345779,4.007959408704875,0.0,-0.02693660375284912
frictionless,original,TREND_UP,MIX,2020,0.019057570226890252,0.48708849657232123,0.04039697463508386,-0.04087722006368211,0.46621492844182416,1.0190970741198608,0.006765635210574928,4.960027580747431,0.0,-0.02351713063895744
frictionless,original,TREND_UP,MIX,2021,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,TREND_UP,MIX,2022,0.002587215212826788,0.09349128921312659,0.03361015135433207,-0.028636783102499286,0.09034587451971823,1.002585442073278,0.0040470338679835845,2.961610688667733,0.0,-0.015027117910210053
frictionless,original,TREND_UP,MIX,2023,0.009347415667777081,0.511716221177433,0.018503691782483626,-0.012871436289747962,0.7262138783394557,1.009340987921461,0.009598749312642266,7.011286406644886,0.0,-0.012871436289747962
frictionless,original,TREND_UP,MIX,2024,-0.011262096879558148,-0.3414010758470239,0.03167180605909367,-0.05457269871928816,-0.2063686998051587,0.9887149086444098,0.002717002357276213,1.9966130931669566,0.0,-0.02693660375284912
frictionless,original,TREND_UP,MIX,2025,0.038830990471350635,1.861710639170771,0.020562359874222655,-0.013463361905214244,2.8841971823034576,1.0386955600802334,0.004134583558231065,3.018779181338868,0.0,-0.0009175687851719072
frictionless,original,TREND_DOWN,BTC,full,0.01691149099227296,0.3954337388260749,0.04488482505613461,-0.08611801309622025,0.1963757683700579,1.105831505490135,0.006846188954815153,5.0010993059262505,0.0,-0.0317380313297253
frictionless,original,TREND_DOWN,BTC,2020_2022,0.027263304363640994,0.8111814558082362,0.0338334067669028,-0.04465766897578094,0.6104954644727789,1.084059999169256,0.005474452554744526,3.999016487588561,0.0,-0.0134537637758817
frictionless,original,TREND_DOWN,BTC,2023_end,0.006654682571124226,0.14971776733994793,0.05372816811481668,-0.08611801309622025,0.07727399102541885,1.0200833038185737,0.00821917808219178,6.004097268390274,0.0,-0.0317380313297253
frictionless,original,TREND_DOWN,BTC,2020,-0.0029459446578208315,-0.12707597721760372,0.021405956926432934,-0.021444773875484824,-0.13737354727664292,0.9970480151118194,0.00546448087431694,3.9915484190128803,0.0,-0.0134537637758817
frictionless,original,TREND_DOWN,BTC,2021,0.03047474719633647,0.7327306940413145,0.04213254870751842,-0.042866262691230506,0.7109261522481859,1.0304535739327847,0.005479452054794521,4.002739726027397,0.0,-0.013297623535069025
frictionless,original,TREND_DOWN,BTC,2022,0.055175700848099085,1.563668916638619,0.034704349209902834,-0.010831662828565958,5.0939271025484825,1.0551369126276107,0.005479452054794521,4.0027817781872574,0.0,-0.0020111691114591546
frictionless,original,TREND_DOWN,BTC,2023,0.0011560027776866821,0.1177735276856481,0.010245825408669095,-0.018094080923407696,0.06388844963057509,1.0011552110800588,0.005479452054794521,4.002742385688523,0.0,-0.0036474951752196727
frictionless,original,TREND_DOWN,BTC,2024,-0.029788857982689376,-0.5024448322520593,0.05693751033913259,-0.07703719760227468,-0.3866814851765818,0.9701508960491223,0.01092896174863388,7.98360835889019,0.0,-0.0317380313297253
frictionless,original,TREND_DOWN,BTC,2025,0.05043229675215777,0.7091657813913397,0.07297817382545456,-0.04722707618577904,1.0678682828843824,1.0502554357019327,0.008241758241758242,6.020562853728656,0.0,-0.030362644662636162
frictionless,original,TREND_DOWN,ETH,full,0.048417596046245626,0.7574784188877138,0.06501790387364081,-0.05376910098223442,0.9004724862750271,1.3279376912934309,0.006389776357827476,4.667679801014744,0.0,-0.025138667498812328
frictionless,original,TREND_DOWN,ETH,2020_2022,0.04867092576211807,1.1212687880610395,0.043168556385079486,-0.03635219686112745,1.3388716491619637,1.153272162051703,0.005474452554744526,3.999077656675184,0.0,-0.015771586363153567
frictionless,original,TREND_DOWN,ETH,2023_end,0.048164096260297606,0.616778806129524,0.08122285550497009,-0.05376910098223442,0.8957578866012892,1.1514521333203718,0.0073059360730593605,5.33689254091991,0.0,-0.025138667498812328
frictionless,original,TREND_DOWN,ETH,2020,0.023871665403137676,0.9912125018196838,0.0240717142895783,-0.013128910036126373,1.8182518836255888,1.0239212648653575,0.00273224043715847,1.99585723268651,0.0,-0.00017796760989496896
frictionless,original,TREND_DOWN,ETH,2021,0.06589675328470856,1.1307006221764735,0.057845611895243454,-0.03635219686112745,1.8127309756944576,1.0658501959410307,0.005479452054794521,4.002739726027397,0.0,-0.015771586363153567
frictionless,original,TREND_DOWN,ETH,2022,0.056782211475695066,1.3681069275463797,0.0409409909272592,-0.029707603918734393,1.9113696153693067,1.0567422638077162,0.00821917808219178,6.004124286445862,0.0,-0.004603923011999744
frictionless,original,TREND_DOWN,ETH,2023,0.007693063925837906,0.7652739358879831,0.010073177215144016,-0.014379861183817289,0.5349887476309907,1.007687778121803,0.005479452054794521,4.002714575577433,0.0,-0.0017490412074109285
frictionless,original,TREND_DOWN,ETH,2024,0.07922836771964592,0.6553511342079028,0.12783146880513316,-0.05376910098223442,1.473492512843452,1.0793973484673989,0.01092896174863388,7.983627241010285,0.0,-0.025138667498812328
frictionless,original,TREND_DOWN,ETH,2025,0.0588233362056767,1.0161433661472201,0.05780461468349161,-0.03179034660580682,1.8503521504522396,1.0586162364441873,0.005494505494505495,4.013458631900478,0.0,-0.00718169267610258
frictionless,original,TREND_DOWN,MIX,full,0.03326441977894068,0.817140068079418,0.04102731641641749,-0.06067815307281865,0.5482108154976423,1.216884598391783,0.006602171106582611,4.822087363769818,0.0,-0.024134589209021673
frictionless,original,TREND_DOWN,MIX,2020_2022,0.03807752181685364,1.322877366990897,0.028535708437749576,-0.03209746482118192,1.1863093247079544,1.1186660806104796,0.005492115344015071,4.011468329559008,0.0,-0.007990652217175542
frictionless,original,TREND_DOWN,MIX,2023_end,0.0284692689673538,0.5796643479894877,0.05054136556795828,-0.06067815307281865,0.4691848305466449,1.087799674526382,0.007713240618705005,5.63344668933607,0.0,-0.024134589209021673
frictionless,original,TREND_DOWN,MIX,2020,0.01046304306214152,0.5007198493041525,0.021216823000482686,-0.013345694172978373,0.784001410981417,1.0104846399885885,0.004094045970035796,2.9890331661993015,0.0,-0.006708371925172263
frictionless,original,TREND_DOWN,MIX,2021,0.04842115474444597,1.3378124928929314,0.03579580053936575,-0.03164216712644752,1.53027302305012,1.0483872230672502,0.005502954173864534,4.021725735094237,0.0,-0.007990652217175542
frictionless,original,TREND_DOWN,MIX,2022,0.05600319473420945,2.051607973979935,0.026715772337331113,-0.015344578677010667,3.6497056004615978,1.0559638095053299,0.00688317621519688,5.026447279611871,0.0,-0.002359325633598086
frictionless,original,TREND_DOWN,MIX,2023,0.004525642135896346,0.6132853307997058,0.007402147305493213,-0.010292795066534688,0.4396902985672686,1.0045225375086335,0.00548020229599677,4.004013833721524,0.0,-0.0025606683578482947
frictionless,original,TREND_DOWN,MIX,2024,0.026586028356635705,0.3886140628688708,0.07435904539633673,-0.06067815307281865,0.4381482792452555,1.0266413406185158,0.010860934730792226,7.934678271398918,0.0,-0.024134589209021673
frictionless,original,TREND_DOWN,MIX,2025,0.054994171041260476,1.1954290982542337,0.04561098360599701,-0.022345999520299364,2.461029813918287,1.0548008986440007,0.006787424527398914,4.953480297205047,0.0,-0.014319254078024812
frictionless,original,RANGE,BTC,full,0.0018703545526257415,0.07286609281472442,0.03289313253897527,-0.08429732872532192,0.02218758981936647,1.0112721449285096,0.0013692377909630307,1.000224985938756,0.0,-0.04370775364986823
frictionless,original,RANGE,BTC,2020_2022,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,RANGE,BTC,2023_end,0.0037459202132963387,0.10304893498686651,0.04653883080623397,-0.08429732872532192,0.04443699782590037,1.0112721449285096,0.0027397260273972603,2.0013634193532552,0.0,-0.04370775364986823
frictionless,original,RANGE,BTC,2020,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,RANGE,BTC,2021,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,RANGE,BTC,2022,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,RANGE,BTC,2023,0.06456252424550413,0.9611307028412849,0.06730522731052277,-0.003980550441912478,16.21949657155574,1.064516937798396,0.0027397260273972603,2.0013505320323675,0.0,-0.002560356443849665
frictionless,original,RANGE,BTC,2024,-0.049917904124518575,-1.1342892656514327,0.044225361656001945,-0.08429732872532192,-0.5921647207490197,0.9499822022747653,0.00546448087431694,3.9918032786885247,0.0,-0.04370775364986823
frictionless,original,RANGE,BTC,2025,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,RANGE,ETH,full,0.018618385631762102,0.3992821717849187,0.04894961486431461,-0.006881904638978642,2.705411744055392,1.1170126650051948,0.00045641259698767686,0.33343033235159153,0.0,-0.002578258394991373
frictionless,original,RANGE,ETH,2020_2022,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,RANGE,ETH,2023_end,0.03760089559697932,0.5647936149022096,0.06924169303467735,-0.006881904638978642,5.463733889018222,1.1170126650051948,0.0009132420091324201,0.6671651672898055,0.0,-0.002578258394991373
frictionless,original,RANGE,ETH,2020,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,RANGE,ETH,2021,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,RANGE,ETH,2022,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,RANGE,ETH,2023,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,RANGE,ETH,2024,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,RANGE,ETH,2025,0.1174372176078946,0.9795553140649813,0.12009950768129105,-0.006881904638978642,17.06463889992578,1.1170126650051948,0.0027472527472527475,2.006994115885541,0.0,-0.002578258394991373
frictionless,original,RANGE,MIX,full,0.010417792677802185,0.365853961278714,0.029459950708635257,-0.04369623512355991,0.2384139651469692,1.0641424049668522,0.0009280930736482045,0.6772962653486465,0.0,-0.022536818769344324
frictionless,original,RANGE,MIX,2020_2022,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,RANGE,MIX,2023_end,0.020953778786605648,0.5174904952130511,0.04167404520421184,-0.04369623512355991,0.479532818499228,1.0641424049668522,0.0018570337208796493,1.3552110660994379,0.0,-0.022536818769344324
frictionless,original,RANGE,MIX,2020,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,RANGE,MIX,2021,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,RANGE,MIX,2022,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,RANGE,MIX,2023,0.03228091658648591,0.9598440160534422,0.033654337924283566,-0.0020112359393967827,16.050288260147003,1.032258468899198,0.0013870067543054233,1.0163156838802851,0.0,-0.0013218235659884225
frictionless,original,RANGE,MIX,2024,-0.02573827322974087,-1.131807810592041,0.02278980768004888,-0.04369623512355991,-0.5890272504475664,0.9742095635569515,0.002777007052587154,2.021006397656807,0.0,-0.022536818769344324
frictionless,original,RANGE,MIX,2025,0.058383945320020336,0.9783008208872086,0.059715021660274537,-0.0035642177094524774,16.38057775348102,1.0581784346291705,0.0014033238400957084,1.0255839319235966,0.0,-0.0013548373616013576
frictionless,original,VOL_COMPRESSION,BTC,full,0.003714781991005056,0.7091173995229673,0.005244641824710175,-0.012532211480258182,0.29641871244009094,1.0224915241219226,0.0022820629849383844,1.667043092785928,0.0,-0.0018801091559689231
frictionless,original,VOL_COMPRESSION,BTC,2020_2022,0.001411877346203072,0.3382816036822616,0.004193748008396417,-0.012532211480258182,0.11265987239580043,1.004242584838357,0.0018248175182481751,1.3330213941922795,0.0,-0.0018801091559689231
frictionless,original,VOL_COMPRESSION,BTC,2023_end,0.006025092898289897,0.9842346475295315,0.006118019294187682,-0.012136512824459933,0.49644349949904243,1.0181718436950202,0.0027397260273972603,2.0013698340266934,0.0,-0.0006633193696169437
frictionless,original,VOL_COMPRESSION,BTC,2020,-0.0008275722581359002,-1.0091454928570214,0.0008195173109889601,-0.012532211480258182,-0.0660356122652066,0.9991707291196412,0.00273224043715847,1.9959005580681426,0.0,-0.0008206171950698726
frictionless,original,VOL_COMPRESSION,BTC,2021,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,VOL_COMPRESSION,BTC,2022,0.005079550723959381,0.7045383234131882,0.007223408556625702,-0.004739399740737227,1.0717708996560062,1.0050760651517328,0.0027397260273972603,2.001347517210406,0.0,-0.0018801091559689231
frictionless,original,VOL_COMPRESSION,BTC,2023,0.004284416475845321,0.910352564757419,0.004705175083307692,-0.003375235560098333,1.269368137292468,1.004281477683767,0.0027397260273972603,2.0013698630136987,0.0,-0.00040337616197416715
frictionless,original,VOL_COMPRESSION,BTC,2024,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,VOL_COMPRESSION,BTC,2025,0.013878973427252861,1.454000609504769,0.00950425481014886,-0.012136512824459933,1.1435717679365998,1.0138311482586428,0.005494505494505495,4.0137361765363435,0.0,-0.0006633193696169437
frictionless,original,VOL_COMPRESSION,ETH,full,0.0021078177890285765,0.2353449943352614,0.009115564839553784,-0.011792479083632457,0.1787425505765071,1.0127108187137386,0.0013692377909630307,1.0002271867664683,0.0,-0.008799235406243833
frictionless,original,VOL_COMPRESSION,ETH,2020_2022,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,VOL_COMPRESSION,ETH,2023_end,0.004222009512506064,0.33285326883237304,0.01289626599290739,-0.011792479083632457,0.35802560959095225,1.0127108187137386,0.0027397260273972603,2.001367823018568,0.0,-0.008799235406243833
frictionless,original,VOL_COMPRESSION,ETH,2020,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,VOL_COMPRESSION,ETH,2021,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,VOL_COMPRESSION,ETH,2022,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,VOL_COMPRESSION,ETH,2023,0.01271957988934691,0.5761666243990315,0.02235064012575357,-0.011792479083632457,1.0786179732980181,1.0127108187137386,0.00821917808219178,6.004103469055703,0.0,-0.008799235406243833
frictionless,original,VOL_COMPRESSION,ETH,2024,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,VOL_COMPRESSION,ETH,2025,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,VOL_COMPRESSION,MIX,full,0.0029129087176416046,0.5362614072407037,0.005447840600225211,-0.006270962479696829,0.4645074383832751,1.0176011714178306,0.0018274721880932887,1.3351518629610213,0.0,-0.004433286928386959
frictionless,original,VOL_COMPRESSION,MIX,2020_2022,0.0007064368411382471,0.3376552352062062,0.002096504862512892,-0.006270962479696829,0.11265205993903506,1.0021212924191785,0.0009120598278501093,0.6667271222515193,0.0,-0.0009429290158490256
frictionless,original,VOL_COMPRESSION,MIX,2023_end,0.005126267388015471,0.6927695029915656,0.007415249941893449,-0.006104649466213585,0.8397316531255385,1.0154471111588526,0.0027437205413595213,2.0041870372236827,0.0,-0.004433286928386959
frictionless,original,VOL_COMPRESSION,MIX,2020,-0.0004137859532056254,-1.0091455381361876,0.00040975688121586536,-0.006270962479696829,-0.06598444091243072,0.9995853645598206,0.0013632459575778268,0.9977435708677647,0.0,-0.0004103068207285121
frictionless,original,VOL_COMPRESSION,MIX,2021,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,VOL_COMPRESSION,MIX,2022,0.0025387196423194425,0.7034666020845333,0.003611065795441716,-0.0023687169012459597,1.071769970055966,1.0025369797810861,0.0013716973995896854,1.0015309015070226,0.0,-0.0009429290158490256
frictionless,original,VOL_COMPRESSION,MIX,2023,0.0084930643606409,0.7135766849304966,0.011943087218570722,-0.005926831351984574,1.4329856640508312,1.0084872265755118,0.005485330592250735,4.005837997120068,0.0,-0.004433286928386959
frictionless,original,VOL_COMPRESSION,MIX,2024,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
frictionless,original,VOL_COMPRESSION,MIX,2025,0.0069250930196242955,1.4539720345021547,0.004750981287153432,-0.006104649466213585,1.1343965051476725,1.0069013115882235,0.00275337452367351,2.012236090140405,0.0,-0.00033297899933670827
frictionless,original,VOL_EXPANSION,BTC,full,0.013966958041323085,0.27898003390396336,0.055180067537312846,-0.12241818256785031,0.11409218588571919,1.0867623183392279,0.004107713372889092,3.0006955846258623,0.0,-0.06933737692447106
frictionless,original,VOL_EXPANSION,BTC,2020_2022,0.0073508743799892695,0.1367030930098641,0.07349401228995171,-0.12241818256785031,0.06004724319375551,1.0222202507835594,0.006386861313868613,4.6656213566841105,0.0,-0.06933737692447106
frictionless,original,VOL_EXPANSION,BTC,2023_end,0.02063259656242944,0.7904961047705185,0.02624465656568644,-0.03332200387290907,0.6191883489697277,1.0631391008994346,0.0018264840182648401,1.3342493324104825,0.0,-0.007178569948759095
frictionless,original,VOL_EXPANSION,BTC,2020,-0.01067504212387893,-0.11488268799500902,0.0710885534537645,-0.060473519741505055,-0.17652424018826016,0.9893031555290418,0.00546448087431694,3.9918052612470105,0.0,-0.05663953824810264
frictionless,original,VOL_EXPANSION,BTC,2021,0.06257569621415549,1.3916484828549802,0.04427466659311738,-0.015450644774128608,4.050037854661936,1.0625315534290813,0.005479452054794521,4.002769923014568,0.0,-0.0044813264838412525
