policy,family,profile,band,role,scenario,period,first_date,last_date,executed_rebalances,skipped_rebalances,cagr,cash_excess_sharpe,max_drawdown,annual_volatility,calmar,certainty_equivalent_gamma3,terminal_nav,mean_risky_exposure,annual_one_way_turnover,annual_arithmetic_execution_drag,worst_day,longest_underwater_days
fixed_blend_vol20_exact,fixed_blend,0.20000000000000001,0,candidate,base,2020_2024_carry,2020-01-01,2024-12-31,1827,0,0.28560754500951901,1.3083935125996651,-0.28476071732063635,0.20849034372882899,1.0029738220104607,0.20758507803222626,3.5112955182825072,0.31759553007097518,5.4494048343169394,0.016348164972528705,-0.10931537257710067,756
state_rule_vol20_exact,state_rule,0.20000000000000001,0,candidate,base,full,2018-01-03,2024-12-31,2555,0,0.1779960219521457,0.93161509106899465,-0.26954641668921708,0.19643514252157718,0.66035387944842316,0.12512179536318155,3.143917338150314,0.27172886751847225,6.2941167146005297,0.018882317446944265,-0.11182416205487145,753
state_rule_vol20_exact,state_rule,0.20000000000000001,0,candidate,base,2018_2019,2018-01-03,2019-12-31,728,0,-0.060265779290938126,-0.25558391099448463,-0.26954641668921708,0.17967665431289773,-0.22358219423270484,-0.094348012181309268,0.88362656286254126,0.21051938822889255,6.3241118215584233,0.018972333533954926,-0.053551389124614879,527
state_rule_vol20_exact,state_rule,0.20000000000000001,0,candidate,base,2020_2021,2020-01-01,2021-12-31,731,0,0.54474812142400642,2.019076853389651,-0.19316909068073163,0.22805007673019867,2.8200584239657775,0.3824403750947038,2.3848266675586589,0.26939403670692019,5.0536240572696043,0.015160849535948909,-0.11182416205487145,162
state_rule_vol20_exact,state_rule,0.20000000000000001,0,candidate,base,2022_2024,2022-01-01,2024-12-31,1096,0,0.14275951691041899,0.8176953640260336,-0.16507507819127998,0.1834559078353821,0.86481568553308252,0.09952694016062294,1.491920002116041,0.31394352285246735,7.1126933634794236,0.021338020200061852,-0.047020634021012864,546
state_rule_vol20_exact,state_rule,0.20000000000000001,0,candidate,base,2020_2024_carry,2020-01-01,2024-12-31,1827,0,0.28900785642007309,1.3536641325934538,-0.23274934505466327,0.20257673722131042,1.2417128664838863,0.21266486157944944,3.5579706069105157,0.29611885160320905,6.2856214648503714,0.018856819430619075,-0.11182416205487145,753
trend_vol20_band2,trend,0.20000000000000001,0.02,control,base,full,2018-01-03,2024-12-31,1054,1501,0.17298409686751426,0.92232648391612715,-0.26271085474833211,0.19306258194125764,0.65845812512477653,0.1221569915589121,3.0515687711330997,0.26750286338388357,6.8756885187762542,0.020627007173969456,-0.10339869769422183,756
trend_vol20_band2,trend,0.20000000000000001,0.02,control,base,2018_2019,2018-01-03,2019-12-31,272,456,-0.049999482824811481,-0.20190352315665189,-0.26271085474833211,0.17654655121271015,-0.1903213434888682,-0.082398397808655599,0.90294468140002837,0.20747608472437304,5.9464242869108164,0.017839270064009458,-0.051290974082872642,525
trend_vol20_band2,trend,0.20000000000000001,0.02,control,base,2020_2021,2020-01-01,2021-12-31,371,360,0.53442817301621415,2.021770908075565,-0.18219407930949993,0.22394644866863289,2.933290560492698,0.37754039707814097,2.3530902298984322,0.2637341356637054,5.7779980449266191,0.017333885288552082,-0.10339869769422183,162
trend_vol20_band2,trend,0.20000000000000001,0.02,control,base,2022_2024,2022-01-01,2024-12-31,411,685,0.12834967480955406,0.75788920168568752,-0.1672520060655458,0.18050591685571341,0.76740290193741545,0.087929906195437169,1.4362281576588343,0.3098882966207212,8.2370040617113798,0.024710950433917897,-0.047749788298876994,675
trend_vol20_band2,trend,0.20000000000000001,0.02,control,base,2020_2024_carry,2020-01-01,2024-12-31,782,1045,0.2758125941177183,1.321845808539434,-0.23417564639972799,0.19913369908752795,1.1778022111100221,0.20374270030937858,3.3795744456920205,0.29142157978460809,7.249429364934497,0.02174820754971693,-0.10339869769422183,756
allocation_vol20_band2,allocation,0.20000000000000001,0.02,control,base,full,2018-01-03,2024-12-31,1074,1481,0.16895859882217668,0.83045667682212876,-0.37487407579661702,0.21596732630411625,0.45070761018386057,0.10938867905825377,2.9790887674389648,0.31264603289503085,2.2376371173307388,0.0067128960848266061,-0.10840385880297498,925
allocation_vol20_band2,allocation,0.20000000000000001,0.02,control,base,2018_2019,2018-01-03,2019-12-31,305,423,-0.083650659545374872,-0.31764781763894578,-0.37487407579661702,0.20694580754108438,-0.2231433565194261,-0.12997573502320206,0.84039931963996239,0.25278482009268294,2.3042661305166461,0.0069128093441777417,-0.059923078769309024,717
allocation_vol20_band2,allocation,0.20000000000000001,0.02,control,base,2020_2021,2020-01-01,2021-12-31,311,420,0.56219552045873922,2.0885949260871661,-0.18837609780784159,0.22554808005426183,2.9844312893253728,0.39477067096578772,2.4389649939399152,0.26844074182179267,2.0284188300680048,0.0060852167380457253,-0.10840385880297498,162
allocation_vol20_band2,allocation,0.20000000000000001,0.02,control,base,2022_2024,2022-01-01,2024-12-31,458,638,0.132837988352414,0.68677926769547748,-0.2863128778751759,0.2148774049382996,0.46396092742404521,0.078314898078303039,1.4534235233140602,0.38189149885729951,2.3369661870570431,0.0070108821814215119,-0.057518576248082876,675
allocation_vol20_band2,allocation,0.20000000000000001,0.02,control,base,2020_2024_carry,2020-01-01,2024-12-31,769,1058,0.28805556881812211,1.2631303957577171,-0.34377538966583088,0.21930503221932854,0.83791794723330371,0.20486880640377825,3.5448490947318074,0.33649877669366757,2.2123350059020295,0.0066369793030832056,-0.10840385880297498,756
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,candidate,base,full,2018-01-03,2024-12-31,1054,1501,0.17314200460377815,0.89571781922549665,-0.3133961847413862,0.20061359668069928,0.55247004601110428,0.11932445056606986,3.0544424636187681,0.29094060503798846,4.2853098652384274,0.012855897907505161,-0.10590221849123316,761
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,candidate,base,2018_2019,2018-01-03,2019-12-31,271,457,-0.067283337832161116,-0.28116698445421462,-0.3133961847413862,0.18587413203701783,-0.21469099213088114,-0.10408545863366495,0.87054122604644602,0.23078747832833782,3.8410284436780349,0.011523094238379376,-0.052618638181819,717
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,candidate,base,2020_2021,2020-01-01,2021-12-31,357,374,0.55292678254125738,2.0676287702095402,-0.18525118807960095,0.22487819999819342,2.9847408174444161,0.3891093288575585,2.4101290016714301,0.26637688137480597,3.6762918855661515,0.011028806301776878,-0.10590221849123316,162
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,candidate,base,2022_2024,2022-01-01,2024-12-31,426,670,0.13345602949905766,0.74633044408524696,-0.22089162145179531,0.19227090700380409,0.60416972188409368,0.088045478888724105,1.4558020188335323,0.34727961803288998,4.9941193066682406,0.014982324332574664,-0.047391515073428758,675
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,candidate,base,2020_2024_carry,2020-01-01,2024-12-31,783,1044,0.28541525124608769,1.3206934673928368,-0.28334449350668534,0.20604298476754349,1.0073082688630175,0.20843905662673923,3.5086706662825207,0.31490966702191053,4.4645420138362626,0.013393578173311268,-0.10590221849123316,756
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,candidate,base,full,2018-01-03,2024-12-31,963,1592,0.18112738912775406,0.95583167378489109,-0.26018261018736821,0.19365789339134379,0.69615486214592426,0.12884927887274453,3.2028223808950482,0.26848189296993791,5.4674216428404163,0.016402238159011592,-0.10840385880297487,754
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,candidate,base,2018_2019,2018-01-03,2019-12-31,265,463,-0.049254508506272776,-0.19700115103889576,-0.26018261018736821,0.17676285057491192,-0.18930745783049288,-0.081690143039226948,0.90435459145782571,0.20757568709764881,5.7107366868608755,0.017132217116585146,-0.052189560272348889,524
