policy,comparator,scenario,period,cagr_difference,sharpe_difference,drawdown_difference,volatility_difference
state_rule_vol40_exact,trend_vol40_exact,base,full,0.017257292394702306,0.02334548137555581,-0.001599427873633763,0.009463193569499817
state_rule_vol40_exact,allocation_vol40_exact,base,full,0.005704414645107736,0.099045579448225229,0.2352424706447529,-0.075650868972644891
state_rule_vol40_exact,fixed_blend_vol40_exact,base,full,0.003997887711314041,0.039409729831027973,0.10924613685293716,-0.022072774570762621
state_rule_vol40_exact,trend_vol40_exact,base,2018_2019,-0.0011563069344929788,-0.0037560061559771818,0.0031203885721099445,0.00031449079157314097
state_rule_vol40_exact,allocation_vol40_exact,base,2018_2019,0.11377492048830695,0.14948886436295925,0.26586671091250269,-0.12643336514399051
state_rule_vol40_exact,fixed_blend_vol40_exact,base,2018_2019,0.051932663008108504,0.097866202544243469,0.13987037712068695,-0.048670152387708776
state_rule_vol40_exact,trend_vol40_exact,base,2020_2021,0.031636321716163263,0.024845875891503333,-0.010871071218673145,0.0028685132678396008
state_rule_vol40_exact,allocation_vol40_exact,base,2020_2021,-0.21667146025229522,-0.18111889781004797,0,-0.0094330954269830625
state_rule_vol40_exact,fixed_blend_vol40_exact,base,2020_2021,-0.092300175735624546,-0.086866468868097346,-0.0054770539263671036,-0.0020794399173744704
state_rule_vol40_exact,trend_vol40_exact,base,2022_2024,0.02602167357242835,0.044299494966744568,-0.023942424998364853,0.02180929856024072
state_rule_vol40_exact,allocation_vol40_exact,base,2022_2024,-0.017692932427980868,0.040305647827707181,0.19883703845641021,-0.098092720526460009
state_rule_vol40_exact,fixed_blend_vol40_exact,base,2022_2024,-0.0046871357749982412,0.013217041157271181,0.073318587092342513,-0.023661665238329743
state_rule_vol40_exact,trend_vol40_exact,base,2020_2024_carry,0.028608562040147278,0.02250596698292795,0.0088307220241917728,0.012380405116639182
state_rule_vol40_exact,allocation_vol40_exact,base,2020_2024_carry,-0.073284119376242129,0.004248914245655655,0.21097370183851638,-0.058143257854992636
state_rule_vol40_exact,fixed_blend_vol40_exact,base,2020_2024_carry,-0.029339389679242878,-0.019201562021643692,0.10574942884765803,-0.013393830504566717
fixed_blend_vol40_band2,trend_vol40_band2,base,full,0.015581370800157313,-0.012697416701400788,-0.1182417944002796,0.031640291710503088
fixed_blend_vol40_band2,allocation_vol40_band2,base,full,0.0022439678045302891,0.061960082123153515,0.12341591082162717,-0.052635320943809627
fixed_blend_vol40_band2,state_rule_vol40_band2,base,full,-0.0023965729448651718,-0.037687474335036053,-0.1170944047127499,0.02241527487798689
fixed_blend_vol40_band2,trend_vol40_band2,base,2018_2019,-0.052382011130727824,-0.10223197752444907,-0.13956108760983077,0.049017554695235444
fixed_blend_vol40_band2,allocation_vol40_band2,base,2018_2019,0.06319550019839093,0.061944909818107297,0.12341591082162717,-0.076182005535957831
fixed_blend_vol40_band2,state_rule_vol40_band2,base,2018_2019,-0.052513377210672951,-0.10332092386220745,-0.14346810981365321,0.04866951451499929
fixed_blend_vol40_band2,trend_vol40_band2,base,2020_2021,0.12616066679082349,0.11463864521988132,-0.0054087044826869324,0.0050115903805652562
fixed_blend_vol40_band2,allocation_vol40_band2,base,2020_2021,-0.12553035631658149,-0.096955651481238636,0.0055736131876011896,-0.0070419914156565899
fixed_blend_vol40_band2,state_rule_vol40_band2,base,2020_2021,0.092897131337534855,0.08709840285108883,0.0055736131876008566,0.0024062834831568569
fixed_blend_vol40_band2,trend_vol40_band2,base,2022_2024,0.033715128321152754,0.037713743938544875,-0.090438824956734387,0.045545218085777106
fixed_blend_vol40_band2,allocation_vol40_band2,base,2022_2024,-0.01222211830782638,0.029925447297814434,0.1280000781688081,-0.07326502975389354
fixed_blend_vol40_band2,state_rule_vol40_band2,base,2022_2024,0.0079810154605683969,-0.0062243295752517636,-0.067436718683918095,0.024178270892644793
fixed_blend_vol40_band2,trend_vol40_band2,base,2020_2024_carry,0.060885937528874612,0.046071243775257065,-0.092515728839484113,0.025901687508015636
fixed_blend_vol40_band2,allocation_vol40_band2,base,2020_2024_carry,-0.043695393970588192,0.023901566352422909,0.10829318816117794,-0.044043098619849841
fixed_blend_vol40_band2,state_rule_vol40_band2,base,2020_2024_carry,0.032038772457715803,0.022499219326428843,-0.098704819762295615,0.01384402525477324
state_rule_vol40_band2,trend_vol40_band2,base,full,0.017977943745022484,0.024990057633635265,-0.0011473896875296985,0.0092250168325161974
state_rule_vol40_band2,allocation_vol40_band2,base,full,0.0046405407493954609,0.099647556458189568,0.24051031553437707,-0.075050595821796517
state_rule_vol40_band2,fixed_blend_vol40_band2,base,full,0.0023965729448651718,0.037687474335036053,0.1170944047127499,-0.02241527487798689
state_rule_vol40_band2,trend_vol40_band2,base,2018_2019,0.00013136607994512772,0.0010889463377583841,0.0039070222038224411,0.00034804018023615324
state_rule_vol40_band2,allocation_vol40_band2,base,2018_2019,0.11570887740906388,0.16526583368031475,0.26688402063528038,-0.12485152005095712
state_rule_vol40_band2,fixed_blend_vol40_band2,base,2018_2019,0.052513377210672951,0.10332092386220745,0.14346810981365321,-0.04866951451499929
state_rule_vol40_band2,trend_vol40_band2,base,2020_2021,0.03326353545328864,0.027540242368792489,-0.010982317670287789,0.0026053068974083993
state_rule_vol40_band2,allocation_vol40_band2,base,2020_2021,-0.21842748765411635,-0.18405405433232747,3.3306690738754696e-16,-0.0094482748988134468
state_rule_vol40_band2,fixed_blend_vol40_band2,base,2020_2021,-0.092897131337534855,-0.08709840285108883,-0.0055736131876008566,-0.0024062834831568569
state_rule_vol40_band2,trend_vol40_band2,base,2022_2024,0.025734112860584357,0.043938073513796638,-0.023002106272816292,0.021366947193132313
state_rule_vol40_band2,allocation_vol40_band2,base,2022_2024,-0.020203133768394776,0.036149776873066197,0.19543679685272619,-0.097443300646538333
state_rule_vol40_band2,fixed_blend_vol40_band2,base,2022_2024,-0.0079810154605683969,0.0062243295752517636,0.067436718683918095,-0.024178270892644793
state_rule_vol40_band2,trend_vol40_band2,base,2020_2024_carry,0.028847165071158809,0.023572024448828222,0.0061890909228115021,0.012057662253242396
state_rule_vol40_band2,allocation_vol40_band2,base,2020_2024_carry,-0.075734166428303995,0.0014023470259940662,0.20699800792347356,-0.057887123874623081
state_rule_vol40_band2,fixed_blend_vol40_band2,base,2020_2024_carry,-0.032038772457715803,-0.022499219326428843,0.098704819762295615,-0.01384402525477324
fixed_blend_vol20_exact,trend_vol20_exact,cost_stress,full,0.012537386571478848,0.034571861069661036,-0.041635530417978961,0.0076218231697505467
fixed_blend_vol20_exact,allocation_vol20_exact,cost_stress,full,-0.0076004677373626706,0.010405172025935827,0.05891563842508607,-0.016332402770934507
fixed_blend_vol20_exact,state_rule_vol20_exact,cost_stress,full,-0.0020878144733298409,-0.028540752296383864,-0.044796280117193055,0.0067732208802855076
fixed_blend_vol20_exact,trend_vol20_exact,cost_stress,2018_2019,-0.0079209446226328195,-0.015009548412841522,-0.041635530417978961,0.0097110092464311459
fixed_blend_vol20_exact,allocation_vol20_exact,cost_stress,2018_2019,0.011362628760516524,-0.0056420873298219099,0.05891563842508607,-0.021751377352570794
fixed_blend_vol20_exact,state_rule_vol20_exact,cost_stress,2018_2019,-0.0084029488816422804,-0.018407802926708738,-0.044796280117193055,0.0095731002054800229
fixed_blend_vol20_exact,trend_vol20_exact,cost_stress,2020_2021,0.030653140671616841,0.082246656370666527,-0.0026294214061570731,0.00094523105509256022
fixed_blend_vol20_exact,allocation_vol20_exact,cost_stress,2020_2021,-0.02661904515715241,-0.06497889872612217,0.002822054201673363,-0.0013919214091031307
fixed_blend_vol20_exact,state_rule_vol20_exact,cost_stress,2020_2021,0.013193201382304398,0.036748870274559975,0.002822054201673585,0.0001689086213478852
fixed_blend_vol20_exact,trend_vol20_exact,cost_stress,2022_2024,0.019620789494604995,0.071969359418815548,-0.030679918903096848,0.011705066135255071
fixed_blend_vol20_exact,allocation_vol20_exact,cost_stress,2022_2024,-0.013640561023941178,-0.013239464704981829,0.060920627251996651,-0.023985263445327948
fixed_blend_vol20_exact,state_rule_vol20_exact,cost_stress,2022_2024,-0.0043295211343381546,-0.044360143426654175,-0.048974248523340869,0.010336461813579723
fixed_blend_vol20_exact,trend_vol20_exact,cost_stress,2020_2024_carry,0.023482155180272413,0.060116681142551531,-0.027265099115763358,0.0068618378570400318
fixed_blend_vol20_exact,allocation_vol20_exact,cost_stress,2020_2024_carry,-0.01806829501158691,-0.001496729696110588,0.055254507047501122,-0.014332551578080194
fixed_blend_vol20_exact,state_rule_vol20_exact,cost_stress,2020_2024_carry,0.0014133609775910383,-0.022574275067190008,-0.045503333250315969,0.0057802475095167782
state_rule_vol20_exact,trend_vol20_exact,cost_stress,full,0.014625201044808689,0.063112613366044901,0.0031607496992140938,0.00084860228946503913
state_rule_vol20_exact,allocation_vol20_exact,cost_stress,full,-0.0055126532640328296,0.038945924322319692,0.10371191854227912,-0.023105623651220014
state_rule_vol20_exact,fixed_blend_vol20_exact,cost_stress,full,0.0020878144733298409,0.028540752296383864,0.044796280117193055,-0.0067732208802855076
state_rule_vol20_exact,trend_vol20_exact,cost_stress,2018_2019,0.00048200425900946087,0.003398254513867216,0.0031607496992140938,0.000137909040951123
state_rule_vol20_exact,allocation_vol20_exact,cost_stress,2018_2019,0.019765577642158805,0.012765715596886829,0.10371191854227912,-0.031324477558050817
state_rule_vol20_exact,fixed_blend_vol20_exact,cost_stress,2018_2019,0.0084029488816422804,0.018407802926708738,0.044796280117193055,-0.0095731002054800229
state_rule_vol20_exact,trend_vol20_exact,cost_stress,2020_2021,0.017459939289312443,0.045497786096106552,-0.0054514756078306581,0.00077632243374467502
state_rule_vol20_exact,allocation_vol20_exact,cost_stress,2020_2021,-0.039812246539456808,-0.10172776900068214,-2.2204460492503131e-16,-0.0015608300304510159
state_rule_vol20_exact,fixed_blend_vol20_exact,cost_stress,2020_2021,-0.013193201382304398,-0.036748870274559975,-0.002822054201673585,-0.0001689086213478852
state_rule_vol20_exact,trend_vol20_exact,cost_stress,2022_2024,0.02395031062894315,0.11632950284546972,0.018294329620244021,0.0013686043216753485
state_rule_vol20_exact,allocation_vol20_exact,cost_stress,2022_2024,-0.0093110398896030233,0.031120678721672346,0.10989487577533752,-0.03432172525890767
state_rule_vol20_exact,fixed_blend_vol20_exact,cost_stress,2022_2024,0.0043295211343381546,0.044360143426654175,0.048974248523340869,-0.010336461813579723
state_rule_vol20_exact,trend_vol20_exact,cost_stress,2020_2024_carry,0.022068794202681374,0.08269095620974154,0.018238234134552611,0.0010815903475232536
state_rule_vol20_exact,allocation_vol20_exact,cost_stress,2020_2024_carry,-0.019481655989177948,0.02107754537107942,0.10075784029781709,-0.020112799087596972
state_rule_vol20_exact,fixed_blend_vol20_exact,cost_stress,2020_2024_carry,-0.0014133609775910383,0.022574275067190008,0.045503333250315969,-0.0057802475095167782
fixed_blend_vol20_band2,trend_vol20_band2,cost_stress,full,0.013497350678597142,0.037717889775411573,-0.041276454109849259,0.0074837633641267054
fixed_blend_vol20_band2,allocation_vol20_band2,cost_stress,full,-0.0065132452483109837,0.015834986131785578,0.056525789234971868,-0.015371829238857798
fixed_blend_vol20_band2,state_rule_vol20_band2,cost_stress,full,-0.0016803223900401232,-0.028801958661061611,-0.045219312521299737,0.0068384732668547443
fixed_blend_vol20_band2,trend_vol20_band2,cost_stress,2018_2019,-0.0081775716597441983,-0.020751002467561064,-0.041276454109849259,0.0093379903938055064
fixed_blend_vol20_band2,allocation_vol20_band2,cost_stress,2018_2019,0.0098364743032920421,-0.0063447836663002577,0.056525789234971868,-0.021082309044480774
fixed_blend_vol20_band2,state_rule_vol20_band2,cost_stress,2018_2019,-0.0098854527398827274,-0.031857288039339848,-0.045219312521299737,0.0091120363901976698
fixed_blend_vol20_band2,trend_vol20_band2,cost_stress,2020_2021,0.032404059752352277,0.08878013326055445,-0.0026053823237779383,0.00087628346299262194
fixed_blend_vol20_band2,allocation_vol20_band2,cost_stress,2020_2021,-0.020555411320064998,-0.053959970457773565,0.0027101183948916585,-0.0006798420380327852
fixed_blend_vol20_band2,state_rule_vol20_band2,cost_stress,2020_2021,0.012399433014145034,0.032519807942773094,0.0027101183948921026,0.0004683284890966144
fixed_blend_vol20_band2,trend_vol20_band2,cost_stress,2022_2024,0.020989149129747586,0.077103996274440534,-0.027866251809421039,0.011640312589404012
fixed_blend_vol20_band2,allocation_vol20_band2,cost_stress,2022_2024,-0.012723363136102561,-0.0082613277646469419,0.060166780958287647,-0.022636425521795067
fixed_blend_vol20_band2,state_rule_vol20_band2,cost_stress,2022_2024,-0.0019037241486363765,-0.035115548870562452,-0.044717600926247103,0.010536065728125238
fixed_blend_vol20_band2,trend_vol20_band2,cost_stress,2020_2024_carry,0.024994007737870749,0.065628678849257938,-0.024741190994788997,0.0068111697969319707
fixed_blend_vol20_band2,allocation_vol20_band2,cost_stress,2020_2024_carry,-0.015450736515994379,0.0055493131656523254,0.054940248492815202,-0.013279296672480817
fixed_blend_vol20_band2,state_rule_vol20_band2,cost_stress,2020_2024_carry,0.0028055302845668706,-0.019688485806404366,-0.041393797008491551,0.0060350745841942499
state_rule_vol20_band2,trend_vol20_band2,cost_stress,full,0.015177673068637265,0.066519848436473183,0.0039428584114504783,0.00064529009727196107
state_rule_vol20_band2,allocation_vol20_band2,cost_stress,full,-0.0048329228582708605,0.044636944792847189,0.10174510175627161,-0.022210302505712542
state_rule_vol20_band2,fixed_blend_vol20_band2,cost_stress,full,0.0016803223900401232,0.028801958661061611,0.045219312521299737,-0.0068384732668547443
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2018_2019,0.0017078810801385291,0.011106285571778785,0.0039428584114504783,0.00022595400360783668
state_rule_vol20_band2,allocation_vol20_band2,cost_stress,2018_2019,0.01972192704317477,0.025512504373039591,0.10174510175627161,-0.030194345434678443
state_rule_vol20_band2,fixed_blend_vol20_band2,cost_stress,2018_2019,0.0098854527398827274,0.031857288039339848,0.045219312521299737,-0.0091120363901976698
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2020_2021,0.020004626738207243,0.056260325317781357,-0.0053155007186700409,0.00040795497389600754
state_rule_vol20_band2,allocation_vol20_band2,cost_stress,2020_2021,-0.032954844334210032,-0.086479778400546659,-4.4408920985006262e-16,-0.0011481705271293996
state_rule_vol20_band2,fixed_blend_vol20_band2,cost_stress,2020_2021,-0.012399433014145034,-0.032519807942773094,-0.0027101183948921026,-0.0004683284890966144
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2022_2024,0.022892873278383963,0.11221954514500299,0.016851349116826064,0.0011042468612787737
state_rule_vol20_band2,allocation_vol20_band2,cost_stress,2022_2024,-0.010819638987466185,0.02685422110591551,0.10488438188453475,-0.033172491249920305
state_rule_vol20_band2,fixed_blend_vol20_band2,cost_stress,2022_2024,0.0019037241486363765,0.035115548870562452,0.044717600926247103,-0.010536065728125238
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2020_2024_carry,0.022188477453303879,0.085317164655662303,0.016652606013702553,0.00077609521273772075
state_rule_vol20_band2,allocation_vol20_band2,cost_stress,2020_2024_carry,-0.018256266800561249,0.025237798972056691,0.096334045501306753,-0.019314371256675067
state_rule_vol20_band2,fixed_blend_vol20_band2,cost_stress,2020_2024_carry,-0.0028055302845668706,0.019688485806404366,0.041393797008491551,-0.0060350745841942499
fixed_blend_vol40_exact,trend_vol40_exact,cost_stress,full,0.030593187372212949,0.033461740908521609,-0.07377609129670426,0.031492650446719894
fixed_blend_vol40_exact,allocation_vol40_exact,cost_stress,full,-0.014419873911785119,0.019125443960136157,0.11960641595111776,-0.053549878740524026
fixed_blend_vol40_exact,state_rule_vol40_exact,cost_stress,full,0.0020784219415290739,-0.020576677476482619,-0.091435456712094965,0.022010294980586431
fixed_blend_vol40_exact,trend_vol40_exact,cost_stress,2018_2019,-0.045147894553891676,-0.062729271532506237,-0.12617668089351242,0.049016948165164276
fixed_blend_vol40_exact,allocation_vol40_exact,cost_stress,2018_2019,0.055006087835937412,0.020501630680006433,0.11960641595111776,-0.077760628235603313
fixed_blend_vol40_exact,state_rule_vol40_exact,cost_stress,2018_2019,-0.046111337142599074,-0.06712293600302166,-0.1317292443172382,0.048725863546390191
fixed_blend_vol40_exact,trend_vol40_exact,cost_stress,2020_2021,0.15055516034602179,0.14704628586055746,-0.0046768404129031715,0.0049198243135238906
fixed_blend_vol40_exact,allocation_vol40_exact,cost_stress,2020_2021,-0.1488264924672662,-0.12303846139966068,0.0049161454185711051,-0.007330475897297517
fixed_blend_vol40_exact,state_rule_vol40_exact,cost_stress,2020_2021,0.090767080478978635,0.088926987911774891,0.0049161454185714382,0.0021021351097585406
fixed_blend_vol40_exact,trend_vol40_exact,cost_stress,2022_2024,0.050281371416563747,0.10791446486517114,-0.062186618357162882,0.045345890509035258
fixed_blend_vol40_exact,allocation_vol40_exact,cost_stress,2022_2024,-0.032522799736083075,-0.031614071831300605,0.11742014185375171,-0.074367589119939292
fixed_blend_vol40_exact,state_rule_vol40_exact,cost_stress,2022_2024,0.012797493377878055,0.016778609148205392,-0.083519607674084062,0.023462081283416258
fixed_blend_vol40_exact,trend_vol40_exact,cost_stress,2020_2024_carry,0.080252289231372176,0.095205573949060263,-0.050678989031901267,0.02569740107699181
fixed_blend_vol40_exact,allocation_vol40_exact,cost_stress,2020_2024_carry,-0.065711828339196199,-0.020744197547424736,0.097355132531412703,-0.04470173801683569
fixed_blend_vol40_exact,state_rule_vol40_exact,cost_stress,2020_2024_carry,0.035024419838877607,0.034870758266565938,-0.087143978929654753,0.013296253691246873
state_rule_vol40_exact,trend_vol40_exact,cost_stress,full,0.028514765430683875,0.054038418385004228,0.017659365415390704,0.009482355466133463
state_rule_vol40_exact,allocation_vol40_exact,cost_stress,full,-0.016498295853314193,0.039702121436618776,0.21104187266321273,-0.075560173721110457
state_rule_vol40_exact,fixed_blend_vol40_exact,cost_stress,full,-0.0020784219415290739,0.020576677476482619,0.091435456712094965,-0.022010294980586431
state_rule_vol40_exact,trend_vol40_exact,cost_stress,2018_2019,0.00096344258870739719,0.0043936644705154237,0.005552563423725787,0.00029108461877408454
state_rule_vol40_exact,allocation_vol40_exact,cost_stress,2018_2019,0.10111742497853649,0.087624566683028093,0.25133566026835596,-0.1264864917819935
state_rule_vol40_exact,fixed_blend_vol40_exact,cost_stress,2018_2019,0.046111337142599074,0.06712293600302166,0.1317292443172382,-0.048725863546390191
state_rule_vol40_exact,trend_vol40_exact,cost_stress,2020_2021,0.059788079867043153,0.058119297948782567,-0.0095929858314746097,0.00281768920376535
state_rule_vol40_exact,allocation_vol40_exact,cost_stress,2020_2021,-0.23959357294624484,-0.21196544931143557,-3.3306690738754696e-16,-0.0094326110070560576
state_rule_vol40_exact,fixed_blend_vol40_exact,cost_stress,2020_2021,-0.090767080478978635,-0.088926987911774891,-0.0049161454185714382,-0.0021021351097585406
state_rule_vol40_exact,trend_vol40_exact,cost_stress,2022_2024,0.037483878038685692,0.091135855716965752,0.02133298931692118,0.021883809225619
state_rule_vol40_exact,allocation_vol40_exact,cost_stress,2022_2024,-0.04532029311396113,-0.048392680979505998,0.20093974952783578,-0.097829670403355551
state_rule_vol40_exact,fixed_blend_vol40_exact,cost_stress,2022_2024,-0.012797493377878055,-0.016778609148205392,0.083519607674084062,-0.023462081283416258
state_rule_vol40_exact,trend_vol40_exact,cost_stress,2020_2024_carry,0.045227869392494569,0.060334815682494325,0.036464989897753486,0.012401147385744937
state_rule_vol40_exact,allocation_vol40_exact,cost_stress,2020_2024_carry,-0.10073624817807381,-0.055614955813990674,0.18449911146106746,-0.057997991708082564
state_rule_vol40_exact,fixed_blend_vol40_exact,cost_stress,2020_2024_carry,-0.035024419838877607,-0.034870758266565938,0.087143978929654753,-0.013296253691246873
fixed_blend_vol40_band2,trend_vol40_band2,cost_stress,full,0.034287212986860105,0.038960348218921692,-0.074867593172916025,0.031600117176481035
fixed_blend_vol40_band2,allocation_vol40_band2,cost_stress,full,-0.012918645059014855,0.024888501031149923,0.11804829128827132,-0.052610648018642125
fixed_blend_vol40_band2,state_rule_vol40_band2,cost_stress,full,0.0050382279268179619,-0.016352017887697023,-0.10753459339017057,0.022358231060717049
fixed_blend_vol40_band2,trend_vol40_band2,cost_stress,2018_2019,-0.043427688735648062,-0.060757347659649963,-0.12867605124424619,0.049061195932418311
fixed_blend_vol40_band2,allocation_vol40_band2,cost_stress,2018_2019,0.057389249116609919,0.035904189833136591,0.11804829128827132,-0.07620961795820258
fixed_blend_vol40_band2,state_rule_vol40_band2,cost_stress,2018_2019,-0.045563674765419004,-0.069660963628437933,-0.13487550253043745,0.048743891102136006
fixed_blend_vol40_band2,trend_vol40_band2,cost_stress,2020_2021,0.15327947462015268,0.15010649727564296,-0.004685417949265136,0.0049842781085980836
fixed_blend_vol40_band2,allocation_vol40_band2,cost_stress,2020_2021,-0.15029725543485473,-0.12552538636427779,0.0049449853947783895,-0.0070097789463919868
fixed_blend_vol40_band2,state_rule_vol40_band2,cost_stress,2020_2021,0.091855973216897979,0.089278302659873354,0.0049449853947780564,0.0024362098729178716
fixed_blend_vol40_band2,trend_vol40_band2,cost_stress,2022_2024,0.055115203093261789,0.11751368904865139,-0.05803553530669403,0.045426269443495426
fixed_blend_vol40_band2,allocation_vol40_band2,cost_stress,2022_2024,-0.030522353117974577,-0.023350606616337255,0.12134935023019544,-0.073195294610001405
fixed_blend_vol40_band2,state_rule_vol40_band2,cost_stress,2022_2024,0.017824963849530695,0.027727777425547773,-0.0761513766197216,0.023980803184076305
fixed_blend_vol40_band2,trend_vol40_band2,cost_stress,2020_2024_carry,0.084723665099853518,0.10149360079892666,-0.047333955830461627,0.025826548357123391
fixed_blend_vol40_band2,allocation_vol40_band2,cost_stress,2020_2024_carry,-0.064605942048654219,-0.017439597660070305,0.10165035788879917,-0.043989138940657757
fixed_blend_vol40_band2,state_rule_vol40_band2,cost_stress,2020_2024_carry,0.039184377397169179,0.040450273533540804,-0.080000956047716731,0.013749072061921219
state_rule_vol40_band2,trend_vol40_band2,cost_stress,full,0.029248985060042143,0.055312366106618716,0.032667000217254549,0.0092418861157639864
state_rule_vol40_band2,allocation_vol40_band2,cost_stress,full,-0.017956872985832817,0.041240518918846947,0.2255828846784419,-0.074968879079359174
state_rule_vol40_band2,fixed_blend_vol40_band2,cost_stress,full,-0.0050382279268179619,0.016352017887697023,0.10753459339017057,-0.022358231060717049
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2018_2019,0.0021359860297709421,0.0089036159687879701,0.0061994512861912598,0.00031730483028230561
state_rule_vol40_band2,allocation_vol40_band2,cost_stress,2018_2019,0.10295292388202892,0.10556515346157452,0.25292379381870878,-0.12495350906033859
state_rule_vol40_band2,fixed_blend_vol40_band2,cost_stress,2018_2019,0.045563674765419004,0.069660963628437933,0.13487550253043745,-0.048743891102136006
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2020_2021,0.061423501403254699,0.060828194615769604,-0.0096304033440431924,0.002548068235680212
state_rule_vol40_band2,allocation_vol40_band2,cost_stress,2020_2021,-0.24215322865175271,-0.21480368902415115,3.3306690738754696e-16,-0.0094459888193098585
state_rule_vol40_band2,fixed_blend_vol40_band2,cost_stress,2020_2021,-0.091855973216897979,-0.089278302659873354,-0.0049449853947780564,-0.0024362098729178716
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2022_2024,0.037290239243731094,0.08978591162310362,0.01811584131302757,0.021445466259419121
state_rule_vol40_band2,allocation_vol40_band2,cost_stress,2022_2024,-0.048347316967505272,-0.051078384041885028,0.19750072684991704,-0.097176097794077709
state_rule_vol40_band2,fixed_blend_vol40_band2,cost_stress,2022_2024,-0.017824963849530695,-0.027727777425547773,0.0761513766197216,-0.023980803184076305
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2020_2024_carry,0.045539287702684339,0.061043327265385861,0.032667000217255104,0.012077476295202172
state_rule_vol40_band2,allocation_vol40_band2,cost_stress,2020_2024_carry,-0.1037903194458234,-0.057889871193611109,0.1816513139365159,-0.057738211002578976
state_rule_vol40_band2,fixed_blend_vol40_band2,cost_stress,2020_2024_carry,-0.039184377397169179,-0.040450273533540804,0.080000956047716731,-0.013749072061921219
fixed_blend_vol20_exact,trend_vol20_exact,delay_one_day,full,0.0013816430531394808,-0.020633522305922192,-0.053041046567261385,0.0079684312693826531
fixed_blend_vol20_exact,allocation_vol20_exact,delay_one_day,full,0.0021434597964167246,0.057287505207292644,0.066917480217593139,-0.016783554419041169
fixed_blend_vol20_exact,state_rule_vol20_exact,delay_one_day,full,-0.0015735966810670465,-0.030127719394131725,-0.055453849620862083,0.0069639337522990064
fixed_blend_vol20_exact,trend_vol20_exact,delay_one_day,2018_2019,-0.0083749998788318347,-0.019782224240958601,-0.053041046567261385,0.010051570899957146
fixed_blend_vol20_exact,allocation_vol20_exact,delay_one_day,2018_2019,0.011319618998611447,-0.0015602190469744537,0.066917480217593139,-0.02238661821115695
fixed_blend_vol20_exact,state_rule_vol20_exact,delay_one_day,2018_2019,-0.0092636603317628463,-0.025612375738512327,-0.055453849620862083,0.0098964057004712058
fixed_blend_vol20_exact,trend_vol20_exact,delay_one_day,2020_2021,0.021623371073443254,0.052591294650571996,-0.0019967807419707384,0.0012358894661590458
fixed_blend_vol20_exact,allocation_vol20_exact,delay_one_day,2020_2021,-0.019670993791210734,-0.042519893115142038,0.0021533780192356522,-0.0016435387269707058
fixed_blend_vol20_exact,state_rule_vol20_exact,delay_one_day,2020_2021,0.01705043929348049,0.048205039750111256,0.0021533780192350971,5.1285115722998764e-05
fixed_blend_vol20_exact,trend_vol20_exact,delay_one_day,2022_2024,-0.00071010761265388744,-0.041180996779169643,-0.039511581070022839,0.012145899465618171
fixed_blend_vol20_exact,allocation_vol20_exact,delay_one_day,2022_2024,0.0051082506611366263,0.081834153761477402,0.074861496346129042,-0.024522860665922352
fixed_blend_vol20_exact,state_rule_vol20_exact,delay_one_day,2022_2024,-0.0044329026350093947,-0.054308809571662731,-0.042823798755415976,0.010724749621960017
fixed_blend_vol20_exact,trend_vol20_exact,delay_one_day,2020_2024_carry,0.0067525354977253649,-0.012960765995714052,-0.058652795558295501,0.0072308494038165749
fixed_blend_vol20_exact,allocation_vol20_exact,delay_one_day,2020_2024_carry,-0.0030447162652471604,0.060619543313566338,0.068837488737969799,-0.014738205052208853
fixed_blend_vol20_exact,state_rule_vol20_exact,delay_one_day,2020_2024_carry,0.0027098670943508374,-0.021516291074036298,-0.059439365010645284,0.0059270047321214603
state_rule_vol20_exact,trend_vol20_exact,delay_one_day,full,0.0029552397342065273,0.0094941970882095328,0.0024128030536006984,0.0010044975170836468
state_rule_vol20_exact,allocation_vol20_exact,delay_one_day,full,0.0037170564774837711,0.087415224601424368,0.12237132983845522,-0.023747488171340175
state_rule_vol20_exact,fixed_blend_vol20_exact,delay_one_day,full,0.0015735966810670465,0.030127719394131725,0.055453849620862083,-0.0069639337522990064
state_rule_vol20_exact,trend_vol20_exact,delay_one_day,2018_2019,0.00088866045293101159,0.0058301514975537261,0.0024128030536006984,0.00015516519948594043
state_rule_vol20_exact,allocation_vol20_exact,delay_one_day,2018_2019,0.020583279330374293,0.024052156691537874,0.12237132983845522,-0.032283023911628156
state_rule_vol20_exact,fixed_blend_vol20_exact,delay_one_day,2018_2019,0.0092636603317628463,0.025612375738512327,0.055453849620862083,-0.0098964057004712058
state_rule_vol20_exact,trend_vol20_exact,delay_one_day,2020_2021,0.0045729317799627633,0.0043862549004607398,-0.0041501587612058355,0.0011846043504360471
state_rule_vol20_exact,allocation_vol20_exact,delay_one_day,2020_2021,-0.036721433084691224,-0.090724932865253294,5.5511151231257827e-16,-0.0016948238426937046
