policy,comparator,scenario,year,state_return,comparator_return,return_difference
state_rule_vol40_exact,fixed_blend_vol40_exact,cost_stress,2024,0.50498112575792353,0.55883707716854403,-0.053855951410620495
state_rule_vol40_exact,trend_vol40_exact,delay_one_day,2018,-0.3221754311852858,-0.32662731857972538,0.0044518873944395798
state_rule_vol40_exact,trend_vol40_exact,delay_one_day,2019,0.069966618057824448,0.082087548226954521,-0.012120930169130073
state_rule_vol40_exact,trend_vol40_exact,delay_one_day,2020,1.2946746673230134,1.2187382815321057,0.075936385790907668
state_rule_vol40_exact,trend_vol40_exact,delay_one_day,2021,0.83985255542042547,0.81289850607646397,0.026954049343961506
state_rule_vol40_exact,trend_vol40_exact,delay_one_day,2022,-0.22715593396629608,-0.22730821136994406,0.00015227740364798237
state_rule_vol40_exact,trend_vol40_exact,delay_one_day,2023,0.34601942723285073,0.35897052796378404,-0.012951100730933307
state_rule_vol40_exact,trend_vol40_exact,delay_one_day,2024,0.6132239608761616,0.500314187268035,0.1129097736081266
state_rule_vol40_exact,allocation_vol40_exact,delay_one_day,2018,-0.3221754311852858,-0.54527470772966458,0.22309927654437878
state_rule_vol40_exact,allocation_vol40_exact,delay_one_day,2019,0.069966618057824448,0.36221869590240541,-0.29225207784458096
state_rule_vol40_exact,allocation_vol40_exact,delay_one_day,2020,1.2946746673230134,1.8834928603217924,-0.58881819299877902
state_rule_vol40_exact,allocation_vol40_exact,delay_one_day,2021,0.83985255542042547,0.84465503040125745,-0.0048024749808319722
state_rule_vol40_exact,allocation_vol40_exact,delay_one_day,2022,-0.22715593396629608,-0.47478768564150597,0.2476317516752099
state_rule_vol40_exact,allocation_vol40_exact,delay_one_day,2023,0.34601942723285073,1.0122893491714171,-0.66626992193856638
state_rule_vol40_exact,allocation_vol40_exact,delay_one_day,2024,0.6132239608761616,0.66749233682495568,-0.054268375948794079
state_rule_vol40_exact,fixed_blend_vol40_exact,delay_one_day,2018,-0.3221754311852858,-0.44060118868330789,0.11842575749802209
state_rule_vol40_exact,fixed_blend_vol40_exact,delay_one_day,2019,0.069966618057824448,0.21960626559917573,-0.14963964754135128
state_rule_vol40_exact,fixed_blend_vol40_exact,delay_one_day,2020,1.2946746673230134,1.5363171965536027,-0.24164252923058926
state_rule_vol40_exact,fixed_blend_vol40_exact,delay_one_day,2021,0.83985255542042547,0.8296582878408163,0.010194267579609173
state_rule_vol40_exact,fixed_blend_vol40_exact,delay_one_day,2022,-0.22715593396629608,-0.35208435477470168,0.1249284208084056
state_rule_vol40_exact,fixed_blend_vol40_exact,delay_one_day,2023,0.34601942723285073,0.66025558103971371,-0.31423615380686298
state_rule_vol40_exact,fixed_blend_vol40_exact,delay_one_day,2024,0.6132239608761616,0.58466618172693652,0.028557779149225082
state_rule_vol40_band2,trend_vol40_band2,frictionless,2018,-0.26606423144492919,-0.26866220216682513,0.0025979707218959369
state_rule_vol40_band2,trend_vol40_band2,frictionless,2019,0.17608680871327254,0.18349568715637332,-0.0074088784431007859
state_rule_vol40_band2,trend_vol40_band2,frictionless,2020,1.5330515884173663,1.5282168082634118,0.0048347801539545543
state_rule_vol40_band2,trend_vol40_band2,frictionless,2021,0.86018976429907168,0.84114394119513025,0.019045823103941428
state_rule_vol40_band2,trend_vol40_band2,frictionless,2022,-0.22904722062934757,-0.22859793253510896,-0.00044928809423860905
state_rule_vol40_band2,trend_vol40_band2,frictionless,2023,0.49925347055059111,0.42335006943696762,0.075903401113623481
state_rule_vol40_band2,trend_vol40_band2,frictionless,2024,0.59460656520572086,0.60836191866906164,-0.01375535346334078
state_rule_vol40_band2,allocation_vol40_band2,frictionless,2018,-0.26606423144492919,-0.52583677651252625,0.25977254506759706
state_rule_vol40_band2,allocation_vol40_band2,frictionless,2019,0.17608680871327254,0.36684839208019637,-0.19076158336692384
state_rule_vol40_band2,allocation_vol40_band2,frictionless,2020,1.5330515884173663,2.0162175307326509,-0.48316594231528454
state_rule_vol40_band2,allocation_vol40_band2,frictionless,2021,0.86018976429907168,0.86587880603552914,-0.0056890417364574564
state_rule_vol40_band2,allocation_vol40_band2,frictionless,2022,-0.22904722062934757,-0.46593310857488157,0.236885887945534
state_rule_vol40_band2,allocation_vol40_band2,frictionless,2023,0.49925347055059111,1.0375135709930006,-0.53826010044240946
state_rule_vol40_band2,allocation_vol40_band2,frictionless,2024,0.59460656520572086,0.69596647349545337,-0.10135990828973251
state_rule_vol40_band2,fixed_blend_vol40_band2,frictionless,2018,-0.26606423144492919,-0.40969903175243527,0.14363480030750608
state_rule_vol40_band2,fixed_blend_vol40_band2,frictionless,2019,0.17608680871327254,0.28806575583017424,-0.11197894711690171
state_rule_vol40_band2,fixed_blend_vol40_band2,frictionless,2020,1.5330515884173663,1.7633382649583109,-0.23028667654094459
state_rule_vol40_band2,fixed_blend_vol40_band2,frictionless,2021,0.86018976429907168,0.85515689348443535,0.0050328708146363255
state_rule_vol40_band2,fixed_blend_vol40_band2,frictionless,2022,-0.22904722062934757,-0.34436528617986117,0.1153180655505136
state_rule_vol40_band2,fixed_blend_vol40_band2,frictionless,2023,0.49925347055059111,0.70554399375950561,-0.2062905232089145
state_rule_vol40_band2,fixed_blend_vol40_band2,frictionless,2024,0.59460656520572086,0.65233584322481919,-0.057729278019098329
state_rule_vol40_band2,trend_vol40_band2,base,2018,-0.28153286656191889,-0.28596784057957847,0.0044349740176595764
state_rule_vol40_band2,trend_vol40_band2,base,2019,0.15366818415926065,0.16050029400191335,-0.0068321098426527005
state_rule_vol40_band2,trend_vol40_band2,base,2020,1.4647384660942828,1.4268962134368381,0.037842252657444675
state_rule_vol40_band2,trend_vol40_band2,base,2021,0.83324388096115642,0.80408416715110764,0.029159713810048782
state_rule_vol40_band2,trend_vol40_band2,base,2022,-0.24690515162121141,-0.24697139065570128,6.623903448987889e-05
state_rule_vol40_band2,trend_vol40_band2,base,2023,0.44501935796416037,0.35702224644266867,0.0879971115214917
state_rule_vol40_band2,trend_vol40_band2,base,2024,0.56056676382897974,0.55675431135743692,0.0038124524715428265
state_rule_vol40_band2,allocation_vol40_band2,base,2018,-0.28153286656191889,-0.53210987949311939,0.25057701293120049
state_rule_vol40_band2,allocation_vol40_band2,base,2019,0.15366818415926065,0.35141384887675997,-0.19774566471749933
state_rule_vol40_band2,allocation_vol40_band2,base,2020,1.4647384660942828,1.9783027143351366,-0.51356424824085378
state_rule_vol40_band2,allocation_vol40_band2,base,2021,0.83324388096115642,0.84451436060308938,-0.011270479641932951
state_rule_vol40_band2,allocation_vol40_band2,base,2022,-0.24690515162121141,-0.47165839671072529,0.22475324508951389
state_rule_vol40_band2,allocation_vol40_band2,base,2023,0.44501935796416037,1.0211512542413992,-0.57613189627723882
state_rule_vol40_band2,allocation_vol40_band2,base,2024,0.56056676382897974,0.67244678709152872,-0.11188002326254898
state_rule_vol40_band2,fixed_blend_vol40_band2,base,2018,-0.28153286656191889,-0.41995197199486911,0.13841910543295022
state_rule_vol40_band2,fixed_blend_vol40_band2,base,2019,0.15366818415926065,0.26953278496175814,-0.1158646008024975
state_rule_vol40_band2,fixed_blend_vol40_band2,base,2020,1.4647384660942828,1.694374567826733,-0.22963610173245019
state_rule_vol40_band2,fixed_blend_vol40_band2,base,2021,0.83324388096115642,0.82659559643205571,0.006648284529100712
state_rule_vol40_band2,fixed_blend_vol40_band2,base,2022,-0.24690515162121141,-0.35498357642358547,0.10807842480237406
state_rule_vol40_band2,fixed_blend_vol40_band2,base,2023,0.44501935796416037,0.66145238484016988,-0.21643302687600952
state_rule_vol40_band2,fixed_blend_vol40_band2,base,2024,0.56056676382897974,0.61668930950178202,-0.056122545672802282
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2018,-0.30412130325428988,-0.31115671392449495,0.0070354106702050778
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2019,0.1208400433172736,0.12684006467138187,-0.0060000213541082648
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2020,1.3657098011127657,1.2824567927341683,0.083253008378597393
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2021,0.79355597151469626,0.74988845301312335,0.043667518501572911
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2022,-0.27291786686300645,-0.2737127144898569,0.00079484762685044785
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2023,0.36731187270342414,0.26325910080741721,0.10405277189600692
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2024,0.51081938196052779,0.48240245559570272,0.028416926364825068
state_rule_vol40_band2,allocation_vol40_band2,cost_stress,2018,-0.30412130325428988,-0.5413605746872171,0.23723927143292722
state_rule_vol40_band2,allocation_vol40_band2,cost_stress,2019,0.1208400433172736,0.32859966103381666,-0.20775961771654305
state_rule_vol40_band2,allocation_vol40_band2,cost_stress,2020,1.3657098011127657,1.9223021948281005,-0.55659239371533475
state_rule_vol40_band2,allocation_vol40_band2,cost_stress,2021,0.79355597151469626,0.81292624180242901,-0.019370270287732749
state_rule_vol40_band2,allocation_vol40_band2,cost_stress,2022,-0.27291786686300645,-0.48012865113936287,0.20721078427635642
state_rule_vol40_band2,allocation_vol40_band2,cost_stress,2023,0.36731187270342414,0.9968729797410163,-0.62956110703759216
state_rule_vol40_band2,allocation_vol40_band2,cost_stress,2024,0.51081938196052779,0.63775758680380568,-0.12693820484327789
state_rule_vol40_band2,fixed_blend_vol40_band2,cost_stress,2018,-0.30412130325428988,-0.43499216394263152,0.13087086068834164
state_rule_vol40_band2,fixed_blend_vol40_band2,cost_stress,2019,0.1208400433172736,0.2422404619862597,-0.1214004186689861
state_rule_vol40_band2,fixed_blend_vol40_band2,cost_stress,2020,1.3657098011127657,1.5941280960968851,-0.22841829498411936
state_rule_vol40_band2,fixed_blend_vol40_band2,cost_stress,2021,0.79355597151469626,0.78457641678679924,0.0089795547278970211
state_rule_vol40_band2,fixed_blend_vol40_band2,cost_stress,2022,-0.27291786686300645,-0.37058643533110391,0.097668568468097461
state_rule_vol40_band2,fixed_blend_vol40_band2,cost_stress,2023,0.36731187270342414,0.59744257038309878,-0.23013069767967465
state_rule_vol40_band2,fixed_blend_vol40_band2,cost_stress,2024,0.51081938196052779,0.56462195059545395,-0.053802568634926162
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2018,-0.316060145995536,-0.32080497992863166,0.0047448339330956602
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2019,0.068817810710661842,0.081577031505231101,-0.012759220794569259
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2020,1.3144543934519732,1.239728645025068,0.07472574842690527
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2021,0.83826959813278612,0.80865104783398789,0.02961855029879823
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2022,-0.22942834089929209,-0.23021545974196167,0.00078711884266957632
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2023,0.35028601999440467,0.36360170095512778,-0.013315680960723109
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2024,0.61464333029575946,0.50072188394644956,0.1139214463493099
state_rule_vol40_band2,allocation_vol40_band2,delay_one_day,2018,-0.316060145995536,-0.53735305454406268,0.22129290854852668
state_rule_vol40_band2,allocation_vol40_band2,delay_one_day,2019,0.068817810710661842,0.35746066146690314,-0.2886428507562413
state_rule_vol40_band2,allocation_vol40_band2,delay_one_day,2020,1.3144543934519732,1.8971283009880833,-0.58267390753611004
state_rule_vol40_band2,allocation_vol40_band2,delay_one_day,2021,0.83826959813278612,0.84121235094627478,-0.0029427528134886582
state_rule_vol40_band2,allocation_vol40_band2,delay_one_day,2022,-0.22942834089929209,-0.47127362198030187,0.24184528108100978
state_rule_vol40_band2,allocation_vol40_band2,delay_one_day,2023,0.35028601999440467,1.0114211985278225,-0.66113517853341786
state_rule_vol40_band2,allocation_vol40_band2,delay_one_day,2024,0.61464333029575946,0.6640112402365308,-0.049367909940771337
state_rule_vol40_band2,fixed_blend_vol40_band2,delay_one_day,2018,-0.316060145995536,-0.43656076664898447,0.12050062065344846
state_rule_vol40_band2,fixed_blend_vol40_band2,delay_one_day,2019,0.068817810710661842,0.22142155276829456,-0.15260374205763272
state_rule_vol40_band2,fixed_blend_vol40_band2,delay_one_day,2020,1.3144543934519732,1.557802174900476,-0.24334778144850278
state_rule_vol40_band2,fixed_blend_vol40_band2,delay_one_day,2021,0.83826959813278612,0.82462746782408036,0.013642130308705758
state_rule_vol40_band2,fixed_blend_vol40_band2,delay_one_day,2022,-0.22942834089929209,-0.35213688583707048,0.12270854493777839
state_rule_vol40_band2,fixed_blend_vol40_band2,delay_one_day,2023,0.35028601999440467,0.66541397163955596,-0.31512795164515128
state_rule_vol40_band2,fixed_blend_vol40_band2,delay_one_day,2024,0.61464333029575946,0.58287010833514841,0.031773221960611053
