scenario,policy,period,observations,ce,annualized_mean,annualized_volatility,turnover,average_exposure,average_cash,cagr,maximum_drawdown,worst_21_session_return
cost10,fine_mlp16,all,1752,-0.0005729467616566626,0.02060985863237931,0.1188354756067844,170.41579599760016,0.670350099789692,0.32964990021030804,0.013606496158156345,-0.22198256766187607,-0.2136401620227001
cost10,fine_mlp16,excluding_2020,1499,0.0030988914584869354,0.020207898836218572,0.10679889942545175,146.67593649655308,0.6958222306105742,0.3041777693894258,,,
cost10,fine_mlp16,2018,247,-0.12765550570351394,-0.10271348798209573,0.12894964836818598,29.39567648164303,0.7461611805373227,0.2538388194626775,-0.10508994154072682,-0.15583846946033086,-0.08615238796457814
cost10,fine_mlp16,2019,252,0.1379527932635541,0.1454920581631136,0.07089553300248429,28.05419792564347,0.7410555599767228,0.2589444400232772,0.15367512663143823,-0.035624830388918616,-0.02319504752074164
cost10,fine_mlp16,2020,253,-0.022491859810124207,0.022991430705284248,0.174132689857301,23.739859501047086,0.519430241684939,0.48056975831506094,0.007690759146185666,-0.22198256766187596,-0.21364016202269998
cost10,fine_mlp16,2021,252,0.08660091444074032,0.09470516430911402,0.07350396754993885,25.138455980557147,0.6946605246492946,0.3053394753507054,0.09636080509353895,-0.04548628043035585,-0.034468094180586384
cost10,fine_mlp16,2022,251,-0.2150535118789288,-0.17902653531568516,0.15497736730082803,14.535950356041605,0.588863902621622,0.4111360973783779,-0.17392561762026726,-0.2063224394172185,-0.10119335423111042
cost10,fine_mlp16,2023,250,0.06090150942592638,0.07164547129745098,0.08463238888087156,23.140868062153025,0.6583545358439922,0.3416454641560078,0.07044526817153729,-0.09088636778032777,-0.04676268118521554
cost10,fine_mlp16,2024,247,0.07441522343653686,0.08970228487425973,0.10095233673281286,26.410787690514802,0.7471327337965608,0.25286726620343924,0.08828666376062855,-0.08496470230195619,-0.07365746200624468
cost10,momentum60,all,1752,-0.006320499828995685,0.006935525745244555,0.09400718261296222,104.38551356723003,0.6797950026578896,0.32020499734211055,0.0025103885832573614,-0.2896829611006154,-0.10173485894867884
cost10,momentum60,excluding_2020,1499,-0.01373105803782963,-0.0011658259441598114,0.09152497689581723,93.21601512783923,0.7035136797199653,0.2964863202800347,,,
cost10,momentum60,2018,247,-0.038365052337821615,-0.02450969828736924,0.0961088065699579,11.823597924908142,0.7498545874524335,0.2501454125475664,-0.0287106493478948,-0.08514957885271235,-0.05354043301096745
cost10,momentum60,2019,252,0.09114495949780552,0.09853988996716279,0.0702136286360289,16.621952481484144,0.7421571117350477,0.2578428882649523,0.10082755836533197,-0.038402290375177284,-0.029433412865011332
cost10,momentum60,2020,253,0.037536314041066915,0.05493523397614237,0.10769995337379198,11.16949843939081,0.5392641848078829,0.46073581519211715,0.0503692159356639,-0.09430496156917934,-0.09241481639726934
cost10,momentum60,2021,252,0.09799434614820082,0.10744280558390462,0.07936606930632176,9.229939374266102,0.63860989992838,0.3613901000716201,0.10991186862711766,-0.04090518478274985,-0.04090518478274985
cost10,momentum60,2022,251,-0.2959293637423723,-0.27612621738834214,0.11490038106705049,23.123882649578697,0.698373650636008,0.30162634936399196,-0.24637900345381047,-0.2876951504821158,-0.08519489767706623
cost10,momentum60,2023,250,0.1013974892897837,0.10964383650923407,0.07414556502560966,17.01054989457268,0.6467111652841562,0.35328883471584377,0.1128057669055309,-0.06748044518006258,-0.05729161306326469
cost10,momentum60,2024,247,-0.039425373797805176,-0.02309552815797157,0.10433869732697007,15.406092803029447,0.7466803976907533,0.2533196023092468,-0.028151172910430455,-0.11693700268913798,-0.10173485894867906
cost10,passive75,all,1752,0.04785644084234706,0.061788419516803646,0.09637419666576245,6.500181623816454,0.7497287134328502,0.25027128656714986,0.05879154399048825,-0.19706614190868155,-0.15834563072251817
cost10,passive75,excluding_2020,1499,0.0335607484464786,0.0441903125622339,0.08418061580417549,5.56492711344705,0.7495775687309251,0.2504224312690748,,,
cost10,passive75,2018,247,-0.05995863070582454,-0.05056857322214928,0.07912040395782984,1.5882067379051996,0.7497314301350039,0.2502685698649961,-0.05227903431627956,-0.09404981972022597,-0.05172496075235755
cost10,passive75,2019,252,0.15282483941430364,0.1574664184941721,0.0556272060528447,0.5069047597186899,0.7503673313452214,0.24963266865477868,0.16868249133001822,-0.026227066423634038,-0.02376057064709669
cost10,passive75,2020,253,0.13251311427653445,0.16605546427925438,0.1495378435998057,0.9352545103694044,0.7506242308565083,0.24937576914349158,0.1674062425832996,-0.16115831146220705,-0.1583456307225185
cost10,passive75,2021,252,0.053733655861094985,0.06157732236622716,0.07231259228807557,0.5829708333284941,0.7500466741391367,0.24995332586086325,0.06073680424608319,-0.04393457666377221,-0.0318541412444322
cost10,passive75,2022,251,-0.16871868743478266,-0.14482477405683342,0.12621123399008305,0.7716969208813187,0.7499045183080347,0.25009548169196516,-0.14169522709074622,-0.1885067877074703,-0.085154494459725
cost10,passive75,2023,250,0.1302233645224004,0.13934426359308164,0.07797819810981878,0.538060161793031,0.7503574526189009,0.2496425473810991,0.14600598255348451,-0.0738731694686875,-0.050372963895679024
cost10,passive75,2024,247,0.09274817431984346,0.10140747291430635,0.07597937700219665,1.5770876998203167,0.7470177556769663,0.25298224432303373,0.10352591893788099,-0.04025359152611441,-0.020066315893548348
cost10,past_mean,all,1752,0.04403461337886471,0.0702628011356864,0.13223259244432817,8.006635063223944,0.6180016091483362,0.3819983908516637,0.06338534806301532,-0.2536581733950658,-0.2471462613520946
cost10,past_mean,excluding_2020,1499,0.05936629767752344,0.08010708772178785,0.11758908692069575,6.723102996714855,0.6473535579899383,0.35264644201006173,,,
cost10,past_mean,2018,247,-0.07138558530620999,-0.04272374496889353,0.1382313045522286,1.5347697211317572,0.7461098831456309,0.25389011685436924,-0.050926769555525,-0.16744791633177492,-0.08649751511596648
cost10,past_mean,2019,252,0.18055429631925168,0.1942869758107565,0.09568238950299689,0.7989352548365243,0.6768453733999449,0.32315462660005506,0.20882561716328563,-0.06236527663271829,-0.05234790949778456
cost10,past_mean,2020,253,-0.046991661343310884,0.011936375868626902,0.1982053433722004,1.2835320665090895,0.4440942126520467,0.5559057873479534,-0.007946520195849405,-0.25365817339506636,-0.24714626135209516
