year,asset,model,rows,dates,mse,mae,correlation
2024,SPY,ridge100,51,51,0.00036584300948152437,0.014417132492651571,0.21691712000053348
2024,SPY,gbm2,51,51,0.0003619937912110135,0.014271317808594114,0.30340138837329866
2024,SPY,gbm3,51,51,0.00035979440922954514,0.01425805520031158,0.32404648954764154
2024,SPY,mlp16,51,51,0.00035503827285515444,0.014252034916811075,0.20810491413991244
2024,SPY,mlp32,51,51,0.00035438070469163166,0.0139993417792621,0.24655198034528913
2024,SPY,sequence16,51,51,0.00037844436894951886,0.015374143118391465,0.09984163681708577
2024,SPY,sequence32,51,51,0.0004229303677148759,0.015495763980655823,0.04182351423146226
2024,SPY,selected,51,51,0.00036584300948152437,0.014417132492651571,0.21691712000053348
2024,SPY,zero,51,51,0.00038534660414788147,0.014913665163525554,
2024,SPY,past_mean,51,51,0.00036791292563795216,0.01429363451536926,
2024,QQQ,ridge1,51,51,0.0007682908276290835,0.021187650510019286,0.23019958721958836
2024,QQQ,ridge100,51,51,0.0007688779643535528,0.021190857879984915,0.23098816529239935
2024,QQQ,gbm2,51,51,0.0007922066018610011,0.02139167757179746,0.02678285903260601
2024,QQQ,gbm3,51,51,0.0007854144602522954,0.021247508695425302,0.09135979154538822
2024,QQQ,mlp16,51,51,0.0007751477299927405,0.021169212647020208,0.15893536758223437
2024,QQQ,mlp32,51,51,0.0009193670625876594,0.02251305160105297,-0.09723399076377971
2024,QQQ,sequence16,51,51,0.0007676445486018337,0.0225421667650143,0.18171420273317468
2024,QQQ,sequence32,51,51,0.0009583361198275939,0.02245311440368873,-0.08800549518601218
2024,QQQ,selected,51,51,0.0007688779643535528,0.021190857879984915,0.23098816529239935
2024,QQQ,zero,51,51,0.0008133597464552456,0.022049122931209756,
2024,QQQ,past_mean,51,51,0.0007863070530453966,0.021274908279298625,9.728834362569398e-18
2024,GLD,ridge1,51,51,0.00028648842608765545,0.012706377749441262,-0.0011810501980942577
2024,GLD,ridge100,51,51,0.0002866978354520323,0.01270643428950483,-0.005811689255336218
2024,GLD,gbm2,51,51,0.0002758407803126828,0.012349119687377539,0.07021817019051371
2024,GLD,gbm3,51,51,0.00026984993983300706,0.012309894675123856,0.2169450315163954
2024,GLD,mlp16,51,51,0.00027994111803267974,0.012567854610076033,0.3186246670689231
2024,GLD,mlp32,51,51,0.00030136677901816737,0.012743147126222223,0.20655571448388907
2024,GLD,sequence16,51,51,0.00028619406977938066,0.01344400685822663,0.16787931729837763
2024,GLD,sequence32,51,51,0.0003301758134369634,0.014500707147823828,0.03126272602300197
2024,GLD,selected,51,51,0.0002866978354520323,0.01270643428950483,-0.005811689255336218
2024,GLD,zero,51,51,0.0002903285356537252,0.012621025094486305,
2024,GLD,past_mean,51,51,0.0002787835002493106,0.012398013124054323,-8.814276228445384e-17
