training_mse,validation_mse,validation_rows,training_rows,training_dates,last_training_outcome,first_validation_signal,warnings,candidate,outer_year,validation_year,stage
0.0005092227316490031,0.0010087784730323061,156,5502,1834,2022-01-06 00:00:00+00:00,2022-01-07 00:00:00+00:00,,ridge1,2024,2022,inner
0.0005092378528007234,0.0010075961192618048,156,5502,1834,2022-01-06 00:00:00+00:00,2022-01-07 00:00:00+00:00,,ridge100,2024,2022,inner
0.00048399380080937487,0.0010669384687663987,156,5502,1834,2022-01-06 00:00:00+00:00,2022-01-07 00:00:00+00:00,,gbm2,2024,2022,inner
0.00046994883335098434,0.001089970242525849,156,5502,1834,2022-01-06 00:00:00+00:00,2022-01-07 00:00:00+00:00,,gbm3,2024,2022,inner
0.00047795026966099426,0.0009880252636816718,156,5502,1834,2022-01-06 00:00:00+00:00,2022-01-07 00:00:00+00:00,Stochastic Optimizer: Maximum iterations (150) reached and the optimization hasn't converged yet.,mlp16,2024,2022,inner
0.00038857237257303753,0.0011182135822961653,156,5502,1834,2022-01-06 00:00:00+00:00,2022-01-07 00:00:00+00:00,Stochastic Optimizer: Maximum iterations (150) reached and the optimization hasn't converged yet.,mlp32,2024,2022,inner
0.00038712973988636707,0.0012448717449917936,156,5502,1834,2022-01-06 00:00:00+00:00,2022-01-07 00:00:00+00:00,Stochastic Optimizer: Maximum iterations (150) reached and the optimization hasn't converged yet.,sequence16,2024,2022,inner
0.00023885315730797768,0.0013901033403794537,156,5502,1834,2022-01-06 00:00:00+00:00,2022-01-07 00:00:00+00:00,Stochastic Optimizer: Maximum iterations (150) reached and the optimization hasn't converged yet.,sequence32,2024,2022,inner
0.0005807495878264624,0.0004278620270118704,153,6252,2084,2023-01-05 00:00:00+00:00,2023-01-06 00:00:00+00:00,,ridge1,2024,2023,inner
0.0005807713450952906,0.0004266238790080496,153,6252,2084,2023-01-05 00:00:00+00:00,2023-01-06 00:00:00+00:00,,ridge100,2024,2023,inner
0.0005516568208497938,0.0004258903122666847,153,6252,2084,2023-01-05 00:00:00+00:00,2023-01-06 00:00:00+00:00,,gbm2,2024,2023,inner
0.0005293463387441681,0.00043103212247115055,153,6252,2084,2023-01-05 00:00:00+00:00,2023-01-06 00:00:00+00:00,,gbm3,2024,2023,inner
0.0005285995490577775,0.00047434767543357335,153,6252,2084,2023-01-05 00:00:00+00:00,2023-01-06 00:00:00+00:00,Stochastic Optimizer: Maximum iterations (150) reached and the optimization hasn't converged yet.,mlp16,2024,2023,inner
0.00042757976557412534,0.0005437632789961702,153,6252,2084,2023-01-05 00:00:00+00:00,2023-01-06 00:00:00+00:00,Stochastic Optimizer: Maximum iterations (150) reached and the optimization hasn't converged yet.,mlp32,2024,2023,inner
0.0004527326351276905,0.0004393825885925481,153,6252,2084,2023-01-05 00:00:00+00:00,2023-01-06 00:00:00+00:00,Stochastic Optimizer: Maximum iterations (150) reached and the optimization hasn't converged yet.,sequence16,2024,2023,inner
0.00026799822581065607,0.0005769205501036244,153,6252,2084,2023-01-05 00:00:00+00:00,2023-01-06 00:00:00+00:00,Stochastic Optimizer: Maximum iterations (150) reached and the optimization hasn't converged yet.,sequence32,2024,2023,inner
0.0005649632908773565,0.0004735196770040171,153,7002,2334,2024-01-04 00:00:00+00:00,2024-01-05 00:00:00+00:00,,ridge1,2024,2024,outer
0.0005649745923392938,0.00047380626976236984,153,7002,2334,2024-01-04 00:00:00+00:00,2024-01-05 00:00:00+00:00,,ridge100,2024,2024,outer
0.0005385984489717798,0.0004766803911282324,153,7002,2334,2024-01-04 00:00:00+00:00,2024-01-05 00:00:00+00:00,,gbm2,2024,2024,outer
0.0005218249422422369,0.00047168626977161593,153,7002,2334,2024-01-04 00:00:00+00:00,2024-01-05 00:00:00+00:00,,gbm3,2024,2024,outer
0.0005227551243044841,0.00047004237362685824,153,7002,2334,2024-01-04 00:00:00+00:00,2024-01-05 00:00:00+00:00,Stochastic Optimizer: Maximum iterations (150) reached and the optimization hasn't converged yet.,mlp16,2024,2024,outer
0.0004268438804494969,0.0005250381820991527,153,7002,2334,2024-01-04 00:00:00+00:00,2024-01-05 00:00:00+00:00,Stochastic Optimizer: Maximum iterations (150) reached and the optimization hasn't converged yet.,mlp32,2024,2024,outer
0.0004454407211357616,0.0004774276624435777,153,7002,2334,2024-01-04 00:00:00+00:00,2024-01-05 00:00:00+00:00,Stochastic Optimizer: Maximum iterations (150) reached and the optimization hasn't converged yet.,sequence16,2024,2024,outer
0.00027601967370564424,0.0005704807669931444,153,7002,2334,2024-01-04 00:00:00+00:00,2024-01-05 00:00:00+00:00,Stochastic Optimizer: Maximum iterations (150) reached and the optimization hasn't converged yet.,sequence32,2024,2024,outer
