scenario,policy,period,observations,first_date,last_date,cagr,annualized_mean_return,annualized_volatility,excess_sharpe,calmar,max_drawdown,longest_underwater_sessions,worst_day,expected_shortfall_95,certainty_equivalent_gamma3,spy_beta,descriptive_alpha_annual,positive_day_fraction,annual_one_way_turnover,mean_gross_exposure,max_gross_exposure,mean_net_exposure,rebalances,annual_execution_drag,annual_funding_drag,annual_borrow_drag,pareto_cagr_sharpe_drawdown,role,family
base,trend_only_g100,full,4154,2008-07-01,2024-12-31,0.0557144340265,0.0600384836352,0.107097868728,0.467555035053,0.294161039676,-0.189401132413,856,-0.0523619414365,-0.0173064538953,0.0428335534062,0.310000843796,0.0121181939697,0.534424650939,15.8494757173,0.676134560023,1,0.676134560023,4154,0.00792610658873,7.99371271475e-17,0,True,control,trend_only
base,trend_only_g100,2008_2016,2142,2008-07-01,2016-12-30,0.0286836417524,0.0341363344153,0.108041680836,0.311199802198,0.151443876744,-0.189401132413,856,-0.0523619414365,-0.0174467313277,0.0166268272185,0.270468905774,0.00373671773153,0.521475256769,16.8410068821,0.646816551338,1,0.646816551338,2142,0.00842229324832,4.67391160884e-17,0,False,control,trend_only
base,trend_only_g100,2017_2024,2012,2017-01-03,2024-12-31,0.0852978936807,0.0876142309659,0.106083103148,0.637065768545,0.572322756591,-0.149038095547,706,-0.039327703447,-0.0170633652432,0.0707337938057,0.367711339631,0.0178963308146,0.548210735586,14.8114086489,0.707346873443,1,0.707346873443,2012,0.00740662670577,1.15320564038e-16,0,True,control,trend_only
base,trend_only_g150,full,4154,2008-07-01,2024-12-31,0.0561817877155,0.0634454991817,0.131760323797,0.40585884209,0.238846047354,-0.235221760368,829,-0.0639931263243,-0.0211130115892,0.0374043247911,0.384081467322,0.00646090226409,0.53298025999,19.9848780634,0.851189782634,1.52516070133,0.851189782634,4154,0.00999406394894,0.00299336097014,0,False,control,trend_only
base,trend_only_g150,2008_2016,2142,2008-07-01,2016-12-30,0.0268786742466,0.0350494084238,0.130353390391,0.264900938515,0.116000610214,-0.231711490112,829,-0.0639931263243,-0.0207013596744,0.00956139884394,0.330174967085,-0.00194449739276,0.520074696545,21.0954239277,0.795983091011,1.51427371611,0.795983091011,2142,0.0105508815031,0.00128739246033,0,False,control,trend_only
base,trend_only_g150,2017_2024,2012,2017-01-03,2024-12-31,0.088320441434,0.0936763274141,0.133247871063,0.552669696009,0.3754773423,-0.235221760368,742,-0.0590083521331,-0.0214740020366,0.0670438346997,0.462785920671,0.0111197085684,0.546719681909,18.8245046818,0.909963507017,1.52516070133,0.909963507017,2012,0.00941223644425,0.00481048847214,0,True,control,trend_only
base,trend_pullback_10_g100,full,4154,2008-07-01,2024-12-31,0.0160481351065,0.0165692885177,0.0354688735776,0.186986586659,0.227377928744,-0.0705791243468,723,-0.0330617461967,-0.00536680167999,0.0146822270284,0.0695024437102,-0.00192425919741,0.47111218103,21.7651658676,0.0753648670149,1,0.0753648670149,4154,0.0108838339573,5.33593709807e-17,0,False,candidate,trend_pullback
base,trend_pullback_10_g100,2008_2016,2142,2008-07-01,2016-12-30,0.00890562924131,0.00942445949062,0.0333951210673,0.270245536123,0.146876312841,-0.0606335294577,723,-0.0228756320932,-0.00492905467685,0.00775160832397,0.0538959513917,0.00294443569535,0.399159663866,21.5404631469,0.0731586869787,0.81379635211,0.0731586869787,2142,0.0107709403838,3.19096682124e-17,0,True,candidate,trend_pullback
base,trend_pullback_10_g100,2017_2024,2012,2017-01-03,2024-12-31,0.0237153876845,0.0241757615674,0.0375534239008,0.109798357917,0.336011361773,-0.0705791243468,424,-0.0330617461967,-0.00579561780136,0.0220603720974,0.0923107254276,-0.00835248204933,0.547713717694,22.0264663626,0.0777135934748,1,0.0777135934748,2012,0.0110150620559,7.62228659151e-17,0,False,candidate,trend_pullback
base,trend_pullback_10_g150,full,4154,2008-07-01,2024-12-31,0.0171315023007,0.0182957595993,0.050758328234,0.164245897113,0.162255374352,-0.105583573852,976,-0.039590259791,-0.00787479829777,0.0144311477717,0.101930984192,-0.00416565772428,0.469667790082,31.6337914467,0.111190573027,1.2492895723,0.111190573027,4154,0.0158184590102,1.6016755172e-05,0,True,candidate,trend_pullback
base,trend_pullback_10_g150,2008_2016,2142,2008-07-01,2016-12-30,0.0120079508643,0.0130972321703,0.0481839054422,0.262565993947,0.138462726694,-0.0867233453437,723,-0.0311374011483,-0.00712918515574,0.00961469905476,0.079341269718,0.00380687752357,0.40056022409,31.3334479423,0.107936613156,1.16109900422,0.107936613156,2142,0.0156676464447,3.26973472953e-06,0,True,candidate,trend_pullback
base,trend_pullback_10_g150,2017_2024,2012,2017-01-03,2024-12-31,0.0226259683288,0.0238301759776,0.0533726384071,0.0706738136212,0.214294397352,-0.105583573852,976,-0.039590259791,-0.00860006123253,0.0195572181818,0.134947827782,-0.0144557134482,0.54324055666,31.9856640343,0.114654778814,1.2492895723,0.114654778814,2012,0.0159950783228,2.95878335074e-05,0,False,candidate,trend_pullback
base,trend_pullback_3_g100,full,4154,2008-07-01,2024-12-31,0.00258388428909,0.0033747222018,0.0397442724845,-0.167355757098,0.0173949238457,-0.148542431804,3766,-0.0348317093058,-0.00637884443027,0.00100531140881,0.073935331345,-0.0156612218057,0.476649013,42.7855952807,0.0986433040324,1,0.0986433040324,4154,0.021396104741,5.67560699311e-17,0,False,candidate,trend_pullback
base,trend_pullback_3_g100,2008_2016,2142,2008-07-01,2016-12-30,-0.000578611793382,0.000158782851404,0.038438200717,-0.00968736674488,-0.00717381349958,-0.0806560964285,1754,-0.0218337778437,-0.00606212155201,-0.00205746006013,0.0601432641291,-0.00701123096479,0.414098972923,42.4025685425,0.0974173644491,0.898510741998,0.0974173644491,2142,0.0212057770815,3.34760213452e-17,0,False,candidate,trend_pullback
base,trend_pullback_3_g100,2017_2024,2012,2017-01-03,2024-12-31,0.0059603900573,0.00679845087404,0.0410976315179,-0.323229465359,0.0475359155401,-0.12538708868,1750,-0.0348317093058,-0.00665230322597,0.00426492789947,0.0941053110732,-0.0259721307054,0.54324055666,43.2368469273,0.0999484544238,1,0.0999484544238,2012,0.0216204731305,8.15693641328e-17,0,False,candidate,trend_pullback
base,trend_pullback_3_g150,full,4154,2008-07-01,2024-12-31,-0.00418150048231,-0.00260067807333,0.0563820669172,-0.223824832288,-0.0171695328692,-0.243541889821,3766,-0.0519976087654,-0.00931842771264,-0.00736908427812,0.107527952445,-0.0257469254849,0.472315840154,60.9367029122,0.144497369337,1.49619302346,0.144497369337,4154,0.030470821909,7.39640718635e-05,0,False,candidate,trend_pullback
base,trend_pullback_3_g150,2008_2016,2142,2008-07-01,2016-12-30,-0.00347519385149,-0.00201468409125,0.054212738441,-0.0470987468347,-0.0281748839043,-0.123343679544,1754,-0.0310914165483,-0.00876935760187,-0.00642321560515,0.0874275135586,-0.0121981311428,0.410830999066,60.350704085,0.14205697413,1.22341503303,0.14205697413,2142,0.0301815099662,2.25457729876e-05,0,False,candidate,trend_pullback
base,trend_pullback_3_g150,2017_2024,2012,2017-01-03,2024-12-31,-0.0049362906393,-0.00322453448965,0.0586169000994,-0.3975217855,-0.0240384099926,-0.205350130929,1851,-0.0519976087654,-0.00982977416828,-0.00837844595553,0.136926412428,-0.0417776088076,0.537773359841,61.622434579,0.147095444154,1.49619302346,0.147095444154,2012,0.0308097691858,0.00012871602742,0,False,candidate,trend_pullback
base,trend_pullback_5_g100,full,4154,2008-07-01,2024-12-31,0.0168295244796,0.0174732699034,0.0390411476082,0.193059540539,0.239587501958,-0.0702437495364,997,-0.0346966524086,-0.00599804553603,0.0151869530936,0.0724562352015,-0.00138169585003,0.47111218103,33.0536400881,0.0911023460321,1,0.0911023460321,4154,0.0165317243886,6.07471427226e-17,0,True,candidate,trend_pullback
base,trend_pullback_5_g100,2008_2016,2142,2008-07-01,2016-12-30,0.00688389079404,0.00753387986482,0.0366992967709,0.193344505032,0.0980000475412,-0.0702437495364,997,-0.0209429640232,-0.00579707394736,0.0055136222896,0.0586092419798,0.000533292491535,0.408029878618,33.0107946635,0.0899639190363,0.971133953843,0.0899639190363,2142,0.0165089823277,3.29333687286e-17,0,False,candidate,trend_pullback
base,trend_pullback_5_g100,2017_2024,2012,2017-01-03,2024-12-31,0.0275306890613,0.0280548670519,0.0413877520758,0.1935434946,0.41086135729,-0.0670072484863,570,-0.0346966524086,-0.00613966703646,0.0254854480191,0.0926856595682,-0.00452400706888,0.538270377734,33.1331592537,0.0923143294442,1,0.0923143294442,2012,0.0165728919476,9.03855022018e-17,0,True,candidate,trend_pullback
base,trend_pullback_5_g150,full,4154,2008-07-01,2024-12-31,0.0179887701826,0.0193941476028,0.0554859619761,0.170077697367,0.160308734855,-0.112213287684,1043,-0.0517968765939,-0.00872722011532,0.0147761096382,0.105292146951,-0.00347853261954,0.466779008185,47.6448491104,0.133834842822,1.52516070133,0.133834842822,4154,0.0238296742834,4.38096176037e-05,0,True,candidate,trend_pullback
base,trend_pullback_5_g150,2008_2016,2142,2008-07-01,2016-12-30,0.00970504973275,0.0110554725619,0.0528833114887,0.200261490398,0.0976767186886,-0.0993588837038,1043,-0.0256459945189,-0.00838698312508,0.00686050561083,0.0861002141274,0.00101862027843,0.40989729225,47.7495682602,0.132198183047,1.20966462037,0.132198183047,2142,0.0238806756285,1.44991761316e-05,0,False,candidate,trend_pullback
base,trend_pullback_5_g150,2017_2024,2012,2017-01-03,2024-12-31,0.0268906934563,0.0282716038343,0.058136875132,0.141359675316,0.239639119495,-0.112213287684,776,-0.0517968765939,-0.00900405892347,0.0232017594591,0.13333581428,-0.00979660187775,0.527335984095,47.5824455444,0.135577250991,1.52516070133,0.135577250991,2012,0.0237999242308,7.5022066105e-05,0,False,candidate,trend_pullback
cost_stress,bil_buy_hold,full,4154,2008-07-01,2024-12-31,0.00983240623941,0.00980754726782,0.00475827380399,-0.348364657339,1.26061050792,-0.00779971781741,2320,-0.00391088830074,-0.000554392684813,0.00977358551343,-3.73282746881e-05,-0.000177299662756,0.388059701493,0.121093720236,0,0,0,2,0.000181670431451,0,0,True,benchmark,bil_buy_hold
cost_stress,bil_buy_hold,2008_2016,2142,2008-07-01,2016-12-30,0.000332877014512,0.00035126955771,0.00606892040663,-0.342997170288,0.042678084298,-0.00779971781741,2079,-0.00391088830074,-0.000831469631917,0.000296021865357,-5.5197311129e-05,-0.000170071554788,0.261437908497,0.117456665244,0,0,0,1,0.000176184997866,0,0,True,benchmark,bil_buy_hold
cost_stress,bil_buy_hold,2017_2024,2012,2017-01-03,2024-12-31,0.0200430280979,0.0198748170765,0.0026007910758,-0.353904660814,9.6121765759,-0.00208517061039,595,-0.00117205566795,-0.00023963137382,0.0198646709052,-1.12082721007e-05,-0.000186420920724,0.522862823062,0.125085616438,0,0,0,1,0.000187690048772,0,0,True,benchmark,bil_buy_hold
cost_stress,dual_momentum_126_g100,full,4154,2008-07-01,2024-12-31,0.0484858166219,0.0563630541901,0.133553017002,0.346548539124,0.165138985507,-0.293606118949,611,-0.095007795658,-0.0208365791467,0.0296084416645,0.333184223296,0.00560610812338,0.53803562831,8.18316151183,0.913596477696,1,0.913596477696,200,0.0122797903001,1.23109359992e-16,0,False,candidate,dual_momentum
cost_stress,dual_momentum_126_g100,2008_2016,2142,2008-07-01,2016-12-30,0.0459929573257,0.0531167668482,0.127518154523,0.410623187189,0.263037614837,-0.174853156855,450,-0.0417163207822,-0.0196802229052,0.0287254472487,0.200419159183,0.030453856833,0.533613445378,8.53954719315,0.916400481652,1,0.916400481652,103,0.0128176680365,1.11178716947e-16,0,True,candidate,dual_momentum
cost_stress,dual_momentum_126_g100,2017_2024,2012,2017-01-03,2024-12-31,0.0511942651645,0.0598190917081,0.139723167783,0.28457951669,0.174363754229,-0.293606118949,611,-0.095007795658,-0.021989619108,0.0305352462851,0.527164089353,-0.0314310516183,0.542743538767,7.81260395842,0.910611300522,1,0.910611300522,97,0.0117204509163,1.35922365039e-16,0,False,candidate,dual_momentum
cost_stress,dual_momentum_126_g150,full,4154,2008-07-01,2024-12-31,0.0499478410558,0.0625653791977,0.165543551164,0.317212413329,0.134405703581,-0.371619951571,948,-0.095007795658,-0.0258941320162,0.0214583781997,0.383437886145,0.00565952915418,0.536831969186,10.8399519628,1.20306687034,1.60110424472,1.20306687034,200,0.0162686515219,0.0115929379541,0,False,candidate,dual_momentum
cost_stress,dual_momentum_126_g150,2008_2016,2142,2008-07-01,2016-12-30,0.053625121555,0.0644989714092,0.156409799373,0.407815951765,0.229337888629,-0.233825827366,450,-0.0460729480123,-0.0236528195029,0.0278029333995,0.217478788538,0.0399518954317,0.53314659197,11.1836297844,1.1855135057,1.53263256183,1.1855135057,103,0.0167908310442,0.00783600829353,0,False,candidate,dual_momentum
cost_stress,dual_momentum_126_g150,2017_2024,2012,2017-01-03,2024-12-31,0.0461040439624,0.0605068530958,0.174782723062,0.231455381762,0.124062348557,-0.371619951571,948,-0.095007795658,-0.0281660590987,0.0146833526745,0.625926732092,-0.0440800388524,0.540755467197,10.4856369696,1.2217543987,1.60110424472,1.2217543987,97,0.0157301030761,0.0155998028205,0,False,candidate,dual_momentum
cost_stress,dual_momentum_252_g100,full,4154,2008-07-01,2024-12-31,0.049055771235,0.0559392333002,0.126254081171,0.364304041461,0.20896967327,-0.234750672035,749,-0.0400548762191,-0.0199017563101,0.0320290937816,0.273396927056,0.0124977011311,0.546220510351,6.85824874641,0.919918327205,1,0.919918327205,200,0.0103007326151,1.63466370524e-16,0,False,candidate,dual_momentum
cost_stress,dual_momentum_252_g100,2008_2016,2142,2008-07-01,2016-12-30,0.0344844992572,0.0417231781694,0.124918020737,0.330401467267,0.185787353259,-0.18561273764,599,-0.040015868955,-0.0194818329555,0.0183164103122,0.188276062641,0.02040142327,0.536414565826,7.32175476676,0.951099675181,1,0.951099675181,103,0.0109980048773,1.25910830321e-16,0,False,candidate,dual_momentum
cost_stress,dual_momentum_252_g100,2017_2024,2012,2017-01-03,2024-12-31,0.0648278422221,0.0710738208201,0.127685278771,0.399514528792,0.276156151803,-0.234750672035,749,-0.0400548762191,-0.0202594035181,0.0466185251977,0.397740229766,-0.00269913241609,0.556660039761,6.37242290842,0.886722279808,1,0.886722279808,97,0.00956986680136,2.03569230607e-16,0,False,candidate,dual_momentum
cost_stress,dual_momentum_252_g150,full,4154,2008-07-01,2024-12-31,0.0560016879803,0.0674159007354,0.160090735893,0.358985376962,0.182497400199,-0.306862935688,935,-0.0597725754958,-0.024913730301,0.0289723351573,0.332976876571,0.0166843250602,0.542850264805,9.0636709621,1.2022879629,1.58564245278,1.2022879629,200,0.013617251262,0.0105485414497,0,False,candidate,dual_momentum
cost_stress,dual_momentum_252_g150,2008_2016,2142,2008-07-01,2016-12-30,0.0411180178749,0.0523832528877,0.155272455109,0.33446399442,0.15832895533,-0.259699925318,512,-0.0548432343488,-0.0238381128338,0.0162189499144,0.21808539727,0.0277691794684,0.532679738562,9.54173319967,1.24322783854,1.57425378512,1.24322783854,103,0.0143373012204,0.00840058290929,0,False,candidate,dual_momentum
cost_stress,dual_momentum_252_g150,2017_2024,2012,2017-01-03,2024-12-31,0.0721218418081,0.0834198429271,0.165098613864,0.383771041351,0.235029498256,-0.306862935688,935,-0.0597725754958,-0.0259831678725,0.0425335144772,0.500809940005,-0.00427147840703,0.553677932406,8.56463252553,1.15870286667,1.58564245278,1.15870286667,97,0.0128655720267,0.012843423947,0,True,candidate,dual_momentum
cost_stress,dual_momentum_63_g100,full,4154,2008-07-01,2024-12-31,0.0565902147789,0.0626755670927,0.122834429026,0.429137882262,0.225338610306,-0.251134125227,753,-0.0434870107435,-0.0189948704607,0.0400431216614,0.20707085282,0.0273495162343,0.540202214733,10.2960969764,0.905524958129,1,0.905524958129,200,0.015441213254,1.67685773987e-16,0,False,candidate,dual_momentum
cost_stress,dual_momentum_63_g100,2008_2016,2142,2008-07-01,2016-12-30,0.0537220202285,0.0598418327922,0.122469253099,0.484552000338,0.213917643331,-0.251134125227,485,-0.0417163207822,-0.0182403578497,0.0373437558602,0.15874288575,0.0417818959251,0.53781512605,10.1627970857,0.925016996035,1,0.925016996035,103,0.0152396333339,1.32016953011e-16,0,False,candidate,dual_momentum
cost_stress,dual_momentum_63_g100,2017_2024,2012,2017-01-03,2024-12-31,0.0597086225767,0.0656923955577,0.12325217867,0.370417278735,0.33639053642,-0.177497926107,701,-0.0434870107435,-0.0197285776393,0.0429057462373,0.277698310211,0.0081297103011,0.542743538767,10.4484204186,0.884773494314,1,0.884773494314,97,0.0156714287649,2.05786714554e-16,0,True,candidate,dual_momentum
cost_stress,dual_momentum_63_g150,full,4154,2008-07-01,2024-12-31,0.0554194357896,0.0664167365837,0.157308131085,0.358902882933,0.170083366631,-0.325836893327,753,-0.067158908549,-0.0242313287027,0.0292979644254,0.243759133854,0.0266016056391,0.538276360135,13.2127656968,1.19174670047,1.58871361796,1.19174670047,200,0.0198166741323,0.0108535024855,0,False,candidate,dual_momentum
cost_stress,dual_momentum_63_g150,2008_2016,2142,2008-07-01,2016-12-30,0.0562581453843,0.0662100545244,0.151361326741,0.434257649491,0.1726573833,-0.325836893327,485,-0.0463149122914,-0.0223877115118,0.0318446776751,0.173720122503,0.0464959434012,0.536414565826,12.8462121041,1.20286302263,1.54563018773,1.20286302263,103,0.0192676077611,0.0082117145863,0,False,candidate,dual_momentum
cost_stress,dual_momentum_63_g150,2017_2024,2012,2017-01-03,2024-12-31,0.0545867587331,0.0666367728515,0.163439319048,0.285078890564,0.19537589127,-0.279393523828,740,-0.067158908549,-0.0261097482304,0.0265681563351,0.346112393942,-0.00016444037069,0.540258449304,13.6161174785,1.17991212688,1.58871361796,1.17991212688,97,0.0204208868394,0.0136738147919,0,False,candidate,dual_momentum
cost_stress,fixed_blend_g100,full,4154,2008-07-01,2024-12-31,-0.0216604847586,-0.020577434314,0.0518590662549,-0.587320581047,-0.0664946818841,-0.325747625898,4154,-0.0342285232284,-0.00825044462207,-0.0246114784433,0.115014445602,-0.0446397090345,0.510832932114,32.7625107232,0.650619978699,1.0123512903,0.329830467933,862,0.0491538300154,4.72118851482e-05,0.00481782616983,False,candidate,fixed_blend
cost_stress,fixed_blend_g100,2008_2016,2142,2008-07-01,2016-12-30,-0.026015824649,-0.0250594682505,0.0510359637418,-0.49761803074,-0.121880389475,-0.213453737398,2142,-0.0144873319735,-0.00803019079348,-0.028966472643,0.0941191285161,-0.0359819766775,0.510737628385,32.8787900974,0.657320360002,0.926393393593,0.332283874046,444,0.0493268083068,4.07613799267e-05,0.00488253065348,False,candidate,fixed_blend
cost_stress,fixed_blend_g100,2017_2024,2012,2017-01-03,2024-12-31,-0.0170299551959,-0.0158058057396,0.0527322754507,-0.680444890809,-0.0898005761427,-0.189641936917,1743,-0.0342285232284,-0.00843814097861,-0.0199768450509,0.145558737339,-0.0555245753464,0.510934393638,32.6725244476,0.643486670175,1.0123512903,0.327218541543,418,0.0490203929932,5.41195750004e-05,0.00475397207968,False,candidate,fixed_blend
cost_stress,fixed_blend_g150,full,4154,2008-07-01,2024-12-31,-0.041248160224,-0.0398220053756,0.0684652214255,-0.724924260296,-0.0819539643927,-0.50330890677,4154,-0.0419205454808,-0.01092389016,-0.0468532351929,0.145613747677,-0.0676283289784,0.505296100144,47.9621080182,0.914832322886,1.41361066348,0.438345494663,862,0.0719604222177,0.000130731422696,0.00715564497237,False,candidate,fixed_blend
cost_stress,fixed_blend_g150,2008_2016,2142,2008-07-01,2016-12-30,-0.0407460181985,-0.0394411770538,0.0657095069733,-0.603647054051,-0.130542968007,-0.312127254501,2142,-0.0206539600425,-0.0103064283795,-0.0459177860138,0.116238931419,-0.0528067268187,0.508870214753,48.1690333191,0.915992688581,1.31353150554,0.434381794815,444,0.0722702777212,7.41050253535e-05,0.00723256093211,False,candidate,fixed_blend
cost_stress,fixed_blend_g150,2017_2024,2012,2017-01-03,2024-12-31,-0.0418232956508,-0.0402274399011,0.0712984259958,-0.84571388232,-0.126306192089,-0.331126249307,1743,-0.0419205454808,-0.0115276001529,-0.0478526382253,0.18856135106,-0.0857532133848,0.501491053678,47.7913488624,0.913596983264,1.41361066348,0.442565298378,418,0.0717048673985,0.000191079764483,0.00708120760247,False,candidate,fixed_blend
cost_stress,raw_sector_reversal_g100,full,4154,2008-07-01,2024-12-31,-0.116418014089,-0.121560095612,0.0682212558779,-1.92431472571,-0.133166419378,-0.874229513962,4077,-0.037939963357,-0.010296221574,-0.128541305242,0.0332010328763,-0.135611899645,0.446316803081,67.3736913612,0.995268845618,1.10630833312,-3.59527938358e-05,862,0.101072319211,0.00014521428648,0.0149445272568,False,control,raw_sector_reversal
cost_stress,raw_sector_reversal_g100,2008_2016,2142,2008-07-01,2016-12-30,-0.111551126423,-0.115961531139,0.06789091451,-1.71201247324,-0.171039227977,-0.652196152557,2065,-0.037939963357,-0.0101283903581,-0.122875295549,0.0256140139002,-0.119317931152,0.436974789916,67.7036361316,0.993422202137,1.08878393535,0.000239090217719,444,0.101556383474,0.000120918365368,0.0149071216805,False,control,raw_sector_reversal
cost_stress,raw_sector_reversal_g100,2017_2024,2012,2017-01-03,2024-12-31,-0.121675701421,-0.127520396357,0.0685860823253,-2.14813577079,-0.188313704163,-0.646133014917,2002,-0.032595745191,-0.0103535611854,-0.13457647239,0.0443321254501,-0.153569686906,0.456262425447,67.0920621015,0.997234805029,1.10630833312,-0.000328766974129,418,0.100661427916,0.000171198696725,0.0149996566734,False,control,raw_sector_reversal
cost_stress,raw_sector_reversal_g150,full,4154,2008-07-01,2024-12-31,-0.172360911822,-0.184812638149,0.0950109970112,-2.04690160523,-0.180022779541,-0.957439454392,4141,-0.049674203493,-0.0143190238995,-0.198353272479,0.0493013703079,-0.200834436473,0.44727973038,99.5983608424,1.46415919335,1.65956911639,-0.000105731807817,862,0.149419915162,0.000211921085093,0.0219888682008,False,control,raw_sector_reversal
cost_stress,raw_sector_reversal_g150,2008_2016,2142,2008-07-01,2016-12-30,-0.160344045651,-0.170665533144,0.0900890873117,-1.89678748425,-0.203533215584,-0.787802841865,2129,-0.0442112744735,-0.0133793546124,-0.182839598623,0.0373784808011,-0.175321270185,0.44070961718,99.4730080719,1.45302903008,1.65956911639,0.000276789839479,444,0.149209864451,0.000172390829943,0.021806407713,False,control,raw_sector_reversal
cost_stress,raw_sector_reversal_g150,2017_2024,2012,2017-01-03,2024-12-31,-0.185108905737,-0.199873820515,0.099998859132,-2.19639101934,-0.229729363515,-0.8057694624,2002,-0.049674203493,-0.0150465027577,-0.214873478257,0.0667934341775,-0.228956250113,0.454274353877,99.8339825668,1.47600850237,1.61279634161,-0.000512969068506,418,0.149796787492,0.000254173552728,0.0222054799882,False,control,raw_sector_reversal
cost_stress,sector_reversal_10_g100,full,4154,2008-07-01,2024-12-31,-0.0913290652547,-0.0943583266091,0.0549302483375,-1.88719514455,-0.113786352451,-0.80263637323,4039,-0.0298877616413,-0.00847213581813,-0.0988843248827,0.0278457600991,-0.107754873767,0.441020702937,52.3573853342,0.999361995564,1.11426915912,-0.0297883214338,862,0.078534743369,0.000146823982989,0.0154548657695,False,candidate,sector_reversal
cost_stress,sector_reversal_10_g100,2008_2016,2142,2008-07-01,2016-12-30,-0.089626381583,-0.0924848925598,0.0530981082425,-1.72902533357,-0.156664666754,-0.572090589666,2027,-0.0259940356935,-0.00805742251399,-0.0967140062082,0.0492838965859,-0.0984555338532,0.441176470588,52.3912101989,0.999032768599,1.08274721883,-0.0237727598794,444,0.0785844898521,0.0001254322719,0.0153559507477,False,candidate,sector_reversal
cost_stress,sector_reversal_10_g100,2017_2024,2012,2017-01-03,2024-12-31,-0.0932253585153,-0.0963528075901,0.0568288631017,-2.04786367916,-0.171349336157,-0.544066061801,2009,-0.0298877616413,-0.00885473517565,-0.101197087112,-0.00343592851438,-0.115951576867,0.440854870775,52.37520929,0.999712494649,1.11426915912,-0.0361925624127,418,0.0785625315197,0.000169721837401,0.0155759259545,False,candidate,sector_reversal
cost_stress,sector_reversal_10_g150,full,4154,2008-07-01,2024-12-31,-0.138284770417,-0.145844107694,0.0789238637329,-1.96516283802,-0.150736925743,-0.917391473493,4039,-0.0443979713606,-0.0121559564574,-0.155187572094,0.0351761584963,-0.160137582824,0.439335580164,77.8899317116,1.48473061423,1.61139472504,-0.0449868246989,862,0.116830887346,0.000217880140143,0.0229708370816,False,candidate,sector_reversal
cost_stress,sector_reversal_10_g150,2008_2016,2142,2008-07-01,2016-12-30,-0.131814049006,-0.138589138253,0.0739896693296,-1.86209093184,-0.184621530903,-0.713968995714,2027,-0.0319393844373,-0.0111959006674,-0.146800845004,0.0605653937786,-0.145805774554,0.441176470588,77.7042937324,1.48124152376,1.61139472504,-0.0359603775833,444,0.116552783547,0.000185017536717,0.0227751727631,False,candidate,sector_reversal
cost_stress,sector_reversal_10_g150,2017_2024,2012,2017-01-03,2024-12-31,-0.145243262068,-0.153567837587,0.0838742753634,-2.06920886159,-0.202830984263,-0.716080250738,2009,-0.0443979713606,-0.0130763518935,-0.164120178689,-0.00186058218156,-0.173379339102,0.437375745527,78.1673549036,1.48844514295,1.59864182639,-0.0545964915584,418,0.11724664247,0.000253048641533,0.023202498116,False,candidate,sector_reversal
cost_stress,sector_reversal_3_g100,full,4154,2008-07-01,2024-12-31,-0.11466659434,-0.120322271844,0.0562961334711,-2.30535490803,-0.130414378534,-0.879248098477,4061,-0.031108512572,-0.00866491849242,-0.125076153809,0.02561985086,-0.133446462692,0.430909966298,74.1421200325,0.99903333411,1.11736589713,-0.0232565520085,862,0.111212943574,0.000148026956732,0.0153539441915,False,candidate,sector_reversal
cost_stress,sector_reversal_3_g100,2008_2016,2142,2008-07-01,2016-12-30,-0.105254026178,-0.109655054338,0.0557150705539,-1.96458085491,-0.161299107682,-0.65253942003,2049,-0.0293718078831,-0.00829963819088,-0.114311307968,0.0402459081634,-0.114627486948,0.428571428571,73.6258978444,0.998762262497,1.0960696591,-0.0195499489446,444,0.110443705132,0.000123890734123,0.0152885745672,False,candidate,sector_reversal
cost_stress,sector_reversal_3_g100,2017_2024,2012,2017-01-03,2024-12-31,-0.124676437578,-0.131678723085,0.0569133603323,-2.66332239093,-0.189741408102,-0.657086077439,2007,-0.031108512572,-0.00894149147495,-0.136537418961,0.00431656011317,-0.152324375973,0.433399602386,74.7672214893,0.999321920292,1.11736589713,-0.027202647318,418,0.112145177886,0.000173844440319,0.0154392299846,False,candidate,sector_reversal
cost_stress,sector_reversal_3_g150,full,4154,2008-07-01,2024-12-31,-0.170797240157,-0.184165248019,0.0810000009197,-2.38726921876,-0.177876970355,-0.960198725087,4061,-0.0461761010371,-0.0123248153309,-0.194006748243,0.0381012928494,-0.198816634776,0.429465575349,110.147943371,1.48295956094,1.64852260176,-0.0349372083335,862,0.165223247501,0.000218924148498,0.0227971308307,False,candidate,sector_reversal
cost_stress,sector_reversal_3_g150,2008_2016,2142,2008-07-01,2016-12-30,-0.152175585379,-0.161924453886,0.0791785867108,-2.03752763718,-0.193307226518,-0.787221399429,2049,-0.044570836759,-0.0114620775119,-0.171328326776,0.0590931724764,-0.168978489394,0.429038281979,109.167648723,1.47930110471,1.64852260176,-0.0292657930228,444,0.16376089663,0.000182874924622,0.02264279307,False,candidate,sector_reversal
cost_stress,sector_reversal_3_g150,2017_2024,2012,2017-01-03,2024-12-31,-0.190306021115,-0.207843071595,0.0828888275929,-2.74701309814,-0.233053022516,-0.816578214953,2007,-0.0461761010371,-0.0130375150614,-0.218148908204,0.00753471567394,-0.22892329904,0.429920477137,111.303511423,1.48685439855,1.61783360113,-0.0409750669795,418,0.166947997226,0.000257482234999,0.0229846685497,False,candidate,sector_reversal
