period,asset,model,rows,decision_dates,event_fraction,brier,brier_skill,log_loss
2022,QQQ,gbm,52,52,0.6538461538461539,0.4058039448856935,0.06433679035252271,1.058473257339044
2022,QQQ,past_frequency,52,52,0.6538461538461539,0.43370727918070556,0.0,1.1339531975651833
2022,GLD,logistic,52,52,0.17307692307692307,0.14868120926026251,-0.027651829374108816,0.48027833092632716
2022,GLD,gbm,52,52,0.17307692307692307,0.15499441616261622,-0.07128732746226563,0.5050160112055834
2022,GLD,past_frequency,52,52,0.17307692307692307,0.1446805279866205,0.0,0.46697872432521087
2023,pooled,logistic,156,52,0.08974358974358974,0.09937965138207898,-0.06581404229035814,0.3580569261396516
2023,pooled,gbm,156,52,0.08974358974358974,0.10695703268845705,-0.14707896209850468,0.38384060603177034
2023,pooled,past_frequency,156,52,0.08974358974358974,0.09324295556147788,0.0,0.34271841052174296
2023,SPY,logistic,52,52,0.07692307692307693,0.07872346216696272,0.002257358419430866,0.3038482482503542
2023,SPY,gbm,52,52,0.07692307692307693,0.09419672092252108,-0.19385101435370378,0.3486969900148503
2023,SPY,past_frequency,52,52,0.07692307692307693,0.0789015712932278,0.0,0.30555353106197236
2023,QQQ,logistic,52,52,0.09615384615384616,0.1289335249060428,-0.15226143697173722,0.4399702875673768
2023,QQQ,gbm,52,52,0.09615384615384616,0.12685298931739275,-0.13366797240311,0.42658627335753846
2023,QQQ,past_frequency,52,52,0.09615384615384616,0.11189606869504674,0.0,0.3968159253463679
2023,GLD,logistic,52,52,0.09615384615384616,0.0904819670732314,-0.017437523743717875,0.3303522426012239
2023,GLD,gbm,52,52,0.09615384615384616,0.0998213878254574,-0.12245598687742554,0.37623855472292234
2023,GLD,past_frequency,52,52,0.09615384615384616,0.08893122669615917,0.0,0.3257857751568887
2024,pooled,logistic,144,48,0.1388888888888889,0.11525011345313284,0.018656238978150608,0.3889259812013677
2024,pooled,gbm,144,48,0.1388888888888889,0.11633671665560434,0.009403915995532475,0.388657529560682
2024,pooled,past_frequency,144,48,0.1388888888888889,0.1174411231117684,0.0,0.3952047756547708
