period,asset,model,bin,lower,upper,rows,mean_probability,event_fraction
2022,pooled,logistic,1,0.2,0.4,35,0.2526152384497979,0.5714285714285714
2022,pooled,logistic,2,0.4,0.6,1,0.4236507339469064,0.0
2022,pooled,logistic,3,0.6,0.8,0,,
2022,pooled,logistic,4,0.8,1.0,0,,
2022,pooled,gbm,0,0.0,0.2,91,0.14768256771738422,0.31868131868131866
2022,pooled,gbm,1,0.2,0.4,65,0.2608106096596669,0.5538461538461539
2022,pooled,gbm,2,0.4,0.6,0,,
2022,pooled,gbm,3,0.6,0.8,0,,
2022,pooled,gbm,4,0.8,1.0,0,,
2022,pooled,past_frequency,0,0.0,0.2,156,0.1513652189847902,0.4166666666666667
2022,pooled,past_frequency,1,0.2,0.4,0,,
2022,pooled,past_frequency,2,0.4,0.6,0,,
2022,pooled,past_frequency,3,0.6,0.8,0,,
2022,pooled,past_frequency,4,0.8,1.0,0,,
2022,SPY,logistic,0,0.0,0.2,49,0.11997302840779962,0.42857142857142855
2022,SPY,logistic,1,0.2,0.4,3,0.2271330350922649,0.3333333333333333
2022,SPY,logistic,2,0.4,0.6,0,,
2022,SPY,logistic,3,0.6,0.8,0,,
2022,SPY,logistic,4,0.8,1.0,0,,
2022,SPY,gbm,0,0.0,0.2,30,0.15447401104605826,0.36666666666666664
2022,SPY,gbm,1,0.2,0.4,22,0.2380739827184465,0.5
2022,SPY,gbm,2,0.4,0.6,0,,
2022,SPY,gbm,3,0.6,0.8,0,,
2022,SPY,gbm,4,0.8,1.0,0,,
2022,SPY,past_frequency,0,0.0,0.2,52,0.12204507971412862,0.4230769230769231
2022,SPY,past_frequency,1,0.2,0.4,0,,
2022,SPY,past_frequency,2,0.4,0.6,0,,
2022,SPY,past_frequency,3,0.6,0.8,0,,
2022,SPY,past_frequency,4,0.8,1.0,0,,
2022,QQQ,logistic,0,0.0,0.2,23,0.13963285802519176,0.6521739130434783
2022,QQQ,logistic,1,0.2,0.4,28,0.25657203458914185,0.6785714285714286
2022,QQQ,logistic,2,0.4,0.6,1,0.4236507339469064,0.0
2022,QQQ,logistic,3,0.6,0.8,0,,
2022,QQQ,logistic,4,0.8,1.0,0,,
2022,QQQ,gbm,0,0.0,0.2,17,0.16246109030560194,0.5294117647058824
2022,QQQ,gbm,1,0.2,0.4,35,0.2804729434675008,0.7142857142857143
2022,QQQ,gbm,2,0.4,0.6,0,,
2022,QQQ,gbm,3,0.6,0.8,0,,
2022,QQQ,gbm,4,0.8,1.0,0,,
2022,QQQ,past_frequency,0,0.0,0.2,52,0.19846069268829025,0.6538461538461539
2022,QQQ,past_frequency,1,0.2,0.4,0,,
2022,QQQ,past_frequency,2,0.4,0.6,0,,
2022,QQQ,past_frequency,3,0.6,0.8,0,,
2022,QQQ,past_frequency,4,0.8,1.0,0,,
2022,GLD,logistic,0,0.0,0.2,48,0.1316475236871296,0.1875
2022,GLD,logistic,1,0.2,0.4,4,0.24402931799254024,0.0
2022,GLD,logistic,2,0.4,0.6,0,,
2022,GLD,logistic,3,0.6,0.8,0,,
2022,GLD,logistic,4,0.8,1.0,0,,
2022,GLD,gbm,0,0.0,0.2,44,0.1373421544478405,0.20454545454545456
2022,GLD,gbm,1,0.2,0.4,8,0.2373136233387504,0.0
2022,GLD,gbm,2,0.4,0.6,0,,
2022,GLD,gbm,3,0.6,0.8,0,,
2022,GLD,gbm,4,0.8,1.0,0,,
2022,GLD,past_frequency,0,0.0,0.2,52,0.13358988455195162,0.17307692307692307
2022,GLD,past_frequency,1,0.2,0.4,0,,
2022,GLD,past_frequency,2,0.4,0.6,0,,
2022,GLD,past_frequency,3,0.6,0.8,0,,
2022,GLD,past_frequency,4,0.8,1.0,0,,
2023,pooled,logistic,0,0.0,0.2,114,0.1442781087286129,0.10526315789473684
2023,pooled,logistic,1,0.2,0.4,40,0.2604291818792074,0.05
2023,pooled,logistic,2,0.4,0.6,2,0.4390204981736553,0.0
2023,pooled,logistic,3,0.6,0.8,0,,
2023,pooled,logistic,4,0.8,1.0,0,,
2023,pooled,gbm,0,0.0,0.2,98,0.1407912931290696,0.11224489795918367
2023,pooled,gbm,1,0.2,0.4,51,0.24832836367644248,0.058823529411764705
2023,pooled,gbm,2,0.4,0.6,7,0.4501727923710645,0.0
2023,pooled,gbm,3,0.6,0.8,0,,
2023,pooled,gbm,4,0.8,1.0,0,,
2023,pooled,past_frequency,0,0.0,0.2,104,0.15345577573707103,0.08653846153846154
2023,pooled,past_frequency,1,0.2,0.4,52,0.25422909618173023,0.09615384615384616
2023,pooled,past_frequency,2,0.4,0.6,0,,
2023,pooled,past_frequency,3,0.6,0.8,0,,
2023,pooled,past_frequency,4,0.8,1.0,0,,
2023,SPY,logistic,0,0.0,0.2,50,0.1507594748767796,0.08
2023,SPY,logistic,1,0.2,0.4,2,0.22116923456339435,0.0
2023,SPY,logistic,2,0.4,0.6,0,,
2023,SPY,logistic,3,0.6,0.8,0,,
2023,SPY,logistic,4,0.8,1.0,0,,
2023,SPY,gbm,0,0.0,0.2,39,0.13956688687068153,0.10256410256410256
2023,SPY,gbm,1,0.2,0.4,11,0.2451597861117433,0.0
2023,SPY,gbm,2,0.4,0.6,2,0.4429057979347979,0.0
2023,SPY,gbm,3,0.6,0.8,0,,
2023,SPY,gbm,4,0.8,1.0,0,,
2023,SPY,past_frequency,0,0.0,0.2,52,0.16578057032382787,0.07692307692307693
2023,SPY,past_frequency,1,0.2,0.4,0,,
2023,SPY,past_frequency,2,0.4,0.6,0,,
2023,SPY,past_frequency,3,0.6,0.8,0,,
2023,SPY,past_frequency,4,0.8,1.0,0,,
2023,QQQ,logistic,0,0.0,0.2,15,0.17115546866949624,0.26666666666666666
2023,QQQ,logistic,1,0.2,0.4,35,0.2660040474307669,0.02857142857142857
2023,QQQ,logistic,2,0.4,0.6,2,0.4390204981736553,0.0
2023,QQQ,logistic,3,0.6,0.8,0,,
2023,QQQ,logistic,4,0.8,1.0,0,,
2023,QQQ,gbm,0,0.0,0.2,14,0.17395583197176676,0.14285714285714285
2023,QQQ,gbm,1,0.2,0.4,33,0.2559162264164419,0.09090909090909091
2023,QQQ,gbm,2,0.4,0.6,5,0.45307959014557114,0.0
2023,QQQ,gbm,3,0.6,0.8,0,,
2023,QQQ,gbm,4,0.8,1.0,0,,
2023,QQQ,past_frequency,0,0.0,0.2,0,,
2023,QQQ,past_frequency,1,0.2,0.4,52,0.25422909618173023,0.09615384615384616
2023,QQQ,past_frequency,2,0.4,0.6,0,,
2023,QQQ,past_frequency,3,0.6,0.8,0,,
2023,QQQ,past_frequency,4,0.8,1.0,0,,
2023,GLD,logistic,0,0.0,0.2,49,0.12943670655470305,0.08163265306122448
2023,GLD,logistic,1,0.2,0.4,3,0.2215623819882233,0.3333333333333333
2023,GLD,logistic,2,0.4,0.6,0,,
2023,GLD,logistic,3,0.6,0.8,0,,
2023,GLD,logistic,4,0.8,1.0,0,,
2023,GLD,gbm,0,0.0,0.2,45,0.13153458869083345,0.1111111111111111
2023,GLD,gbm,1,0.2,0.4,7,0.21753620407525825,0.0
2023,GLD,gbm,2,0.4,0.6,0,,
2023,GLD,gbm,3,0.6,0.8,0,,
2023,GLD,gbm,4,0.8,1.0,0,,
2023,GLD,past_frequency,0,0.0,0.2,52,0.1411309811503142,0.09615384615384616
2023,GLD,past_frequency,1,0.2,0.4,0,,
2023,GLD,past_frequency,2,0.4,0.6,0,,
2023,GLD,past_frequency,3,0.6,0.8,0,,
2023,GLD,past_frequency,4,0.8,1.0,0,,
2024,pooled,logistic,0,0.0,0.2,119,0.13353826138883232,0.1092436974789916
2024,pooled,logistic,1,0.2,0.4,25,0.26161870376488355,0.28
2024,pooled,logistic,2,0.4,0.6,0,,
2024,pooled,logistic,3,0.6,0.8,0,,
2024,pooled,logistic,4,0.8,1.0,0,,
2024,pooled,gbm,0,0.0,0.2,115,0.15289705306630325,0.11304347826086956
2024,pooled,gbm,1,0.2,0.4,29,0.229431975496025,0.2413793103448276
2024,pooled,gbm,2,0.4,0.6,0,,
2024,pooled,gbm,3,0.6,0.8,0,,
2024,pooled,gbm,4,0.8,1.0,0,,
2024,pooled,past_frequency,0,0.0,0.2,96,0.14726175075463566,0.09375
2024,pooled,past_frequency,1,0.2,0.4,48,0.2445019404915912,0.22916666666666666
2024,pooled,past_frequency,2,0.4,0.6,0,,
2024,pooled,past_frequency,3,0.6,0.8,0,,
2024,pooled,past_frequency,4,0.8,1.0,0,,
2024,SPY,logistic,0,0.0,0.2,48,0.13487281125630837,0.10416666666666667
2024,SPY,logistic,1,0.2,0.4,0,,
2024,SPY,logistic,2,0.4,0.6,0,,
2024,SPY,logistic,3,0.6,0.8,0,,
2024,SPY,logistic,4,0.8,1.0,0,,
2024,SPY,gbm,0,0.0,0.2,45,0.14490863230602846,0.1111111111111111
2024,SPY,gbm,1,0.2,0.4,3,0.2184414780111477,0.0
2024,SPY,gbm,2,0.4,0.6,0,,
2024,SPY,gbm,3,0.6,0.8,0,,
2024,SPY,gbm,4,0.8,1.0,0,,
2024,SPY,past_frequency,0,0.0,0.2,48,0.1595515308322553,0.10416666666666667
2024,SPY,past_frequency,1,0.2,0.4,0,,
2024,SPY,past_frequency,2,0.4,0.6,0,,
2024,SPY,past_frequency,3,0.6,0.8,0,,
2024,SPY,past_frequency,4,0.8,1.0,0,,
2024,QQQ,logistic,0,0.0,0.2,23,0.1673583956289497,0.17391304347826086
2024,QQQ,logistic,1,0.2,0.4,25,0.26161870376488355,0.28
2024,QQQ,logistic,2,0.4,0.6,0,,
2024,QQQ,logistic,3,0.6,0.8,0,,
2024,QQQ,logistic,4,0.8,1.0,0,,
2024,QQQ,gbm,0,0.0,0.2,28,0.16624779652242874,0.17857142857142858
2024,QQQ,gbm,1,0.2,0.4,20,0.23560190650370116,0.3
2024,QQQ,gbm,2,0.4,0.6,0,,
2024,QQQ,gbm,3,0.6,0.8,0,,
2024,QQQ,gbm,4,0.8,1.0,0,,
2024,QQQ,past_frequency,0,0.0,0.2,0,,
2024,QQQ,past_frequency,1,0.2,0.4,48,0.2445019404915912,0.22916666666666666
2024,QQQ,past_frequency,2,0.4,0.6,0,,
2024,QQQ,past_frequency,3,0.6,0.8,0,,
2024,QQQ,past_frequency,4,0.8,1.0,0,,
2024,GLD,logistic,0,0.0,0.2,48,0.11599823053129998,0.08333333333333333
2024,GLD,logistic,1,0.2,0.4,0,,
2024,GLD,logistic,2,0.4,0.6,0,,
2024,GLD,logistic,3,0.6,0.8,0,,
2024,GLD,logistic,4,0.8,1.0,0,,
2024,GLD,gbm,0,0.0,0.2,42,0.15255557967203776,0.07142857142857142
2024,GLD,gbm,1,0.2,0.4,6,0.21436078754620977,0.16666666666666666
2024,GLD,gbm,2,0.4,0.6,0,,
2024,GLD,gbm,3,0.6,0.8,0,,
2024,GLD,gbm,4,0.8,1.0,0,,
2024,GLD,past_frequency,0,0.0,0.2,48,0.13497197067701597,0.08333333333333333
2024,GLD,past_frequency,1,0.2,0.4,0,,
2024,GLD,past_frequency,2,0.4,0.6,0,,
2024,GLD,past_frequency,3,0.6,0.8,0,,
2024,GLD,past_frequency,4,0.8,1.0,0,,
exclude_2018,pooled,logistic,0,0.0,0.2,686,0.1273474500420675,0.15743440233236153
exclude_2018,pooled,logistic,1,0.2,0.4,222,0.2597823800421519,0.23423423423423423
exclude_2018,pooled,logistic,2,0.4,0.6,9,0.4749154305961924,0.2222222222222222
exclude_2018,pooled,logistic,3,0.6,0.8,5,0.7390822686316864,0.2
exclude_2018,pooled,logistic,4,0.8,1.0,5,0.8558925858602215,0.0
exclude_2018,pooled,gbm,0,0.0,0.2,600,0.14020481153264727,0.14333333333333334
exclude_2018,pooled,gbm,1,0.2,0.4,318,0.261435601319208,0.24213836477987422
exclude_2018,pooled,gbm,2,0.4,0.6,9,0.44195120099972496,0.0
exclude_2018,pooled,gbm,3,0.6,0.8,0,,
exclude_2018,pooled,gbm,4,0.8,1.0,0,,
exclude_2018,pooled,past_frequency,0,0.0,0.2,827,0.1484293551746261,0.1777509068923821
exclude_2018,pooled,past_frequency,1,0.2,0.4,100,0.24956006145046358,0.16
exclude_2018,pooled,past_frequency,2,0.4,0.6,0,,
exclude_2018,pooled,past_frequency,3,0.6,0.8,0,,
exclude_2018,pooled,past_frequency,4,0.8,1.0,0,,
exclude_2018,SPY,logistic,0,0.0,0.2,278,0.13113254788977557,0.15827338129496402
exclude_2018,SPY,logistic,1,0.2,0.4,25,0.2449496054907318,0.12
exclude_2018,SPY,logistic,2,0.4,0.6,1,0.4743574412758553,0.0
exclude_2018,SPY,logistic,3,0.6,0.8,3,0.707816749013356,0.3333333333333333
exclude_2018,SPY,logistic,4,0.8,1.0,2,0.8389831883630463,0.0
exclude_2018,SPY,gbm,0,0.0,0.2,214,0.13781094006126823,0.14485981308411214
exclude_2018,SPY,gbm,1,0.2,0.4,93,0.25407310898007124,0.1827956989247312
exclude_2018,SPY,gbm,2,0.4,0.6,2,0.4429057979347979,0.0
exclude_2018,SPY,gbm,3,0.6,0.8,0,,
exclude_2018,SPY,gbm,4,0.8,1.0,0,,
exclude_2018,SPY,past_frequency,0,0.0,0.2,309,0.13781258228863572,0.1553398058252427
exclude_2018,SPY,past_frequency,1,0.2,0.4,0,,
exclude_2018,SPY,past_frequency,2,0.4,0.6,0,,
exclude_2018,SPY,past_frequency,3,0.6,0.8,0,,
exclude_2018,SPY,past_frequency,4,0.8,1.0,0,,
exclude_2018,QQQ,logistic,0,0.0,0.2,125,0.14612625048988048,0.248
exclude_2018,QQQ,logistic,1,0.2,0.4,171,0.2644472491877894,0.26900584795321636
exclude_2018,QQQ,logistic,2,0.4,0.6,8,0.4749851792612345,0.25
exclude_2018,QQQ,logistic,3,0.6,0.8,2,0.7859805480591818,0.0
exclude_2018,QQQ,logistic,4,0.8,1.0,3,0.867165517525005,0.0
exclude_2018,QQQ,gbm,0,0.0,0.2,131,0.156076764754057,0.19083969465648856
exclude_2018,QQQ,gbm,1,0.2,0.4,171,0.2680683936859237,0.3157894736842105
exclude_2018,QQQ,gbm,2,0.4,0.6,7,0.4416784590182755,0.0
exclude_2018,QQQ,gbm,3,0.6,0.8,0,,
exclude_2018,QQQ,gbm,4,0.8,1.0,0,,
exclude_2018,QQQ,past_frequency,0,0.0,0.2,209,0.19448095642044938,0.3014354066985646
exclude_2018,QQQ,past_frequency,1,0.2,0.4,100,0.24956006145046358,0.16
exclude_2018,QQQ,past_frequency,2,0.4,0.6,0,,
exclude_2018,QQQ,past_frequency,3,0.6,0.8,0,,
exclude_2018,QQQ,past_frequency,4,0.8,1.0,0,,
exclude_2018,GLD,logistic,0,0.0,0.2,283,0.11533470354864181,0.1166077738515901
exclude_2018,GLD,logistic,1,0.2,0.4,26,0.24336417772990085,0.11538461538461539
exclude_2018,GLD,logistic,2,0.4,0.6,0,,
exclude_2018,GLD,logistic,3,0.6,0.8,0,,
exclude_2018,GLD,logistic,4,0.8,1.0,0,,
exclude_2018,GLD,gbm,0,0.0,0.2,255,0.13405995907331567,0.11764705882352941
exclude_2018,GLD,gbm,1,0.2,0.4,54,0.2531116067420103,0.1111111111111111
exclude_2018,GLD,gbm,2,0.4,0.6,0,,
exclude_2018,GLD,gbm,3,0.6,0.8,0,,
exclude_2018,GLD,gbm,4,0.8,1.0,0,,
exclude_2018,GLD,past_frequency,0,0.0,0.2,309,0.12789795763868422,0.11650485436893204
exclude_2018,GLD,past_frequency,1,0.2,0.4,0,,
exclude_2018,GLD,past_frequency,2,0.4,0.6,0,,
exclude_2018,GLD,past_frequency,3,0.6,0.8,0,,
exclude_2018,GLD,past_frequency,4,0.8,1.0,0,,
exclude_2019,pooled,logistic,0,0.0,0.2,703,0.1243439539921922,0.1891891891891892
exclude_2019,pooled,logistic,1,0.2,0.4,204,0.26141636675584634,0.27450980392156865
exclude_2019,pooled,logistic,2,0.4,0.6,10,0.46887932332291593,0.2
exclude_2019,pooled,logistic,3,0.6,0.8,5,0.7390822686316864,0.2
exclude_2019,pooled,logistic,4,0.8,1.0,5,0.8558925858602215,0.0
exclude_2019,pooled,gbm,0,0.0,0.2,607,0.1360396881872095,0.17957166392092258
exclude_2019,pooled,gbm,1,0.2,0.4,312,0.2588228932278302,0.266025641025641
exclude_2019,pooled,gbm,2,0.4,0.6,8,0.4467466025214276,0.0
exclude_2019,pooled,gbm,3,0.6,0.8,0,,
exclude_2019,pooled,gbm,4,0.8,1.0,0,,
exclude_2019,pooled,past_frequency,0,0.0,0.2,827,0.14481017927707796,0.21281741233373638
exclude_2019,pooled,past_frequency,1,0.2,0.4,100,0.24956006145046358,0.16
exclude_2019,pooled,past_frequency,2,0.4,0.6,0,,
exclude_2019,pooled,past_frequency,3,0.6,0.8,0,,
exclude_2019,pooled,past_frequency,4,0.8,1.0,0,,
exclude_2019,SPY,logistic,0,0.0,0.2,284,0.12132629949090765,0.20422535211267606
exclude_2019,SPY,logistic,1,0.2,0.4,19,0.24901490173221225,0.15789473684210525
exclude_2019,SPY,logistic,2,0.4,0.6,1,0.4743574412758553,0.0
exclude_2019,SPY,logistic,3,0.6,0.8,3,0.707816749013356,0.3333333333333333
exclude_2019,SPY,logistic,4,0.8,1.0,2,0.8389831883630463,0.0
exclude_2019,SPY,gbm,0,0.0,0.2,216,0.1306593011658853,0.2037037037037037
exclude_2019,SPY,gbm,1,0.2,0.4,91,0.2528314618102726,0.1978021978021978
exclude_2019,SPY,gbm,2,0.4,0.6,2,0.4429057979347979,0.0
exclude_2019,SPY,gbm,3,0.6,0.8,0,,
exclude_2019,SPY,gbm,4,0.8,1.0,0,,
exclude_2019,SPY,past_frequency,0,0.0,0.2,309,0.1301156993520874,0.20064724919093851
exclude_2019,SPY,past_frequency,1,0.2,0.4,0,,
exclude_2019,SPY,past_frequency,2,0.4,0.6,0,,
exclude_2019,SPY,past_frequency,3,0.6,0.8,0,,
exclude_2019,SPY,past_frequency,4,0.8,1.0,0,,
exclude_2019,QQQ,logistic,0,0.0,0.2,142,0.13613350201331031,0.29577464788732394
exclude_2019,QQQ,logistic,1,0.2,0.4,154,0.2609586148109524,0.3246753246753247
exclude_2019,QQQ,logistic,2,0.4,0.6,8,0.4749851792612345,0.25
exclude_2019,QQQ,logistic,3,0.6,0.8,2,0.7859805480591818,0.0
exclude_2019,QQQ,logistic,4,0.8,1.0,3,0.867165517525005,0.0
exclude_2019,QQQ,gbm,0,0.0,0.2,134,0.14700813015896314,0.26119402985074625
exclude_2019,QQQ,gbm,1,0.2,0.4,169,0.26740343718897464,0.34911242603550297
exclude_2019,QQQ,gbm,2,0.4,0.6,6,0.44802687071697084,0.0
exclude_2019,QQQ,gbm,3,0.6,0.8,0,,
exclude_2019,QQQ,gbm,4,0.8,1.0,0,,
exclude_2019,QQQ,past_frequency,0,0.0,0.2,209,0.1813250121158788,0.37320574162679426
exclude_2019,QQQ,past_frequency,1,0.2,0.4,100,0.24956006145046358,0.16
exclude_2019,QQQ,past_frequency,2,0.4,0.6,0,,
exclude_2019,QQQ,past_frequency,3,0.6,0.8,0,,
exclude_2019,QQQ,past_frequency,4,0.8,1.0,0,,
exclude_2019,GLD,logistic,0,0.0,0.2,277,0.12139412749170857,0.11913357400722022
exclude_2019,GLD,logistic,1,0.2,0.4,31,0.27129125820625644,0.0967741935483871
exclude_2019,GLD,logistic,2,0.4,0.6,1,0.41455435786342837,0.0
exclude_2019,GLD,logistic,3,0.6,0.8,0,,
exclude_2019,GLD,logistic,4,0.8,1.0,0,,
exclude_2019,GLD,gbm,0,0.0,0.2,257,0.1348427713482641,0.11673151750972763
exclude_2019,GLD,gbm,1,0.2,0.4,52,0.24142113033483653,0.11538461538461539
exclude_2019,GLD,gbm,2,0.4,0.6,0,,
exclude_2019,GLD,gbm,3,0.6,0.8,0,,
exclude_2019,GLD,gbm,4,0.8,1.0,0,,
exclude_2019,GLD,past_frequency,0,0.0,0.2,309,0.13480692436935213,0.11650485436893204
exclude_2019,GLD,past_frequency,1,0.2,0.4,0,,
exclude_2019,GLD,past_frequency,2,0.4,0.6,0,,
exclude_2019,GLD,past_frequency,3,0.6,0.8,0,,
exclude_2019,GLD,past_frequency,4,0.8,1.0,0,,
exclude_2020,pooled,logistic,0,0.0,0.2,728,0.1242497074843604,0.1717032967032967
exclude_2020,pooled,logistic,1,0.2,0.4,192,0.2568589076475815,0.23958333333333334
exclude_2020,pooled,logistic,2,0.4,0.6,4,0.4290615220394114,0.0
exclude_2020,pooled,logistic,3,0.6,0.8,0,,
exclude_2020,pooled,logistic,4,0.8,1.0,0,,
exclude_2020,pooled,gbm,0,0.0,0.2,666,0.13296748344719456,0.15915915915915915
exclude_2020,pooled,gbm,1,0.2,0.4,250,0.2551429814556224,0.26
exclude_2020,pooled,gbm,2,0.4,0.6,8,0.4443496919279443,0.0
exclude_2020,pooled,gbm,3,0.6,0.8,0,,
exclude_2020,pooled,gbm,4,0.8,1.0,0,,
exclude_2020,pooled,past_frequency,0,0.0,0.2,824,0.14606831577627835,0.18810679611650485
exclude_2020,pooled,past_frequency,1,0.2,0.4,100,0.24956006145046358,0.16
exclude_2020,pooled,past_frequency,2,0.4,0.6,0,,
exclude_2020,pooled,past_frequency,3,0.6,0.8,0,,
exclude_2020,pooled,past_frequency,4,0.8,1.0,0,,
exclude_2020,SPY,logistic,0,0.0,0.2,295,0.11974771878652399,0.17966101694915254
exclude_2020,SPY,logistic,1,0.2,0.4,13,0.22844194959389785,0.07692307692307693
exclude_2020,SPY,logistic,2,0.4,0.6,0,,
exclude_2020,SPY,logistic,3,0.6,0.8,0,,
exclude_2020,SPY,logistic,4,0.8,1.0,0,,
exclude_2020,SPY,gbm,0,0.0,0.2,232,0.12582984892805682,0.1810344827586207
exclude_2020,SPY,gbm,1,0.2,0.4,74,0.24776548011329222,0.16216216216216217
exclude_2020,SPY,gbm,2,0.4,0.6,2,0.4429057979347979,0.0
exclude_2020,SPY,gbm,3,0.6,0.8,0,,
exclude_2020,SPY,gbm,4,0.8,1.0,0,,
exclude_2020,SPY,past_frequency,0,0.0,0.2,308,0.12989617584059412,0.17532467532467533
exclude_2020,SPY,past_frequency,1,0.2,0.4,0,,
exclude_2020,SPY,past_frequency,2,0.4,0.6,0,,
exclude_2020,SPY,past_frequency,3,0.6,0.8,0,,
exclude_2020,SPY,past_frequency,4,0.8,1.0,0,,
exclude_2020,QQQ,logistic,0,0.0,0.2,158,0.1368297651356187,0.2974683544303797
exclude_2020,QQQ,logistic,1,0.2,0.4,147,0.25947719145901404,0.29931972789115646
exclude_2020,QQQ,logistic,2,0.4,0.6,3,0.4338972434314057,0.0
exclude_2020,QQQ,logistic,3,0.6,0.8,0,,
exclude_2020,QQQ,logistic,4,0.8,1.0,0,,
exclude_2020,QQQ,gbm,0,0.0,0.2,166,0.14208229470291062,0.2469879518072289
exclude_2020,QQQ,gbm,1,0.2,0.4,136,0.2612396153610768,0.36764705882352944
exclude_2020,QQQ,gbm,2,0.4,0.6,6,0.4448309899256599,0.0
exclude_2020,QQQ,gbm,3,0.6,0.8,0,,
exclude_2020,QQQ,gbm,4,0.8,1.0,0,,
exclude_2020,QQQ,past_frequency,0,0.0,0.2,208,0.18019316399758198,0.3605769230769231
exclude_2020,QQQ,past_frequency,1,0.2,0.4,100,0.24956006145046358,0.16
exclude_2020,QQQ,past_frequency,2,0.4,0.6,0,,
exclude_2020,QQQ,past_frequency,3,0.6,0.8,0,,
exclude_2020,QQQ,past_frequency,4,0.8,1.0,0,,
exclude_2020,GLD,logistic,0,0.0,0.2,275,0.12185129860058923,0.09090909090909091
exclude_2020,GLD,logistic,1,0.2,0.4,32,0.2563755555981223,0.03125
exclude_2020,GLD,logistic,2,0.4,0.6,1,0.41455435786342837,0.0
exclude_2020,GLD,logistic,3,0.6,0.8,0,,
exclude_2020,GLD,logistic,4,0.8,1.0,0,,
exclude_2020,GLD,gbm,0,0.0,0.2,268,0.13350058993969857,0.08582089552238806
exclude_2020,GLD,gbm,1,0.2,0.4,40,0.24806280366038874,0.075
exclude_2020,GLD,gbm,2,0.4,0.6,0,,
exclude_2020,GLD,gbm,3,0.6,0.8,0,,
exclude_2020,GLD,gbm,4,0.8,1.0,0,,
exclude_2020,GLD,past_frequency,0,0.0,0.2,308,0.13919510366640692,0.08441558441558442
exclude_2020,GLD,past_frequency,1,0.2,0.4,0,,
exclude_2020,GLD,past_frequency,2,0.4,0.6,0,,
exclude_2020,GLD,past_frequency,3,0.6,0.8,0,,
exclude_2020,GLD,past_frequency,4,0.8,1.0,0,,
exclude_2021,pooled,logistic,0,0.0,0.2,696,0.12024993976179622,0.1824712643678161
exclude_2021,pooled,logistic,1,0.2,0.4,211,0.26394104351747866,0.23222748815165878
exclude_2021,pooled,logistic,2,0.4,0.6,10,0.46887932332291593,0.2
exclude_2021,pooled,logistic,3,0.6,0.8,5,0.7390822686316864,0.2
exclude_2021,pooled,logistic,4,0.8,1.0,5,0.8558925858602215,0.0
exclude_2021,pooled,gbm,0,0.0,0.2,651,0.12997428362343702,0.16282642089093702
exclude_2021,pooled,gbm,1,0.2,0.4,267,0.25853600755570016,0.27340823970037453
exclude_2021,pooled,gbm,2,0.4,0.6,9,0.44195120099972496,0.0
exclude_2021,pooled,gbm,3,0.6,0.8,0,,
exclude_2021,pooled,gbm,4,0.8,1.0,0,,
exclude_2021,pooled,past_frequency,0,0.0,0.2,827,0.14388106675218704,0.19709794437726724
exclude_2021,pooled,past_frequency,1,0.2,0.4,100,0.24956006145046358,0.16
exclude_2021,pooled,past_frequency,2,0.4,0.6,0,,
exclude_2021,pooled,past_frequency,3,0.6,0.8,0,,
exclude_2021,pooled,past_frequency,4,0.8,1.0,0,,
exclude_2021,SPY,logistic,0,0.0,0.2,280,0.1132832628693563,0.20714285714285716
exclude_2021,SPY,logistic,1,0.2,0.4,23,0.24652997266554208,0.13043478260869565
exclude_2021,SPY,logistic,2,0.4,0.6,1,0.4743574412758553,0.0
exclude_2021,SPY,logistic,3,0.6,0.8,3,0.707816749013356,0.3333333333333333
exclude_2021,SPY,logistic,4,0.8,1.0,2,0.8389831883630463,0.0
exclude_2021,SPY,gbm,0,0.0,0.2,238,0.12441305669942719,0.18487394957983194
exclude_2021,SPY,gbm,1,0.2,0.4,69,0.24858154387929254,0.2608695652173913
exclude_2021,SPY,gbm,2,0.4,0.6,2,0.4429057979347979,0.0
exclude_2021,SPY,gbm,3,0.6,0.8,0,,
exclude_2021,SPY,gbm,4,0.8,1.0,0,,
exclude_2021,SPY,past_frequency,0,0.0,0.2,309,0.1266516680684674,0.20064724919093851
exclude_2021,SPY,past_frequency,1,0.2,0.4,0,,
exclude_2021,SPY,past_frequency,2,0.4,0.6,0,,
exclude_2021,SPY,past_frequency,3,0.6,0.8,0,,
exclude_2021,SPY,past_frequency,4,0.8,1.0,0,,
exclude_2021,QQQ,logistic,0,0.0,0.2,149,0.13069594267674692,0.2953020134228188
exclude_2021,QQQ,logistic,1,0.2,0.4,147,0.26783003617409734,0.2925170068027211
exclude_2021,QQQ,logistic,2,0.4,0.6,8,0.4749851792612345,0.25
exclude_2021,QQQ,logistic,3,0.6,0.8,2,0.7859805480591818,0.0
exclude_2021,QQQ,logistic,4,0.8,1.0,3,0.867165517525005,0.0
exclude_2021,QQQ,gbm,0,0.0,0.2,153,0.14008385780107044,0.24836601307189543
exclude_2021,QQQ,gbm,1,0.2,0.4,149,0.26393689457007646,0.3422818791946309
exclude_2021,QQQ,gbm,2,0.4,0.6,7,0.4416784590182755,0.0
exclude_2021,QQQ,gbm,3,0.6,0.8,0,,
exclude_2021,QQQ,gbm,4,0.8,1.0,0,,
exclude_2021,QQQ,past_frequency,0,0.0,0.2,209,0.1790482073923847,0.3492822966507177
