asset,timeframe,year,candidate,benchmark,metric,candidate_loss,benchmark_loss,relative_improvement
ETH,4,2022,boosted_augmented,linear_augmented,variance_qlike,0.34525613659801213,0.37469606896500857,0.07857016607704448
ETH,4,2022,linear_augmented,linear_volatility,log_variance_mse,0.6367827203438012,0.6230686898134123,-0.02201046329979417
ETH,4,2022,linear_augmented,linear_volatility,variance_qlike,0.37469606896500857,0.35969094408594315,-0.041716715768857826
ETH,4,2022,boosted_augmented,boosted_volatility,log_variance_mse,0.6238302493030622,0.6485869552778475,0.038170218770711806
ETH,4,2022,boosted_augmented,boosted_volatility,variance_qlike,0.34525613659801213,0.3661838794106643,0.05715091239497838
ETH,4,2022,boosted_augmented,ewma_calibrated,log_variance_mse,0.6238302493030622,0.6275483166116315,0.005924750668832135
ETH,4,2022,boosted_augmented,ewma_calibrated,variance_qlike,0.34525613659801213,0.36761590602685507,0.06082372678185888
ETH,4,2023,boosted_volatility,linear_volatility,log_variance_mse,1.2004838177434787,1.0595127012491254,-0.13305278580252367
ETH,4,2023,boosted_volatility,linear_volatility,variance_qlike,0.4954247731692865,0.5230489920791415,0.052813826865524605
ETH,4,2023,boosted_augmented,linear_augmented,log_variance_mse,1.1543541308818615,1.0587935385711635,-0.09025422693800755
ETH,4,2023,boosted_augmented,linear_augmented,variance_qlike,0.4631052638348855,0.46758876091381435,0.009588547573655792
ETH,4,2023,linear_augmented,linear_volatility,log_variance_mse,1.0587935385711635,1.0595127012491254,0.000678767396666502
ETH,4,2023,linear_augmented,linear_volatility,variance_qlike,0.46758876091381435,0.5230489920791415,0.10603257439589053
ETH,4,2023,boosted_augmented,boosted_volatility,log_variance_mse,1.1543541308818615,1.2004838177434787,0.03842591310254073
ETH,4,2023,boosted_augmented,boosted_volatility,variance_qlike,0.4631052638348855,0.4954247731692865,0.06523595727288645
ETH,4,2023,boosted_augmented,ewma_calibrated,log_variance_mse,1.1543541308818615,1.0611520859361752,-0.08783099631139213
ETH,4,2023,boosted_augmented,ewma_calibrated,variance_qlike,0.4631052638348855,0.534240037417525,0.1331513338582775
ETH,4,2024,boosted_volatility,linear_volatility,log_variance_mse,0.722213480696568,0.7304161224701949,0.011230094081010167
ETH,4,2024,boosted_volatility,linear_volatility,variance_qlike,0.43751870735649384,0.4526167582125245,0.03335725110059096
ETH,4,2024,boosted_augmented,linear_augmented,log_variance_mse,0.6985843201444115,0.7008457116306382,0.0032266609450534167
ETH,4,2024,boosted_augmented,linear_augmented,variance_qlike,0.4392263151799533,0.48696000322748323,0.09802383713479468
ETH,4,2024,linear_augmented,linear_volatility,log_variance_mse,0.7008457116306382,0.7304161224701949,0.04048433479199842
ETH,4,2024,linear_augmented,linear_volatility,variance_qlike,0.48696000322748323,0.4526167582125245,-0.0758770955600212
ETH,4,2024,boosted_augmented,boosted_volatility,log_variance_mse,0.6985843201444115,0.722213480696568,0.03271769522962431
ETH,4,2024,boosted_augmented,boosted_volatility,variance_qlike,0.4392263151799533,0.43751870735649384,-0.0039029367081853117
ETH,4,2024,boosted_augmented,ewma_calibrated,log_variance_mse,0.6985843201444115,0.7313052396153762,0.044743176581332755
ETH,4,2024,boosted_augmented,ewma_calibrated,variance_qlike,0.4392263151799533,0.4593724962794209,0.04385587135197866
ETH,4,2025,boosted_volatility,linear_volatility,log_variance_mse,0.7648901040157392,0.762688595423467,-0.002886510438837586
ETH,4,2025,boosted_volatility,linear_volatility,variance_qlike,0.44130193806978435,0.43750419206023244,-0.008680479132481267
ETH,4,2025,boosted_augmented,linear_augmented,log_variance_mse,0.7272607686989221,0.7313725136682794,0.005621957200352523
ETH,4,2025,boosted_augmented,linear_augmented,variance_qlike,0.43604737199995325,0.44140383657170795,0.01213506573335943
ETH,4,2025,linear_augmented,linear_volatility,log_variance_mse,0.7313725136682794,0.762688595423467,0.04106011541683019
ETH,4,2025,linear_augmented,linear_volatility,variance_qlike,0.44140383657170795,0.43750419206023244,-0.008913387762324865
ETH,4,2025,boosted_augmented,boosted_volatility,log_variance_mse,0.7272607686989221,0.7648901040157392,0.04919574082506739
ETH,4,2025,boosted_augmented,boosted_volatility,variance_qlike,0.43604737199995325,0.44130193806978435,0.01190696350171061
ETH,4,2025,boosted_augmented,ewma_calibrated,log_variance_mse,0.7272607686989221,0.7695979400846377,0.05501206432680872
ETH,4,2025,boosted_augmented,ewma_calibrated,variance_qlike,0.43604737199995325,0.439719740849235,0.008351612420650634
ETH,4,all,boosted_volatility,linear_volatility,log_variance_mse,0.7578299595278353,0.7212920551510343,-0.05065618582080478
ETH,4,all,boosted_volatility,linear_volatility,variance_qlike,0.4489445229630642,0.44574671055160014,-0.007174057229736741
ETH,4,all,boosted_augmented,linear_augmented,log_variance_mse,0.7324230031223404,0.7065878649021022,-0.0365632350957763
ETH,4,all,boosted_augmented,linear_augmented,variance_qlike,0.4322064074262572,0.43358902856027837,0.003188782563553594
ETH,4,all,linear_augmented,linear_volatility,log_variance_mse,0.7065878649021022,0.7212920551510343,0.02038590352399361
ETH,4,all,linear_augmented,linear_volatility,variance_qlike,0.43358902856027837,0.44574671055160014,0.027274866428687594
ETH,4,all,boosted_augmented,boosted_volatility,log_variance_mse,0.7324230031223404,0.7578299595278353,0.03352593294322204
ETH,4,all,boosted_augmented,boosted_volatility,variance_qlike,0.4322064074262572,0.4489445229630642,0.03728326035995333
ETH,4,all,boosted_augmented,ewma_calibrated,log_variance_mse,0.7324230031223404,0.7244723235257865,-0.010974442139984664
ETH,4,all,boosted_augmented,ewma_calibrated,variance_qlike,0.4322064074262572,0.4530096184413831,0.04592222806813917
