state_run_id,state_run_ordinal,regime_label,start_bar_index,end_bar_index,start_timestamp,end_timestamp,duration_bars,entered_from_regime_label,exited_to_regime_label
8133dc456e4a09bfa8f5af52e1acc913b97f323f371c17d9237c140bf0f8e4fe,77,VOL_EXPANSION,761,765,2018-02-01T20:00:00,2018-02-02T00:00:00,5,TREND_DOWN,TREND_DOWN
c42977afa43dd14fcebe7a005080d1ee7aafd9261d5c9e3f62050a3f12da7cca,78,TREND_DOWN,766,776,2018-02-02T01:00:00,2018-02-02T11:00:00,11,VOL_EXPANSION,VOL_EXPANSION
516c0be160d6ebbbd0a961a0b3e91bc5de40c2779ca504e2d52d22b89134217b,79,VOL_EXPANSION,777,777,2018-02-02T12:00:00,2018-02-02T12:00:00,1,TREND_DOWN,HIGH_VOL
0f99a2d29432ee149462e17f765ad041b593dddc51ee4c25bbf7a3b2a66340e5,80,HIGH_VOL,778,785,2018-02-02T13:00:00,2018-02-02T20:00:00,8,VOL_EXPANSION,TREND_DOWN
0085415b41266a7947163d9ecff60a4c284c9b233dfa70fdcf3e47de0c765183,81,TREND_DOWN,786,801,2018-02-02T21:00:00,2018-02-03T12:00:00,16,HIGH_VOL,RANGE
f04c3141ec08f4a67ef30d9a1c11017f7f56484f817449786b45913a6f1fde96,82,RANGE,802,808,2018-02-03T13:00:00,2018-02-03T19:00:00,7,TREND_DOWN,TREND_UP
e24a6393d37e14f05ae697ee44f4785b0a8cadb26e93d5a40e20ca1e4eb0ca51,83,TREND_UP,809,822,2018-02-03T20:00:00,2018-02-04T09:00:00,14,RANGE,RANGE
5fd69c0639a4bf89e28862c7c2a891be06021cebbc817db97dd556cdd223958b,84,RANGE,823,823,2018-02-04T10:00:00,2018-02-04T10:00:00,1,TREND_UP,TREND_DOWN
2ad3c6221fcea8dde25b45b65b343147173a3bdf690d2169a3798a901a1f3946,85,TREND_DOWN,824,827,2018-02-04T11:00:00,2018-02-04T14:00:00,4,RANGE,VOL_EXPANSION
73d44a6bab6b6fd726acfc4517c7e9b62f087089a428450249f457902c9d56aa,86,VOL_EXPANSION,828,829,2018-02-04T15:00:00,2018-02-04T16:00:00,2,TREND_DOWN,TREND_DOWN
ed1900f70bde5e833e91333e7d6cf4c036e3df2168d377ed529bc45158eeda7c,87,TREND_DOWN,830,830,2018-02-04T17:00:00,2018-02-04T17:00:00,1,VOL_EXPANSION,VOL_EXPANSION
7ca43e188fbfd82ab455a17b3587499141084f9eac04e2640413c06812daf14c,88,VOL_EXPANSION,831,832,2018-02-04T18:00:00,2018-02-04T19:00:00,2,TREND_DOWN,TREND_DOWN
64140b695677d7abc7c525dcde3bbf396fea608386d3be5f345b5dbcf7206686,89,TREND_DOWN,833,834,2018-02-04T20:00:00,2018-02-04T21:00:00,2,VOL_EXPANSION,VOL_EXPANSION
1100e4ea09682e24e312f5d8623f1bf45ddcf068e457546c140803df159fdcdd,90,VOL_EXPANSION,835,836,2018-02-04T22:00:00,2018-02-04T23:00:00,2,TREND_DOWN,TREND_DOWN
9bb354c395c33dd9272618bb2dba7242d3d396dff929ba9f47e74b3dc49a8689,91,TREND_DOWN,837,851,2018-02-05T00:00:00,2018-02-05T14:00:00,15,VOL_EXPANSION,VOL_EXPANSION
283e89c34add9daa168fe2221956ec22f9007493aeb558b5d338e73a95019973,92,VOL_EXPANSION,852,854,2018-02-05T15:00:00,2018-02-05T17:00:00,3,TREND_DOWN,HIGH_VOL
c7eadec6ae95003d255d60104f6af627a91ac0d81db8ca483a00a7e0dbdcb5f1,93,HIGH_VOL,855,893,2018-02-05T18:00:00,2018-02-07T08:00:00,39,VOL_EXPANSION,RANGE
7a08057709cf7093a98e059541e8cb17317c2ac9a750a436ae48a59f2e4c4e7f,94,RANGE,894,894,2018-02-07T09:00:00,2018-02-07T09:00:00,1,HIGH_VOL,TREND_UP
b376fb1fb5d9c8c50a6445d3f81d6ff5ea3458a4387c6622067bc0345776e802,95,TREND_UP,895,933,2018-02-07T10:00:00,2018-02-09T00:00:00,39,RANGE,VOL_EXPANSION
5f0e5109cbded8b5aad171919a1bf5daf6ac185ec656fa353c9d27b11d5f4f5f,96,VOL_EXPANSION,934,935,2018-02-09T01:00:00,2018-02-09T02:00:00,2,TREND_UP,TREND_UP
0cd40975ca7394eb7c7125bc2850c28a0746f7a17152431477bd7fab069ae71e,97,TREND_UP,936,936,2018-02-09T03:00:00,2018-02-09T03:00:00,1,VOL_EXPANSION,VOL_EXPANSION
7d6fb063ba56cd3a4b22f80de2d7a735041b1c891762caad7748b6f5cf1082f4,98,VOL_EXPANSION,937,937,2018-02-09T04:00:00,2018-02-09T04:00:00,1,TREND_UP,RANGE
e8172418637258e36ccc227fefae6314aee0c3d7d528f0c425ad786dfe4c23dc,99,RANGE,938,941,2018-02-09T05:00:00,2018-02-09T08:00:00,4,VOL_EXPANSION,TREND_UP
990d2d05be36abbdc60bfd561de1cd4255887147335f41654a12d5dcc6bd3262,100,TREND_UP,942,974,2018-02-09T09:00:00,2018-02-10T17:00:00,33,RANGE,RANGE
c6830be938765a07ce8308af98bd7486911cdad83fc43967fcd4fa22365b8950,101,RANGE,975,985,2018-02-10T18:00:00,2018-02-11T04:00:00,11,TREND_UP,TREND_DOWN
fd1ae60f3a4108542af6c1648c2039a204c743e6c4d949995ed651a2bc0d3877,102,TREND_DOWN,986,995,2018-02-11T05:00:00,2018-02-11T14:00:00,10,RANGE,RANGE
d4234b5d8176909952aa6fc2ae5c1bba93ccca7e9e84bd8e27c9fdac5bef2e64,103,RANGE,996,999,2018-02-11T15:00:00,2018-02-11T18:00:00,4,TREND_DOWN,TREND_DOWN
ffa4eb8617aee981b3fe624b1b6171d6cec91225e37f478a523dcd0bb34b070b,104,TREND_DOWN,1000,1007,2018-02-11T19:00:00,2018-02-12T02:00:00,8,RANGE,RANGE
cd109279f04ed53aa25774c38241ef21cc5a42a3f65beec22238c0321d99704d,105,RANGE,1008,1009,2018-02-12T03:00:00,2018-02-12T04:00:00,2,TREND_DOWN,TREND_UP
c705fbb4186ede881dcbdc9abad3ceda33d0252e10075ce9ef84e9916f35219c,106,TREND_UP,1010,1039,2018-02-12T05:00:00,2018-02-13T10:00:00,30,RANGE,RANGE
4ec98f6dfece326b9e61ba270f131302697c6f17bb73930c023c384dfe21db32,107,RANGE,1040,1042,2018-02-13T11:00:00,2018-02-13T13:00:00,3,TREND_UP,TREND_UP
3571241bad4de3b93670566a1e2c409a6323889a4ffb5ed8cdeece6f14b011c5,108,TREND_UP,1043,1047,2018-02-13T14:00:00,2018-02-13T18:00:00,5,RANGE,VOL_COMPRESSION
4edb653b3ce5b4f524877de7b4f9f2a9cfb244fbd2f2556286a468674311107b,109,VOL_COMPRESSION,1048,1049,2018-02-13T19:00:00,2018-02-13T20:00:00,2,TREND_UP,TREND_UP
037f3d61055bfcd148f361a7ef485ae842f67882dde01abf8e550c32d70079eb,110,TREND_UP,1050,1051,2018-02-13T21:00:00,2018-02-13T22:00:00,2,VOL_COMPRESSION,VOL_COMPRESSION
310fff42cc2960073df1e5a9454edb3703aa99226b5118de6d3537ad3bf0e7fa,111,VOL_COMPRESSION,1052,1064,2018-02-13T23:00:00,2018-02-14T11:00:00,13,TREND_UP,TREND_UP
47363e84e357fd54dc19d683964b46fc62c1fcc0ab5d8958128696e9b01db306,112,TREND_UP,1065,1073,2018-02-14T12:00:00,2018-02-14T20:00:00,9,VOL_COMPRESSION,VOL_COMPRESSION
ffa375d7a1ec4f843591971e917a588793a200497806504a71a8024e477a4471,113,VOL_COMPRESSION,1074,1074,2018-02-14T21:00:00,2018-02-14T21:00:00,1,TREND_UP,TREND_UP
f1146bb6147a822867c0bcf7ca430101360bc0d0cda2cb7da432049963471c7d,114,TREND_UP,1075,1077,2018-02-14T22:00:00,2018-02-15T00:00:00,3,VOL_COMPRESSION,VOL_COMPRESSION
77444000f9efde10a8f440cdc3ff65328ad19cf4affd0e4b92db1477b3b4a2e5,115,VOL_COMPRESSION,1078,1078,2018-02-15T01:00:00,2018-02-15T01:00:00,1,TREND_UP,TREND_UP
